item_id,item_kind,type,crafting_template,name,culture,source_xml,winner_module,load_order_rank
a_empire_plated_shoulder_b,Item,Cape,,Lamellar Pauldrons,empire,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
a_khuzait_leather_shoulder_b_a,Item,Cape,,Cured Studded Leather Shoulders,khuzait,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
a_khuzait_leather_shoulder_b_b,Item,Cape,,Reinforced Studded Neckguard,khuzait,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
a_leather_lamellar_armor_shoulder_a,Item,Cape,,Decorated Lamellar Leather Shoulder Guards,khuzait,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
a_metal_lamellar_armor_shoulder_a,Item,Cape,,Decorated Steel Lamellar Shoulder Pieces,khuzait,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
a_pauldron_cape_b,Item,Cape,,Bronze Pauldrons with Neck Guard,empire,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
a_pauldron_cape_c,Item,Cape,,Bronze Pauldrons,empire,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
adarga,Item,Shield,,Adarga,aserai,SandboxCore/ModuleData/items/shields.xml,SandboxCore,2
aketon,Item,BodyArmor,,Aketon,vlandia,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
ambassador_sword_t3,CraftedItem,CraftedWeapon,OneHandedSword,The Ambassador,,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
anduril,CraftedItem,CraftedWeapon,TwoHandedSword,[Gondor] Anduril,gondor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/LOTRAOM_weapons.xml,LOTRLOME_Armory,7
angbor_body,Item,BodyArmor,,[Gondor] Angbor's Armour,gondor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/gondor/body_armors.xml,LOTRLOME_Armory,7
angbor_boots,Item,LegArmor,,[Gondor] Angbor's Boots,gondor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/gondor/leg_armors.xml,LOTRLOME_Armory,7
angbor_gloves,Item,HandArmor,,[Gondor] Angbor's Bracers,gondor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/gondor/arm_armors.xml,LOTRLOME_Armory,7
angbor_helmet,Item,HeadArmor,,[Gondor] Angbor's Helmet,gondor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/gondor/head_armors.xml,LOTRLOME_Armory,7
angbor_shoulder,Item,Cape,,[Gondor] Angbor's Pauldrons,gondor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/gondor/shoulder_armors.xml,LOTRLOME_Armory,7
ar_ardunian_elite_armour,Item,BodyArmor,,[Mordor] Black Númenórean Armour,mordor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/mordor/body_armors.xml,LOTRLOME_Armory,7
ar_ardunian_elite_hand,Item,HandArmor,,[Mordor] Ardunian Elite Gauntlets,mordor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/mordor/arm_armors.xml,LOTRLOME_Armory,7
ar_ardunian_elite_helmet,Item,HeadArmor,,[Mordor] Black Númenórean Helmet,mordor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/mordor/head_armors.xml,LOTRLOME_Armory,7
ar_ardunian_elite_shoses,Item,LegArmor,,[Mordor] Black Númenórean Boots,mordor,LOTRLOME_Armory/ModuleData/LOTRLOME_items/mordor/leg_armors.xml,LOTRLOME_Armory,7
archers_flag_t1,Item,Banner,,Archer's Flag,neutral_culture,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
arming_cap,Item,HeadArmor,,Padded Coif,vlandia,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
arming_coif,Item,HeadArmor,,Leather Coif,vlandia,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
armored_baggy_trunks,Item,BodyArmor,,Armored Baggy Trunks,battania,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
armored_bearskin,Item,Cape,,Armored Bearskin,battania,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
armwraps,Item,HandArmor,,Armwraps,battania,SandboxCore/ModuleData/items/arm_armors.xml,SandboxCore,2
arrow_emp_1_a,Item,Arrows,,Imperial Arrows,empire,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_2haxe_1_t3,CraftedItem,CraftedWeapon,TwoHandedAxe,Short Handled Tabar,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_2haxe_2_t3,CraftedItem,CraftedWeapon,TwoHandedAxe,Tabar,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_2haxe_2_t4,CraftedItem,CraftedWeapon,TwoHandedAxe,Executioner Axe,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_2haxe_3_t5,CraftedItem,CraftedWeapon,TwoHandedAxe,Heavy Executioner Axe,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_archer_armor,Item,BodyArmor,,Gambeson over Mail Armor,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_armor_02,Item,BodyArmor,,Southern Chain Mail,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_armor_02_b,Item,BodyArmor,,Southern Decorated Chain Mail,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_axe_1_t2,CraftedItem,CraftedWeapon,OneHandedAxe,Wood Splitter Axe,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_axe_2_t2,CraftedItem,CraftedWeapon,OneHandedAxe,Bamboo Handled Ascia Axe,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_axe_2_t2_blunt,CraftedItem,CraftedWeapon,OneHandedAxe,Sparring Bamboo Handled Axe,aserai,SandboxCore/ModuleData/items/tournament_weapons.xml,SandboxCore,2
aserai_battle_crown,Item,HeadArmor,,Ornate Desert Battle Crown,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_brass_plate_a,Item,BodyArmor,,Southern Mail Shirt with Brass Plates,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_brass_plate_b,Item,BodyArmor,,Southern Sleeveless Mail Shirt with Brass Plates,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_chain_plate_armor_a,Item,BodyArmor,,Southern Reinforced Mail Armor,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_chain_plate_armor_b,Item,BodyArmor,,Southern Reinforced Sleeveless Mail Armor,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_chain_plate_armor_c,Item,BodyArmor,,Southern Reinforced Mail Vest,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_chain_plate_armor_d,Item,BodyArmor,,Southern Reinforced Short Mail Armor,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_civil_a,Item,BodyArmor,,Luxury Kaftan with Waistband,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_civil_b,Item,BodyArmor,,Kaftan with Leather Belt,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_civil_c,Item,BodyArmor,,Colored Kaftan,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_civil_c_head,Item,HeadArmor,,Keffiyeh with Silken Band,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_civil_d,Item,BodyArmor,,Colored Bisht,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_civil_d_hscarf,Item,HeadArmor,,Colored Turban,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_civil_e,Item,BodyArmor,,Thawb,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_civil_e_hscarf,Item,HeadArmor,,Colored Keffiyeh,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_civil_f,Item,BodyArmor,,Simple Peasant Robe,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_civil_f_cape,Item,HeadArmor,,Bandit Leather Hood,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_civil_hscarf_a,Item,HeadArmor,,Keffiyeh with Brown Band,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_civil_hscarf_b,Item,HeadArmor,,Roughspun Keffiyeh,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_crown,Item,HeadArmor,,Luxury Turban Over Helmet,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_female_civil_a,Item,BodyArmor,,Feminine Kaftan,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_female_civil_b,Item,BodyArmor,,Kaftan with Waistband,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_female_civil_hscarf,Item,HeadArmor,,Desert Headscarf,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_female_civil_hscarf_b,Item,HeadArmor,,Headscarf with Fez,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_full_scale_armor_on_chain,Item,BodyArmor,,Mastercrafted Southern Scale over Chain Hauberk,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_horse,Item,Horse,,Nahasawi{@Plural}Nahasawi horses{\@},aserai,SandboxCore/ModuleData/items/horses_and_others.xml,SandboxCore,2
aserai_horse_tournament,Item,Horse,,Desert Horse{@Plural}desert horses{\@},aserai,SandboxCore/ModuleData/items/horses_and_others.xml,SandboxCore,2
aserai_horseman_armor,Item,BodyArmor,,Ring Mail,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_horseman_shoulder,Item,Cape,,Ringmail Shoulder Guard,aserai,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
aserai_lance_1_t5,CraftedItem,CraftedWeapon,TwoHandedPolearm,Mamluke Lance,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_lord_helmet_a,Item,HeadArmor,,Noble Crowned Lord Helmet,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aserai_mace_1_t2,CraftedItem,CraftedWeapon,Mace,Militia Mace,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_mace_2_t2,CraftedItem,CraftedWeapon,Mace,Fullered Light Mace,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_mace_3_t3,CraftedItem,CraftedWeapon,Mace,Heavy Horsemans Mace,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_mace_4_t4,CraftedItem,CraftedWeapon,Mace,Spiralled Mace,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_mace_5_t4,CraftedItem,CraftedWeapon,TwoHandedMace,Southern Two Handed Mace,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_noble_sword_1_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Kaskara,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_noble_sword_2_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Long Scimitar,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_noble_sword_3_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Scimitar with Wide Grip,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_noble_sword_4_t5,CraftedItem,CraftedWeapon,OneHandedSword,Engraved Angular Kaskara,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_robe_c_chain,Item,BodyArmor,,Robe over Mail Shirt,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_scale_armor_on_chain,Item,BodyArmor,,Mastercrafted Southern Scale over Chain Mail,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_scale_armor_on_cloth,Item,BodyArmor,,Mastercrafted Southern Scale Mail,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_scale_shoulder_a,Item,Cape,,Bronze Scale Shoulder Guards,aserai,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
aserai_scale_shoulder_b,Item,Cape,,Long Sleeved Bronze Scale Shoulder Guards,aserai,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
aserai_scale_shoulder_c,Item,Cape,,Bronze Scale Pauldrons,aserai,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
aserai_scale_shoulder_d,Item,Cape,,Decorated Bronze Scale Pauldrons,aserai,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
aserai_scale_shoulder_e,Item,Cape,,Decorated Long Sleeve Bronze Scale Pauldrons,aserai,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
aserai_sword_1_t2,CraftedItem,CraftedWeapon,OneHandedSword,Iron Flyssa,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_sword_1_t2_blunt,CraftedItem,CraftedWeapon,OneHandedSword,Sparring Flyssa,aserai,SandboxCore/ModuleData/items/tournament_weapons.xml,SandboxCore,2
aserai_sword_2_t2,CraftedItem,CraftedWeapon,OneHandedSword,Iron Scimitar,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_sword_2_t2_blunt,CraftedItem,CraftedWeapon,OneHandedSword,Sparring Scimitar,aserai,SandboxCore/ModuleData/items/tournament_weapons.xml,SandboxCore,2
aserai_sword_3_t3,CraftedItem,CraftedWeapon,OneHandedSword,Slightly Ridged Flyssa,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_sword_4_t4,CraftedItem,CraftedWeapon,OneHandedSword,Fine Steel Long Kaskara,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_sword_5_t4,CraftedItem,CraftedWeapon,OneHandedSword,Long Fine Steel Scimitar,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_sword_6_t4,CraftedItem,CraftedWeapon,OneHandedSword,Narrow Fine Steel Kaskara,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_sword_7_t5,CraftedItem,CraftedWeapon,OneHandedSword,Thamaskene Steel Kaskara,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
aserai_tunic_waistcoat,Item,BodyArmor,,Luxury Kaftan,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_villager_female_dress,Item,BodyArmor,,Villager Short Dress,aserai,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
aserai_villager_female_headdress,Item,HeadArmor,,Rural Headdress,aserai,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
aseran_village_harness,Item,HorseHarness,,Bedouin Common Saddle,aserai,SandboxCore/ModuleData/items/horses_and_others.xml,SandboxCore,2
assassin_armor,Item,BodyArmor,,Blackened Armor,neutral_culture,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
assassin_boot,Item,LegArmor,,Blackened Boots,neutral_culture,SandboxCore/ModuleData/items/leg_armors.xml,SandboxCore,2
assassin_hood,Item,HeadArmor,,Blackened Hood,neutral_culture,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
assassin_shoulder,Item,Cape,,Blackened Cape,neutral_culture,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
avalanche_2haxe,CraftedItem,CraftedWeapon,TwoHandedAxe,Avalanche,,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
baggy_trunks,Item,BodyArmor,,Baggy Trunks,battania,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
ballista_c_projectile,Item,Arrows,,Ballista Arrows,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_burning,Item,Arrows,,Ballista Arrows,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_grape,Item,Thrown,,Grapeshot Stack,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_grape_fire,Item,Thrown,,Fire Grapeshot Stack,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_grape_fire_projectile,Item,Thrown,,Fire Grapeshot Ammo,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_grape_projectile,Item,Thrown,,Grapeshot Ammo,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_iron,Item,Thrown,,Iron,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_pot,Item,Thrown,,Fire Pot,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_pot_storyline,Item,Thrown,,Fire Pot,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_stone,Item,Thrown,,Boulder,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_projectile,Item,Arrows,,Ballista Arrows,,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
ballista_projectile_burning,Item,Arrows,,Ballista Arrows,,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
bamboo_axe_t4,CraftedItem,CraftedWeapon,OneHandedAxe,Bamboo Axe,aserai,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
banded_leather_over_mail,Item,BodyArmor,,Banded Leather over Mail,vlandia,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
bandit_envelope_dress_v1,Item,BodyArmor,,Commoner Tunic,looters,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
bandit_envelope_dress_v2,Item,BodyArmor,,Sleeveless Enveloped Padded Garments,looters,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
bandit_fur_a,Item,BodyArmor,,Old Fur Armor,looters,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
bandit_fur_b,Item,BodyArmor,,Old Fur Coat,looters,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
bandit_gambeson,Item,BodyArmor,,Rugged Gambeson,looters,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
bandit_hybrid_armor_a,Item,BodyArmor,,Raider Bronze Clothing,aserai,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_b,Item,BodyArmor,,Raider Iron Clothing,aserai,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_boots_a,Item,LegArmor,,Raider Bronze Boots,neutral_culture,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_c,Item,BodyArmor,,Raider Clothes,aserai,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_gloves_a,Item,HandArmor,,Raider Bronze Gloves,neutral_culture,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_helmet_a,Item,HeadArmor,,Raider Fur Helmet,khuzait,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_helmet_b,Item,HeadArmor,,Raider Reinforced Fur Helmet,khuzait,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_shoulder_a,Item,Cape,,Raider Fur Shoulderguard,khuzait,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_shoulder_b,Item,Cape,,Raider Reinforced Shoulderguard,nord,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_leather_water_flask,Item,BodyArmor,,Commoner Shirt,looters,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
bandit_saddle_desert,Item,HorseHarness,,Rugged Bedouin Saddle,aserai,SandboxCore/ModuleData/items/horses_and_others.xml,SandboxCore,2
bandit_saddle_highland,Item,HorseHarness,,Rugged Fur Saddle,battania,SandboxCore/ModuleData/items/horses_and_others.xml,SandboxCore,2
bandit_saddle_steppe,Item,HorseHarness,,Rugged Saddle,,SandboxCore/ModuleData/items/horses_and_others.xml,SandboxCore,2
banner_of_desert_winds_t1,Item,Banner,,Banner of Desert Winds,aserai,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_dust_devils_t3,Item,Banner,,Banner of Dust Devils,aserai,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_emirs_hawk_t2,Item,Banner,,Banner of Emir's Hawk,aserai,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_faris_falcon_t1,Item,Banner,,Banner of Faris' Falcon,aserai,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_iron_shields_t2,Item,Banner,,Banner of Iron Shields,sturgia,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_oaken_shields_t1,Item,Banner,,Banner of Oaken Shields,sturgia,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_shifting_sands_t2,Item,Banner,,Banner of Shifting Sands,aserai,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_steel_shields_t3,Item,Banner,,Banner of Steel Shields,sturgia,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_sultans_eagle_t3,Item,Banner,,Banner of Sultan's Eagle,aserai,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_the_horseman_t1,Item,Banner,,Banner of the Horseman,vlandia,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_the_knight_t3,Item,Banner,,Banner of the Knight,vlandia,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
banner_of_the_squire_t2,Item,Banner,,Banner of the Squire,vlandia,SandboxCore/ModuleData/items/banners.xml,SandboxCore,2
barbed_arrows,Item,Arrows,,Barbed Arrows,,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
barghasts_great_axe,CraftedItem,CraftedWeapon,TwoHandedAxe,Barghasts Great Axe,,NavalDLC/ModuleData/naval_weapons.xml,NavalDLC,4
basic_imperial_leather_armor,Item,BodyArmor,,Leather Armor,empire,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
bastard_sword_t2,CraftedItem,CraftedWeapon,OneHandedSword,Simple Bastard Sword,,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_2haxe_1_t2,CraftedItem,CraftedWeapon,TwoHandedAxe,Square Bit Two Handed Axe,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_2haxe_1_t2_blunt,CraftedItem,CraftedWeapon,TwoHandedAxe,Sparring Two Handed Axe,battania,SandboxCore/ModuleData/items/tournament_weapons.xml,SandboxCore,2
battania_2hsword_1_t2,CraftedItem,CraftedWeapon,TwoHandedSword,Iron Broadsword,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_2hsword_1_t2_blunt,CraftedItem,CraftedWeapon,TwoHandedSword,Sparring Twohander,battania,SandboxCore/ModuleData/items/tournament_weapons.xml,SandboxCore,2
battania_2hsword_2_t3,CraftedItem,CraftedWeapon,TwoHandedSword,Highland Broadsword,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_2hsword_3_t3,CraftedItem,CraftedWeapon,TwoHandedSword,Northlander Wide Fullered Greatsword,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_2hsword_4_t4,CraftedItem,CraftedWeapon,TwoHandedSword,Long Falx,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_2hsword_5_t4,CraftedItem,CraftedWeapon,TwoHandedSword,Highland Fine Two Handed Sword,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_2hsword_5_t5,CraftedItem,CraftedWeapon,TwoHandedSword,Battanian Mountain Blade,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_2hsword_6,CraftedItem,CraftedWeapon,TwoHandedSword,Falx,,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_axe_1_t2,CraftedItem,CraftedWeapon,OneHandedAxe,Highland Hatchet,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_axe_2_t4,CraftedItem,CraftedWeapon,OneHandedAxe,One Handed Bearded Axe,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_axe_3_t5,CraftedItem,CraftedWeapon,OneHandedAxe,Round Bitted Fine Steel Hatchet,battania,SandboxCore/ModuleData/items/weapons.xml,SandboxCore,2
battania_battle_crown,Item,HeadArmor,,Two Pronged Bronze Crown,battania,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
battania_brass_plate_armor,Item,BodyArmor,,Bronze Breastplate,battania,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
battania_civil_a,Item,BodyArmor,,Tartan Tunic,battania,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
battania_civil_b,Item,BodyArmor,,Villager Leather Tunic,battania,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
battania_civil_c,Item,BodyArmor,,Townsman Luxury Coat,battania,SandboxCore/ModuleData/items/body_armors.xml,SandboxCore,2
battania_civil_cape,Item,Cape,,Woodland Fur Cloak,battania,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
battania_civil_cloak,Item,Cape,,Fringed Cape,battania,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
battania_civil_hood,Item,HeadArmor,,Cloth Hood,battania,SandboxCore/ModuleData/items/head_armors.xml,SandboxCore,2
battania_cloak,Item,Cape,,Tartan Cloak,battania,SandboxCore/ModuleData/items/shoulder_armors.xml,SandboxCore,2
