troop_id,winner_module,defining_modules,overridden_modules,definition_count,change_type
caravan_leader_aserai,Sandbox,Sandbox,,1,inalterado
caravan_leader_vlandia,Sandbox,Sandbox,,1,inalterado
caravan_leader_battania,Sandbox,Sandbox,,1,inalterado
caravan_leader_khuzait,Sandbox,Sandbox,,1,inalterado
caravan_leader_world,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_0_aserai,ROT-Content,Sandbox|ROT-Content,Sandbox,2,override
child_education_templates_stage_2_page_0_branch_0_battania,ROT-Content,Sandbox|ROT-Content,Sandbox,2,override
child_education_templates_stage_2_page_0_branch_0_empire,ROT-Content,Sandbox|ROT-Content,Sandbox,2,override
child_education_templates_stage_2_page_0_branch_0_khuzait,ROT-Content,Sandbox|ROT-Content,Sandbox,2,override
child_education_templates_stage_2_page_0_branch_0_sturgia,ROT-Content,Sandbox|ROT-Content,Sandbox,2,override
child_education_templates_stage_2_page_0_branch_0_vlandia,ROT-Content,Sandbox|ROT-Content,Sandbox,2,override
child_education_templates_stage_2_page_0_branch_1_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_vlandia,Sandbox,Sandbox,,1,inalterado
main_hero,Sandbox,Sandbox,,1,inalterado
dead_lord_2_1,Sandbox,Sandbox,,1,inalterado
dead_lord_2_2,Sandbox,Sandbox,,1,inalterado
dead_lord_3_1,Sandbox,Sandbox,,1,inalterado
dead_lord_6_1,Sandbox,Sandbox,,1,inalterado
dead_lord_6_2,Sandbox,Sandbox,,1,inalterado
dead_lord_6_3,Sandbox,Sandbox,,1,inalterado
dead_lord_6_4,Sandbox,Sandbox,,1,inalterado
lord_1_1,Sandbox,Sandbox,,1,inalterado
lord_1_2,Sandbox,Sandbox,,1,inalterado
lord_1_1_1,Sandbox,Sandbox,,1,inalterado
lord_1_1_2,Sandbox,Sandbox,,1,inalterado
lord_1_1_3,Sandbox,Sandbox,,1,inalterado
lord_1_1_4,Sandbox,Sandbox,,1,inalterado
lord_1_1_5,Sandbox,Sandbox,,1,inalterado
lord_1_1_6,Sandbox,Sandbox,,1,inalterado
lord_1_1_7,Sandbox,Sandbox,,1,inalterado
lord_1_1_8,Sandbox,Sandbox,,1,inalterado
lord_1_1_9,Sandbox,Sandbox,,1,inalterado
lord_1_1_10,Sandbox,Sandbox,,1,inalterado
lord_1_1_11,Sandbox,Sandbox,,1,inalterado
lord_1_1_15,Sandbox,Sandbox,,1,inalterado
lord_1_1_16,Sandbox,Sandbox,,1,inalterado
lord_1_3,Sandbox,Sandbox,,1,inalterado
lord_1_4,Sandbox,Sandbox,,1,inalterado
lord_1_5,Sandbox,Sandbox,,1,inalterado
lord_1_6,Sandbox,Sandbox,,1,inalterado
lord_1_7,Sandbox,Sandbox,,1,inalterado
lord_1_8,Sandbox,Sandbox,,1,inalterado
lord_1_9,Sandbox,Sandbox,,1,inalterado
lord_1_10,Sandbox,Sandbox,,1,inalterado
lord_1_25,Sandbox,Sandbox,,1,inalterado
lord_1_35,Sandbox,Sandbox,,1,inalterado
lord_1_11,Sandbox,Sandbox,,1,inalterado
lord_1_111,Sandbox,Sandbox,,1,inalterado
lord_1_12,Sandbox,Sandbox,,1,inalterado
lord_1_14,Sandbox,Sandbox,,1,inalterado
lord_1_15,Sandbox,Sandbox,,1,inalterado
lord_1_155,Sandbox,Sandbox,,1,inalterado
lord_1_16,Sandbox,Sandbox,,1,inalterado
lord_1_17,Sandbox,Sandbox,,1,inalterado
lord_1_177,Sandbox,Sandbox,,1,inalterado
lord_1_18,Sandbox,Sandbox,,1,inalterado
lord_1_21,Sandbox,Sandbox,,1,inalterado
lord_1_22,Sandbox,Sandbox,,1,inalterado
lord_1_23,Sandbox,Sandbox,,1,inalterado
lord_1_24,Sandbox,Sandbox,,1,inalterado
lord_1_75,Sandbox,Sandbox,,1,inalterado
lord_1_26,Sandbox,Sandbox,,1,inalterado
lord_1_27,Sandbox,Sandbox,,1,inalterado
lord_1_27_1,Sandbox,Sandbox,,1,inalterado
lord_1_27_2,Sandbox,Sandbox,,1,inalterado
lord_1_27_3,Sandbox,Sandbox,,1,inalterado
lord_1_28,Sandbox,Sandbox,,1,inalterado
lord_1_29,Sandbox,Sandbox,,1,inalterado
lord_1_31,Sandbox,Sandbox,,1,inalterado
lord_1_32,Sandbox,Sandbox,,1,inalterado
lord_1_33,Sandbox,Sandbox,,1,inalterado
lord_1_422,Sandbox,Sandbox,,1,inalterado
lord_1_34,Sandbox,Sandbox,,1,inalterado
lord_1_36,Sandbox,Sandbox,,1,inalterado
lord_1_37,Sandbox,Sandbox,,1,inalterado
lord_1_38,Sandbox,Sandbox,,1,inalterado
lord_1_39,Sandbox,Sandbox,,1,inalterado
lord_1_41,Sandbox,Sandbox,,1,inalterado
lord_1_411,Sandbox,Sandbox,,1,inalterado
lord_1_42,Sandbox,Sandbox,,1,inalterado
lord_1_43,Sandbox,Sandbox,,1,inalterado
lord_1_44,Sandbox,Sandbox,,1,inalterado
lord_1_47,Sandbox,Sandbox,,1,inalterado
lord_1_47_1,Sandbox,Sandbox,,1,inalterado
lord_1_47_2,Sandbox,Sandbox,,1,inalterado
lord_1_47_3,Sandbox,Sandbox,,1,inalterado
lord_1_49,Sandbox,Sandbox,,1,inalterado
lord_1_49_1,Sandbox,Sandbox,,1,inalterado
lord_1_49_2,Sandbox,Sandbox,,1,inalterado
lord_1_20,Sandbox,Sandbox,,1,inalterado
lord_1_1_12,Sandbox,Sandbox,,1,inalterado
lord_1_64,Sandbox,Sandbox,,1,inalterado
lord_1_1_13,Sandbox,Sandbox,,1,inalterado
lord_1_50,Sandbox,Sandbox,,1,inalterado
lord_1_66,Sandbox,Sandbox,,1,inalterado
lord_1_1_14,Sandbox,Sandbox,,1,inalterado
lord_1_1_17,Sandbox,Sandbox,,1,inalterado
lord_1_51,Sandbox,Sandbox,,1,inalterado
lord_1_58,Sandbox,Sandbox,,1,inalterado
lord_1_70,Sandbox,Sandbox,,1,inalterado
lord_NE7_u,Sandbox,Sandbox,,1,inalterado
lord_1_67,Sandbox,Sandbox,,1,inalterado
lord_1_40,Sandbox,Sandbox,,1,inalterado
lord_1_40_1,Sandbox,Sandbox,,1,inalterado
lord_1_46,Sandbox,Sandbox,,1,inalterado
lord_1_46_1,Sandbox,Sandbox,,1,inalterado
lord_1_45,Sandbox,Sandbox,,1,inalterado
lord_1_45_1,Sandbox,Sandbox,,1,inalterado
lord_1_45_2,Sandbox,Sandbox,,1,inalterado
lord_1_45_3,Sandbox,Sandbox,,1,inalterado
lord_1_57,Sandbox,Sandbox,,1,inalterado
lord_1_57_1,Sandbox,Sandbox,,1,inalterado
lord_1_57_2,Sandbox,Sandbox,,1,inalterado
lord_1_52,Sandbox,Sandbox,,1,inalterado
lord_1_52_1,Sandbox,Sandbox,,1,inalterado
lord_1_52_2,Sandbox,Sandbox,,1,inalterado
lord_1_53,Sandbox,Sandbox,,1,inalterado
lord_1_71,Sandbox,Sandbox,,1,inalterado
lord_WE8_c,Sandbox,Sandbox,,1,inalterado
lord_WE8_u,Sandbox,Sandbox,,1,inalterado
lord_1_73,Sandbox,Sandbox,,1,inalterado
lord_1_73_1,Sandbox,Sandbox,,1,inalterado
lord_1_62,Sandbox,Sandbox,,1,inalterado
lord_1_62_1,Sandbox,Sandbox,,1,inalterado
lord_1_30,Sandbox,Sandbox,,1,inalterado
lord_1_30_1,Sandbox,Sandbox,,1,inalterado
lord_1_30_2,Sandbox,Sandbox,,1,inalterado
lord_1_30_3,Sandbox,Sandbox,,1,inalterado
lord_1_48,Sandbox,Sandbox,,1,inalterado
lord_1_48_1,Sandbox,Sandbox,,1,inalterado
lord_1_48_2,Sandbox,Sandbox,,1,inalterado
lord_1_48_3,Sandbox,Sandbox,,1,inalterado
lord_1_54,Sandbox,Sandbox,,1,inalterado
lord_1_54_1,Sandbox,Sandbox,,1,inalterado
lord_1_55,Sandbox,Sandbox,,1,inalterado
lord_1_55_1,Sandbox,Sandbox,,1,inalterado
lord_1_63,Sandbox,Sandbox,,1,inalterado
lord_1_63_1,Sandbox,Sandbox,,1,inalterado
lord_1_63_2,Sandbox,Sandbox,,1,inalterado
lord_1_63_3,Sandbox,Sandbox,,1,inalterado
lord_1_56,Sandbox,Sandbox,,1,inalterado
lord_1_56_1,Sandbox,Sandbox,,1,inalterado
lord_1_56_2,Sandbox,Sandbox,,1,inalterado
lord_1_68,Sandbox,Sandbox,,1,inalterado
lord_1_68_1,Sandbox,Sandbox,,1,inalterado
lord_1_69,Sandbox,Sandbox,,1,inalterado
lord_1_69_1,Sandbox,Sandbox,,1,inalterado
lord_1_69_2,Sandbox,Sandbox,,1,inalterado
lord_1_72,Sandbox,Sandbox,,1,inalterado
lord_1_72_1,Sandbox,Sandbox,,1,inalterado
lord_SE8_c,Sandbox,Sandbox,,1,inalterado
lord_1_74,Sandbox,Sandbox,,1,inalterado
lord_1_74_1,Sandbox,Sandbox,,1,inalterado
lord_NE8_l,Sandbox,Sandbox,,1,inalterado
lord_NE8_s,Sandbox,Sandbox,,1,inalterado
lord_NE8_c1,Sandbox,Sandbox,,1,inalterado
lord_NE8_c2,Sandbox,Sandbox,,1,inalterado
lord_NE9_l,Sandbox,Sandbox,,1,inalterado
lord_NE9_s,Sandbox,Sandbox,,1,inalterado
lord_NE9_d,Sandbox,Sandbox,,1,inalterado
lord_WE9_l,Sandbox,Sandbox,,1,inalterado
lord_WE9_u,Sandbox,Sandbox,,1,inalterado
lord_WE9_u2,Sandbox,Sandbox,,1,inalterado
lord_SE9_l,Sandbox,Sandbox,,1,inalterado
lord_SE9_s,Sandbox,Sandbox,,1,inalterado
lord_SE9_c1,Sandbox,Sandbox,,1,inalterado
lord_SE9_c2,Sandbox,Sandbox,,1,inalterado
lord_2_1,Sandbox,Sandbox,,1,inalterado
lord_2_2,Sandbox,Sandbox,,1,inalterado
lord_2_3,Sandbox,Sandbox,,1,inalterado
lord_2_4,Sandbox,Sandbox,,1,inalterado
lord_2_4_1,Sandbox,Sandbox,,1,inalterado
lord_2_5,Sandbox,Sandbox,,1,inalterado
lord_2_6,Sandbox,Sandbox,,1,inalterado
lord_2_7,Sandbox,Sandbox,,1,inalterado
lord_2_7_1,Sandbox,Sandbox,,1,inalterado
lord_2_8,Sandbox,Sandbox,,1,inalterado
lord_2_9,Sandbox,Sandbox,,1,inalterado
lord_2_10,Sandbox,Sandbox,,1,inalterado
lord_2_11,Sandbox,Sandbox,,1,inalterado
lord_2_111,Sandbox,Sandbox,,1,inalterado
lord_2_12,Sandbox,Sandbox,,1,inalterado
lord_2_121,Sandbox,Sandbox,,1,inalterado
lord_2_13,Sandbox,Sandbox,,1,inalterado
lord_2_13_1,Sandbox,Sandbox,,1,inalterado
lord_2_13_2,Sandbox,Sandbox,,1,inalterado
lord_2_13_3,Sandbox,Sandbox,,1,inalterado
lord_2_13_4,Sandbox,Sandbox,,1,inalterado
lord_2_14,Sandbox,Sandbox,,1,inalterado
lord_2_14_1,Sandbox,Sandbox,,1,inalterado
lord_2_14_2,Sandbox,Sandbox,,1,inalterado
lord_2_14_3,Sandbox,Sandbox,,1,inalterado
lord_2_15,Sandbox,Sandbox,,1,inalterado
lord_2_15_1,Sandbox,Sandbox,,1,inalterado
lord_2_15_2,Sandbox,Sandbox,,1,inalterado
lord_2_15_3,Sandbox,Sandbox,,1,inalterado
lord_2_15_4,Sandbox,Sandbox,,1,inalterado
lord_2_16,Sandbox,Sandbox,,1,inalterado
lord_2_16_1,Sandbox,Sandbox,,1,inalterado
lord_2_17,Sandbox,Sandbox,,1,inalterado
lord_2_17_1,Sandbox,Sandbox,,1,inalterado
lord_2_18,Sandbox,Sandbox,,1,inalterado
lord_2_18_1,Sandbox,Sandbox,,1,inalterado
lord_2_19,Sandbox,Sandbox,,1,inalterado
lord_2_19_1,Sandbox,Sandbox,,1,inalterado
lord_2_20,Sandbox,Sandbox,,1,inalterado
lord_2_20_1,Sandbox,Sandbox,,1,inalterado
lord_S8_u,Sandbox,Sandbox,,1,inalterado
lord_2_21,Sandbox,Sandbox,,1,inalterado
lord_2_21_1,Sandbox,Sandbox,,1,inalterado
lord_2_22,Sandbox,Sandbox,,1,inalterado
lord_2_22_1,Sandbox,Sandbox,,1,inalterado
lord_2_23,Sandbox,Sandbox,,1,inalterado
lord_2_23_1,Sandbox,Sandbox,,1,inalterado
lord_2_24,Sandbox,Sandbox,,1,inalterado
lord_2_24_1,Sandbox,Sandbox,,1,inalterado
lord_S9_l,Sandbox,Sandbox,,1,inalterado
lord_S9_m,Sandbox,Sandbox,,1,inalterado
lord_S9_c,Sandbox,Sandbox,,1,inalterado
lord_S9_u,Sandbox,Sandbox,,1,inalterado
lord_3_1,Sandbox,Sandbox,,1,inalterado
lord_3_2,Sandbox,Sandbox,,1,inalterado
lord_3_3,Sandbox,Sandbox,,1,inalterado
lord_3_3_1,Sandbox,Sandbox,,1,inalterado
lord_3_4,Sandbox,Sandbox,,1,inalterado
lord_3_5,Sandbox,Sandbox,,1,inalterado
lord_3_51,Sandbox,Sandbox,,1,inalterado
lord_3_6,Sandbox,Sandbox,,1,inalterado
lord_3_7,Sandbox,Sandbox,,1,inalterado
lord_3_8,Sandbox,Sandbox,,1,inalterado
lord_3_9,Sandbox,Sandbox,,1,inalterado
lord_3_10,Sandbox,Sandbox,,1,inalterado
lord_3_11,Sandbox,Sandbox,,1,inalterado
lord_3_12,Sandbox,Sandbox,,1,inalterado
lord_3_13,Sandbox,Sandbox,,1,inalterado
lord_3_13_1,Sandbox,Sandbox,,1,inalterado
lord_3_13_2,Sandbox,Sandbox,,1,inalterado
lord_3_14,Sandbox,Sandbox,,1,inalterado
lord_3_14_1,Sandbox,Sandbox,,1,inalterado
lord_3_15,Sandbox,Sandbox,,1,inalterado
lord_3_15_1,Sandbox,Sandbox,,1,inalterado
lord_3_15_2,Sandbox,Sandbox,,1,inalterado
lord_3_16,Sandbox,Sandbox,,1,inalterado
lord_3_16_1,Sandbox,Sandbox,,1,inalterado
lord_3_17,Sandbox,Sandbox,,1,inalterado
lord_3_17_1,Sandbox,Sandbox,,1,inalterado
lord_3_17_2,Sandbox,Sandbox,,1,inalterado
lord_3_18,Sandbox,Sandbox,,1,inalterado
lord_3_18_1,Sandbox,Sandbox,,1,inalterado
lord_3_18_2,Sandbox,Sandbox,,1,inalterado
lord_3_18_3,Sandbox,Sandbox,,1,inalterado
lord_3_18_4,Sandbox,Sandbox,,1,inalterado
lord_3_19,Sandbox,Sandbox,,1,inalterado
lord_3_19_1,Sandbox,Sandbox,,1,inalterado
lord_3_19_2,Sandbox,Sandbox,,1,inalterado
lord_3_19_3,Sandbox,Sandbox,,1,inalterado
lord_3_20,Sandbox,Sandbox,,1,inalterado
lord_3_20_1,Sandbox,Sandbox,,1,inalterado
lord_3_20_2,Sandbox,Sandbox,,1,inalterado
lord_3_21,Sandbox,Sandbox,,1,inalterado
lord_3_21_1,Sandbox,Sandbox,,1,inalterado
lord_3_22,Sandbox,Sandbox,,1,inalterado
lord_3_22_1,Sandbox,Sandbox,,1,inalterado
lord_3_22_2,Sandbox,Sandbox,,1,inalterado
lord_3_22_3,Sandbox,Sandbox,,1,inalterado
lord_3_22_4,Sandbox,Sandbox,,1,inalterado
lord_3_23,Sandbox,Sandbox,,1,inalterado
lord_3_23_1,Sandbox,Sandbox,,1,inalterado
lord_A9_l,Sandbox,Sandbox,,1,inalterado
lord_A9_s,Sandbox,Sandbox,,1,inalterado
lord_A9_c,Sandbox,Sandbox,,1,inalterado
lord_A9_u,Sandbox,Sandbox,,1,inalterado
lord_4_1,Sandbox,Sandbox,,1,inalterado
lord_4_2,Sandbox,Sandbox,,1,inalterado
lord_4_3,Sandbox,Sandbox,,1,inalterado
lord_4_3_1,Sandbox,Sandbox,,1,inalterado
lord_4_4,Sandbox,Sandbox,,1,inalterado
lord_4_5,Sandbox,Sandbox,,1,inalterado
lord_4_6,Sandbox,Sandbox,,1,inalterado
lord_4_6_1,Sandbox,Sandbox,,1,inalterado
lord_4_7,Sandbox,Sandbox,,1,inalterado
lord_4_8,Sandbox,Sandbox,,1,inalterado
lord_4_9,Sandbox,Sandbox,,1,inalterado
lord_4_10,Sandbox,Sandbox,,1,inalterado
lord_4_11,Sandbox,Sandbox,,1,inalterado
lord_4_12,Sandbox,Sandbox,,1,inalterado
lord_4_121,Sandbox,Sandbox,,1,inalterado
lord_4_13,Sandbox,Sandbox,,1,inalterado
lord_4_14,Sandbox,Sandbox,,1,inalterado
lord_4_141,Sandbox,Sandbox,,1,inalterado
lord_4_15,Sandbox,Sandbox,,1,inalterado
lord_4_16,Sandbox,Sandbox,,1,inalterado
lord_4_16_1,Sandbox,Sandbox,,1,inalterado
lord_4_17,Sandbox,Sandbox,,1,inalterado
lord_4_18,Sandbox,Sandbox,,1,inalterado
lord_4_181,Sandbox,Sandbox,,1,inalterado
lord_4_19,Sandbox,Sandbox,,1,inalterado
lord_4_20,Sandbox,Sandbox,,1,inalterado
lord_4_20_1,Sandbox,Sandbox,,1,inalterado
lord_4_21,Sandbox,Sandbox,,1,inalterado
lord_4_22,Sandbox,Sandbox,,1,inalterado
lord_4_22_1,Sandbox,Sandbox,,1,inalterado
lord_4_23,Sandbox,Sandbox,,1,inalterado
lord_4_23_1,Sandbox,Sandbox,,1,inalterado
lord_4_23_2,Sandbox,Sandbox,,1,inalterado
lord_4_23_3,Sandbox,Sandbox,,1,inalterado
lord_4_24,Sandbox,Sandbox,,1,inalterado
lord_4_24_1,Sandbox,Sandbox,,1,inalterado
lord_4_24_2,Sandbox,Sandbox,,1,inalterado
lord_4_24_3,Sandbox,Sandbox,,1,inalterado
lord_4_24_4,Sandbox,Sandbox,,1,inalterado
lord_4_25,Sandbox,Sandbox,,1,inalterado
lord_4_25_1,Sandbox,Sandbox,,1,inalterado
lord_4_26,Sandbox,Sandbox,,1,inalterado
lord_4_27,Sandbox,Sandbox,,1,inalterado
lord_4_27_1,Sandbox,Sandbox,,1,inalterado
