troop_id,troop_name,culture,level,default_group,defensive_lane,roster_count,shield_share,horse_share,armor_total_mean,survivability_armor_v71_mean,shield_hp_mean,shield_armor_mean,harness_armor_mean,horse_extra_health_mean,horse_speed_mean,horse_maneuver_mean,horse_charge_damage_audit_only_mean,horse_charge_damage_max_audit_only,mount_ids_audit_only,mount_evidence_status,unresolved_mount_evidence,spectacle_reason,athletics,riding,melee_skill,armor_component_v2,shield_hp_component_v2,shield_armor_component_v2,harness_component_v2,mount_health_component_v2,mobility_component_v2,counterpressure_component_v2,protection_score_v2,defensive_utility_score_v2,protection_rank_v2,defensive_utility_rank_v2,normalization_includes_outliers,roster_aggregation,evidence_basis,empirical,score_status
vlandian_knight,Vlandian Knight,vlandia,21.000000,Cavalry,cavalry,3,1.000000,1.000000,137.666667,34.183333,300.000000,10.000000,64.000000,60.000000,49.000000,68.000000,32.000000,32.000000,t3_vlandia_horse,resolved,,,90.000000,100.000000,110.000000,57.428271,54.545455,100.000000,83.582090,85.714286,41.358968,37.500000,67.183800,61.632937,9,11,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
vlandian_vanguard,Vlandian Vanguard,vlandia,26.000000,Cavalry,cavalry,3,1.000000,1.000000,152.000000,40.200000,450.000000,2.333333,52.000000,40.000000,46.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,60.000000,130.000000,130.000000,68.273997,81.818182,23.333333,65.671642,57.142857,27.327901,45.833333,66.425007,60.456129,10,12,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
khuzait_lancer,Khuzait Lancer,khuzait,21.000000,Cavalry,cavalry,3,1.000000,1.000000,132.000000,45.000000,340.000000,1.000000,38.000000,35.000000,60.000000,77.000000,20.000000,20.000000,t3_khuzait_horse,resolved,,,45.000000,100.000000,100.000000,76.926543,61.818182,10.000000,44.776119,50.000000,72.455649,33.333333,62.191223,60.331877,13,13,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
battanian_mounted_skirmisher,Battanian Mounted Skirmisher,battania,26.000000,Cavalry,cavalry,3,1.000000,1.000000,156.000000,44.100000,250.000000,1.000000,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,resolved,,,80.000000,130.000000,130.000000,75.304191,45.454545,10.000000,47.761194,100.000000,37.861811,45.833333,64.522516,59.987527,12,14,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
aserai_veteran_faris,Aserai Veteran Faris,aserai,26.000000,Cavalry,cavalry,3,1.000000,1.000000,167.666667,45.583333,195.000000,1.000000,58.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,resolved,,,80.000000,160.000000,130.000000,77.978068,35.454545,10.000000,74.626866,0.000000,63.874034,45.833333,59.732589,58.756808,14,15,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
battanian_horseman,Battanian Horseman,battania,26.000000,Cavalry,cavalry,3,1.000000,1.000000,140.166667,36.758333,250.000000,1.000000,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,resolved,,,80.000000,130.000000,130.000000,62.070002,45.454545,10.000000,47.761194,100.000000,37.861811,45.833333,57.905421,54.693851,15,16,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
aserai_mameluke_heavy_cavalry,Aserai Mamluke Heavy Cavalry,aserai,26.000000,HorseArcher,cavalry,3,1.000000,1.000000,161.000000,38.350000,290.000000,1.000000,55.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,resolved,,,80.000000,130.000000,130.000000,64.939162,52.727273,10.000000,70.149254,0.000000,57.991682,45.833333,54.908523,54.309320,19,17,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
ghilman_tier_3,Ghulam,darshi,21.000000,Cavalry,cavalry,1,1.000000,1.000000,182.000000,50.400000,310.000000,1.000000,10.000000,30.000000,48.000000,67.000000,24.000000,24.000000,war_camel,resolved,,,80.000000,100.000000,110.000000,86.660658,56.363636,10.000000,2.985075,42.857143,38.256515,37.500000,57.167604,53.309735,16,18,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
khuzait_heavy_horse_archer,Khuzait Heavy Horse Archer,khuzait,26.000000,HorseArcher,cavalry,3,0.000000,1.000000,168.000000,43.200000,0.000000,0.000000,38.000000,60.000000,47.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,,80.000000,130.000000,130.000000,73.681839,0.000000,0.000000,44.776119,85.714286,45.581869,45.833333,54.367572,52.635578,20,19,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
imperial_heavy_horseman,Imperial Heavy Horseman,empire,21.000000,Cavalry,cavalry,3,1.000000,1.000000,129.333333,33.366667,308.333333,1.333333,60.000000,10.000000,50.000000,60.000000,26.000000,26.000000,t2_empire_horse,resolved,,,40.000000,110.000000,150.000000,55.956136,56.060606,13.333333,77.611940,14.285714,32.785842,54.166667,54.004785,51.899079,21,20,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
aserai_mameluke_cavalry,Aserai Mamluke Cavalry,aserai,21.000000,HorseArcher,cavalry,3,1.000000,1.000000,139.000000,36.450000,360.000000,1.000000,58.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,resolved,,,40.000000,110.000000,100.000000,61.514196,65.454545,10.000000,74.626866,0.000000,37.619896,33.333333,56.000653,51.895845,18,21,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
khuzait_kheshig,Khuzait Kheshig,khuzait,26.000000,HorseArcher,cavalry,3,0.000000,1.000000,126.000000,37.200000,0.000000,0.000000,38.000000,35.000000,60.000000,77.000000,20.000000,20.000000,t3_khuzait_horse,resolved,,,80.000000,130.000000,130.000000,62.866156,0.000000,0.000000,44.776119,50.000000,78.338002,45.833333,45.388302,48.727775,26,22,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
varyag_veteran,Varyag Veteran,sturgia,21.000000,Cavalry,cavalry,3,1.000000,1.000000,179.000000,44.050000,320.000000,1.000000,15.666667,15.000000,48.000000,65.000000,16.000000,16.000000,hunter,resolved,,,100.000000,80.000000,110.000000,75.214060,58.181818,10.000000,11.442786,21.428571,31.304643,37.500000,51.265717,47.893038,22,23,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
conspiracy_mounted_master_archer,Conspiracy Mounted Master Archer,khuzait,26.000000,HorseArcher,cavalry,3,0.000000,1.000000,139.000000,34.983333,0.000000,0.000000,38.000000,60.000000,47.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,,80.000000,130.000000,140.000000,58.870362,0.000000,0.000000,44.776119,85.714286,45.581869,50.000000,46.961833,47.127653,23,24,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
sturgian_horse_raider,Sturgian Horse Raider,sturgia,26.000000,Cavalry,cavalry,3,1.000000,1.000000,160.000000,41.200000,356.666667,1.000000,11.333333,0.000000,57.000000,63.000000,20.000000,20.000000,t2_sturgia_horse,resolved,,,80.000000,130.000000,130.000000,70.076611,64.848485,10.000000,4.975124,0.000000,52.363976,45.833333,46.260603,46.828213,25,25,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
khuzait_horse_archer,Khuzait Horse Archer,khuzait,21.000000,HorseArcher,cavalry,3,0.000000,1.000000,99.000000,34.550000,0.000000,0.000000,38.000000,60.000000,47.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,,60.000000,100.000000,100.000000,58.089229,0.000000,0.000000,44.776119,85.714286,39.699516,33.333333,46.571267,44.560299,24,26,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
khuzait_torguud,Khuzait Torguud,khuzait,21.000000,HorseArcher,cavalry,3,0.000000,1.000000,101.666667,29.583333,0.000000,0.000000,38.000000,60.000000,47.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,,45.000000,100.000000,100.000000,49.136248,0.000000,0.000000,44.776119,85.714286,39.699516,33.333333,42.094776,40.979106,27,27,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
vlandian_cavalry,Vlandian Cavalry,vlandia,21.000000,Cavalry,cavalry,3,1.000000,1.000000,112.000000,31.500000,235.000000,5.000000,10.000000,40.000000,46.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,60.000000,120.000000,110.000000,52.591257,42.727273,50.000000,2.985075,57.142857,25.367117,37.500000,41.516020,39.499528,28,28,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
sturgian_hardened_brigand,Sturgian Hardened Brigand,sturgia,21.000000,Cavalry,cavalry,3,1.000000,1.000000,91.000000,32.350000,273.333333,2.666667,25.000000,0.000000,49.000000,63.000000,18.000000,18.000000,sturgia_horse,resolved,,,60.000000,100.000000,100.000000,54.123479,49.696970,26.666667,25.373134,0.000000,33.783210,33.333333,40.924245,39.451050,30,29,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
aserai_faris,Aserai Faris,aserai,21.000000,Cavalry,cavalry,3,1.000000,1.000000,96.666667,34.266667,245.000000,1.000000,12.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,resolved,,,65.000000,100.000000,110.000000,57.578489,44.545455,10.000000,5.970149,0.000000,52.109329,37.500000,37.165092,38.693006,34,30,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
battanian_scout,Battanian Scout,battania,21.000000,Cavalry,cavalry,3,1.000000,1.000000,94.333333,30.550000,215.000000,1.000000,15.000000,50.000000,46.000000,57.000000,20.000000,20.000000,battania_horse,resolved,,,45.000000,100.000000,100.000000,50.878774,39.090909,10.000000,10.447761,71.428571,19.930396,33.333333,41.035433,38.154719,29,31,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
conspiracy_mounted_fighter,Conspiracy Mounted Fighter,empire,26.000000,Cavalry,cavalry,3,1.000000,1.000000,109.000000,27.116667,350.000000,1.000000,15.000000,10.000000,50.000000,60.000000,26.000000,26.000000,t2_empire_horse,resolved,,,70.000000,120.000000,160.000000,44.689800,63.636364,10.000000,10.447761,14.285714,34.746626,58.333333,35.908478,38.034778,35,32,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
beni_zilal_tier_3,Beni Zilal Royal Guard,aserai,21.000000,Cavalry,cavalry,3,0.000000,1.000000,107.000000,25.583333,0.000000,0.000000,58.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,resolved,,,65.000000,110.000000,110.000000,41.925792,0.000000,0.000000,74.626866,0.000000,54.070113,37.500000,35.888269,37.867626,36,33,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
karakhuzaits_tier_3,Karakhergit Elder,khuzait,21.000000,HorseArcher,cavalry,2,0.000000,1.000000,121.000000,38.150000,0.000000,0.000000,12.000000,30.000000,60.000000,55.000000,20.000000,20.000000,storm_charger,resolved,,,60.000000,100.000000,100.000000,64.578639,0.000000,0.000000,5.970149,42.857143,39.122316,33.333333,37.769064,37.460816,33,34,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
ghilman_tier_2,Ghilman,darshi,16.000000,Cavalry,cavalry,1,1.000000,1.000000,82.000000,20.400000,240.000000,1.000000,58.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,resolved,,,70.000000,60.000000,80.000000,32.582244,43.636364,10.000000,74.626866,0.000000,27.815975,25.000000,38.261950,35.891157,32,35,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
vlandian_gallant,Vlandian Gallant,vlandia,16.000000,Cavalry,cavalry,2,1.000000,1.000000,93.500000,26.925000,232.500000,4.000000,15.000000,40.000000,46.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,30.000000,70.000000,100.000000,44.344299,42.272727,40.000000,10.447761,57.142857,15.563195,33.333333,38.316897,35.543170,31,36,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bucellarii,Imperial Bucellarii,empire,26.000000,HorseArcher,cavalry,3,0.000000,1.000000,139.666667,34.983333,0.000000,0.000000,15.000000,10.000000,50.000000,60.000000,26.000000,26.000000,t2_empire_horse,resolved,,,100.000000,120.000000,130.000000,58.870362,0.000000,0.000000,10.447761,14.285714,34.746626,45.833333,32.953305,34.420640,37,37,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
conspiracy_packmaster,Conspiracy Packmaster,empire,16.000000,HorseArcher,cavalry,3,0.000000,1.000000,111.666667,29.283333,0.000000,0.000000,15.000000,10.000000,50.000000,60.000000,26.000000,26.000000,t2_empire_horse,resolved,,,80.000000,130.000000,140.000000,48.595463,0.000000,0.000000,10.447761,14.285714,36.707410,50.000000,27.815855,30.923425,42,38,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
karakhuzaits_tier_2,Karakhergit Rider,khuzait,16.000000,HorseArcher,cavalry,2,0.000000,1.000000,82.000000,25.300000,0.000000,0.000000,12.000000,60.000000,47.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,,40.000000,60.000000,70.000000,41.415052,0.000000,0.000000,5.970149,85.714286,31.856379,20.833333,30.472984,29.647358,38,39,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
khuzait_horseman,Khuzait Horseman,khuzait,16.000000,Cavalry,cavalry,3,1.000000,1.000000,79.333333,22.366667,340.000000,1.000000,16.000000,0.000000,45.000000,67.000000,16.000000,16.000000,khuzait_horse,resolved,,,30.000000,70.000000,70.000000,36.127385,61.818182,10.000000,11.940299,0.000000,27.612257,20.833333,30.224479,29.024142,39,40,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
imperial_equite,Imperial Equite,empire,16.000000,Cavalry,cavalry,3,1.000000,1.000000,87.666667,24.450000,206.666667,1.666667,15.000000,10.000000,47.000000,55.000000,20.000000,20.000000,empire_horse,resolved,,,60.000000,70.000000,100.000000,39.882830,37.575758,16.666667,10.447761,14.285714,12.605042,33.333333,29.929236,28.537226,40,41,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
vlandian_light_cavalry,Vlandian Light Cavalry,vlandia,16.000000,Cavalry,cavalry,3,1.000000,1.000000,72.000000,22.700000,205.000000,10.000000,10.000000,0.000000,44.000000,61.000000,22.000000,22.000000,vlandia_horse,resolved,,,30.000000,60.000000,80.000000,36.728256,37.272727,100.000000,2.985075,0.000000,14.973262,25.000000,29.552052,27.638968,41,42,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
jawwal_tier_3,Jawwal Bedouin,aserai,21.000000,Cavalry,cavalry,3,1.000000,1.000000,22.333333,6.083333,510.000000,1.000000,10.000000,30.000000,48.000000,67.000000,24.000000,24.000000,war_camel,resolved,,,130.000000,80.000000,130.000000,6.774823,92.727273,10.000000,2.985075,42.857143,34.334946,45.833333,22.679232,26.160214,45,43,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
aserai_tribal_horseman,Aserai Tribal Horseman,aserai,16.000000,Cavalry,cavalry,3,1.000000,1.000000,63.666667,19.183333,245.000000,1.000000,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,resolved,,,30.000000,80.000000,70.000000,30.389064,44.545455,10.000000,5.970149,0.000000,31.737544,20.833333,23.570380,24.113392,44,44,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
tutorial_placeholder_volunteer,Headman's Troop,empire,21.000000,Cavalry,cavalry,5,1.000000,1.000000,23.600000,6.060000,280.000000,8.000000,15.000000,10.000000,47.000000,55.000000,20.000000,20.000000,empire_horse,resolved,,,100.000000,140.000000,170.000000,6.732763,50.909091,80.000000,10.447761,14.285714,26.330532,62.500000,18.520869,23.699748,51,45,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
conspiracy_noble_horseman,Conspiracy Noble Horseman,empire,16.000000,Cavalry,cavalry,3,1.000000,1.000000,70.666667,17.433333,225.000000,2.000000,15.000000,10.000000,47.000000,55.000000,20.000000,20.000000,empire_horse,resolved,,,50.000000,50.000000,80.000000,27.234490,40.909091,20.000000,10.447761,14.285714,8.683473,25.000000,24.271732,22.785733,43,46,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
jawwal_tier_2,Jawwal Camel Rider,aserai,16.000000,Cavalry,cavalry,4,1.000000,1.000000,22.750000,6.162500,510.000000,1.000000,10.000000,25.000000,44.000000,60.000000,20.000000,20.000000,camel,resolved,,,110.000000,40.000000,110.000000,6.917530,92.727273,10.000000,2.985075,35.714286,9.536542,37.500000,22.036300,22.332694,47,47,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
aserai_mameluke_regular,Aserai Mamluke Regular,aserai,16.000000,Cavalry,cavalry,3,1.000000,1.000000,59.333333,17.100000,240.000000,1.000000,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,resolved,,,40.000000,70.000000,70.000000,26.633619,43.636364,10.000000,5.970149,0.000000,29.776759,20.833333,21.556294,22.306044,48,48,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
conspiracy_mounted_huntsman,Conspiracy Mounted Hunstman,empire,16.000000,HorseArcher,cavalry,3,0.000000,1.000000,80.333333,23.516667,0.000000,0.000000,15.000000,10.000000,47.000000,55.000000,20.000000,20.000000,empire_horse,resolved,,,40.000000,80.000000,70.000000,38.200391,0.000000,0.000000,10.447761,14.285714,14.565826,20.833333,22.618319,21.634571,46,49,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
conspiracy_horse_archer,Conspiracy Horse Archer,khuzait,16.000000,HorseArcher,cavalry,3,0.000000,1.000000,70.333333,22.116667,0.000000,0.000000,12.000000,0.000000,45.000000,67.000000,16.000000,16.000000,khuzait_horse,resolved,,,40.000000,80.000000,70.000000,35.676731,0.000000,0.000000,5.970149,0.000000,29.573041,20.833333,19.032395,20.266553,50,50,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
eleftheroi_tier_3,Veteran Eleftheroi,empire,21.000000,Cavalry,cavalry,1,0.000000,1.000000,55.000000,15.350000,0.000000,0.000000,25.000000,10.000000,47.000000,55.000000,20.000000,20.000000,empire_horse,resolved,,,45.000000,100.000000,100.000000,23.479045,0.000000,0.000000,25.373134,14.285714,18.487395,33.333333,18.242721,19.776250,52,51,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
conspiracy_raider,Conspiracy Raider,battania,16.000000,Cavalry,cavalry,1,1.000000,1.000000,42.000000,11.800000,215.000000,1.000000,16.000000,0.000000,45.000000,67.000000,16.000000,16.000000,khuzait_horse,resolved,,,30.000000,70.000000,70.000000,17.079766,39.090909,10.000000,11.940299,0.000000,27.612257,20.833333,17.291579,18.677822,53,52,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
vlandian_squire,Vlandian Squire,vlandia,11.000000,Cavalry,cavalry,3,1.000000,1.000000,39.000000,12.650000,205.000000,10.000000,10.000000,0.000000,44.000000,61.000000,22.000000,22.000000,vlandia_horse,resolved,,,30.000000,40.000000,45.000000,18.611987,37.272727,100.000000,2.985075,0.000000,11.051693,10.416667,20.493918,18.541970,49,53,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
aserai_youth,Aserai Youth,aserai,11.000000,Cavalry,cavalry,3,1.000000,1.000000,42.000000,12.200000,160.000000,1.000000,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,resolved,,,15.000000,30.000000,60.000000,17.800811,29.090909,10.000000,5.970149,0.000000,21.933622,16.666667,14.958072,15.826486,54,54,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
beni_zilal_tier_2,Beni Zilal Soldier,aserai,16.000000,Cavalry,cavalry,5,0.000000,1.000000,53.800000,15.130000,0.000000,0.000000,12.000000,0.000000,53.400000,61.800000,14.800000,18.000000,aserai_horse|t2_aserai_horse,resolved,,,20.000000,90.000000,60.000000,23.082470,0.000000,0.000000,5.970149,0.000000,36.988371,16.666667,12.735265,15.553716,56,55,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
khuzait_qanqli,Khuzait Qanqli,khuzait,16.000000,HorseArcher,cavalry,3,0.000000,1.000000,54.333333,15.583333,0.000000,0.000000,12.000000,0.000000,45.000000,67.000000,16.000000,16.000000,khuzait_horse,resolved,,,40.000000,70.000000,70.000000,23.899654,0.000000,0.000000,5.970149,0.000000,27.612257,20.833333,13.143857,15.359645,55,56,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
