occurrence_id,battle_id,captured_at,cohort,context,participant_scope,display_name,row_type,visibility_status,review_status,review_note,source_key,survivors,kills,upgrade_ready,deaths,wounded,routed,deployed,canonical_troop_id,identity_status,canonical_default_group,canonical_role
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__01__qartheen_enthroned_guardian,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Qartheen Enthroned Guardian,ordinary_troop,complete,raw_readable,,src_20260916_160422,64,247,0,8,14,0,86,enthroned_guardian,confirmed_id,Ranged,ranged
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__02__qartheen_pureborn_warrior,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Qartheen Pureborn Warrior,ordinary_troop,complete,raw_readable,,src_20260916_160422,4,13,5,0,1,0,5,qartheen_pureborn_warrior,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__03__qartheen_soldier,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Qartheen Soldier,ordinary_troop,complete,raw_readable,,src_20260916_160422,1,5,1,0,0,0,1,qartheen_warrior,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__04__dothraki_khal_s_guard,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Dothraki Khal's Guard,ordinary_troop,complete,raw_readable,,src_20260916_160422,4,5,0,1,0,0,5,,unresolved_provisional_label,,
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__05__nomad_bandit,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Nomad Bandit,ordinary_troop,complete,raw_readable,,src_20260916_160422,1,5,2,0,4,0,5,,unresolved_provisional_label,,
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__06__ghiscari_footman,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Ghiscari Footman,ordinary_troop,complete,raw_readable,,src_20260916_160422,0,3,2,1,2,0,3,ghiscari_footman,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__07__braavosi_footman,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Braavosi Footman,ordinary_troop,complete,raw_readable,,src_20260916_160422,0,3,3,2,3,0,5,,unresolved_provisional_label,,
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__08__dornish_bowman,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Dornish Bowman,ordinary_troop,complete,raw_readable,,src_20260916_160422,3,3,2,0,2,0,5,,unresolved_provisional_label,,
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__09__harami,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Harami,ordinary_troop,complete,raw_readable,,src_20260916_160422,1,2,1,0,1,0,2,,unresolved_provisional_label,,
rot_2026_09_16_160422_egon_qarth_victory_siege_attack__ordinary__10__broken_guard,rot_2026_09_16_160422_egon_qarth_victory_siege_attack,2026-09-16T16:04:22-03:00,Egon Emeros' Party,siege_attack,player_party,Broken Guard,ordinary_troop,complete,raw_readable,,src_20260916_160422,1,1,2,0,1,0,2,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__01__qartheen_enthroned_guardian,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Qartheen Enthroned Guardian,ordinary_troop,complete,raw_readable,,src_20260916_162456,83,156,0,0,0,0,83,enthroned_guardian,confirmed_id,Ranged,ranged
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__02__braavosi_soldier,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Braavosi Soldier,ordinary_troop,complete,raw_readable,,src_20260916_162456,2,6,3,0,1,0,3,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__03__qartheen_pureborn_fighter,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Qartheen Pureborn Fighter,ordinary_troop,complete,raw_readable,,src_20260916_162456,4,3,1,0,0,0,4,qartheen_pureborn,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__04__dothraki_khal_s_guard,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Dothraki Khal's Guard,ordinary_troop,complete,raw_readable,,src_20260916_162456,4,3,0,0,0,0,4,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__05__dothraki_nomad,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Dothraki Nomad,ordinary_troop,complete,raw_readable,,src_20260916_162456,12,3,2,1,2,0,15,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__06__marauder,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Marauder,ordinary_troop,complete,raw_readable,,src_20260916_162456,0,3,0,0,1,0,1,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__07__qartheen_elite_hoplite,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Qartheen Elite Hoplite,ordinary_troop,complete,raw_readable,,src_20260916_162456,1,2,0,0,0,0,1,qartheen_elite_hoplite,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__08__harami,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Harami,ordinary_troop,complete,raw_readable,,src_20260916_162456,1,2,1,0,0,0,1,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__09__dornish_horseman,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Dornish Horseman,ordinary_troop,complete,raw_readable,,src_20260916_162456,6,2,0,0,0,0,6,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__10__dornish_elite_archer,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Dornish Elite Archer,ordinary_troop,complete,raw_readable,,src_20260916_162456,3,1,0,0,0,0,3,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__11__ghiscari_soldier,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Ghiscari Soldier,ordinary_troop,complete,raw_readable,,src_20260916_162456,2,1,0,0,0,0,2,ghiscari_soldier,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__12__dothraki_hunter,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Dothraki Hunter,ordinary_troop,complete,raw_readable,,src_20260916_162456,1,1,0,0,0,0,1,,unresolved_provisional_label,,
rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field__ordinary__13__dornish_viper,rot_2026_09_16_162456_egon_ko_mhago_alijin_victory_field,2026-09-16T16:24:56-03:00,Egon Emeros' Party,field,player_party,Dornish Viper,ordinary_troop,complete,raw_readable,,src_20260916_162456,1,1,0,0,0,0,1,,unresolved_provisional_label,,
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__01__qartheen_enthroned_guardian,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Qartheen Enthroned Guardian,ordinary_troop,complete,raw_readable,,src_20260916_162711,83,117,0,0,0,0,83,enthroned_guardian,confirmed_id,Ranged,ranged
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__02__dornish_horseman,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Dornish Horseman,ordinary_troop,complete,raw_readable,,src_20260916_162711,6,2,1,0,0,0,6,,unresolved_provisional_label,,
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__03__qartheen_pureborn_youth,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Qartheen Pureborn Youth,ordinary_troop,complete,raw_readable,,src_20260916_162711,6,1,1,0,0,0,6,qartheen_noble_recruit,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__04__dothraki_khal_s_guard,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Dothraki Khal's Guard,ordinary_troop,complete,raw_readable,,src_20260916_162711,4,1,0,0,0,0,4,,unresolved_provisional_label,,
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__05__dornish_master_archer,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Dornish Master Archer,ordinary_troop,complete,raw_readable,,src_20260916_162711,2,0,0,0,0,0,2,,unresolved_provisional_label,,
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__06__westerlands_infantry,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Westerlands Infantry,ordinary_troop,complete,raw_readable,,src_20260916_162711,2,0,0,0,0,0,2,,unresolved_provisional_label,,
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__07__braavosi_footman,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Braavosi Footman,ordinary_troop,complete,raw_readable,,src_20260916_162711,3,0,0,0,0,0,3,,unresolved_provisional_label,,
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__08__broken_archer,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Broken Archer,ordinary_troop,complete,raw_readable,,src_20260916_162711,1,0,0,0,0,0,1,,unresolved_provisional_label,,
rot_2026_09_16_162711_egon_ko_heggo_victory_field__ordinary__09__broken_man,rot_2026_09_16_162711_egon_ko_heggo_victory_field,2026-09-16T16:27:11-03:00,Egon Emeros' Party,field,player_party,Broken Man,ordinary_troop,complete,raw_readable,,src_20260916_162711,1,0,0,0,0,0,1,,unresolved_provisional_label,,
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__01__qartheen_enthroned_guardian,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Qartheen Enthroned Guardian,ordinary_troop,complete,raw_readable,,src_20260916_163218,83,215,0,0,0,0,83,enthroned_guardian,confirmed_id,Ranged,ranged
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__02__braavosi_man_at_arms,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Braavosi Man at Arms,ordinary_troop,complete,raw_readable,,src_20260916_163218,3,6,1,0,0,0,3,,unresolved_provisional_label,,
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__03__dornish_elite_archer,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Dornish Elite Archer,ordinary_troop,complete,raw_readable,,src_20260916_163218,4,4,2,0,0,0,4,,unresolved_provisional_label,,
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__04__dothraki_khal_s_guard,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Dothraki Khal's Guard,ordinary_troop,complete,raw_readable,,src_20260916_163218,4,4,0,0,0,0,4,,unresolved_provisional_label,,
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__05__dothraki_nomad,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Dothraki Nomad,ordinary_troop,complete,raw_readable,,src_20260916_163218,3,3,1,1,2,0,6,,unresolved_provisional_label,,
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__06__qartheen_pureborn_fighter,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Qartheen Pureborn Fighter,ordinary_troop,complete,raw_readable,,src_20260916_163218,5,3,2,0,0,0,5,qartheen_pureborn,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__07__dornish_horseman,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Dornish Horseman,ordinary_troop,complete,raw_readable,,src_20260916_163218,5,3,1,0,0,0,5,,unresolved_provisional_label,,
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__08__dothraki_footman,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Dothraki Footman,ordinary_troop,complete,raw_readable,,src_20260916_163218,6,2,1,1,0,0,7,,unresolved_provisional_label,,
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__09__dothraki_warrior,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Dothraki Warrior,ordinary_troop,complete,raw_readable,,src_20260916_163218,1,2,1,0,1,0,2,,unresolved_provisional_label,,
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__10__ghiscari_soldier,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Ghiscari Soldier,ordinary_troop,complete,raw_readable,,src_20260916_163218,2,2,0,0,0,0,2,ghiscari_soldier,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_163218_egon_anat_victory_field__ordinary__11__ghiscari_elite_archer,rot_2026_09_16_163218_egon_anat_victory_field,2026-09-16T16:32:18-03:00,Egon Emeros' Party,field,player_party,Ghiscari Elite Archer,ordinary_troop,complete,raw_readable,,src_20260916_163218,1,2,1,0,0,0,1,ghiscari_elite_archer,confirmed_id,Ranged,ranged
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__01__qartheen_enthroned_guardian,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Qartheen Enthroned Guardian,ordinary_troop,complete,raw_readable,,src_20260916_163841,83,131,0,0,0,0,83,enthroned_guardian,confirmed_id,Ranged,ranged
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__02__dothraki_pillager,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Dothraki Pillager,ordinary_troop,complete,raw_readable,,src_20260916_163841,12,5,3,0,0,0,12,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__03__dornish_master_archer,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Dornish Master Archer,ordinary_troop,complete,raw_readable,,src_20260916_163841,7,4,0,0,0,0,7,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__04__qartheen_pureborn_warrior,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Qartheen Pureborn Warrior,ordinary_troop,complete,raw_readable,,src_20260916_163841,6,4,2,0,0,0,6,qartheen_pureborn_warrior,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__05__dothraki_warrior,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Dothraki Warrior,ordinary_troop,complete,raw_readable,,src_20260916_163841,6,3,2,0,0,0,6,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__06__dornish_horseman,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Dornish Horseman,ordinary_troop,complete,raw_readable,,src_20260916_163841,6,3,1,0,0,0,6,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__07__ghiscari_elite_archer,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Ghiscari Elite Archer,ordinary_troop,complete,raw_readable,,src_20260916_163841,2,2,1,0,0,0,2,ghiscari_elite_archer,confirmed_id,Ranged,ranged
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__08__braavosi_captain,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Braavosi Captain,ordinary_troop,complete,raw_readable,,src_20260916_163841,6,2,0,0,0,0,6,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__09__qartheen_pureborn_fighter,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Qartheen Pureborn Fighter,ordinary_troop,complete,raw_readable,,src_20260916_163841,2,2,1,0,0,0,2,qartheen_pureborn,confirmed_id,Infantry,frontline_infantry
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__10__dothraki_archer,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Dothraki Archer,ordinary_troop,complete,raw_readable,,src_20260916_163841,1,2,1,0,0,0,1,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__11__marauder,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Marauder,ordinary_troop,complete,raw_readable,,src_20260916_163841,1,1,0,0,0,0,1,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__12__rhoynar_peasant,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Rhoynar Peasant,ordinary_troop,complete,raw_readable,,src_20260916_163841,14,1,2,0,1,0,15,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__13__dothraki_khal_s_guard,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Dothraki Khal's Guard,ordinary_troop,complete,raw_readable,,src_20260916_163841,4,1,0,0,0,0,4,,unresolved_provisional_label,,
rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field__ordinary__14__broken_man,rot_2026_09_16_163841_egon_chambui_ko_forzho_victory_field,2026-09-16T16:38:41-03:00,Egon Emeros' Party,field,player_party,Broken Man,ordinary_troop,complete,raw_readable,,src_20260916_163841,13,1,1,0,0,0,13,,unresolved_provisional_label,,
