provisional_slug,display_name,observed_track,canonical_troop_id,match_status,resolution_method,evidence_kind,evidence_paths,candidate_count,candidate_troop_ids,blocking_reason
riverlands_elite_swordsman,Riverlands Elite Swordsman [T4],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
riverlands_house_guard,Riverlands House Guard [T5],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
riverlands_man_at_arms,Riverlands Man at Arms [T4],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
riverlands_ranger,Riverlands Ranger [T5],realm_of_thrones,river_ranger,confirmed_id,historical_pr_reported_exact_name_in_versioned_source,historical_pr_reported_exact,analysis/empirical/2026-07-23/canonical_identity_audit.csv,1,river_ranger,
riverlands_soldier,Riverlands Soldier [T3],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
riverlands_swordmaster,Riverlands Swordmaster [T5],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
westerlands_banner_knight,Westerlands Banner Knight [T6],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
westerlands_militia_archer,Westerlands Militia Archer [T2],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
westerlands_militia_spearman,Westerlands Militia Spearman [T2],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
westerlands_militia_veteran_archer,Westerlands Militia Veteran Archer [T4],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
westerlands_sharpshooter,Westerlands Sharpshooter [T5],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
