operator_tier_label,level,body_zone_rank,body_zone_percentile,body_zone_band_median,body_zone_band_size,troop_id,troop_name,culture,default_group,tree_tier,roster_count,body_slot_armor,body_zone_armor,arm_zone_armor,head_zone_armor,leg_zone_armor,shield_hp,shield_armor,body_item_ids,evidence_basis,empirical
T2,11,10,92.11,22.50,114,mormont_woodswoman,Mormont Woodswoman,battania,Infantry,2,1,28,28,16,22,20,0,0,reach_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,arryn_levy,Arryn Levy,vale,Infantry,2,1,28,28,12,0,29,280,8,arryn_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,baratheon_footman,Baratheon Footman,stormlands,Infantry,2,1,28,28,12,26,17,220,1,baratheon_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,blackwood_levy,Blackwood Levy,river,Infantry,2,1,28,28,12,36,20,205,10,dragonstone_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,bolton_levy,Bolton Levy,battania,Infantry,2,1,28,28,12,0,20,205,10,dragonstone_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,bracken_levy,Bracken Levy,river,Infantry,2,1,28,28,12,37,20,280,8,stormlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,casterly_guard,Casterly Rock Guard,vlandia,Infantry,1,1,28,28,12,18,20,400,8,lannister_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,cerwyn_levy,Cerwyn Levy,battania,Infantry,2,1,28,28,12,19,20,215,1,north_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,clegane_levy,Clegane Levy,vlandia,Infantry,2,1,28,28,12,0,20,305,1,dragonstone_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,crownlands_bowman,Crownlands Bowman,crownlands,Ranged,2,1,28,28,12,0,14,0,0,stormlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,crownlands_levy,Crownlands Levy,crownlands,Infantry,2,1,28,28,12,11,14,0,0,stormlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,dondarion_levy,Dondarrion Levy,stormlands,Infantry,2,1,28,28,12,27,17,220,1,north_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,dragonstone_footman,Dragonstone Footman,dragonstone,Infantry,2,1,28,28,12,2,20,0,0,dragonstone_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,frey_levy,Frey Levy,river,Infantry,2,1,28,28,12,0,20,205,10,north_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,glover_levy,Glover Levy,battania,Infantry,2,1,28,28,12,19,20,225,1,west_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,greyjoy_footman,Greyjoy Footman,sturgia,Infantry,2,1,28,28,12,35,28,0,0,greyjoy_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,harlaw_levy,Harlaw Levy,sturgia,Infantry,2,1,28,28,12,19,20,0,0,harlaw_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,hightower_levy,Hightower Levy,reach,Infantry,2,1,28,28,12,36,14,0,0,reach_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,lyseni_footman,Lyseni Footman,lyseni,Infantry,2,1,28,28,12,7,12,240,1,lys_light_armor,xml_structural,false
T2,11,10,92.11,22.50,114,myrish_footman,Myrish Footman,myrish,Infantry,2,1,28,28,12,20,12,0,0,myr_light_armor,xml_structural,false
T2,11,10,92.11,22.50,114,nightswatch_soldier,Night's Watch Soldier,nightswatch,Infantry,2,1,28,28,12,0,29,0,0,nightswatch_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,norvos_bowman,Norvoshi Bowman,norvos,Ranged,2,1,28,28,12,0,20,0,0,west_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,norvos_footman,Norvoshi Footman,norvos,Infantry,2,1,28,28,12,6,20,215,1,west_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,reach_bowman,Reach Bowman,reach,Ranged,2,1,28,28,12,0,14,0,0,reach_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,reach_levy,Reach Levy,reach,Infantry,2,1,28,28,12,11,14,0,0,reach_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,river_footman,Riverlands Footman,river,Infantry,2,1,28,28,12,8,14,205,10,riverlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,royce_footman,Royce Footman,vale,Infantry,2,1,28,28,12,0,29,280,8,stormlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,stormlands_bowman,Stormlands Bowman,stormlands,Ranged,2,1,28,28,12,6,17,0,0,baratheon_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,stormlands_levy,Stormlands Levy,stormlands,Infantry,2,1,28,28,12,0,17,220,1,stormlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,summer_footman,Summer Isles Footman,summer,Infantry,2,1,28,28,12,0,12,0,0,step_gambeson4,xml_structural,false
T2,11,10,92.11,22.50,114,targaryen_levy,Valyrian Levy,valyrian,Infantry,2,1,28,28,12,36,20,0,0,dragonstone_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,tully_footman,Tully Footman,river,Infantry,2,1,28,28,12,35,20,205,10,riverlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,tyrell_footman,Tyrell Footman,reach,Infantry,2,1,28,28,12,19,14,0,0,reach_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,tyroshi_footman,Tyroshi Footman,tyroshi,Infantry,2,1,28,28,12,33,12,0,0,tyr_light_armor,xml_structural,false
T2,11,10,92.11,22.50,114,vale_footman,Vale Footman,vale,Infantry,2,1,28,28,12,0,12,0,0,vale_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,velaryon_shipman,Velaryon Shipmate,dragonstone,Infantry,2,1,28,28,12,38,28,0,0,riverlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,yiti_footman,Yi Ti Footman,yiti,Infantry,2,1,28,28,12,6,20,0,0,yiti_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,yronwood_levy,Yronwood Levy,aserai,Infantry,2,1,28,28,12,37,20,345,1,stormlands_gambeson,xml_structural,false
T2,11,10,92.11,22.50,114,freefolk_bowman,Free Folk Bowman,freefolk,Ranged,2,1,28,28,10,25,28,0,0,wildling_armor1,xml_structural,false
T2,11,10,92.11,22.50,114,freefolk_thenn_son,Freefolk Son of Thenn,freefolk,Infantry,1,1,28,28,10,0,28,0,0,wildling_armor1,xml_structural,false
T2,11,10,92.11,22.50,114,freefolk_warrior,Free Folk Warrior,freefolk,Infantry,2,1,28,28,10,25,28,300,4,wildling_armor1,xml_structural,false
T2,11,10,92.11,22.50,114,mallister_levy,Mallister Levy,river,Infantry,2,1,28,28,10,38,22,280,8,mallister_armor,xml_structural,false
T2,11,10,92.11,22.50,114,martell_levy,Martell Levy,aserai,Infantry,2,1,28,28,10,25,18,345,1,dorne_armor,xml_structural,false
T2,11,10,92.11,22.50,114,whiteharbor_levy,Manderly Levy,battania,Infantry,2,1,28,28,10,19,22,215,1,manderly_leather_armor,xml_structural,false
T2,11,10,92.11,22.50,114,qohorik_footman,Qohorik Footman,qohorik,Infantry,2,1,28,28,9,37,21,365,1,qohorik_armor4,xml_structural,false
T2,11,57,50.88,22.50,114,sarnor_footman,Sarnori Footman,sarnor,Infantry,2,1,25,25,6,0,18,350,1,sarnor_tunic,xml_structural,false
T2,11,58,50,22.50,114,volantine_footman,Volantene Footman,volantine,Infantry,2,1,20,20,5,23,17,0,0,volantis_tunic,xml_structural,false
T2,11,59,49.12,22.50,114,aserai_tribesman,Aserai Tribesman,aserai,Infantry,2,3,16,18,13.33,6,14,160,1,desert_padded_cloth,xml_structural,false
T2,11,59,49.12,22.50,114,dragonstone_noble_recruit,Dragonstone Noble's Son,dragonstone,Infantry,1,1,15,18,6,0,17,0,0,dragonstone_garb,xml_structural,false
T2,11,59,49.12,22.50,114,stormlands_noble_recruit,Stormlands Noble's Son,stormlands,Infantry,1,1,15,18,6,0,17,0,0,stormlands_garb,xml_structural,false
T2,11,59,49.12,22.50,114,valyrian_noble_recruit,Valyrian Noble's Son,valyrian,Infantry,1,1,15,18,6,0,17,0,0,valyrian_garb,xml_structural,false
T2,11,63,45.61,22.50,114,galloglass_tier_1,Skene,battania,Infantry,1,1,14,17,12,12,11,215,1,battania_woodland_outfit,xml_structural,false
T2,11,64,44.74,22.50,114,nord_ungmann,Nord Scion,nord,Infantry,1,3,15,16.33,7,7,8,360,4,heavy_gambeson_armor_plain,xml_structural,false
T2,11,65,43.86,22.50,114,company_of_the_boar_tier_1,Boar Novice,vlandia,Ranged,1,1,11,16,5,9,10,225,1,woven_leather_vest,xml_structural,false
T2,11,66,42.98,22.50,114,battanian_clanwarrior,Battanian Clan Warrior,battania,Infantry,2,3,14,15.67,9.33,2.67,11,215,1,battania_woodland_outfit,xml_structural,false
T2,11,67,42.11,22.50,114,lakepike_tier_1,Lake Rat Recruit,sturgia,Infantry,1,4,15.25,15.25,2.50,0,9.50,225,2,layered_leather_tunic;nordic_sloven_leather;northern_lamellar_armor;stitched_leather_vest,xml_structural,false
T2,11,68,41.23,22.50,114,crownlands_noble_recruit,Crownlands Noble's Son,crownlands,Infantry,1,1,15,15,9,11,17,0,0,crownlands_garb,xml_structural,false
T2,11,68,41.23,22.50,114,norvos_initiate,Norvoshi Initiate,norvos,Infantry,1,1,15,15,9,0,17,0,0,norvoshi_garb,xml_structural,false
T2,11,68,41.23,22.50,114,pentoshi_noble_recruit,Pentoshi Noble Youth,pentoshi,Infantry,1,1,15,15,9,0,17,0,0,pentoshi_tunic,xml_structural,false
T2,11,68,41.23,22.50,114,qohorik_noble_recruit,Qohorik Noble Youth,qohorik,Infantry,1,1,15,15,9,0,17,0,0,qohorik_garb,xml_structural,false
T2,11,68,41.23,22.50,114,vale_page,Vale Page,vale,Infantry,1,1,15,15,9,0,17,0,0,vale_garb,xml_structural,false
T2,11,68,41.23,22.50,114,volantine_noble_recruit,Volantene Noble Youth,volantine,Infantry,1,1,15,15,9,0,17,0,0,volantine_garb,xml_structural,false
T2,11,68,41.23,22.50,114,forest_people_tier_1,Recruit Forester,vakken,Ranged,1,2,13,15,8,4,11,0,0,crude_leather_armor,xml_structural,false
T2,11,68,41.23,22.50,114,lyseni_noble_recruit,Lyseni Noble Youth,lyseni,Infantry,1,1,15,15,6,0,17,0,0,lyseni_garb,xml_structural,false
T2,11,68,41.23,22.50,114,myrish_noble_recruit,Myrish Noble Youth,myrish,Infantry,1,1,15,15,6,0,17,0,0,myrish_garb,xml_structural,false
T2,11,68,41.23,22.50,114,sarnor_noble_recruit,Sarnori Noble's Son,sarnor,Infantry,1,1,15,15,6,0,17,0,0,sarnori_garb,xml_structural,false
T2,11,68,41.23,22.50,114,tyroshi_noble_recruit,Tyroshi Noble Youth,tyroshi,Infantry,1,1,15,15,6,0,17,0,0,tyroshi_garb,xml_structural,false
T2,11,68,41.23,22.50,114,ghiscari_noble_recruit,Ghiscari Former Slave,ghiscari,Infantry,1,1,15,15,5,6,17,0,0,ghiscari_garb,xml_structural,false
T2,11,68,41.23,22.50,114,nightswatch_ranger_recruit,Night's Watch Ranger Recruit,nightswatch,Ranged,1,1,15,15,5,9,17,0,0,nightswatch_garb,xml_structural,false
T2,11,68,41.23,22.50,114,pentoshi_footman,Pentoshi Footman,pentoshi,Infantry,2,1,15,15,5,39,17,360,9,pentoshi_tunic,xml_structural,false
T2,11,68,41.23,22.50,114,reach_noble_recruit,Reach Noble's Son,reach,Infantry,1,1,15,15,5,11,17,0,0,reach_garb,xml_structural,false
T2,11,68,41.23,22.50,114,river_noble_recruit,Riverlord's Son,river,Infantry,1,1,15,15,5,8,17,0,0,riverlands_garb,xml_structural,false
T2,11,84,27.19,22.50,114,nord_huntsman,Nord Huntsman,nord,Ranged,2,3,11,14.33,7,0,8,0,0,nordic_sloven,xml_structural,false
T2,11,85,26.32,22.50,114,legion_of_the_betrayed_tier_1,Hastati,empire,Infantry,1,4,14,14,4,0,13,280,8,woven_leather_coat,xml_structural,false
T2,11,85,26.32,22.50,114,skag_footman,Skagosi Footman,skagosi,Infantry,2,1,14,14,3,12,15,360,9,fur_armor,xml_structural,false
T2,11,87,24.56,22.50,114,vlandian_footman,Vlandian Footman,vlandia,Infantry,2,3,13,13,7,11.33,8,300,10,aketon,xml_structural,false
T2,11,88,23.68,22.50,114,vale_bowman,Vale Bowman,vale,Ranged,2,1,12,12,7,0,9,0,0,stitched_leather_vest,xml_structural,false
T2,11,88,23.68,22.50,114,imperial_archer,Imperial Archer,empire,Ranged,2,1,12,12,2,6,12,0,0,leather_tunic,xml_structural,false
T2,11,90,21.93,22.50,114,river_bowman,Riverlands Bowman,river,Ranged,2,1,11,11,3,0,11,0,0,woven_leather_vest,xml_structural,false
T2,11,90,21.93,22.50,114,wolfskins_tier_1,Young Wolf,battania,Ranged,1,2,11,11,0,16,10.50,390,1,sleeveless_studded_fur_armor,xml_structural,false
T2,11,92,20.18,22.50,114,aserai_mameluke_soldier,Aserai Mamluke Soldier,aserai,Infantry,2,3,10,10,6,22,11,430,1,studded_leather_coat,xml_structural,false
T2,11,93,19.30,22.50,114,nord_drengr,Nord Warrior,nord,Infantry,2,3,6.33,9.67,4.67,4.67,7.33,390,4,battania_civil_a;nordic_padded_cloth,xml_structural,false
T2,11,94,18.42,22.50,114,khuzait_footman,Khuzait Footman,khuzait,Infantry,2,3,8,9,9.67,7,9,365,1,khuzait_belt_leather,xml_structural,false
T2,11,94,18.42,22.50,114,ibbenese_footman,Ibbenese Footman,ibbenese,Infantry,2,1,9,9,2,35,25,0,0,highland_cloth,xml_structural,false
T2,11,94,18.42,22.50,114,ibbenese_noble_recruit,Ibbenese Deckhand,ibbenese,Infantry,1,1,9,9,2,35,25,0,0,highland_cloth,xml_structural,false
T2,11,97,15.79,22.50,114,vlandian_levy_crossbowman,Vlandian Levy Crossbowman,vlandia,Ranged,2,3,5.67,8.67,6.67,12,7.67,0,0,cloth_tunic;long_hemp_tunic;woven_leather_vest,xml_structural,false
T2,11,97,15.79,22.50,114,hidden_hand_tier_1,Hidden Pawn,empire,Infantry,1,3,8.67,8.67,3,5,7.33,0,0,layered_leather_tunic;tied_cloth_tunic,xml_structural,false
T2,11,99,14.04,22.50,114,sturgian_woodsman,Sturgian Woodsman,sturgia,Infantry,2,3,7,8,5,7.33,10,0,0,heavy_nordic_tunic,xml_structural,false
T2,11,99,14.04,22.50,114,brotherhood_of_woods_tier_1,Sprout,vlandia,Ranged,1,3,8,8,2,4,10,0,0,leather_coat_over_cloth,xml_structural,false
T2,11,101,12.28,22.50,114,skolderbrotva_tier_1,Skolder Recruit,nord,Infantry,1,2,6,6,2,0,11,260,6,northern_tunic,xml_structural,false
T2,11,102,11.40,22.50,114,battanian_woodrunner,Battanian Wood Runner,battania,Infantry,2,4,4.25,5.25,7.25,0,11.25,300,1,battania_light_armor_b;battania_light_armor_c;battania_light_armor_d;battania_light_armor_e,xml_structural,false
T2,11,103,10.53,22.50,114,ghiscari_bowman,Ghiscari Bowman,ghiscari,Ranged,2,1,5,5,8,0,8,0,0,layered_robe,xml_structural,false
T2,11,103,10.53,22.50,114,ghiscari_footman,Ghiscari Footman,ghiscari,Infantry,2,1,5,5,8,6,8,0,0,layered_robe,xml_structural,false
T2,11,103,10.53,22.50,114,sarnor_bowman,Sarnori Bowman,sarnor,Ranged,2,1,5,5,6,0,14,0,0,layered_robe,xml_structural,false
T2,11,103,10.53,22.50,114,jawwal_tier_1,Jawwal Recruit,aserai,Infantry,1,5,0,5,2,1.20,0,260,1,,xml_structural,false
T2,11,103,10.53,22.50,114,embers_of_flame_tier_1,Spark,empire,Infantry,1,1,5,5,1,3,5,0,0,monk_robe,xml_structural,false
T2,11,108,6.14,22.50,114,guardians_tier_1,Guardian Recruit,empire,Ranged,1,2,4.50,4.50,1.50,0,7,0,0,footmans_tunic;tunic_with_shoulder_pads,xml_structural,false
T2,11,109,5.26,22.50,114,kingsguard_page,Kingsguard's Page,crownlands,Infantry,1,1,4,4,5,11,5,0,0,tied_cloth_tunic,xml_structural,false
T2,11,109,5.26,22.50,114,veteran_borrowed_troop,Veteran Borrowed Troop,empire,Infantry,2,2,4,4,1,0,5,305,1,footmans_tunic,xml_structural,false
T2,11,109,5.26,22.50,114,qartheen_bowman,Qartheen Bowman,qartheen,Ranged,2,1,4,4,0,0,12,0,0,empire_short_dress,xml_structural,false
T2,11,109,5.26,22.50,114,qartheen_footman,Qartheen Footman,qartheen,Infantry,2,1,4,4,0,6,12,0,0,empire_short_dress,xml_structural,false
T2,11,109,5.26,22.50,114,qartheen_noble_recruit,Qartheen Pureborn Youth,qartheen,Infantry,1,1,4,4,0,6,12,0,0,empire_short_dress,xml_structural,false
T2,11,114,0.88,22.50,114,angry_wight,Angry Wight,whitewalker,Infantry,2,1,0,0,8,0,6,0,0,,xml_structural,false
T3,16,1,100,28,138,targaryen_soldier,Valyrian Soldier,valyrian,Infantry,3,1,37,51,10,36,30,400,7,targ_armor,xml_structural,false
T3,16,2,99.28,28,138,hightower_soldier,Hightower Soldier,reach,Infantry,3,1,50,50,12,36,32,350,1,hightower_armor,xml_structural,false
T3,16,3,98.55,28,138,pentoshi_pikeman,Pentoshi Pikeman,pentoshi,Infantry,2,1,48,48,32,39,32,0,0,pentoshi_armor,xml_structural,false
T3,16,3,98.55,28,138,myrish_crossbowman,Myrish Crossbowman,myrish,Ranged,2,1,48,48,10,40,31,0,0,myrish_armor,xml_structural,false
T3,16,3,98.55,28,138,pentoshi_soldier,Pentoshi Soldier,pentoshi,Infantry,3,1,48,48,8,39,28,360,9,pentoshi_armor,xml_structural,false
T3,16,6,96.38,28,138,yronwood_man_at_arms,Yronwood Man at Arms,aserai,Infantry,3,1,46,46,31,37,25,345,1,yronwood_plate,xml_structural,false
T3,16,6,96.38,28,138,vale_soldier,Vale Soldier,vale,Infantry,3,1,46,46,9,37,15,280,8,vale_armor,xml_structural,false
T3,16,8,94.93,28,138,nord_thegn,Nord War-Proven,nord,Infantry,2,3,40,44.33,30.33,29,27,313.33,4,nordic_hauberk,xml_structural,false
T3,16,9,94.20,28,138,karstark_soldier,Karstark Brute,battania,Infantry,3,1,38,43,31,25,16,225,1,karstark_armor,xml_structural,false
T3,16,9,94.20,28,138,umber_footman,Umber Footman,battania,Infantry,3,1,38,43,11,25,20,305,1,umber_armor2,xml_structural,false
T3,16,9,94.20,28,138,volantine_soldier,Volantene Soldier,volantine,Infantry,3,1,43,43,11,35,19,360,1,volantis_light_armor,xml_structural,false
T3,16,9,94.20,28,138,clegane_footman,Clegane Footman,vlandia,Infantry,3,1,38,43,8,25,30,305,1,gold_cloak_armor,xml_structural,false
T3,16,9,94.20,28,138,lannister_footman,Lannister Footman,vlandia,Infantry,3,1,43,43,6,32,27,400,8,lannister_scout_armor,xml_structural,false
T3,16,14,90.58,28,138,goldcloak_archer,Gold Cloak Archer,crownlands,Ranged,3,1,41,41,10,36,32,0,0,goldcloak_armor,xml_structural,false
T3,16,14,90.58,28,138,goldcloak_soldier,Gold Cloak Soldier,crownlands,Infantry,3,1,41,41,10,36,32,280,1,goldcloak_armor,xml_structural,false
T3,16,14,90.58,28,138,casterly_soldier,Casterly Rock Soldier,vlandia,Infantry,2,1,41,41,8,37,20,400,8,casterly_armor_light,xml_structural,false
T3,16,17,88.41,28,138,dragonstone_soldier,Dragonstone Soldier,dragonstone,Infantry,3,1,40,40,12,37,22,315,9,dragonstone_armor,xml_structural,false
T3,16,18,87.68,28,138,nightswatch_ranger,Night's Watch Ranger,nightswatch,Ranged,2,1,39,39,33,28,33,0,0,nightswatch_brigandine,xml_structural,false
T3,16,18,87.68,28,138,tyroshi_soldier,Tyroshi Soldier,tyroshi,Infantry,3,1,39,39,10,33,22,380,1,tyroshi_armor,xml_structural,false
T3,16,20,86.23,28,138,ibbenese_rower,Ibbenese Rower,ibbenese,Infantry,2,1,38,38,30,35,31,330,9,ibb_armor,xml_structural,false
T3,16,20,86.23,28,138,ibbenese_tracker,Ibbenese Tracker,ibbenese,Infantry,3,1,38,38,30,35,31,330,9,ibb_armor,xml_structural,false
T3,16,20,86.23,28,138,qartheen_warrior,Qartheen Soldier,qartheen,Infantry,3,1,38,38,25,37,22,360,9,qarth_armor,xml_structural,false
T3,16,20,86.23,28,138,qartheen_archer,Qartheen Archer,qartheen,Ranged,3,1,38,38,17,37,22,0,0,qarth_armor,xml_structural,false
T3,16,20,86.23,28,138,stormlands_man_at_arms,Stormlands Man at Arms,stormlands,Infantry,3,1,38,38,15,37,17,220,1,stormlands_armor,xml_structural,false
T3,16,20,86.23,28,138,cerwyn_soldier,Cerwyn Soldier,battania,Infantry,3,1,38,38,10,38,30,520,1,cerwin_armor,xml_structural,false
T3,16,20,86.23,28,138,golden_crossbowman,Goldenmark Marksmen,volantine,Ranged,2,2,38,38,10,24,31,0,0,golden_company_armor2,xml_structural,false
T3,16,20,86.23,28,138,norvos_acolyte,Norvoshi Acolyte,norvos,Infantry,2,1,38,38,10,37,32,0,0,norvos_armor,xml_structural,false
T3,16,20,86.23,28,138,norvos_soldier,Norvoshi Soldier,norvos,Infantry,3,1,38,38,10,29,30,215,1,norvos_armor,xml_structural,false
T3,16,20,86.23,28,138,qartheen_pureborn,Qartheen Pureborn Fighter,qartheen,Infantry,2,1,38,38,10,37,22,360,9,qarth_armor,xml_structural,false
T3,16,20,86.23,28,138,skag_soldier,Skagosi Soldier,skagosi,Infantry,3,1,38,38,10,37,31,360,9,skagosi_armor,xml_structural,false
T3,16,20,86.23,28,138,yiti_bowman,Yi Ti Bowman,yiti,Ranged,3,1,38,38,10,37,32,0,0,yiti_armor,xml_structural,false
T3,16,20,86.23,28,138,dondarion_footman,Dondarrion Footman,stormlands,Infantry,3,1,38,38,9,31,33,220,1,dondarion_leather,xml_structural,false
T3,16,20,86.23,28,138,qohorik_goat_initiate,Black Goat Initiate,qohorik,Infantry,2,1,38,38,9,37,29,0,0,qohorik_armor2,xml_structural,false
T3,16,34,76.09,28,138,nightswatch_shieldbrother,Night's Watch Shieldbrother,nightswatch,Infantry,3,1,37,37,29,9,29,305,1,nightswatch_armor2,xml_structural,false
T3,16,34,76.09,28,138,mormont_footman,Mormont Footman,battania,Infantry,3,1,28,37,17,35,20,0,0,reach_gambeson,xml_structural,false
T3,16,34,76.09,28,138,mormont_trapper,Mormont Trapper,battania,Ranged,3,1,28,37,17,35,20,0,0,reach_gambeson,xml_structural,false
T3,16,34,76.09,28,138,vale_squire,Vale Squire,vale,Infantry,2,1,28,37,17,0,12,280,8,vale_gambeson,xml_structural,false
T3,16,34,76.09,28,138,river_soldier,Riverlands Soldier,river,Infantry,3,1,37,37,13,33,34,205,10,riverlands_armor,xml_structural,false
T3,16,34,76.09,28,138,tully_soldier,Tully Soldier,river,Infantry,3,1,37,37,13,35,34,205,10,riverlands_armor,xml_structural,false
T3,16,34,76.09,28,138,reach_soldier,Reach Soldier,reach,Infantry,3,1,37,37,11,30,17,280,1,reach_armor2,xml_structural,false
T3,16,34,76.09,28,138,targaryen_bowman,Valyrian Bowman,valyrian,Ranged,3,1,37,37,10,6,30,0,0,targ_armor,xml_structural,false
T3,16,34,76.09,28,138,martell_bowman,Martell Bowman,aserai,Ranged,3,1,37,37,9,36,13,0,0,dorne_armor1,xml_structural,false
T3,16,34,76.09,28,138,martell_footman,Martell Footman,aserai,Infantry,3,1,37,37,9,36,21,345,1,dorne_armor1,xml_structural,false
T3,16,34,76.09,28,138,frey_crossbowman,Frey Crossbowman,river,Ranged,3,1,37,37,6,28,29,0,0,frey_armor,xml_structural,false
T3,16,34,76.09,28,138,frey_cutthroat,Frey Cutthroat,river,Infantry,3,1,37,37,6,28,29,205,10,frey_armor,xml_structural,false
T3,16,46,67.39,28,138,celtigar_footman,Celtigar Footman,dragonstone,Infantry,3,1,36,36,30,36,29,315,9,celtigar_armor,xml_structural,false
T3,16,46,67.39,28,138,bracken_footman,Bracken Footman,river,Infantry,3,1,36,36,12,37,33,280,8,bracken_armor,xml_structural,false
T3,16,46,67.39,28,138,freefolk_thenn,Freefolk Thenn,freefolk,Infantry,2,1,36,36,10,27,32,380,9,thenn_scale_armor,xml_structural,false
T3,16,46,67.39,28,138,grafton_footman,Grafton Footman,vale,Infantry,3,1,36,36,10,36,30,280,8,grafton_armor,xml_structural,false
T3,16,46,67.39,28,138,westerling_footman,Westerling Footman,vlandia,Infantry,3,1,36,36,10,36,31,280,8,westerling_armor,xml_structural,false
T3,16,46,67.39,28,138,dayne_man_at_arms,Dayne Footman,aserai,Infantry,3,1,36,36,8,34,29,305,1,dayne_armor3,xml_structural,false
T3,16,46,67.39,28,138,lannister_bowman,Lannister Bowman,vlandia,Ranged,3,1,25,36,8,26,27,0,0,west_archer_armor,xml_structural,false
T3,16,53,62.32,28,138,ghiscari_archer,Ghiscari Archer,ghiscari,Ranged,3,1,35,35,12,29,14,0,0,ghiscari_armor,xml_structural,false
T3,16,53,62.32,28,138,ghiscari_warrior,Ghiscari Warrior,ghiscari,Infantry,3,1,35,35,12,29,14,0,0,ghiscari_armor,xml_structural,false
T3,16,53,62.32,28,138,ghiscari_unsullied_initiate,Ghiscari Legion Trainee,ghiscari,Infantry,2,1,35,35,5,36,28,300,1,ghiscari_armor,xml_structural,false
T3,16,56,60.14,28,138,bolton_scout,Bolton Footman,battania,Infantry,3,1,34,34,30,31,29,360,1,bolton_armor,xml_structural,false
T3,16,56,60.14,28,138,blackwood_bowman,Blackwood Bowman,river,Ranged,3,1,34,34,10,36,31,0,0,blackwood_armor3,xml_structural,false
T3,16,56,60.14,28,138,blackwood_footman,Blackwood Footman,river,Infantry,3,1,34,34,10,36,31,205,10,blackwood_armor3,xml_structural,false
