track,module,relative_path,bytes,sha256,source_path,last_write_time
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_crafting_pieces.xml,74690,6b4a6a7eed74a0166113fc302e01c8b5653d011a50b1d7d198b09211499c9ac3,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_crafting_pieces.xml,2026-05-29T23:50:14.308403+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_custom_battle_scenes.xml,5055,992572cdb3e69fc9b7e2bcd33779b6e6c6efa5bb9877f77a13b3086bad32edd4,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_custom_battle_scenes.xml,2026-04-22T10:59:31.278171+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_education_equipment_templates.xml,4683,694fae5779fd704f10e0c5cd6b499cded0b05cd99d8b9d69bf5ecadf372f973a,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_education_equipment_templates.xml,2026-03-25T14:53:28+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_equipment_sets.xml,147461,e5d2b448f4c967df4c17bab7f44e18daa17e7569ea7ab039fa44ffd596582bf7,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_equipment_sets.xml,2026-06-23T22:04:06.498347+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_lords.xml,66887,d34c468487f3e26b9fc23bb8f2e7ce1f571799278a13ef417cc5a74681fe470c,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_lords.xml,2026-05-25T20:08:03.913798+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_partyTemplates.xml,53544,791c17f2f5f04bc7486be56a6e28a8d20803a0768112151be022801e07c1912a,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_partyTemplates.xml,2026-03-25T14:53:28+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_settlements.xml,789999,4aae73ea85cb665f6f990cab0c716b2242b4e04a3cf5f72dae80b63721d2cc06,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_settlements.xml,2026-04-22T10:56:08.395062+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_skill_sets.xml,52887,548d286446ea9f611ac6ba06c41d3fe124f870551b613fd65eeb316ef0b0f2a6,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_skill_sets.xml,2026-05-25T20:36:44.197158+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/naval_weapons.xml,48905,ec9244ad2e21674ed7090dd4d2b71cccba0792aeb2ce930c33e68de134a42b5b,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/naval_weapons.xml,2026-05-29T21:52:47.280195+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/ns_wanderer_strings.xml,123876,29aa14f7d8e3cc1bdf672c948fe5c27102db52136207bb92103c61c20a568ee0,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/ns_wanderer_strings.xml,2026-06-19T15:04:36.776924+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/partyTemplates.xml,31580,4dfdcc7f153ed6b87ec3346b31e065884f5a43c17e9e3af1a6ff42108d71c7d1,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/partyTemplates.xml,2026-03-25T14:53:28+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandbox_equipment_sets.xml,343718,6bfcc9a0f95b71fd061dde75eb1254edaa18bb67b9f2c465285166707ca2d6d4,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandbox_equipment_sets.xml,2026-05-09T13:45:44.988285+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandbox_skill_sets.xml,354498,99c6ad94aee90ebd2088a3e0291165761d563204a1528c791fd4f1b3eaec6379,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandbox_skill_sets.xml,2026-05-25T20:35:13.705292+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_arm_armors.xml,15322,3bc0d6d02776a2c71fe191ae851d5f1c1baef0bfa604a1b3f605f1c0b25dabff,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_arm_armors.xml,2026-05-22T12:05:00.584551+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_banners.xml,42565,30ba34f3dc2ac500b8e06ade371bca07f25ae00a0e03dee6f8f4afd011e13cc3,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_banners.xml,2026-04-15T10:52:05.323810+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_body_armors.xml,123866,38dc225c4ba71db914427b9947562034518b3b931108663aa48557773447ddc5,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_body_armors.xml,2026-05-30T00:28:06.726538+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_equipment_sets.xml,341296,44826d01fd3379adfff63a879a5a5e45d0491ef19893e64e2b456de62e433d83,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_equipment_sets.xml,2026-06-23T22:04:06.478400+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_head_armors.xml,127345,bdf76adb76e0e3bebf23fcde1fc8149514c9b1c50f715a7051806a4e2440aaf3,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_head_armors.xml,2026-05-30T14:02:26.552582+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_horses_and_others.xml,95935,29af6e314cbce5b357bfb7959f9d207eaca9aad903816ff113ccc5c743980909,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_horses_and_others.xml,2026-03-25T14:53:28+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_leg_armors.xml,17382,38b1da54b83c23fb6e65c8ddb96a3c2cbdc61806078333aa57e44507dea1a072,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_leg_armors.xml,2026-05-22T12:04:55.005770+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_shields.xml,84118,720e7346160d78d08d96202b9bbecea8a3c617dc178d9273154bc35d9de54ab8,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_shields.xml,2026-03-25T14:53:28+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_shoulder_armors.xml,37864,628a79bf490ef1db738f32856a6b050d8339a6fc6c8cea797f7f8664202afd03,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_shoulder_armors.xml,2026-05-09T13:35:33.888703+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_skill_sets.xml,62475,6f2fc01bcbeda3ded6f982dff9a14287cb1c375f14680edbdcd4185b29d185a5,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_skill_sets.xml,2026-07-03T22:57:56.126142+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/sandboxcore_weapons.xml,224091,5fd0729299e755823f9c1173dd96a8560742ba616910c3385e265ee13a0d4b06,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/sandboxcore_weapons.xml,2026-06-13T15:19:58.524754+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/ship_hulls.xml,68252,74c6ac967aa78ab7e29ecb3fdf24957e4efd5fe1f18c41db3e0db5bde8697e70,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/ship_hulls.xml,2026-04-22T10:59:31.279168+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/ship_physics_references.xml,715,22db14903f4814b6fc81815230b8190903b715cf2ee0e943c3ec6a9e5e5421b8,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/ship_physics_references.xml,2025-11-26T10:28:31.799641+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/spclans.xml,66374,991fb974ecf5a157d8c919d9fd76739e110c3052623220d490ddc2ef60a0da2b,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/spclans.xml,2026-03-25T14:53:28+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/spkingdoms.xml,12449,a29ae3639fd95582c3e2017204741166c373a4dcef9a49bd123562192326b008,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/spkingdoms.xml,2026-05-30T14:38:08.095136+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/spnpccharacters.xml,1182638,8b895502e9d2675c6846e81b3bfbba448fc41f8713362f1cff4a8d10591c265b,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/spnpccharacters.xml,2026-06-18T01:12:14.037417+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/spspecialcharacters.xml,331967,846d656ade1b5d67916e6e97c538095ae4f0d81b0110469627197ad3971f8e7b,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/spspecialcharacters.xml,2026-05-16T01:02:24.288745+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/story_mode_characters.xml,129571,7c7be447ae1aba4b6e4a335a8fc66c44fa2e68783c8accab09f30c8c0adb28a1,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/story_mode_characters.xml,2026-05-08T14:27:01.735580+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/story_mode_equipments.xml,8005,a463ca90aa7cae978ed02914568f5f571cce22b5f3ff4a6e2dac1b4e2080e2a1,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/story_mode_equipments.xml,2026-05-08T14:27:01.735580+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/story_mode_items.xml,3786,8ae50eff4e51364f136926aedbc0c42806c0fd08c92aa5b30908ee2b7bad6b70,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/story_mode_items.xml,2026-05-06T00:10:39.288123+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/story_mode_location_complex_templates.xml,515,2c95e20b366ef29db1db276d219b613ac96240a65fbd964d9e3b9d6074492887,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/story_mode_location_complex_templates.xml,2026-05-06T00:10:37.096982+00:00
nightmare_sails,NightmareSailsxDTAB,ModuleData/story_mode_party_templates.xml,1951,94014006d9bea2fca6cbdeacf9a67d9fc47b942e9ddc67ebdf53ef3598d7fb23,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/ModuleData/story_mode_party_templates.xml,2026-05-06T00:08:56.763146+00:00
nightmare_sails,NightmareSailsxDTAB,SubModule.xml,13407,7294e2ff00d45db938f63dbace29aa6871889a57de695fdd4b7503d1ca2ac344,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/NightmareSailsxDTAB/SubModule.xml,2026-06-19T13:14:04.975081+00:00
realm_of_thrones,ROT-Content,ModuleData/ROT-Troops.xml,1165860,165654e72ab062628b655ecae3e76d4f5f98ea7da7cc7b06496d7e122ac10e53,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROT-Troops.xml,2026-06-24T18:30:04+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROT5EOdQS1h.xml,1685,6539fe398d61a425676072d992c048007ee66e79280eac711e281f4706eb2d59,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROT5EOdQS1h.xml,2025-02-06T21:24:02+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROTDQvppNYY.xml,3453,1d98c873cbbe81b024a20367488dd3023476bfecaa5c7fbd5f9c3a6292683e3f,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROTDQvppNYY.xml,2025-02-06T21:24:24+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROTRVy3hWCY.xml,2361,c27a3548d681faf57b30942f35350b384bbe957c6c9c17176fe867072fc97273,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROTRVy3hWCY.xml,2025-02-06T21:24:34+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROTcersei1.xml,1424,720de67c559a99d57c4b710f6fbe431a3b42b8bd57e713c39d172341c81acbfa,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROTcersei1.xml,2025-02-06T21:24:06+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROTcersei2.xml,904,e7562b1c257626ae4e4dfdbabba2c1daf2908f60784e257d900de2aefdf0ec7e,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROTcersei2.xml,2025-02-06T21:24:08+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROTcersei3.xml,644,f99dbe2136869543a74960017636dd799013008f39cef70dd6030b815576430f,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROTcersei3.xml,2025-02-06T21:24:12+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROTcersei4.xml,1632,a30f4fb159d51f68e872b1b1955af160d6edd7b945e8ec512e474612ca945125,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROTcersei4.xml,2025-02-06T21:24:16+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROTixFychgd.xml,1945,9c21b5965064fe4c6545c32f3e12d1ece9e4febb22c65e89c6b0102534472ad4,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROTixFychgd.xml,2025-02-06T21:24:28+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/ROTtZbRW25E.xml,2153,1b958448ba1d3511777669db4f84582f88df2fd20ee1f0390e3dda93ffa88491,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/ROTtZbRW25E.xml,2025-02-06T21:24:38+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/alliser1.xml,4312,e06d7b586aea75c89316250eb11bb208fdc966c61ac2693e29df87baf524df7c,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/alliser1.xml,2025-02-06T21:18:14+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/alliser2.xml,3190,ac7a241fdb79afeb10134f0bb6b1d5525624058bb6eebce5c449e10424a1252d,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/alliser2.xml,2025-02-06T21:18:20+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/alliser3.xml,3622,55218f3815344d746422c25c6a337d4b77e37a070df16dc6c730b91765c4c401,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/alliser3.xml,2025-02-06T21:18:26+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/alliser4.xml,2986,288c9c96426e3dfbfebe30c03ff9ddd30b4ab4316a5bf8cd74ec6ad82898422b,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/alliser4.xml,2025-02-06T21:18:32+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/alliser5.xml,2670,ffc958b97174d980d8fb24cd8fc4380cd3a3bc716ced4c1bd63f795e65c2513c,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/alliser5.xml,2025-02-06T21:18:36+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/barristan1.xml,4650,aded36dea02ddb999a01565a6559ea13e7bb2be5169631b884d698e6bd78ff1b,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/barristan1.xml,2025-02-06T21:18:44+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/barristan2.xml,3090,8bbcfc0969afc1570c5ef05f1d9010c8915484cb87fd2a0d8843a3af1a9477ba,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/barristan2.xml,2025-02-06T21:18:50+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/barristan3.xml,3838,51b143a0417a20a651c41e8fa801e7cbd60a444e6950f3dfc44d51a6e544afa4,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/barristan3.xml,2025-02-06T21:18:56+00:00
realm_of_thrones,ROT-Content,ModuleData/ROTVoiceovers/barristan4.xml,3422,7a39164e9c1f2c0163d5d233154f8e9cbeca6c23a6980c8445341be004e3348a,/sessions/gracious-stoic-cerf/mnt/Program Files (x86)/Steam/steamapps/common/Mount & Blade II Bannerlord/Modules/ROT-Content/ModuleData/ROTVoiceovers/barristan4.xml,2025-02-06T21:19:02+00:00
