troop_id,tree_root_id,upgrade_depth,tree_tier,upgrade_path,line_status,line_status_corrected,name,level,occupation,culture,default_group,has_upgrade_targets
battanian_scout,battanian_volunteer,4,4,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_scout,main_or_minor_line,main_or_minor_line,Battanian Scout,21.0,Soldier,battania,Cavalry,True
battanian_trained_warrior,battanian_volunteer,3,3,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior,main_or_minor_line,main_or_minor_line,Battanian Trained Warrior,16.0,Soldier,battania,Infantry,True
battanian_veteran_falxman,battanian_volunteer,5,5,battanian_volunteer|battanian_woodrunner|battanian_raider|battanian_falxman|battanian_veteran_falxman,main_or_minor_line,main_or_minor_line,Battanian Veteran Falxman,26.0,Soldier,battania,Infantry,False
battanian_volunteer,battanian_volunteer,1,1,battanian_volunteer,main_or_minor_line,main_or_minor_line,Battanian Volunteer,6.0,Soldier,battania,Infantry,True
battanian_woodrunner,battanian_volunteer,2,2,battanian_volunteer|battanian_woodrunner,main_or_minor_line,main_or_minor_line,Battanian Wood Runner,11.0,Soldier,battania,Infantry,True
beni_zilal_tier_1,beni_zilal_tier_1,1,1,beni_zilal_tier_1,main_or_minor_line,main_or_minor_line,Beni Zilal Recruit,11.0,Soldier,aserai,Cavalry,True
beni_zilal_tier_2,beni_zilal_tier_1,2,2,beni_zilal_tier_1|beni_zilal_tier_2,main_or_minor_line,main_or_minor_line,Beni Zilal Soldier,16.0,Soldier,aserai,Cavalry,True
beni_zilal_tier_3,beni_zilal_tier_1,3,3,beni_zilal_tier_1|beni_zilal_tier_2|beni_zilal_tier_3,main_or_minor_line,main_or_minor_line,Beni Zilal Royal Guard,21.0,Soldier,aserai,Cavalry,False
borrowed_troop,borrowed_troop,1,1,borrowed_troop,main_or_minor_line,main_or_minor_line,Borrowed Troop,6.0,Soldier,empire,Infantry,True
brotherhood_of_woods_tier_1,brotherhood_of_woods_tier_1,1,1,brotherhood_of_woods_tier_1,main_or_minor_line,main_or_minor_line,Sprout,11.0,Soldier,vlandia,Ranged,True
brotherhood_of_woods_tier_2,brotherhood_of_woods_tier_1,2,2,brotherhood_of_woods_tier_1|brotherhood_of_woods_tier_2,main_or_minor_line,main_or_minor_line,Sapling,16.0,Soldier,vlandia,Ranged,True
brotherhood_of_woods_tier_3,brotherhood_of_woods_tier_1,3,3,brotherhood_of_woods_tier_1|brotherhood_of_woods_tier_2|brotherhood_of_woods_tier_3,main_or_minor_line,main_or_minor_line,Arboreal,21.0,Soldier,vlandia,Ranged,False
bucellarii,imperial_recruit,5,5,imperial_recruit|imperial_archer|imperial_trained_archer|imperial_veteran_archer|bucellarii,main_or_minor_line,main_or_minor_line,Imperial Bucellarii,26.0,Soldier,empire,HorseArcher,False
company_of_the_boar_tier_1,company_of_the_boar_tier_1,1,1,company_of_the_boar_tier_1,main_or_minor_line,main_or_minor_line,Boar Novice,11.0,Soldier,vlandia,Ranged,True
company_of_the_boar_tier_2,company_of_the_boar_tier_1,2,2,company_of_the_boar_tier_1|company_of_the_boar_tier_2,main_or_minor_line,main_or_minor_line,Boar Veteran,16.0,Soldier,vlandia,Ranged,True
company_of_the_boar_tier_3,company_of_the_boar_tier_1,3,3,company_of_the_boar_tier_1|company_of_the_boar_tier_2|company_of_the_boar_tier_3,main_or_minor_line,main_or_minor_line,Boar Champion,21.0,Soldier,vlandia,Ranged,False
druzhinnik,sturgian_warrior_son,4,4,sturgian_warrior_son|varyag|varyag_veteran|druzhinnik,noble_line,noble_line,Sturgian Druzhinnik,26.0,Soldier,sturgia,Cavalry,True
druzhinnik_champion,sturgian_warrior_son,5,5,sturgian_warrior_son|varyag|varyag_veteran|druzhinnik|druzhinnik_champion,noble_line,noble_line,Sturgian Druzhinnik Champion,31.0,Soldier,sturgia,Cavalry,False
eleftheroi_tier_1,eleftheroi_tier_1,1,1,eleftheroi_tier_1,main_or_minor_line,main_or_minor_line,Recruit Eleftheroi,11.0,Soldier,empire,Cavalry,True
eleftheroi_tier_2,eleftheroi_tier_1,2,2,eleftheroi_tier_1|eleftheroi_tier_2,main_or_minor_line,main_or_minor_line,Expert Eleftheroi,16.0,Soldier,empire,Cavalry,True
eleftheroi_tier_3,eleftheroi_tier_1,3,3,eleftheroi_tier_1|eleftheroi_tier_2|eleftheroi_tier_3,main_or_minor_line,main_or_minor_line,Veteran Eleftheroi,21.0,Soldier,empire,Cavalry,False
embers_of_flame_tier_1,embers_of_flame_tier_1,1,1,embers_of_flame_tier_1,main_or_minor_line,main_or_minor_line,Spark,11.0,Soldier,empire,Infantry,True
embers_of_flame_tier_2,embers_of_flame_tier_1,2,2,embers_of_flame_tier_1|embers_of_flame_tier_2,main_or_minor_line,main_or_minor_line,Flame,16.0,Soldier,empire,Infantry,True
embers_of_flame_tier_3,embers_of_flame_tier_1,3,3,embers_of_flame_tier_1|embers_of_flame_tier_2|embers_of_flame_tier_3,main_or_minor_line,main_or_minor_line,Blaze,21.0,Soldier,empire,Infantry,False
empire_marine_t3,empire_marine_t3,1,1,empire_marine_t3,main_or_minor_line,main_or_minor_line,Imperial Shipmate,16.0,Soldier,empire,Infantry,True
empire_marine_t4,empire_marine_t3,2,2,empire_marine_t3|empire_marine_t4,main_or_minor_line,main_or_minor_line,Imperial Coast Guard,21.0,Soldier,empire,Infantry,True
empire_marine_t5,empire_marine_t3,3,3,empire_marine_t3|empire_marine_t4|empire_marine_t5,main_or_minor_line,main_or_minor_line,Imperial Naute,26.0,Soldier,empire,Infantry,False
forest_people_tier_1,forest_people_tier_1,1,1,forest_people_tier_1,main_or_minor_line,main_or_minor_line,Recruit Forester,11.0,Soldier,vakken,Ranged,True
forest_people_tier_2,forest_people_tier_1,2,2,forest_people_tier_1|forest_people_tier_2,main_or_minor_line,main_or_minor_line,Expert Forester,16.0,Soldier,vakken,Ranged,True
forest_people_tier_3,forest_people_tier_1,3,3,forest_people_tier_1|forest_people_tier_2|forest_people_tier_3,main_or_minor_line,main_or_minor_line,Veteran Forester,21.0,Soldier,vakken,Ranged,False
galloglass_tier_1,galloglass_tier_1,1,1,galloglass_tier_1,main_or_minor_line,main_or_minor_line,Skene,11.0,Soldier,battania,Infantry,True
galloglass_tier_2,galloglass_tier_1,2,2,galloglass_tier_1|galloglass_tier_2,main_or_minor_line,main_or_minor_line,Kern,16.0,Soldier,battania,Infantry,True
galloglass_tier_3,galloglass_tier_1,3,3,galloglass_tier_1|galloglass_tier_2|galloglass_tier_3,main_or_minor_line,main_or_minor_line,Redshank,21.0,Soldier,battania,Infantry,False
ghilman_tier_1,ghilman_tier_1,1,1,ghilman_tier_1,main_or_minor_line,main_or_minor_line,Koleman,11.0,Soldier,darshi,Cavalry,True
ghilman_tier_2,ghilman_tier_1,2,2,ghilman_tier_1|ghilman_tier_2,main_or_minor_line,main_or_minor_line,Ghilman,16.0,Soldier,darshi,Cavalry,True
ghilman_tier_3,ghilman_tier_1,3,3,ghilman_tier_1|ghilman_tier_2|ghilman_tier_3,main_or_minor_line,main_or_minor_line,Ghulam,21.0,Soldier,darshi,Cavalry,False
guardians_tier_1,guardians_tier_1,1,1,guardians_tier_1,main_or_minor_line,main_or_minor_line,Guardian Recruit,11.0,Soldier,empire,Ranged,True
guardians_tier_2,guardians_tier_1,2,2,guardians_tier_1|guardians_tier_2,main_or_minor_line,main_or_minor_line,Expert Guardian,16.0,Soldier,empire,Ranged,True
guardians_tier_3,guardians_tier_1,3,3,guardians_tier_1|guardians_tier_2|guardians_tier_3,main_or_minor_line,main_or_minor_line,Veteran Guardian,21.0,Soldier,empire,Ranged,False
hidden_hand_tier_1,hidden_hand_tier_1,1,1,hidden_hand_tier_1,main_or_minor_line,main_or_minor_line,Hidden Pawn,11.0,Soldier,empire,Infantry,True
hidden_hand_tier_2,hidden_hand_tier_1,2,2,hidden_hand_tier_1|hidden_hand_tier_2,main_or_minor_line,main_or_minor_line,Hidden Soldati,16.0,Soldier,empire,Infantry,True
hidden_hand_tier_3,hidden_hand_tier_1,3,3,hidden_hand_tier_1|hidden_hand_tier_2|hidden_hand_tier_3,main_or_minor_line,main_or_minor_line,Puppeteer,21.0,Soldier,empire,Infantry,False
imperial_archer,imperial_recruit,2,2,imperial_recruit|imperial_archer,main_or_minor_line,main_or_minor_line,Imperial Archer,11.0,Soldier,empire,Ranged,True
imperial_cataphract,imperial_vigla_recruit,4,4,imperial_vigla_recruit|imperial_equite|imperial_heavy_horseman|imperial_cataphract,noble_line,noble_line,Imperial Cataphract,26.0,Soldier,empire,Cavalry,True
imperial_crossbowman,imperial_recruit,4,4,imperial_recruit|imperial_archer|imperial_trained_archer|imperial_crossbowman,main_or_minor_line,main_or_minor_line,Imperial Crossbowman,21.0,Soldier,empire,Ranged,True
imperial_elite_cataphract,imperial_vigla_recruit,5,5,imperial_vigla_recruit|imperial_equite|imperial_heavy_horseman|imperial_cataphract|imperial_elite_cataphract,noble_line,noble_line,Imperial Elite Cataphract,31.0,Soldier,empire,Cavalry,False
imperial_elite_menavliaton,imperial_menavliaton,2,2,imperial_menavliaton|imperial_elite_menavliaton,main_or_minor_line,main_or_minor_line,Imperial Elite Menavliaton,26.0,Soldier,empire,Infantry,False
imperial_equite,imperial_vigla_recruit,2,2,imperial_vigla_recruit|imperial_equite,noble_line,noble_line,Imperial Equite,16.0,Soldier,empire,Cavalry,True
imperial_heavy_horseman,imperial_vigla_recruit,3,3,imperial_vigla_recruit|imperial_equite|imperial_heavy_horseman,noble_line,noble_line,Imperial Heavy Horseman,21.0,Soldier,empire,Cavalry,True
imperial_menavliaton,imperial_menavliaton,1,1,imperial_menavliaton,main_or_minor_line,main_or_minor_line,Imperial Menavliaton,21.0,Soldier,empire,Infantry,True
imperial_palatine_guard,imperial_recruit,5,5,imperial_recruit|imperial_archer|imperial_trained_archer|imperial_veteran_archer|imperial_palatine_guard,main_or_minor_line,main_or_minor_line,Imperial Palatine Guard,26.0,Soldier,empire,Ranged,False
imperial_recruit,imperial_recruit,1,1,imperial_recruit,main_or_minor_line,main_or_minor_line,Imperial Recruit,6.0,Soldier,empire,Infantry,True
imperial_sergeant_crossbowman,imperial_recruit,5,5,imperial_recruit|imperial_archer|imperial_trained_archer|imperial_crossbowman|imperial_sergeant_crossbowman,main_or_minor_line,main_or_minor_line,Imperial Sergeant Crossbowman,26.0,Soldier,empire,Ranged,False
imperial_trained_archer,imperial_recruit,3,3,imperial_recruit|imperial_archer|imperial_trained_archer,main_or_minor_line,main_or_minor_line,Imperial Trained Archer,16.0,Soldier,empire,Ranged,True
imperial_veteran_archer,imperial_recruit,4,4,imperial_recruit|imperial_archer|imperial_trained_archer|imperial_veteran_archer,main_or_minor_line,main_or_minor_line,Imperial Veteran Archer,21.0,Soldier,empire,Ranged,True
imperial_vigla_recruit,imperial_vigla_recruit,1,1,imperial_vigla_recruit,noble_line,noble_line,Imperial Vigla Recruit,11.0,Soldier,empire,Infantry,True
jawwal_tier_1,jawwal_tier_1,1,1,jawwal_tier_1,main_or_minor_line,main_or_minor_line,Jawwal Recruit,11.0,Soldier,aserai,Infantry,True
jawwal_tier_2,jawwal_tier_1,2,2,jawwal_tier_1|jawwal_tier_2,main_or_minor_line,main_or_minor_line,Jawwal Camel Rider,16.0,Soldier,aserai,Cavalry,True
jawwal_tier_3,jawwal_tier_1,3,3,jawwal_tier_1|jawwal_tier_2|jawwal_tier_3,main_or_minor_line,main_or_minor_line,Jawwal Bedouin,21.0,Soldier,aserai,Cavalry,False
karakhuzaits_tier_1,karakhuzaits_tier_1,1,1,karakhuzaits_tier_1,main_or_minor_line,main_or_minor_line,Karakhergit Nomad,11.0,Soldier,khuzait,HorseArcher,True
karakhuzaits_tier_2,karakhuzaits_tier_1,2,2,karakhuzaits_tier_1|karakhuzaits_tier_2,main_or_minor_line,main_or_minor_line,Karakhergit Rider,16.0,Soldier,khuzait,HorseArcher,True
karakhuzaits_tier_3,karakhuzaits_tier_1,3,3,karakhuzaits_tier_1|karakhuzaits_tier_2|karakhuzaits_tier_3,main_or_minor_line,main_or_minor_line,Karakhergit Elder,21.0,Soldier,khuzait,HorseArcher,False
khuzait_archer,khuzait_nomad,4,4,khuzait_nomad|khuzait_footman|khuzait_hunter|khuzait_archer,main_or_minor_line,main_or_minor_line,Khuzait Archer,21.0,Soldier,khuzait,Ranged,True
khuzait_darkhan,khuzait_nomad,5,5,khuzait_nomad|khuzait_footman|khuzait_spearman|khuzait_spear_infantry|khuzait_darkhan,main_or_minor_line,main_or_minor_line,Khuzait Darkhan,26.0,Soldier,khuzait,Infantry,False
khuzait_footman,khuzait_nomad,2,2,khuzait_nomad|khuzait_footman,main_or_minor_line,main_or_minor_line,Khuzait Footman,11.0,Soldier,khuzait,Infantry,True
khuzait_heavy_horse_archer,khuzait_nomad,5,5,khuzait_nomad|khuzait_tribal_warrior|khuzait_raider|khuzait_horse_archer|khuzait_heavy_horse_archer,main_or_minor_line,main_or_minor_line,Khuzait Heavy Horse Archer,26.0,Soldier,khuzait,HorseArcher,False
khuzait_heavy_lancer,khuzait_nomad,5,5,khuzait_nomad|khuzait_tribal_warrior|khuzait_horseman|khuzait_lancer|khuzait_heavy_lancer,main_or_minor_line,main_or_minor_line,Khuzait Heavy Lancer,26.0,Soldier,khuzait,Cavalry,False
khuzait_horse_archer,khuzait_nomad,4,4,khuzait_nomad|khuzait_tribal_warrior|khuzait_raider|khuzait_horse_archer,main_or_minor_line,main_or_minor_line,Khuzait Horse Archer,21.0,Soldier,khuzait,HorseArcher,True
khuzait_horseman,khuzait_nomad,3,3,khuzait_nomad|khuzait_tribal_warrior|khuzait_horseman,main_or_minor_line,main_or_minor_line,Khuzait Horseman,16.0,Soldier,khuzait,Cavalry,True
khuzait_hunter,khuzait_nomad,3,3,khuzait_nomad|khuzait_footman|khuzait_hunter,main_or_minor_line,main_or_minor_line,Khuzait Hunter,16.0,Soldier,khuzait,Ranged,True
khuzait_khans_guard,khuzait_noble_son,5,5,khuzait_noble_son|khuzait_qanqli|khuzait_torguud|khuzait_kheshig|khuzait_khans_guard,noble_line,noble_line,Khuzait Khan's Guard,31.0,Soldier,khuzait,HorseArcher,False
khuzait_kheshig,khuzait_noble_son,4,4,khuzait_noble_son|khuzait_qanqli|khuzait_torguud|khuzait_kheshig,noble_line,noble_line,Khuzait Kheshig,26.0,Soldier,khuzait,HorseArcher,True
khuzait_lancer,khuzait_nomad,4,4,khuzait_nomad|khuzait_tribal_warrior|khuzait_horseman|khuzait_lancer,main_or_minor_line,main_or_minor_line,Khuzait Lancer,21.0,Soldier,khuzait,Cavalry,True
khuzait_marksman,khuzait_nomad,5,5,khuzait_nomad|khuzait_footman|khuzait_hunter|khuzait_archer|khuzait_marksman,main_or_minor_line,main_or_minor_line,Khuzait Marksman,26.0,Soldier,khuzait,Ranged,False
khuzait_noble_son,khuzait_noble_son,1,1,khuzait_noble_son,noble_line,noble_line,Khuzait Noble's Son,11.0,Soldier,khuzait,HorseArcher,True
khuzait_nomad,khuzait_nomad,1,1,khuzait_nomad,main_or_minor_line,main_or_minor_line,Khuzait Nomad,6.0,Soldier,khuzait,Infantry,True
khuzait_qanqli,khuzait_noble_son,2,2,khuzait_noble_son|khuzait_qanqli,noble_line,noble_line,Khuzait Qanqli,16.0,Soldier,khuzait,HorseArcher,True
khuzait_raider,khuzait_nomad,3,3,khuzait_nomad|khuzait_tribal_warrior|khuzait_raider,main_or_minor_line,main_or_minor_line,Khuzait Raider,16.0,Soldier,khuzait,HorseArcher,True
khuzait_spear_infantry,khuzait_nomad,4,4,khuzait_nomad|khuzait_footman|khuzait_spearman|khuzait_spear_infantry,main_or_minor_line,main_or_minor_line,Khuzait Spear Infantry,21.0,Soldier,khuzait,Infantry,True
khuzait_spearman,khuzait_nomad,3,3,khuzait_nomad|khuzait_footman|khuzait_spearman,main_or_minor_line,main_or_minor_line,Khuzait Spearman,16.0,Soldier,khuzait,Infantry,True
khuzait_torguud,khuzait_noble_son,3,3,khuzait_noble_son|khuzait_qanqli|khuzait_torguud,noble_line,noble_line,Khuzait Torguud,21.0,Soldier,khuzait,HorseArcher,True
khuzait_tribal_warrior,khuzait_nomad,2,2,khuzait_nomad|khuzait_tribal_warrior,main_or_minor_line,main_or_minor_line,Khuzait Tribal Warrior,11.0,Soldier,khuzait,HorseArcher,True
lakepike_tier_1,lakepike_tier_1,1,1,lakepike_tier_1,main_or_minor_line,main_or_minor_line,Lake Rat Recruit,11.0,Soldier,sturgia,Infantry,True
lakepike_tier_2,lakepike_tier_1,2,2,lakepike_tier_1|lakepike_tier_2,main_or_minor_line,main_or_minor_line,Lake Rat Veteran,16.0,Soldier,sturgia,Infantry,True
lakepike_tier_3,lakepike_tier_1,3,3,lakepike_tier_1|lakepike_tier_2|lakepike_tier_3,main_or_minor_line,main_or_minor_line,Lake Rat Wrecker ,21.0,Soldier,sturgia,Infantry,False
legion_of_the_betrayed_tier_1,legion_of_the_betrayed_tier_1,1,1,legion_of_the_betrayed_tier_1,main_or_minor_line,main_or_minor_line,Hastati,11.0,Soldier,empire,Infantry,True
legion_of_the_betrayed_tier_2,legion_of_the_betrayed_tier_1,2,2,legion_of_the_betrayed_tier_1|legion_of_the_betrayed_tier_2,main_or_minor_line,main_or_minor_line,Principes,16.0,Soldier,empire,Infantry,True
legion_of_the_betrayed_tier_3,legion_of_the_betrayed_tier_1,3,3,legion_of_the_betrayed_tier_1|legion_of_the_betrayed_tier_2|legion_of_the_betrayed_tier_3,main_or_minor_line,main_or_minor_line,Triarii,21.0,Soldier,empire,Infantry,False
mamluke_palace_guard,aserai_recruit,5,5,aserai_recruit|aserai_mameluke_soldier|aserai_mameluke_axeman|aserai_mameluke_guard|mamluke_palace_guard,main_or_minor_line,main_or_minor_line,Aserai Mamluke Palace Guard,26.0,Soldier,aserai,Infantry,False
nord_axe_warrior,nord_youngling,3,3,nord_youngling|nord_drengr|nord_axe_warrior,main_or_minor_line,main_or_minor_line,Nord Axe Warrior,16.0,Soldier,nord,Infantry,True
nord_berserkr,nord_youngling,5,5,nord_youngling|nord_drengr|nord_axe_warrior|nord_boandi|nord_berserkr,main_or_minor_line,main_or_minor_line,Nord Berserkir,26.0,Soldier,nord,Infantry,False
nord_boandi,nord_youngling,4,4,nord_youngling|nord_drengr|nord_axe_warrior|nord_boandi,main_or_minor_line,main_or_minor_line,Nord Shield Biters,21.0,Soldier,nord,Infantry,True
nord_drengr,nord_youngling,2,2,nord_youngling|nord_drengr,main_or_minor_line,main_or_minor_line,Nord Warrior,11.0,Soldier,nord,Infantry,True
nord_freeman_archer,nord_youngling,3,3,nord_youngling|nord_huntsman|nord_freeman_archer,main_or_minor_line,main_or_minor_line,Nord Freeman Archer,16.0,Soldier,nord,Ranged,True
nord_hew-bearer,nord_youngling,4,4,nord_youngling|nord_drengr|nord_axe_warrior|nord_hew-bearer,main_or_minor_line,main_or_minor_line,Nord Marauder,21.0,Soldier,nord,Infantry,True
nord_hirdmann,nord_ungmann,4,4,nord_ungmann|nord_thegn|nord_jarlsmann|nord_hirdmann,main_or_minor_line,main_or_minor_line,Nord Shield-Companion,26.0,Soldier,nord,Infantry,True
nord_huntsman,nord_youngling,2,2,nord_youngling|nord_huntsman,main_or_minor_line,main_or_minor_line,Nord Huntsman,11.0,Soldier,nord,Ranged,True
nord_huscarl,nord_ungmann,5,5,nord_ungmann|nord_thegn|nord_jarlsmann|nord_hirdmann|nord_huscarl,main_or_minor_line,main_or_minor_line,Nord Huscarl,31.0,Soldier,nord,Infantry,False
nord_jarlsmann,nord_ungmann,3,3,nord_ungmann|nord_thegn|nord_jarlsmann,main_or_minor_line,main_or_minor_line,Nord Hearthguard,21.0,Soldier,nord,Infantry,True
nord_marksman,nord_youngling,4,4,nord_youngling|nord_huntsman|nord_freeman_archer|nord_marksman,main_or_minor_line,main_or_minor_line,Nord Marksman,21.0,Soldier,nord,Ranged,True
nord_skathi,nord_youngling,5,5,nord_youngling|nord_huntsman|nord_freeman_archer|nord_marksman|nord_skathi,main_or_minor_line,main_or_minor_line,Nord Sky-Gods Chosen,26.0,Soldier,nord,Ranged,False
nord_skjaldbrestir,nord_youngling,5,5,nord_youngling|nord_drengr|nord_axe_warrior|nord_hew-bearer|nord_skjaldbrestir,main_or_minor_line,main_or_minor_line,Nord Skjaldbrestir,26.0,Soldier,nord,Infantry,False
nord_spear_warrior,nord_youngling,3,3,nord_youngling|nord_drengr|nord_spear_warrior,main_or_minor_line,main_or_minor_line,Nord Spear Warrior,16.0,Soldier,nord,Infantry,True
nord_thegn,nord_ungmann,2,2,nord_ungmann|nord_thegn,main_or_minor_line,main_or_minor_line,Nord War-Proven,16.0,Soldier,nord,Infantry,True
nord_ulfhednar,nord_youngling,5,5,nord_youngling|nord_drengr|nord_spear_warrior|nord_vargr|nord_ulfhednar,main_or_minor_line,main_or_minor_line,Nord Ulfhedinn,26.0,Soldier,nord,Infantry,False
nord_ungmann,nord_ungmann,1,1,nord_ungmann,main_or_minor_line,main_or_minor_line,Nord Scion,11.0,Soldier,nord,Infantry,True
nord_vargr,nord_youngling,4,4,nord_youngling|nord_drengr|nord_spear_warrior|nord_vargr,main_or_minor_line,main_or_minor_line,Nord Warfang,21.0,Soldier,nord,Infantry,True
nord_youngling,nord_youngling,1,1,nord_youngling,main_or_minor_line,main_or_minor_line,Nord Youngling,6.0,Soldier,nord,Infantry,True
