context,rank,display_name,provisional_slug,canonical_troop_id,identity_status,independent_battles,deployed,survivors,kills,deaths,wounded,routed,kills_per_deployed,death_rate,casualty_rate,ci95_low,ci95_high,reliability_status
field,14,Riverlands Horseman [T4],riverlands_horseman,river_horseman,confirmed_id,1,3,2,4,0,1,0,1.333333,0.000000,0.333333,,,insufficient_evidence
field,15,Riverlands House Guard [T5],riverlands_house_guard,river_houseguard,confirmed_id,1,3,3,4,0,0,0,1.333333,0.000000,0.000000,,,insufficient_evidence
field,16,Riverlands Soldier [T3],riverlands_soldier,river_soldier,confirmed_id,1,3,3,4,0,0,0,1.333333,0.000000,0.000000,,,insufficient_evidence
field,17,Northern Colonel [T5],northern_colonel,,unresolved,4,20,14,26,3,3,0,1.300000,0.150000,0.300000,,,insufficient_evidence
field,18,Riverlands Axeman [T5],riverlands_axeman,river_axeman,confirmed_id,3,28,18,36,3,7,0,1.285714,0.107143,0.357143,,,insufficient_evidence
field,19,Riverlands Ranger [T5],riverlands_ranger,river_ranger,confirmed_id,6,175,170,186,1,4,0,1.062857,0.005714,0.028571,0.427536,1.632258,reliable
field,20,Northern Sergeant [T4],northern_sergeant,,unresolved,1,1,1,1,0,0,0,1.000000,0.000000,0.000000,,,insufficient_evidence
field,21,Frey Assassin [T6],frey_assassin,frey_assassin,confirmed_id,4,64,60,58,1,3,0,0.906250,0.015625,0.062500,,,insufficient_evidence
field,22,Blackwood Archer [T4],blackwood_archer,blackwood_archer,confirmed_id,5,104,99,91,0,5,0,0.875000,0.000000,0.048077,0.704225,0.985401,reliable
field,23,Blackwood Horseman [T5],blackwood_horseman,blackwood_horseman,confirmed_id,3,16,15,14,0,1,0,0.875000,0.000000,0.062500,,,insufficient_evidence
field,24,Riverlands Cavalry [T5],riverlands_cavalry,river_calvary,confirmed_id,4,17,13,14,1,3,0,0.823529,0.058824,0.235294,,,insufficient_evidence
field,25,Westerlands Banner Knight [T6],westerlands_banner_knight,,unresolved,5,33,30,27,1,2,0,0.818182,0.030303,0.090909,0.433333,1.088889,reliable
field,26,Northern Horseman [T5],northern_horseman,,unresolved,2,9,8,7,0,1,0,0.777778,0.000000,0.111111,,,insufficient_evidence
field,27,Mallister Eagle Knight [T6],mallister_eagle_knight,mallister_knight,confirmed_id,4,53,45,40,1,7,0,0.754717,0.018868,0.150943,,,insufficient_evidence
field,28,Frey Veteran Crossbowman [T4],frey_veteran_crossbowman,frey_veteran_crossbowman,confirmed_id,3,12,12,9,0,0,0,0.750000,0.000000,0.000000,,,insufficient_evidence
field,29,Blackwood Bowman [T3],blackwood_bowman,blackwood_bowman,confirmed_id,4,83,80,58,1,2,0,0.698795,0.012048,0.036145,,,insufficient_evidence
field,30,Mallister Man at Arms [T4],mallister_man_at_arms,mallister_man_at_arms,confirmed_id,2,62,47,42,4,11,0,0.677419,0.064516,0.241935,,,insufficient_evidence
field,31,Northern Ranger [T5],northern_ranger,,unresolved,1,3,2,2,0,1,0,0.666667,0.000000,0.333333,,,insufficient_evidence
field,32,Riverlands Elite Swordsman [T4],riverlands_elite_swordsman,river_elite_swordsman,confirmed_id,1,5,1,3,1,3,0,0.600000,0.200000,0.800000,,,insufficient_evidence
field,33,Mallister House Guard [T5],mallister_house_guard,mallister_houseguard,confirmed_id,6,117,109,64,2,6,0,0.547009,0.017094,0.068376,0.282353,0.725926,reliable
field,34,Mallister Elite Archer [T5],mallister_elite_archer,mallister_elite_archer,confirmed_id,4,135,132,73,2,1,0,0.540741,0.014815,0.022222,,,insufficient_evidence
field,35,Blackwood House Guard [T5],blackwood_house_guard,blackwood_houseguard,confirmed_id,4,73,71,30,0,2,0,0.410959,0.000000,0.027397,,,insufficient_evidence
field,36,Riverlands Man at Arms [T4],riverlands_man_at_arms,river_man_at_arms,confirmed_id,2,19,6,7,2,11,0,0.368421,0.105263,0.684211,,,insufficient_evidence
field,37,Guard of the Crossing [T5],guard_of_the_crossing,guard_of_the_crossing,confirmed_id,4,61,57,19,1,3,0,0.311475,0.016393,0.065574,,,insufficient_evidence
field,38,Mallister Footman [T3],mallister_footman,mallister_footman,confirmed_id,1,29,15,3,3,11,0,0.103448,0.103448,0.482759,,,insufficient_evidence
