path,bytes,sha256,immutability_class
analysis/model_candidates/role_scores_v2_defense/taom/taom_defensive_roster_features_v2.csv,406002,8029b3b62cc3e35fec00924f0db8dac6ef732ab1d2c79fc112b9f6d4106fdcf5,historical_candidate
analysis/model_candidates/role_scores_v2_defense/taom/taom_defensive_troop_scores_v2.csv,402196,9d5c191e1aeaff5ac22de83e00ad01ed67814a7281f885ada6ece16fc9344006,historical_candidate
analysis/model_candidates/role_scores_v2_defense/vanilla/cavalry_protection_v2.csv,30733,344b8d90b471c15435532cd8cff21447c37d8367d23d661fc92f319dbd202f11,historical_candidate
analysis/model_candidates/role_scores_v2_defense/vanilla/cavalry_utility_v2.csv,30733,a8e921f0dd182c02b1ae36f27c668769f84e68b71034647e4a3fb7f479d9ac4a,historical_candidate
analysis/model_candidates/role_scores_v2_defense/vanilla/infantry_protection_v2.csv,97203,0cfe4002697504f548e80761f745864f04bdc778f3bf6333091709c36f19f70f,historical_candidate
analysis/model_candidates/role_scores_v2_defense/vanilla/infantry_utility_v2.csv,97203,d4efc3316343625c79a181c8051c32d46fed3a982c8628ef9c0b9af32a68eee7,historical_candidate
analysis/model_candidates/role_scores_v2_defense/vanilla/meta.json,1487,51669306fff5d7c9c462419a153b33ed3d1c19f3958b2c08ca4176ecf15ce444,historical_candidate
analysis/model_candidates/role_scores_v2_defense/vanilla/vanilla_defensive_review_queue_v2.csv,818,43ec962bd7f6ad382eef5fa8ea6867e5c72f8569c7c6bf57d56a814f3af57c7b,historical_candidate
analysis/model_candidates/role_scores_v2_defense/vanilla/vanilla_defensive_roster_features_v2.csv,142359,00bea61bdaff43335333eb1ec1a7132d444497378a1a3dae4468551a5fdb7e41,historical_candidate
analysis/model_candidates/role_scores_v2_defense/vanilla/vanilla_defensive_troop_scores_v2.csv,127118,5956a25018ae10d536bf31655bcadcc368adf40706105c273c2bc22237619c47,historical_candidate
analysis/model_versions/v7.2_burst_score/bannerlord_v72_burst_assumptions.md,2138,0038c5079c43b3c28191746ab98d35d5ccc32dab6eb194b1bcaf779de16664c1,frozen_model
analysis/model_versions/v7.2_burst_score/bannerlord_v72_burst_summary.md,4278,f044baa71f494ac8043d89cfc600ea81e9e6483ff7c5d8a9aaef6c6c7b4c4167,frozen_model
analysis/model_versions/v7.2_burst_score/bannerlord_v72_key_burst_cases.csv,5554,ff5759543a214d43198ccae2659da9955f46df603db4dd0dd99186936c2b056f,frozen_model
analysis/model_versions/v7.2_burst_score/bannerlord_v72_top20_burst_units_regular_combined.csv,2446,345ba5514d244da561f7c08b6eef8ded31f9d2cf005bca16509176e4859ba959,frozen_model
analysis/model_versions/v7.2_burst_score/empirical_v72_burst_validation_summary.csv,5502,7a12226358b7fd9954a923da46691ec820ebbe6234f51cf7e655c4fbdeb71c32,frozen_model
analysis/model_versions/v7.3_tooltip_damage_burst/bannerlord_v73_burst_assumptions.md,1169,b8af69cb2b0e24086df6ef2970902e1e366d07b60ca45f86b88d1c7cba706726,frozen_model
analysis/model_versions/v7.3_tooltip_damage_burst/bannerlord_v73_burst_summary.md,3809,2e7a9212063b9310f841f04b426a1a093da9bc69bb9e17512fa33a2de91b4f40,frozen_model
analysis/model_versions/v7.3_tooltip_damage_burst/bannerlord_v73_key_burst_cases_compact.csv,2602,da35a713da43479bc6ab36811305e0506fb51a434edbc827bc46ae3e133f233f,frozen_model
analysis/model_versions/v7.3_tooltip_damage_burst/bannerlord_v73_top20_burst_units_regular_compact.csv,2799,dee8eeb09b24a639711ee8e19a8cc30eb1ba94e331b12cccb06a7a3d4439626f,frozen_model
analysis/theoretical/nightmare_sails/export_20260731_150800/OVERVIEW.md,91446,076e9d63da4b4295f230194aecced41c63a7b6992ab81f2463482d3843ceaea0,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/README.md,303,6b2354a23e8ab06145f46d3e41902c45772d023b850fa67387006a7b3da56e1a,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/REPORT.md,1068,6702bc2198a6c9f1ff3afdd8d42d3db45e5108862c0eb6e314d8e648fbdced7f,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/ROLE_REPORT.md,48949,19ea87842bcfe8cefb609b4febeaf2ed1ad1dfbfda49ac9d3e9b1b105e314aac,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/THEORY_FIELD_JOIN.md,9079,94f1ab04d8a00b25cadeac8ecd4f8dd29f0f43022ffacc9d4c88e039f6f67b05,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/defensive_troops.csv,85031,210089f76e66fef591b38f64781d62dfb18620ae2f1039fc2d577c17c97819d6,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/meta.json,1366,9d0cefff86980801a618506bd6bca0a8997eeb5f86a8852a841d485b02ed3705,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/nightmare_sails_primary_category_rankings_v1.csv,141093,2dc13f7b9b4a1cede8daaf55f64d03bd052ac860dbb5a3dfba9c98bfc99486e7,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/nightmare_sails_roster_role_scores_v1.csv,425134,9656e369a6e29e3fc937c3083424c962180388a12a7c6db7e082795a5029bfce,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/nightmare_sails_sanity_role_scores_v1.csv,4098,b91c0d3741b67c98762eccbab4b8c80bc122660a9ce387c758b7e29cb1ffbb21,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/nightmare_sails_troop_role_scores_v1.csv,134649,ea353f2beebb5cb0a747ea20f9944603cea1fc1ca54f9652af9127328c8cd6f1,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/offensive_melee.csv,117017,ea65da9c79193ad6398fa6cbfa4b488888f2eb2fa1ab97473722c5fe02a5dca2,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/ranged_troops.csv,37188,f30458f511c06667570414e3efdc8cdbbd74d3f71fc3e9a5ab570293bc609a16,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/role_report_archer.csv,16073,7b6195e93b95ebd30e96133289b75a68c2c6ad45318f7fcc9f0c40306837986c,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/role_report_crossbow.csv,5588,b1c4214c50580a31880b624876118fb56e211860ff5f310fd4d4ba2a8761451a,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/role_report_horse_archer.csv,10372,c63ca8e0cd4d3f8a56c776db6c829475af3ee7ea56047b45c76ed7f20fc8203f,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/role_report_line_infantry.csv,32980,2f86aeb3323c2f6d1b58151ed327d03feee913485b44695d8fe3a28e17fd8ac9,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/role_report_shock_cavalry.csv,18279,c0e3d550b48598a8080a19934ee5516d3836b60c5f38b69475c33fe7012ee45a,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/role_report_shock_infantry.csv,17106,c8c9adb32f263532ae976ce4edf9fdc702245bf5275a0bba6a99113bcb434682,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/role_report_thrower.csv,15095,9013572126b3ed9405e7a6a216b1c7eaa8fe7f4baf713db0f7e592430d1eccfd,historical_output
analysis/theoretical/nightmare_sails/export_20260731_150800/skirmishers.csv,22869,342c6f3d4db85258d4fbe23c60da93abb5034c5dd80b352f53ce8a175a751320,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/OVERVIEW.md,254641,a79738226de5d69f48a1609d4b1ba923a2ea83afd3ee61cad62097c163360754,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/README.md,304,4dda971aa6bc79007fc195197acfd47b8a09a39b92c17c519b1f07b385aa032f,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/REPORT.md,1279,30d0a09eb6392ed3bc1106ca630d508b8b9e6796e3d1de86a6904e74744e414c,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/ROLE_REPORT.md,49830,53ff646c224a2dee162a134cf9294588028d13cc579316e9dde84834112b86fe,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/defensive_troops.csv,254479,768be4519a0d8dc56e29ada996c86a1d8f5b21f261bf49a655682f7c673a5873,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/meta.json,1476,8ef546b9a4428cc689f77fcbb10f218939470d90f52bbd169c8483503a8235bc,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/offensive_melee.csv,380742,81ea601431d9418828a5385be6b0cc7998e00d4a1ebbdf5329db12f74edfdb71,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/ranged_troops.csv,101839,e00fc06f2bf35ba47b8402de677a2fff55172ce449d70580e2df5ec0cb63d70e,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/realm_of_thrones_primary_category_rankings_v1.csv,452535,15f7ded7a246a2379a743003ccdb66936a5cfaea69c721806152c8c9fd4a6f59,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/realm_of_thrones_roster_role_scores_v1.csv,881198,21d67ae0cce02c4640f85755e3df6b97ddfe55533389fac7611293edc26d16f0,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/realm_of_thrones_sanity_role_scores_v1.csv,4133,305aeda23dd052a425d6476367e6846423db224fde86ab8d8db0eb44a590ce30,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/realm_of_thrones_troop_role_scores_v1.csv,430990,34ce4f0cccc76a9c9f9d33614a845a07304ff5aa6ddf5db31dcb6480d50c6095,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/role_report_archer.csv,70657,e228de9e148048c888e294c44f0d7b6c8ab97d08a3da32985875e8672e3c4e61,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/role_report_crossbow.csv,13995,ff873bd9ac2f36ae3a8ecefb23fcaa01952d546de446fe45e1995b13499ef363,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/role_report_horse_archer.csv,2881,480e5964ec97ef9f72541183370d8ebbead066fdf34b8744f8d8b2d04896403f,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/role_report_line_infantry.csv,135971,4b6db19b82f2922fd10b0e24d44fd2b419debe58abc8b4061a3cd29681b12641,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/role_report_shock_cavalry.csv,70641,5dc27f24ec8e0d3763e4e7d49ade08bc0df2d122a327cc5092ed1bd4e40b2b53,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/role_report_shock_infantry.csv,63750,eae8ced0f1b3b3828807fc3983f78ef5f2a8fc4039e4965dc28fbe049860de7f,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/role_report_thrower.csv,19898,0fa0b2c513199ed90e2f9a4487b723eacc95ac7f925d1e83c7e6d29b2bb37e6e,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/role_report_unscored_ranged.csv,12354,bbb4d8bd717af03040b177db3dc06ae1967c2eb234251e46bc9901682f6d6e81,historical_output
analysis/theoretical/realm_of_thrones/export_20260731_150800/skirmishers.csv,45707,9bdf4d847f1c5d3fa8b3986836af4e6e8fe2bf2a824d59408560892f9f779cd9,historical_output
analysis/theoretical/taom/export_20260731_150800/OVERVIEW.md,305252,ea30b15e1454c45f1d7ec062462f53d62f9e9d371b7369026a66b4f6af374b76,historical_output
analysis/theoretical/taom/export_20260731_150800/README.md,292,6b6e09d4b3829472513b7362d6c9806ff2fce4732f7770c0fe2003af572a677e,historical_output
analysis/theoretical/taom/export_20260731_150800/REPORT.md,1058,f91e5415f25bc771b82e01dcbe0061a5a0f753bc6da512e90cbd9839f76e0cd6,historical_output
analysis/theoretical/taom/export_20260731_150800/ROLE_REPORT.md,67001,636c20c16b6d1e7aa0bfb9c9bd1b9a50ae58c234ade76f49dab34a0056d310d3,historical_output
analysis/theoretical/taom/export_20260731_150800/defensive_troops.csv,280967,0f9bfed5ab16635e6de3c955218a37ffc8d85bb339122d97bcd83b031bb4bfa9,historical_output
analysis/theoretical/taom/export_20260731_150800/meta.json,1104,8244edbff9d70abf42c5958ef7bd776b67710445e8be330c1a4a7ec830842973,historical_output
analysis/theoretical/taom/export_20260731_150800/offensive_melee.csv,418138,7bcb1f57dc3a228f2a02f93a15246330b4998cba83ad5caa1ad62e1eb586a4a1,historical_output
analysis/theoretical/taom/export_20260731_150800/ranged_troops.csv,118327,99b9ada361f06e17699eab8a7906433b48707b520acf4d0ecbc1d3c08734c373,historical_output
analysis/theoretical/taom/export_20260731_150800/role_report_archer.csv,23637,7ffb6109e73a04080fd1feb570cd3097904a7e6dd420d48f7fa1eae9e5b4bc0c,historical_output
analysis/theoretical/taom/export_20260731_150800/role_report_crossbow.csv,4996,9c396e2d49cf0547cc30e86a007c45ef2e91da7f81ed2f2e7ebb585ca38caa27,historical_output
analysis/theoretical/taom/export_20260731_150800/role_report_horse_archer.csv,4262,e4a0daa2799224d9b0f40b984e987b88b534844ba648348c531933c30827fe59,historical_output
analysis/theoretical/taom/export_20260731_150800/role_report_line_infantry.csv,50168,fdd302c7f3b5c01c0340649bfadbb86836a2db1f105aac8fda21027bb2555bad,historical_output
analysis/theoretical/taom/export_20260731_150800/role_report_shock_cavalry.csv,20026,c7ad704237814330e95c58041c4307c125a129791e697d6490c663dca1b00e14,historical_output
analysis/theoretical/taom/export_20260731_150800/role_report_shock_infantry.csv,20775,580f32c590103a177264f1779a768a17a24b504b838cee09e121da586966b7fb,historical_output
analysis/theoretical/taom/export_20260731_150800/role_report_thrower.csv,13150,87c8dcc38a350e57292d06cb1f0ad7e34b065a51e3f498c575864974e4cdb369,historical_output
analysis/theoretical/taom/export_20260731_150800/skirmishers.csv,56238,559464e2a8fd37f712cc241a399985b95b8b4e3e4fb8b2cbd69310513e3d204e,historical_output
analysis/theoretical/taom/export_20260731_150800/taom_primary_category_rankings_v1.csv,474540,3f43ce0adfc24b0ac83fcb57a35b091eb9b2c6582821db495dff1256eda95e4d,historical_output
analysis/theoretical/taom/export_20260731_150800/taom_roster_role_scores_v1.csv,1343949,12dbea9eec9e69434fda23e8da4c6036a8968b8a684a73548a8c553102997bf3,historical_output
analysis/theoretical/taom/export_20260731_150800/taom_sanity_role_scores_v1.csv,4134,6935fb50569ca53ede9da5b0e6bffe5ad5a984873fcf0f21d55b070d3a8bb5ac,historical_output
analysis/theoretical/taom/export_20260731_150800/taom_troop_role_scores_v1.csv,453071,a08d6b98913a4bb590a73dd1f7e7b286bead90e0e10a3f68a4aaba970c9164df,historical_output
analysis/theoretical/vanilla/export_20260731_150800/ROLE_REPORT.md,38730,77a81a9601fa85a55c535c37957d590068c586f546fc1e93e4acc2c98679e599,historical_output
analysis/theoretical/vanilla/export_20260731_150800/role_report_archer.csv,6619,f61a9ed9e86c00e8f82327b3dcc2a54e6a913c371def84865c44e313c95c8a3f,historical_output
analysis/theoretical/vanilla/export_20260731_150800/role_report_crossbow.csv,2058,0e9e3a7f632588db5a2f2097f92021304ef91e97cc437b872feeecefda2bd705,historical_output
analysis/theoretical/vanilla/export_20260731_150800/role_report_horse_archer.csv,3667,6b3f548a35df614f42d6906124f5194179e203c7bd28135d27cad58f4d46f68e,historical_output
analysis/theoretical/vanilla/export_20260731_150800/role_report_line_infantry.csv,16483,8cac5bc5eb62f8619fe39d11e322b57886508ddb54eb0f6acdcbbc0db4f07fda,historical_output
analysis/theoretical/vanilla/export_20260731_150800/role_report_shock_cavalry.csv,10582,0b7dabb6771d55b311a256551c849e1f8b3066abca9aaa77f501e1bc091b78aa,historical_output
analysis/theoretical/vanilla/export_20260731_150800/role_report_shock_infantry.csv,6525,c329e1938f10afae84834c2513f4ffdd0df0e70fe5eb6d94b5500ca050928242,historical_output
analysis/theoretical/vanilla/export_20260731_150800/role_report_thrower.csv,3510,37ef095c6d0a9e2ed96891310129d44e99792c46bd8addecf75d9ff05f606c67,historical_output
data/vanilla/role_scores/vanilla_sanity_role_scores_v1.csv,2953,f38aad2a6a9232e085d857901760ebc3df0e87d0cfa49a6fb92880461811c163,historical_candidate
scripts/build_v72_burst_score.py,10744,96e1273aa0a0cc00dab6e5fdcebf5cf6cc427f7f7b572a2afa5a70034bbc5e9c,audited_source
scripts/build_v73_tooltip_damage_burst.py,11514,5e271377113963f2bfce019d326bb1e4c486a15febe9c37f9d4ec6cd044645dd,audited_source
scripts/normalization/reconstruct_crafted_weapon_stats.py,21998,abbfb70b8c11b3195029435d9a89812ebb1110237304110bd6471a86e3f03ed6,audited_source
scripts/scoring/generate_defensive_role_scores_v2.py,27975,5acbb9e94929e10df67ab3ef03993f4b207126e108233b5301f54e1836eb8aa0,audited_source
scripts/scoring/generate_vanilla_role_scores.py,16705,0bada51e5fb830b1f2efcc5f31b0c1ca0844df2ad0363010bc312244fe3d90b3,audited_source
scripts/scoring/run_theoretical_role_scores.py,8138,4402c2256d555d11158df4e7322a49521f683b92badafc59d449436f2b3bdab1,audited_source
