troop_id,troop_name,roster_index,armor_total,survivability_armor_v71,shield_hp,shield_armor,has_shield,has_horse,harness_armor,horse_extra_health,horse_speed,horse_maneuver,horse_charge_damage_audit_only,horse_charge_damage_max_audit_only,horse_item_ids_audit_only,shield_probability,horse_probability
aserai_mameluke_heavy_cavalry,Aserai Mamluke Heavy Cavalry,2,153.000000,43.450000,290.000000,1.000000,true,true,55.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_mameluke_regular,Aserai Mamluke Regular,0,59.000000,20.850000,160.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_regular,Aserai Mamluke Regular,1,45.000000,14.250000,160.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_regular,Aserai Mamluke Regular,2,35.000000,10.850000,160.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_mameluke_soldier,Aserai Mamluke Soldier,0,56.000000,19.100000,290.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_mameluke_soldier,Aserai Mamluke Soldier,1,53.000000,17.650000,290.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_mameluke_soldier,Aserai Mamluke Soldier,2,65.000000,21.450000,290.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_marine_t4,Aserai Sahraq,0,86.000000,26.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_marine_t4,Aserai Sahraq,1,88.000000,29.500000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_marine_t5,Aserai Bahriyyah,0,133.000000,43.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_marine_t5,Aserai Bahriyyah,1,129.000000,38.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_marine_t5,Aserai Bahriyyah,2,125.000000,37.550000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_marine_t5,Aserai Bahriyyah,3,137.000000,42.650000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_master_archer,Aserai Mamluke Warden,0,188.000000,55.600000,480.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_master_archer,Aserai Mamluke Warden,1,188.000000,51.900000,480.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_master_archer,Aserai Mamluke Warden,2,184.000000,52.300000,480.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_archer,Aserai Militia Archer,0,26.000000,6.800000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_archer,Aserai Militia Archer,1,32.000000,9.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_archer,Aserai Militia Archer,2,18.000000,4.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_archer,Aserai Militia Archer,3,18.000000,4.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_spearman,Aserai Militia Spearman,0,25.000000,6.450000,250.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_spearman,Aserai Militia Spearman,1,32.000000,9.800000,250.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_spearman,Aserai Militia Spearman,2,17.000000,4.050000,250.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_spearman,Aserai Militia Spearman,3,40.000000,12.100000,250.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,0,37.000000,10.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,1,37.000000,11.450000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,2,38.000000,10.700000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,3,52.000000,15.900000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,0,42.000000,12.700000,290.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,1,53.000000,15.650000,290.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,2,59.000000,18.050000,290.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,3,71.000000,22.150000,290.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_recruit,Aserai Beduin,0,19.000000,5.550000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_recruit,Aserai Beduin,1,18.000000,4.700000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_recruit,Aserai Beduin,2,14.000000,3.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
aserai_tribal_horseman,Aserai Tribal Horseman,0,96.000000,30.000000,245.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_tribal_horseman,Aserai Tribal Horseman,1,91.000000,28.450000,245.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_tribal_horseman,Aserai Tribal Horseman,2,95.000000,30.750000,245.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_tribesman,Aserai Cadet,0,41.000000,13.950000,240.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_tribesman,Aserai Cadet,1,30.000000,10.500000,240.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_tribesman,Aserai Cadet,2,60.000000,20.800000,240.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_vanguard_faris,Aserai Vanguard Faris,0,214.000000,59.700000,360.000000,1.000000,true,true,58.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,1.000000,1.000000
aserai_vanguard_faris,Aserai Vanguard Faris,1,210.000000,57.200000,360.000000,1.000000,true,true,58.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,1.000000,1.000000
aserai_vanguard_faris,Aserai Vanguard Faris,2,198.000000,54.600000,360.000000,1.000000,true,true,58.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,1.000000,1.000000
aserai_veteran_faris,Aserai Veteran Faris,0,191.000000,54.650000,360.000000,1.000000,true,true,58.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_veteran_faris,Aserai Veteran Faris,1,204.000000,57.800000,360.000000,1.000000,true,true,58.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_veteran_faris,Aserai Veteran Faris,2,188.000000,52.100000,360.000000,1.000000,true,true,58.000000,0.000000,51.000000,73.000000,18.000000,18.000000,t2_aserai_horse,1.000000,1.000000
aserai_veteran_infantry,Aserai Lieutenant,0,162.000000,47.900000,480.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_veteran_infantry,Aserai Lieutenant,1,168.000000,48.200000,480.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_veteran_infantry,Aserai Lieutenant,2,165.000000,48.550000,480.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
aserai_youth,Aserai Youth,0,33.000000,7.150000,160.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_youth,Aserai Youth,1,30.000000,8.600000,160.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
aserai_youth,Aserai Youth,2,37.000000,6.950000,160.000000,1.000000,true,true,12.000000,0.000000,54.000000,59.000000,14.000000,14.000000,aserai_horse,1.000000,1.000000
battanian_clanwarrior,Battanian Clan Warrior,0,71.000000,20.050000,215.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_clanwarrior,Battanian Clan Warrior,1,76.000000,21.100000,215.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_clanwarrior,Battanian Clan Warrior,2,82.000000,19.600000,215.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_falxman,Battanian Falxman,0,118.000000,34.700000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_falxman,Battanian Falxman,1,125.000000,36.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_falxman,Battanian Falxman,2,118.000000,34.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_fian,Battanian Fian,0,136.000000,42.200000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_fian,Battanian Fian,1,126.000000,44.200000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_fian,Battanian Fian,2,123.000000,39.050000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_fian_champion,Battanian Fian Champion,0,186.000000,56.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_fian_champion,Battanian Fian Champion,1,184.000000,56.200000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_fian_champion,Battanian Fian Champion,2,182.000000,54.500000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_hero,Battanian Hero,0,99.000000,31.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_hero,Battanian Hero,1,101.000000,32.450000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_hero,Battanian Hero,2,111.000000,32.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_highborn_warrior,Battanian Highborn Warrior,0,74.000000,19.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_highborn_warrior,Battanian Highborn Warrior,1,69.000000,20.050000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_highborn_warrior,Battanian Highborn Warrior,2,81.000000,23.350000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_highborn_youth,Battanian Highborn Youth,0,37.000000,10.650000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_highborn_youth,Battanian Highborn Youth,1,40.000000,11.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_highborn_youth,Battanian Highborn Youth,2,40.000000,11.700000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_horseman,Battanian Horseman,0,188.000000,54.000000,250.000000,1.000000,true,true,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,1.000000,1.000000
battanian_horseman,Battanian Horseman,1,160.000000,44.200000,250.000000,1.000000,true,true,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,1.000000,1.000000
battanian_horseman,Battanian Horseman,2,185.000000,50.850000,250.000000,1.000000,true,true,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,1.000000,1.000000
battanian_horseman,Battanian Horseman,3,165.000000,45.650000,250.000000,1.000000,true,true,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,1.000000,1.000000
battanian_marine_t4,Battanian River Raider,0,99.000000,30.750000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_marine_t4,Battanian River Raider,1,116.000000,36.200000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_marine_t4,Battanian River Raider,2,105.000000,34.450000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_marine_t5,Battanian Skipari,0,136.000000,43.000000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_marine_t5,Battanian Skipari,1,131.000000,39.750000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_marine_t5,Battanian Skipari,2,147.000000,45.050000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_militia_archer,Battanian Militia Archer,0,25.000000,6.050000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_militia_archer,Battanian Militia Archer,1,30.000000,8.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_militia_archer,Battanian Militia Archer,2,26.000000,5.300000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_militia_archer,Battanian Militia Archer,3,24.000000,6.200000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_militia_spearman,Battanian Militia Spearman,0,31.000000,4.550000,200.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_militia_spearman,Battanian Militia Spearman,1,29.000000,5.450000,200.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_militia_spearman,Battanian Militia Spearman,2,40.000000,9.500000,200.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_militia_spearman,Battanian Militia Spearman,3,49.000000,12.650000,200.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_militia_veteran_archer,Battanian Militia Veteran Archer,0,42.000000,12.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_militia_veteran_archer,Battanian Militia Veteran Archer,1,42.000000,12.400000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_militia_veteran_archer,Battanian Militia Veteran Archer,2,46.000000,13.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_militia_veteran_archer,Battanian Militia Veteran Archer,3,46.000000,13.600000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_militia_veteran_spearman,Battanian Militia Veteran Spearman,0,65.000000,15.150000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_militia_veteran_spearman,Battanian Militia Veteran Spearman,1,49.000000,12.150000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_militia_veteran_spearman,Battanian Militia Veteran Spearman,2,66.000000,16.200000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_militia_veteran_spearman,Battanian Militia Veteran Spearman,3,66.000000,16.200000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_mounted_skirmisher,Battanian Mounted Skirmisher,0,141.000000,40.850000,250.000000,1.000000,true,true,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,1.000000,1.000000
battanian_mounted_skirmisher,Battanian Mounted Skirmisher,1,141.000000,43.750000,250.000000,1.000000,true,true,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,1.000000,1.000000
battanian_mounted_skirmisher,Battanian Mounted Skirmisher,2,137.000000,42.150000,250.000000,1.000000,true,true,40.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,1.000000,1.000000
battanian_oathsworn,Battanian Oathsworn,0,167.000000,49.350000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_oathsworn,Battanian Oathsworn,1,174.000000,49.200000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_oathsworn,Battanian Oathsworn,2,163.000000,50.150000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_picked_warrior,Battanian Picked Warrior,0,118.000000,37.300000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_picked_warrior,Battanian Picked Warrior,1,144.000000,43.800000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_picked_warrior,Battanian Picked Warrior,2,123.000000,40.550000,430.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_raider,Battanian Raider,0,77.000000,24.250000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_raider,Battanian Raider,1,79.000000,24.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_raider,Battanian Raider,2,94.000000,28.800000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_scout,Battanian Scout,0,119.000000,37.650000,215.000000,1.000000,true,true,15.000000,50.000000,46.000000,57.000000,20.000000,20.000000,battania_horse,1.000000,1.000000
battanian_scout,Battanian Scout,1,103.000000,35.050000,215.000000,1.000000,true,true,15.000000,50.000000,46.000000,57.000000,20.000000,20.000000,battania_horse,1.000000,1.000000
battanian_scout,Battanian Scout,2,106.000000,34.600000,215.000000,1.000000,true,true,15.000000,50.000000,46.000000,57.000000,20.000000,20.000000,battania_horse,1.000000,1.000000
battanian_trained_warrior,Battanian Trained Warrior,0,88.000000,27.100000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_trained_warrior,Battanian Trained Warrior,1,110.000000,29.800000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_trained_warrior,Battanian Trained Warrior,2,87.000000,25.250000,300.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_veteran_falxman,Battanian Veteran Falxman,0,153.000000,45.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_veteran_falxman,Battanian Veteran Falxman,1,139.000000,42.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_veteran_falxman,Battanian Veteran Falxman,2,149.000000,44.750000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_volunteer,Battanian Volunteer,0,43.000000,10.050000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_volunteer,Battanian Volunteer,1,31.000000,7.800000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_volunteer,Battanian Volunteer,2,40.000000,11.500000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_volunteer,Battanian Volunteer,3,39.000000,9.950000,0.000000,0.000000,false,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000
battanian_wildling,Battanian Wildling,0,198.000000,57.600000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_wildling,Battanian Wildling,1,192.000000,56.300000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_wildling,Battanian Wildling,2,169.000000,54.650000,410.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_woodrunner,Battanian Wood Runner,0,64.000000,16.100000,215.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_woodrunner,Battanian Wood Runner,1,58.000000,15.600000,215.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
battanian_woodrunner,Battanian Wood Runner,2,69.000000,17.750000,215.000000,1.000000,true,false,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,0.000000
