candidate_image,candidate_sha256,representative_or_prior_batch,decision,same_battle_status,battle_id,visual_reason
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 19_46_15.png,9937c6fcbc60e1c8de29fd6a9aea57cd06b1e77e3e6c49b15d2b8c9dfe1d706c,,accepted_new,independent,battle_20260826_194615_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 19_58_02.png,fe85be94aa144f060e72bb428653b8e91cd6ae2ec3534036b6d5b6936d2f233a,,accepted_new,independent,battle_20260826_195802_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 20_16_49.png,49a2b2ea19bab1f16560571fef670d89b51cfc7d7f6a70f93c02972b3d1e62e6,,accepted_new,independent,battle_20260826_201649_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 20_33_53.png,32419ce47d64ddf1bb7721fe2dbced7faf8fa526dde5a0b5258008bdc0ba618d,,accepted_new,independent,battle_20260826_203353_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 20_56_07.png,2a02710c9776fe93d4bdc96cd1053b20682bc57cd220ecf361dbed9046e2524e,,accepted_new,independent,battle_20260826_205607_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 20_58_39.png,513e72b325f0fd720a916086a067f250090b86259ff213cbc28600b7e1b2dbff,,accepted_new,independent,battle_20260826_205839_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 21_00_19.png,fe1632827bc5c671079fd5498a827cdf1d369ec21055323afc46d957bfb6ca1a,,accepted_new,independent,battle_20260826_210019_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 21_47_46.png,1b9c8465aed605e20e68b0b1147dec2abadbb2873d649197819e2530ffc525e6,,accepted_new,independent,battle_20260826_214746_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 21_56_09.png,ddde5d632b0ea5ce3ab48eb5186d2cc2e87f56158c0b4a8ada41ecac9c6adf6f,,accepted_new,independent,battle_20260826_215609_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 22_04_29.png,2eebde195e3e3e0f67dc8d6143ac15896a2ad96cb192346f9ca52c62c504fe17,,accepted_new,independent,battle_20260826_220429_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 22_11_16.png,6bf4cff3378b868e04a680ae392a27debb1350ef9defcd659fa75eef7f99c67e,,accepted_new,independent,battle_20260826_221116_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 22_25_27.png,a7e99bdc00ef30f65aa7191b9f2381689c42500caf9354d1a6965ecce4b04dc0,,accepted_new,independent,battle_20260826_222527_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 23_01_53.png,f5c972493c259965d15cd70333b61dd0fa0fdeba0a14d441b97529c60ef3b5ce,,accepted_new,independent,battle_20260826_230153_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 26_08_2026 23_09_35.png,a52027c0527e930fd273549833f3a05dc27ad09844e60c779fe7a7db8279c44f,,accepted_new,independent,battle_20260826_230935_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2160 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 27_08_2026 23_51_42.png,2247c52dcfc293b12415c93b41a52fcaf8139468b812ca35cc9837c9d1caaa6f,,accepted_new,independent,battle_20260827_235142_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 2540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 24_08_2026 16_50_21.png,246f13e337260cfd5e127e22e7ddccc60d863d6ffa04aa6e81270b0b7d60ad9f,,accepted_new,independent,battle_20260824_165021_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 28728 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 24_08_2026 22_31_26.png,7dda400a6ca19a11934b8c952564489832e3a9e8ade4d92105d5f9bf9b70ce11,,accepted_new,independent,battle_20260824_223126_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 4540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 25_08_2026 19_37_11.png,a46b12b6b636c17ad587e31d7126a31ea1adba3ee578ce07cf27ac033a02ba7e,,accepted_new,independent,battle_20260825_193711_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
Mount and Blade II Bannerlord - Singleplayer PID_ 4540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 25_08_2026 19_57_03.png,ac12b283fd3f4b5e098e092e9d47924135813da76f93aab42ac0259467e9a35f,,accepted_new,independent,battle_20260825_195703_field,"distinct scoreboard totals, parties, timer, and capture identity; no committed exact-hash or capture-identity match"
