troop_id,troop_name,culture,level,default_group,defensive_lane,roster_count,shield_share,horse_share,armor_total_mean,survivability_armor_v71_mean,shield_hp_mean,shield_armor_mean,harness_armor_mean,horse_extra_health_mean,horse_speed_mean,horse_maneuver_mean,horse_charge_damage_audit_only_mean,horse_charge_damage_max_audit_only,mount_ids_audit_only,mount_evidence_status,unresolved_mount_evidence,unresolved_item_evidence,spectacle_reason,athletics,riding,melee_skill,armor_component_v2,shield_hp_component_v2,shield_armor_component_v2,harness_component_v2,mount_health_component_v2,mobility_component_v2,counterpressure_component_v2,protection_score_v2,defensive_utility_score_v2,protection_rank_v2,defensive_utility_rank_v2,normalization_includes_outliers,roster_aggregation,evidence_basis,empirical,score_status
baratheon_hammer,Baratheon Hammerman,stormlands,21.000000,Infantry,infantry,1,0.000000,0.000000,139.000000,48.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,110.000000,5.000000,110.000000,71.716418,0.000000,0.000000,0.000000,0.000000,40.740741,36.666667,50.201493,47.901935,236,214,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
baratheon_horseman,Baratheon Horseman,stormlands,21.000000,Cavalry,cavalry,2,1.000000,1.000000,149.000000,41.350000,370.000000,1.000000,45.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,resolved,,,,90.000000,100.000000,100.000000,37.515225,71.153846,10.000000,37.500000,5.000000,51.688746,15.000000,37.930690,37.013427,106,111,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
baratheon_houseguard,Baratheon House Guard,stormlands,26.000000,Infantry,infantry,2,1.000000,0.000000,174.000000,51.300000,370.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,140.000000,5.000000,140.000000,76.567164,71.153846,5.882353,0.000000,0.000000,51.851852,46.666667,68.416019,64.584667,77,74,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
baratheon_knight,Baratheon Knight,stormlands,26.000000,Cavalry,cavalry,2,1.000000,1.000000,177.000000,52.950000,370.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,120.000000,130.000000,140.000000,65.773447,71.153846,10.000000,62.500000,20.000000,58.598878,35.000000,58.559800,56.207728,39,44,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
baratheon_longbowman,Baratheon Longbowman,stormlands,26.000000,Ranged,infantry,1,0.000000,0.000000,127.000000,34.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,90.000000,5.000000,90.000000,50.970149,0.000000,0.000000,0.000000,0.000000,33.333333,30.000000,35.679104,34.876617,401,387,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
baratheon_pikeknight,Baratheon Hammerknight,stormlands,31.000000,Infantry,infantry,2,1.000000,0.000000,174.000000,51.300000,370.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,230.000000,5.000000,240.000000,76.567164,71.153846,5.882353,0.000000,0.000000,85.185185,80.000000,68.416019,71.251334,77,33,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
baratheon_recruit,Baratheon Recruit,stormlands,6.000000,Infantry,infantry,1,0.000000,0.000000,37.000000,9.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,20.000000,5.000000,20.000000,13.955224,0.000000,0.000000,0.000000,0.000000,7.407407,6.666667,9.768657,9.222333,648,648,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
baratheon_soldier,Baratheon Soldier,stormlands,16.000000,Infantry,infantry,2,1.000000,0.000000,101.000000,28.950000,370.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,80.000000,5.000000,80.000000,43.208955,71.153846,5.882353,0.000000,0.000000,29.629630,26.666667,45.065273,41.681848,287,308,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
beastbound_wight,Beastbound Wight,whitewalker,26.000000,Cavalry,cavalry,1,0.000000,1.000000,93.000000,25.950000,0.000000,0.000000,50.000000,100.000000,50.000000,60.000000,30.000000,30.000000,wight_horse,resolved,,wildling_shield:Item2:item_found,,120.000000,130.000000,130.000000,0.000000,0.000000,0.000000,41.666667,50.000000,54.326292,30.000000,13.333333,19.099296,164,163,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_archer,Blackwood Archer,river,21.000000,Ranged,infantry,1,0.000000,0.000000,132.000000,34.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,90.000000,5.000000,90.000000,51.343284,0.000000,0.000000,0.000000,0.000000,33.333333,30.000000,35.940299,35.085573,398,386,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_bowman,Blackwood Bowman,river,16.000000,Ranged,infantry,1,0.000000,0.000000,111.000000,33.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,70.000000,5.000000,70.000000,49.776119,0.000000,0.000000,0.000000,0.000000,25.925926,23.333333,34.843284,32.800553,409,413,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_footman,Blackwood Footman,river,16.000000,Infantry,infantry,1,1.000000,0.000000,111.000000,33.350000,205.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,80.000000,5.000000,80.000000,49.776119,39.423077,58.823529,0.000000,0.000000,29.629630,26.666667,48.610252,44.517831,250,259,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_horseman,Blackwood Horseman,river,26.000000,Cavalry,cavalry,1,1.000000,1.000000,155.000000,43.450000,300.000000,10.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,110.000000,130.000000,130.000000,42.630938,57.692308,100.000000,62.500000,20.000000,58.598878,30.000000,49.469315,48.435340,74,72,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_houseguard,Blackwood House Guard,river,26.000000,Infantry,infantry,1,1.000000,0.000000,155.000000,43.450000,300.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,140.000000,5.000000,140.000000,64.850746,57.692308,58.823529,0.000000,0.000000,51.851852,46.666667,62.816337,60.104921,126,109,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_levy,Blackwood Levy,river,11.000000,Infantry,infantry,1,1.000000,0.000000,96.000000,29.600000,205.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,50.000000,5.000000,50.000000,44.179104,39.423077,58.823529,0.000000,0.000000,18.518519,16.666667,44.692341,39.272391,292,341,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_longbowman,Blackwood Longbowman,river,26.000000,Ranged,infantry,1,0.000000,0.000000,144.000000,41.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,120.000000,5.000000,130.000000,61.194030,0.000000,0.000000,0.000000,0.000000,44.444444,43.333333,42.835821,43.046435,319,284,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_man_at_arms,Blackwood Man at Arms,river,21.000000,Infantry,infantry,1,1.000000,0.000000,132.000000,42.300000,300.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,110.000000,5.000000,100.000000,63.134328,57.692308,58.823529,0.000000,0.000000,40.740741,33.333333,61.614844,56.699283,135,148,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_recruit,Blackwood Recruit,river,6.000000,Infantry,infantry,1,0.000000,0.000000,37.000000,9.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,20.000000,5.000000,20.000000,13.955224,0.000000,0.000000,0.000000,0.000000,7.407407,6.666667,9.768657,9.222333,648,648,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
blackwood_scout,Blackwood Scout,river,21.000000,Cavalry,cavalry,1,1.000000,1.000000,111.000000,33.350000,205.000000,10.000000,35.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,resolved,,,,90.000000,110.000000,100.000000,18.026797,39.423077,100.000000,29.166667,5.000000,53.443132,15.000000,26.260193,27.852468,149,147,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_archer,Bolton Archer,battania,16.000000,Ranged,infantry,1,0.000000,0.000000,103.000000,31.450000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,70.000000,5.000000,70.000000,46.940299,0.000000,0.000000,0.000000,0.000000,25.925926,23.333333,32.858209,31.212493,436,430,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_elite_archer,Bolton Veteran Archer,battania,21.000000,Ranged,infantry,1,0.000000,0.000000,124.000000,32.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,90.000000,5.000000,90.000000,48.507463,0.000000,0.000000,0.000000,0.000000,33.333333,30.000000,33.955224,33.497513,420,407,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_flayer,Bolton Flayer,battania,31.000000,Infantry,infantry,2,1.000000,0.000000,207.000000,61.850000,390.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,230.000000,220.000000,240.000000,92.313433,75.000000,5.882353,0.000000,0.000000,85.185185,80.000000,80.207638,80.684629,12,7,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_horseman,Bolton Horseman,battania,21.000000,Cavalry,cavalry,1,1.000000,1.000000,124.000000,40.500000,360.000000,1.000000,45.000000,20.000000,52.000000,57.000000,20.000000,20.000000,battania_horse,resolved,,,,90.000000,100.000000,100.000000,35.444580,69.230769,10.000000,37.500000,10.000000,48.669292,15.000000,37.106905,36.052453,109,113,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_knight,Bolton Cavalry,battania,26.000000,Cavalry,cavalry,1,1.000000,1.000000,172.000000,50.100000,360.000000,1.000000,75.000000,70.000000,55.000000,66.000000,22.000000,22.000000,t2_battania_horse,resolved,,,,110.000000,130.000000,130.000000,58.830694,69.230769,10.000000,62.500000,35.000000,61.236424,30.000000,56.299963,54.163613,47,52,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_levy,Bolton Levy,battania,11.000000,Infantry,infantry,1,1.000000,0.000000,60.000000,17.000000,205.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,50.000000,5.000000,50.000000,25.373134,39.423077,58.823529,0.000000,0.000000,18.518519,16.666667,31.528162,28.741048,472,460,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_master_archer,Bolton Hunter,battania,26.000000,Ranged,infantry,1,0.000000,0.000000,144.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,120.000000,5.000000,110.000000,59.701493,0.000000,0.000000,0.000000,0.000000,44.444444,36.666667,41.791045,41.543947,329,310,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_scout,Bolton Footman,battania,16.000000,Infantry,infantry,1,1.000000,0.000000,124.000000,32.500000,360.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,80.000000,5.000000,80.000000,48.507463,69.230769,5.882353,0.000000,0.000000,29.629630,26.666667,48.389613,44.341320,252,262,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_veteran,Bolton Veteran,battania,21.000000,Infantry,infantry,1,1.000000,0.000000,145.000000,41.550000,390.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,110.000000,5.000000,110.000000,62.014925,75.000000,5.882353,0.000000,0.000000,40.740741,36.666667,58.998683,54.939687,159,162,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_volunteer,Bolton Recruit,battania,6.000000,Infantry,infantry,4,0.000000,0.000000,38.500000,10.175000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,20.000000,5.000000,20.000000,15.186567,0.000000,0.000000,0.000000,0.000000,7.407407,6.666667,10.630597,9.911885,630,638,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
boneway_guardian,Boneway Guardian,aserai,31.000000,Cavalry,cavalry,1,1.000000,1.000000,147.000000,48.450000,280.000000,1.000000,75.000000,20.000000,60.000000,73.000000,18.000000,18.000000,t2_aserai_horse,resolved,,,,230.000000,230.000000,240.000000,54.811206,53.846154,10.000000,62.500000,10.000000,86.275212,85.000000,49.482526,56.713542,72,43,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_archer,Bracken Archer,river,21.000000,Ranged,infantry,1,0.000000,0.000000,118.000000,35.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,kg_gloves:Gloves:item_found,,80.000000,5.000000,90.000000,52.238806,0.000000,0.000000,0.000000,0.000000,29.629630,30.000000,36.567164,35.216694,384,382,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_elite_archer,Bracken Elite Archer,river,26.000000,Ranged,infantry,1,0.000000,0.000000,130.000000,41.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,kg_gloves:Gloves:item_found,,120.000000,5.000000,120.000000,62.089552,0.000000,0.000000,0.000000,0.000000,44.444444,40.000000,43.462687,43.214594,312,282,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_footman,Bracken Footman,river,16.000000,Infantry,infantry,1,1.000000,0.000000,118.000000,35.000000,280.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,80.000000,5.000000,80.000000,52.238806,53.846154,47.058824,0.000000,0.000000,29.629630,26.666667,52.042277,47.263451,219,219,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_horseman,Bracken Horseman,river,26.000000,Cavalry,cavalry,1,1.000000,1.000000,153.000000,42.750000,315.000000,9.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,110.000000,130.000000,140.000000,40.925700,60.576923,90.000000,62.500000,20.000000,58.598878,35.000000,48.549389,48.199399,80,74,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_houseguard,Bracken House Guard,river,26.000000,Infantry,infantry,1,1.000000,0.000000,156.000000,44.400000,315.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,140.000000,5.000000,140.000000,66.268657,60.576923,52.941176,0.000000,0.000000,51.851852,46.666667,63.797562,60.889901,115,101,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_levy,Bracken Levy,river,11.000000,Infantry,infantry,1,1.000000,0.000000,97.000000,29.950000,280.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,50.000000,5.000000,50.000000,44.701493,53.846154,47.058824,0.000000,0.000000,18.518519,16.666667,46.766158,40.931445,266,319,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_man_at_arms,Bracken Man at Arms,river,21.000000,Infantry,infantry,1,1.000000,0.000000,133.000000,43.250000,315.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,110.000000,5.000000,100.000000,64.552239,60.576923,52.941176,0.000000,0.000000,40.740741,33.333333,62.596069,57.484263,128,139,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_master_pikeman,Bracken Pikemaster,river,31.000000,Infantry,infantry,1,1.000000,0.000000,177.000000,54.850000,400.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,240.000000,5.000000,250.000000,81.865672,76.923077,5.882353,0.000000,0.000000,88.888889,83.333333,73.278821,75.845279,40,14,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_recruit,Bracken Recruit,river,6.000000,Infantry,infantry,1,0.000000,0.000000,34.000000,9.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,20.000000,5.000000,20.000000,13.731343,0.000000,0.000000,0.000000,0.000000,7.407407,6.666667,9.611940,9.096959,678,678,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bracken_rider,Bracken Rider,river,21.000000,Cavalry,cavalry,1,1.000000,1.000000,118.000000,35.000000,280.000000,8.000000,35.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,resolved,,,,90.000000,100.000000,100.000000,22.046285,53.846154,80.000000,29.166667,5.000000,51.688746,15.000000,29.433399,30.215594,135,135,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
casterly_champion,Casterly Rock Champion,vlandia,26.000000,Cavalry,cavalry,1,1.000000,1.000000,191.000000,54.950000,370.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,140.000000,140.000000,140.000000,70.645554,71.153846,10.000000,62.500000,20.000000,60.353264,35.000000,60.995854,58.332010,27,38,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
casterly_crossbowman,Casterly Rock Crossbowman,vlandia,21.000000,Ranged,infantry,1,0.000000,0.000000,130.000000,43.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,100.000000,60.000000,100.000000,65.522388,0.000000,0.000000,0.000000,0.000000,37.037037,33.333333,45.865672,43.729575,274,273,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
casterly_guard,Casterly Rock Guard,vlandia,11.000000,Infantry,infantry,1,1.000000,0.000000,78.000000,23.300000,400.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,resolved,,,,50.000000,15.000000,50.000000,34.776119,76.923077,47.058824,0.000000,0.000000,18.518519,16.666667,44.433781,39.065543,299,343,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
