troop_id,troop_name,culture,level,default_group,defensive_lane,roster_count,shield_share,horse_share,armor_total_mean,survivability_armor_v71_mean,shield_hp_mean,shield_armor_mean,harness_armor_mean,horse_extra_health_mean,horse_speed_mean,horse_maneuver_mean,horse_charge_damage_audit_only_mean,horse_charge_damage_max_audit_only,mount_ids_audit_only,mount_evidence_status,unresolved_mount_evidence,unresolved_item_evidence,spectacle_reason,athletics,riding,melee_skill,armor_component_v2,shield_hp_component_v2,shield_armor_component_v2,harness_component_v2,mount_health_component_v2,mobility_component_v2,counterpressure_component_v2,protection_score_v2,defensive_utility_score_v2,protection_rank_v2,defensive_utility_rank_v2,normalization_includes_outliers,roster_aggregation,evidence_basis,empirical,score_status
realm_paladin,Realm Paladin,crownlands,31.000000,Cavalry,cavalry,1,1.000000,1.000000,194.000000,58.200000,370.000000,1.000000,72.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,230.000000,230.000000,230.000000,78.562728,71.153846,10.000000,60.000000,20.000000,76.142738,80.000000,64.454441,67.177827,22,13,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
westerling_horseman,Westerling Knight,vlandia,26.000000,Cavalry,cavalry,1,1.000000,1.000000,194.000000,55.200000,380.000000,9.000000,75.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,resolved,,,,110.000000,130.000000,140.000000,71.254568,73.076923,90.000000,62.500000,5.000000,56.951904,35.000000,64.088822,60.466248,23,32,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
qohorik_goat_sacrificer,Black Goat Sacrificer,qohorik,31.000000,Cavalry,cavalry,1,1.000000,1.000000,183.000000,53.850000,430.000000,9.000000,65.000000,40.000000,59.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,chainmail_reinforcements:Cape,,220.000000,210.000000,220.000000,67.965895,82.692308,90.000000,54.166667,20.000000,79.746987,75.000000,63.720127,66.450800,24,15,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
qohorik_lancer,Qohorik Lancer,qohorik,26.000000,Cavalry,cavalry,1,1.000000,1.000000,180.000000,53.600000,430.000000,9.000000,65.000000,40.000000,59.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,,,60.000000,150.000000,130.000000,67.356882,82.692308,90.000000,54.166667,20.000000,69.220671,30.000000,63.415620,60.654563,25,31,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
celtigar_knight,Celtigar Knight,dragonstone,26.000000,Cavalry,cavalry,1,1.000000,1.000000,192.000000,57.700000,500.000000,1.000000,35.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,130.000000,130.000000,140.000000,77.344702,96.153846,10.000000,29.166667,20.000000,58.598878,35.000000,61.428761,58.502897,26,37,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
casterly_champion,Casterly Rock Champion,vlandia,26.000000,Cavalry,cavalry,1,1.000000,1.000000,191.000000,54.950000,370.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,140.000000,140.000000,140.000000,70.645554,71.153846,10.000000,62.500000,20.000000,60.353264,35.000000,60.995854,58.332010,27,38,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
pentoshi_cavalry,Pentoshi Cavalry,pentoshi,26.000000,Cavalry,cavalry,1,1.000000,1.000000,171.000000,52.250000,400.000000,9.000000,65.000000,40.000000,59.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,,,80.000000,150.000000,130.000000,64.068210,76.923077,90.000000,54.166667,20.000000,69.220671,30.000000,60.905900,58.646787,28,36,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
golden_elite_pikeman,Golden Company Mahout,volantine,31.000000,Cavalry,cavalry,2,1.000000,1.000000,149.000000,49.150000,420.000000,1.000000,120.000000,0.000000,20.000000,20.000000,350.000000,350.000000,elephant,resolved,,,outsized mount,230.000000,260.000000,260.000000,56.516443,80.769231,10.000000,100.000000,0.000000,33.333333,95.000000,60.873606,61.532218,29,28,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dondarion_knight,Dondarrion Knight,stormlands,26.000000,Cavalry,cavalry,1,1.000000,1.000000,184.000000,52.800000,300.000000,10.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,120.000000,130.000000,130.000000,65.408039,57.692308,100.000000,62.500000,20.000000,58.598878,30.000000,60.857866,57.546181,30,41,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mallister_horseman,Mallister Knight,river,26.000000,Cavalry,cavalry,1,1.000000,1.000000,177.000000,51.850000,400.000000,9.000000,75.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,resolved,,,,110.000000,130.000000,140.000000,63.093788,76.923077,90.000000,62.500000,5.000000,56.951904,35.000000,60.585356,57.663475,31,40,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
royce_heroine,Royce Heroine,vale,31.000000,Cavalry,cavalry,1,1.000000,1.000000,165.000000,46.050000,500.000000,9.000000,75.000000,90.000000,68.000000,71.000000,36.000000,36.000000,noble_horse_imperial,resolved,,,,240.000000,240.000000,240.000000,48.964677,96.153846,90.000000,62.500000,45.000000,92.302184,85.000000,60.405416,66.054551,32,17,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
arryn_knight,Arryn Knight,vale,26.000000,Cavalry,cavalry,1,1.000000,1.000000,188.000000,54.300000,370.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,120.000000,140.000000,140.000000,69.062119,71.153846,10.000000,62.500000,20.000000,60.353264,35.000000,60.204137,57.698636,33,39,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
giant_rider,Mammoth Riding Giant,freefolk,31.000000,Cavalry,cavalry,1,0.000000,1.000000,240.000000,67.000000,0.000000,0.000000,0.000000,200.000000,20.000000,20.000000,400.000000,400.000000,mammoth,resolved,,,giant/mammoth name,30.000000,250.000000,260.000000,100.000000,0.000000,0.000000,0.000000,100.000000,31.578947,95.000000,60.000000,60.657895,34,30,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
skagosi_stoneborn_champion,Skagosi Stoneborn Champion,skagosi,31.000000,Cavalry,cavalry,1,1.000000,1.000000,184.000000,52.300000,420.000000,9.000000,0.000000,200.000000,60.000000,70.000000,90.000000,90.000000,unicorn1,resolved,,,,220.000000,220.000000,220.000000,64.190012,80.769231,90.000000,0.000000,100.000000,82.766440,75.000000,58.710391,62.744957,35,22,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dragonstone_shock_knight,Dragonstone Shock Knight,dragonstone,26.000000,Cavalry,cavalry,1,1.000000,1.000000,177.000000,52.250000,300.000000,10.000000,75.000000,10.000000,53.000000,61.000000,22.000000,22.000000,vlandia_horse,resolved,,,,130.000000,130.000000,120.000000,64.068210,57.692308,100.000000,62.500000,5.000000,56.951904,25.000000,58.687951,55.145551,36,47,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
skagosi_stoneborn,Skagosi Stoneborn,skagosi,26.000000,Cavalry,cavalry,1,1.000000,1.000000,183.000000,52.250000,420.000000,9.000000,0.000000,200.000000,55.000000,65.000000,80.000000,80.000000,unicorn3,resolved,,,,140.000000,140.000000,150.000000,64.068210,80.769231,90.000000,0.000000,100.000000,62.406015,40.000000,58.649489,57.160193,37,42,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
riverrun_captain,Riverrun Captain,river,31.000000,Cavalry,cavalry,1,1.000000,1.000000,172.000000,52.200000,370.000000,1.000000,75.000000,60.000000,64.000000,68.000000,32.000000,32.000000,t3_vlandia_horse,resolved,,,,220.000000,240.000000,230.000000,63.946407,71.153846,10.000000,62.500000,30.000000,87.826710,80.000000,58.646280,63.699695,38,20,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
baratheon_knight,Baratheon Knight,stormlands,26.000000,Cavalry,cavalry,2,1.000000,1.000000,177.000000,52.950000,370.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,120.000000,130.000000,140.000000,65.773447,71.153846,10.000000,62.500000,20.000000,58.598878,35.000000,58.559800,56.207728,39,44,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
tyrell_cavalier,Tyrell Cavalier,reach,31.000000,Cavalry,cavalry,1,1.000000,1.000000,169.000000,52.050000,430.000000,1.000000,75.000000,20.000000,54.000000,60.000000,26.000000,26.000000,t2_empire_horse,resolved,,,,220.000000,240.000000,230.000000,63.580999,82.692308,10.000000,62.500000,10.000000,76.345626,80.000000,58.194346,62.190039,40,24,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
royce_cavalrywomen,Royce Cavalrywomen,vale,26.000000,Cavalry,cavalry,1,1.000000,1.000000,165.000000,46.050000,500.000000,9.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,140.000000,150.000000,140.000000,48.964677,96.153846,90.000000,62.500000,20.000000,62.107650,35.000000,57.905416,56.035098,41,45,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dragonstone_steel_curtain,Queen's Man,dragonstone,31.000000,Cavalry,cavalry,1,1.000000,1.000000,177.000000,52.250000,370.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,220.000000,230.000000,230.000000,64.068210,71.153846,10.000000,62.500000,20.000000,76.142738,80.000000,57.707182,61.780019,42,26,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mormont_horseman,Mormont Horseman,battania,26.000000,Cavalry,cavalry,1,1.000000,1.000000,171.000000,51.050000,360.000000,6.000000,77.000000,15.000000,48.000000,65.000000,16.000000,16.000000,hunter,resolved,,,,130.000000,130.000000,130.000000,61.144945,69.230769,60.000000,64.166667,7.500000,55.889724,30.000000,57.540421,54.621309,43,48,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
whiteharbor_knight,White Harbor Knight,battania,21.000000,Cavalry,cavalry,1,1.000000,1.000000,164.000000,49.100000,400.000000,9.000000,75.000000,15.000000,48.000000,65.000000,16.000000,16.000000,hunter,resolved,,,,110.000000,110.000000,120.000000,56.394641,76.923077,90.000000,62.500000,7.500000,52.380952,25.000000,57.485782,53.726721,44,53,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
casterly_knight,Casterly Rock Knight,vlandia,21.000000,Cavalry,cavalry,1,1.000000,1.000000,197.000000,57.050000,370.000000,1.000000,45.000000,15.000000,48.000000,65.000000,16.000000,16.000000,hunter,resolved,,,,110.000000,110.000000,110.000000,75.761267,71.153846,10.000000,37.500000,7.500000,52.380952,20.000000,57.303710,53.081063,45,56,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
myrish_cavalry,Myrish Cavalry,myrish,26.000000,Cavalry,cavalry,1,1.000000,1.000000,173.000000,52.150000,450.000000,1.000000,65.000000,20.000000,60.000000,73.000000,18.000000,18.000000,t2_aserai_horse,resolved,,,,80.000000,130.000000,130.000000,63.824604,86.538462,10.000000,54.166667,10.000000,68.731352,30.000000,57.226405,55.654259,46,46,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
bolton_knight,Bolton Cavalry,battania,26.000000,Cavalry,cavalry,1,1.000000,1.000000,172.000000,50.100000,360.000000,1.000000,75.000000,70.000000,55.000000,66.000000,22.000000,22.000000,t2_battania_horse,resolved,,,,110.000000,130.000000,130.000000,58.830694,69.230769,10.000000,62.500000,35.000000,61.236424,30.000000,56.299963,54.163613,47,52,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
golden_horseman,Golden Company Elephant Rider,volantine,26.000000,Cavalry,cavalry,2,1.000000,1.000000,146.000000,48.000000,420.000000,1.000000,100.000000,0.000000,20.000000,20.000000,350.000000,350.000000,elephant,resolved,,,outsized mount,110.000000,140.000000,140.000000,53.714982,80.769231,10.000000,83.333333,0.000000,12.280702,35.000000,56.139542,49.639704,48,68,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
greyjoy_horseman,Greyjoy Horseman,sturgia,26.000000,Cavalry,cavalry,1,1.000000,1.000000,164.000000,48.200000,500.000000,1.000000,75.000000,30.000000,57.000000,63.000000,20.000000,20.000000,t2_sturgia_horse,resolved,,,,130.000000,130.000000,140.000000,54.202192,96.153846,10.000000,62.500000,15.000000,60.842583,35.000000,56.024173,54.403597,49,49,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
vale_elite_knight,Vale Elite Knight,vale,26.000000,Cavalry,cavalry,1,1.000000,1.000000,157.000000,52.950000,280.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,130.000000,140.000000,140.000000,65.773447,53.846154,10.000000,62.500000,20.000000,60.353264,35.000000,55.963647,54.306244,50,50,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
yiti_horseman,Yi Ti Glaiveman,yiti,26.000000,Cavalry,cavalry,1,1.000000,1.000000,177.000000,50.450000,360.000000,9.000000,65.000000,0.000000,54.000000,67.000000,16.000000,16.000000,khuzait_horse,resolved,,,,110.000000,140.000000,140.000000,59.683313,69.230769,90.000000,54.166667,0.000000,62.895334,35.000000,55.559605,54.237217,51,51,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
garden_sentinel,Water Gardens Sentinel,aserai,31.000000,Cavalry,cavalry,1,1.000000,1.000000,170.000000,51.500000,380.000000,9.000000,45.000000,20.000000,68.000000,73.000000,20.000000,20.000000,t3_aserai_horse,resolved,,,,230.000000,240.000000,240.000000,62.241169,73.076923,90.000000,37.500000,10.000000,93.471775,85.000000,55.082123,61.912876,52,25,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dragonstone_horseman,Dragonstone Horseman,dragonstone,26.000000,Cavalry,cavalry,1,1.000000,1.000000,156.000000,46.400000,500.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,120.000000,130.000000,130.000000,49.817296,96.153846,10.000000,62.500000,20.000000,58.598878,30.000000,54.331725,52.325268,53,60,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
harlaw_horseman,Harlaw Raider,sturgia,26.000000,Cavalry,cavalry,1,1.000000,1.000000,180.000000,53.300000,360.000000,6.000000,35.000000,30.000000,57.000000,63.000000,20.000000,20.000000,t2_sturgia_horse,resolved,,,,130.000000,130.000000,140.000000,66.626066,69.230769,60.000000,29.166667,15.000000,60.842583,35.000000,54.030982,52.809044,54,59,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
clegane_horseman,Clegane Brigand,vlandia,26.000000,Cavalry,cavalry,1,1.000000,1.000000,161.000000,46.150000,500.000000,1.000000,75.000000,40.000000,58.000000,58.000000,30.000000,30.000000,t2_vlandia_horse,resolved,,,,110.000000,130.000000,150.000000,49.208283,96.153846,10.000000,62.500000,20.000000,58.598878,40.000000,54.027218,53.081662,55,55,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mounted_priest,Norvoshi Grand Bearded Priest,norvos,31.000000,Cavalry,cavalry,1,1.000000,1.000000,185.000000,53.250000,250.000000,1.000000,65.000000,40.000000,59.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,resolved,,,,210.000000,220.000000,230.000000,66.504263,48.076923,10.000000,54.166667,20.000000,81.501372,80.000000,53.797003,59.187740,56,35,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
