provisional_slug,display_name,observed_track,canonical_troop_id,match_status,resolution_method,evidence_kind,evidence_paths,candidate_count,candidate_troop_ids,blocking_reason
ibbenese_whaler,Ibbenese Whaler [T5],realm_of_thrones,ibbenese_whaler,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,ibbenese_whaler,
knight_of_the_vale,Knight of the Vale [T6],realm_of_thrones,vale_knight_of,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,vale_knight_of,
lengii_slave_master,Lengii Slave Master [T5],realm_of_thrones,yiti_boss,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,yiti_boss,
lorathi_noble_youth,Lorathi Noble Youth [T2],realm_of_thrones,,unresolved,,,,0,,No exact name-to-ID match in versioned Realm of Thrones references
qartheen_elite_hoplite,Qartheen Elite Hoplite [T5],realm_of_thrones,qartheen_elite_hoplite,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,qartheen_elite_hoplite,
qartheen_enthroned_guardian,Qartheen Enthroned Guardian [T6],realm_of_thrones,enthroned_guardian,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,enthroned_guardian,
qartheen_longbowman,Qartheen Longbowman [T5],realm_of_thrones,qartheen_longbowman,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,qartheen_longbowman,
qartheen_pureborn_warrior,Qartheen Pureborn Warrior [T4],realm_of_thrones,qartheen_pureborn_warrior,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,qartheen_pureborn_warrior,
royce_heroine,Royce Heroine [T6],realm_of_thrones,royce_heroine,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,royce_heroine,
sarnori_archer,Sarnori Archer [T3],realm_of_thrones,sarnor_archer,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sarnor_archer,
sarnori_elite_archer,Sarnori Elite Archer [T4],realm_of_thrones,sarnor_elite_archer,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sarnor_elite_archer,
sarnori_elite_javelinier,Sarnori Elite Javelinier [T4],realm_of_thrones,sarnor_elite_javelinier,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sarnor_elite_javelinier,
sarnori_javelineer,Sarnori Javelineer [T3],realm_of_thrones,sarnor_javelinier,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sarnor_javelinier,
sarnori_longbowman,Sarnori Longbowman [T5],realm_of_thrones,sarnor_longbowman,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sarnor_longbowman,
sarnori_master_javelinier,Sarnori Master Javelinier [T5],realm_of_thrones,sarnor_master_javelinier,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sarnor_master_javelinier,
sarnori_master_spearman,Sarnori Master Spearman [T5],realm_of_thrones,sarnor_master_spearman,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sarnor_master_spearman,
sarnori_spider,Sarnori Spider [T6],realm_of_thrones,sarnor_spider,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sarnor_spider,
unsullied,Unsullied [T6],realm_of_thrones,unsullied,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,unsullied,
veteran_sword_sister,Veteran Sword Sister [T5],realm_of_thrones,sword_sisters_sister_infantry_t5,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,sword_sisters_sister_infantry_t5,
yi_ti_mounted_shi,Yi Ti Mounted Shi [T6],realm_of_thrones,yiti_samurai,confirmed_id,exact_normalized_display_name_in_versioned_track_reference,versioned_track_reference,data/realm_of_thrones/audit/realm_of_thrones_roster_audit_summary.csv|data/realm_of_thrones/audit/realm_of_thrones_tree_tiers.csv|data/realm_of_thrones/audit/realm_of_thrones_troop_equipment_audit.csv|data/realm_of_thrones/audit/realm_of_thrones_troops.csv,1,yiti_samurai,
