troop_id,winner_module,defining_modules,overridden_modules,definition_count,change_type
steppe_bandits_raider,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
steppe_bandits_chief,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
sea_raiders_boss,NightmareSailsxDTAB,Sandbox|NavalDLC|NightmareSailsxDTAB,Sandbox|NavalDLC,3,override
mountain_bandits_boss,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
forest_bandits_boss,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
desert_bandits_boss,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
steppe_bandits_boss,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
mounted_pillager,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
mounted_ransacker,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
caravan_leader_player_faction,Sandbox,Sandbox,,1,inalterado
caravan_leader_empire,Sandbox,Sandbox,,1,inalterado
caravan_leader_sturgia,Sandbox,Sandbox,,1,inalterado
caravan_leader_aserai,Sandbox,Sandbox,,1,inalterado
caravan_leader_vlandia,Sandbox,Sandbox,,1,inalterado
caravan_leader_battania,Sandbox,Sandbox,,1,inalterado
caravan_leader_khuzait,Sandbox,Sandbox,,1,inalterado
caravan_leader_world,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_0_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_0_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_0_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_0_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_0_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_0_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_1_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_2_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_3_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_4_vlandia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_aserai,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_battania,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_empire,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_khuzait,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_sturgia,Sandbox,Sandbox,,1,inalterado
child_education_templates_stage_2_page_0_branch_5_vlandia,Sandbox,Sandbox,,1,inalterado
main_hero,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
dead_lord_2_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
dead_lord_2_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
dead_lord_3_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
dead_lord_6_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
dead_lord_6_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
dead_lord_6_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
dead_lord_6_4,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_4,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_5,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_6,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_7,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_8,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_9,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_10,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_11,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_15,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_16,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_4,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_5,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_6,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_7,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_8,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_9,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_10,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_25,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_35,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_11,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_111,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_12,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_14,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_15,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_155,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_16,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_17,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_177,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_18,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_21,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_22,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_23,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_24,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_75,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_26,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_27,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_27_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_27_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_27_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_28,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_29,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_31,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_32,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_33,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_422,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_34,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_36,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_37,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_38,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_39,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_41,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_411,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_42,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_43,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_44,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_47,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_47_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_47_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_47_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_49,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_49_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_49_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_20,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_12,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_64,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_13,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_50,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_66,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_14,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_1_17,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_51,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_58,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_70,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_NE7_u,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_67,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_40,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_40_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_46,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_46_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_45,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_45_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_45_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_45_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_57,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_57_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_57_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_52,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_52_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_52_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_53,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_71,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_WE8_c,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_WE8_u,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_73,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_73_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_62,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_62_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_30,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_30_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_30_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_30_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_48,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_48_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_48_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_48_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_54,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_54_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_55,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_55_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_63,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_63_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_63_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_63_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_56,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_56_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_56_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_68,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_68_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_69,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_69_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_69_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_72,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_72_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_SE8_c,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_74,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_1_74_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_NE8_l,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_NE8_s,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_NE8_c1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_NE8_c2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_NE9_l,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_NE9_s,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_NE9_d,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_WE9_l,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_WE9_u,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_WE9_u2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_SE9_l,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_SE9_s,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_SE9_c1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_SE9_c2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_2_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_2_2,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_2_3,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_2_4,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_2_4_1,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
lord_2_5,NightmareSailsxDTAB,Sandbox|NightmareSailsxDTAB,Sandbox,2,override
