track,game_version,cohort,context,participant_scope,parent_group,efficiency_rank,impact_rank,display_name,canonical_troop_id,identity_status,canonical_default_group,canonical_role,reliable_role_population,role_adjusted_rank_status,independent_battles,deployed,survivors,kills,deaths,wounded,routed,kills_per_deployed,ci95_low,ci95_high,verified_player_side_total_kills,kill_total_coverage_battles,kill_total_coverage_complete,player_side_kill_share,share_adjusted_impact,verified_player_side_total_deployed,deployment_total_coverage_battles,deployment_total_coverage_complete,player_side_deployment_share,offensive_contribution_ratio,offensive_share_gap,retention_rate,death_rate,casualty_rate,victory_battles,defeat_battles,retreated_to_keep_battles,active_battles,reliability_status,more_battles_needed,more_deployed_needed
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,30,39,Knight of the Vale,vale_knight_of,confirmed_id,Cavalry,melee_cavalry,4,not_published_current_methodology_keeps_offense_and_defense_independent,1,11,0,16,3,8,0,1.454545,,,1127,1,True,0.014197,0.020650,347,1,True,0.031700,0.447850,-0.017503,0.000000,0.272727,1.000000,0,1,0,0,insufficient_evidence,4,9
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,31,36,Blackwood Archer,blackwood_archer,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,2,10,10,14,0,0,0,1.400000,,,929,2,True,0.015070,0.021098,654,2,True,0.015291,0.985576,-0.000221,1.000000,0.000000,0.000000,2,0,0,0,insufficient_evidence,3,10
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,32,33,Gold Cloak Elite Archer,goldcloak_elite_archer,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,6,6,8,0,0,0,1.333333,,,417,1,True,0.019185,0.025580,269,1,True,0.022305,0.860112,-0.003120,1.000000,0.000000,0.000000,1,0,0,0,insufficient_evidence,4,14
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,33,38,Lannister Archer,lannister_archer,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,6,6,8,0,0,0,1.333333,,,515,1,True,0.015534,0.020712,274,1,True,0.021898,0.709385,-0.006364,1.000000,0.000000,0.000000,1,0,0,0,insufficient_evidence,4,14
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,34,40,Lannister Bowman,lannister_bowman,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,6,6,8,0,0,0,1.333333,,,572,1,True,0.013986,0.018648,308,1,True,0.019481,0.717949,-0.005495,1.000000,0.000000,0.000000,1,0,0,0,insufficient_evidence,4,14
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,35,41,Andal Caravan Guard,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,13,4,17,2,7,0,1.307692,,,1208,2,True,0.014073,0.018403,573,2,True,0.022688,0.620288,-0.008615,0.307692,0.153846,0.692308,2,0,0,0,insufficient_evidence,3,7
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,36,16,Gold Cloak Petty Officer,goldcloak_officer,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,2,21,14,26,1,6,0,1.238095,,,518,2,True,0.050193,0.062144,468,2,True,0.044872,1.118588,0.005321,0.666667,0.047619,0.333333,2,0,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,37,44,Westerling Man at Arms,westerling_man_at_arms,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,1,6,2,7,2,2,0,1.166667,,,572,1,True,0.012238,0.014277,308,1,True,0.019481,0.628205,-0.007243,0.333333,0.333333,0.666667,1,0,0,0,insufficient_evidence,4,14
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,39,37,Westerlands Duelist,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,3,36,15,38,6,15,0,1.055556,,,1916,3,True,0.019833,0.020935,1007,3,True,0.035750,0.554773,-0.015917,0.416667,0.166667,0.583333,3,0,0,0,insufficient_evidence,2,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,42,47,Westerling Footman,westerling_footman,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,1,7,3,6,2,2,0,0.857143,,,515,1,True,0.011650,0.009986,274,1,True,0.025547,0.456033,-0.013897,0.428571,0.285714,0.571429,1,0,0,0,insufficient_evidence,4,13
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,43,50,Gold Cloak Soldier,goldcloak_soldier,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,1,9,0,6,3,6,0,0.666667,,,417,1,True,0.014388,0.009592,269,1,True,0.033457,0.430056,-0.019069,0.000000,0.333333,1.000000,1,0,0,0,insufficient_evidence,4,11
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,44,45,Riverlands Footman,river_footman,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,1,3,3,2,0,0,0,0.666667,,,101,1,True,0.019802,0.013201,199,1,True,0.015075,1.313531,0.004727,1.000000,0.000000,0.000000,1,0,0,0,insufficient_evidence,4,17
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,45,49,Crownlands Squire,crownlands_squire,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,4,28,1,17,4,23,0,0.607143,,,1076,4,True,0.015799,0.009592,1088,4,True,0.025735,0.613914,-0.009936,0.035714,0.142857,0.964286,3,0,0,1,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,47,27,Riverlands Recruit,river_recruit,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,2,68,11,34,11,46,0,0.500000,,,482,2,True,0.070539,0.035270,447,2,True,0.152125,0.463693,-0.081586,0.161765,0.161765,0.838235,2,0,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,48,51,Crownlands Bowman,crownlands_bowman,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,2,22,20,10,0,2,0,0.454545,,,518,2,True,0.019305,0.008775,468,2,True,0.047009,0.410670,-0.027704,0.909091,0.000000,0.090909,2,0,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,49,42,Crownlands Recruit,crownlands_recruit,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,1,10,8,4,0,2,0,0.400000,,,101,1,True,0.039604,0.015842,199,1,True,0.050251,0.788119,-0.010647,0.800000,0.000000,0.200000,1,0,0,0,insufficient_evidence,4,10
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,50,53,Riverlands Bowman,river_bowman,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,2,10,4,4,2,4,0,0.400000,,,482,2,True,0.008299,0.003320,447,2,True,0.022371,0.370954,-0.014073,0.400000,0.200000,0.600000,2,0,0,0,insufficient_evidence,3,10
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,51,52,Crownlands Noble's Son,crownlands_noble_recruit,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,4,29,10,11,5,14,0,0.379310,,,766,4,True,0.014360,0.005447,1001,4,True,0.028971,0.495678,-0.014611,0.344828,0.172414,0.655172,3,0,0,1,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,52,34,Kingsguard's Page,kingsguard_page,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,4,119,70,44,10,39,0,0.369748,,,766,4,True,0.057441,0.021239,1001,4,True,0.118881,0.483182,-0.061440,0.588235,0.084034,0.411765,3,0,0,1,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,field,player_party,Joffrey Baratheon's Party,53,48,Crownlands Levy,crownlands_levy,confirmed_id,Infantry,frontline_infantry,5,not_published_current_methodology_keeps_offense_and_defense_independent,1,9,9,3,0,0,0,0.333333,,,101,1,True,0.029703,0.009901,199,1,True,0.045226,0.656766,-0.015523,1.000000,0.000000,0.000000,1,0,0,0,insufficient_evidence,4,11
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,1,1,Ravens' Teeth,ravens_teeth,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,21,11,78,0,10,0,3.714286,,,532,1,True,0.146617,0.544576,0,0,False,,,,0.523810,0.000000,0.476190,0,0,0,1,insufficient_evidence,4,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,2,4,Westerling Hedgeknight,westerling_hedgeknight,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,7,3,20,0,4,0,2.857143,,,532,1,True,0.037594,0.107411,0,0,False,,,,0.428571,0.000000,0.571429,0,0,0,1,insufficient_evidence,4,13
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,3,2,Captain of the Kingsguard,mounted_kingsguard,confirmed_id,Cavalry,melee_cavalry,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,153,126,287,1,26,0,1.875817,,,1982,4,True,0.144803,0.271624,1576,3,False,0.071066,,,0.823529,0.006536,0.176471,1,0,2,1,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,4,7,Realm Paladin,realm_paladin,confirmed_id,Cavalry,melee_cavalry,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,26,17,39,1,8,0,1.500000,,,738,2,True,0.052846,0.079268,344,1,False,0.020349,,,0.653846,0.038462,0.346154,1,0,0,1,insufficient_evidence,3,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,5,18,Realm Knight,realm_knight,confirmed_id,Cavalry,melee_cavalry,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,8,8,12,0,0,0,1.500000,,,1244,2,True,0.009646,0.014469,1232,2,True,0.006494,1.485531,0.003153,1.000000,0.000000,0.000000,0,0,2,0,insufficient_evidence,3,12
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,6,12,Westerlands Banner Knight,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,6,2,8,0,4,0,1.333333,,,532,1,True,0.015038,0.020050,0,0,False,,,,0.333333,0.000000,0.666667,0,0,0,1,insufficient_evidence,4,14
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,7,6,Westerlands Crossbowman,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,10,6,13,2,2,0,1.300000,,,206,1,True,0.063107,0.082039,344,1,True,0.029070,2.170874,0.034037,0.600000,0.200000,0.400000,1,0,0,0,insufficient_evidence,4,10
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,8,10,Kingsguard Initiate,kingsguard_initiate,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,24,21,31,1,2,0,1.291667,,,1244,2,True,0.024920,0.032188,1232,2,True,0.019481,1.279207,0.005439,0.875000,0.041667,0.125000,0,0,2,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,9,11,Westerlands Hardened Crossbowman,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,4,2,5,1,1,0,1.250000,,,206,1,True,0.024272,0.030340,344,1,True,0.011628,2.087379,0.012644,0.500000,0.250000,0.500000,1,0,0,0,insufficient_evidence,4,16
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,10,3,Kingsguard,kingsguard_captain,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,206,164,236,12,30,0,1.145631,,,1982,4,True,0.119072,0.136412,1576,3,False,0.083756,,,0.796117,0.058252,0.203883,1,0,2,1,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,11,5,Gold Cloak Sniper,goldcloak_master_archer,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,132,60,149,8,64,0,1.128788,,,1982,4,True,0.075177,0.084858,1576,3,False,0.052665,,,0.454545,0.060606,0.545455,1,0,2,1,insufficient_evidence,1,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,12,9,Riverlands Ranger,river_ranger,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,25,12,25,3,10,0,1.000000,,,738,2,True,0.033875,0.033875,344,1,False,0.023256,,,0.480000,0.120000,0.520000,1,0,0,1,insufficient_evidence,3,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,13,17,Riverlands Admiral,river_admiral,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,3,3,3,0,0,0,1.000000,,,206,1,True,0.014563,0.014563,344,1,True,0.008721,1.669903,0.005842,1.000000,0.000000,0.000000,1,0,0,0,insufficient_evidence,4,17
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,14,16,Gold Cloak Captain,goldcloak_captain,confirmed_id,Cavalry,melee_cavalry,0,not_published_current_methodology_keeps_offense_and_defense_independent,3,34,19,30,6,9,0,0.882353,,,1776,3,True,0.016892,0.014905,1232,2,False,0.021104,,,0.558824,0.176471,0.441176,0,0,2,1,insufficient_evidence,2,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,15,8,Gold Cloak Halberdier,kingsguard,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,45,29,38,4,12,0,0.844444,,,738,2,True,0.051491,0.043481,344,1,False,0.066860,,,0.644444,0.088889,0.355556,1,0,0,1,insufficient_evidence,3,0
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,16,20,Westerlands Duelist,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,5,3,4,1,1,0,0.800000,,,532,1,True,0.007519,0.006015,0,0,False,,,,0.600000,0.200000,0.400000,0,0,0,1,insufficient_evidence,4,15
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,17,13,Riverlands Bowman,river_bowman,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,7,2,5,0,5,0,0.714286,,,206,1,True,0.024272,0.017337,344,1,True,0.020349,1.192788,0.003923,0.285714,0.000000,0.714286,1,0,0,0,insufficient_evidence,4,13
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,18,21,Realm Hedge Knight,realm_hedge_knight,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,3,10,9,7,0,1,0,0.700000,,,1450,3,True,0.004828,0.003379,1576,3,True,0.006345,0.760828,-0.001518,0.900000,0.000000,0.100000,1,0,2,0,insufficient_evidence,2,10
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,19,15,Gold Cloak Archer,goldcloak_archer,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,8,3,5,3,2,0,0.625000,,,206,1,True,0.024272,0.015170,344,1,True,0.023256,1.043689,0.001016,0.375000,0.375000,0.625000,1,0,0,0,insufficient_evidence,4,12
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,20,22,Kingsguard's Squire,kingsguard_squire,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,5,2,3,1,2,0,0.600000,,,606,1,True,0.004950,0.002970,611,1,True,0.008183,0.604950,-0.003233,0.400000,0.200000,0.600000,0,0,1,0,insufficient_evidence,4,15
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,21,14,Westerlands Levy Crossbowman,,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,11,3,6,2,6,0,0.545455,,,206,1,True,0.029126,0.015887,344,1,True,0.031977,0.910856,-0.002851,0.272727,0.181818,0.727273,1,0,0,0,insufficient_evidence,4,9
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,22,19,Gold Cloak Elite Archer,goldcloak_elite_archer,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,10,2,5,3,5,0,0.500000,,,206,1,True,0.024272,0.012136,344,1,True,0.029070,0.834951,-0.004798,0.200000,0.300000,0.800000,1,0,0,0,insufficient_evidence,4,10
realm_of_thrones,1.4.x,joffrey,siege_attack,player_party,Joffrey Baratheon's Party,23,23,Frey Assassin,frey_assassin,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,6,0,3,2,4,0,0.500000,,,532,1,True,0.005639,0.002820,0,0,False,,,,0.000000,0.333333,1.000000,0,0,0,1,insufficient_evidence,4,14
realm_of_thrones,1.4.x,joffrey,siege_defense,player_party,Joffrey Baratheon's Party,1,2,Captain of the Kingsguard,mounted_kingsguard,confirmed_id,Cavalry,melee_cavalry,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,7,0,18,2,5,0,2.571429,,,595,1,True,0.030252,0.077791,990,1,True,0.007071,4.278511,0.023181,0.000000,0.285714,1.000000,0,1,0,0,insufficient_evidence,4,13
realm_of_thrones,1.4.x,joffrey,siege_defense,player_party,Joffrey Baratheon's Party,2,3,Kingsguard Initiate,kingsguard_initiate,confirmed_id,Infantry,frontline_infantry,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,8,0,19,0,8,0,2.375000,,,595,1,True,0.031933,0.075840,990,1,True,0.008081,3.951681,0.023852,0.000000,0.000000,1.000000,0,1,0,0,insufficient_evidence,4,12
