rank,tier,troop_id,troop_name,culture,level,tree_tier,line_status,default_group,primary_category,role_score,role_score_column,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,ranged_damage,throw_damage,crafted_melee_template,crafted_melee_item,ranged_item_scored,direct_throw_item,crafted_throw_item,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,roster_count,spectacle_reason,shield_hp,shield_armor,horse_charge,horse_speed,horse_maneuver,horse_extra_health,harness_armor,ammo_stack,ammo_thrust,ranged_base_damage,ranged_speed_rating,ranged_accuracy,ranged_missile_speed,thrown_damage,thrown_stack,thrown_speed_rating,ranged_item_audit,ranged_class,thrown_item_audit
11,S,casterly_pikeman,Casterly Rock Marshal,vlandia,26.0,4.0,main_or_minor_line,Infantry,Defensive Troops,43.2702,defensive_role_score,,43.270228943125176,32.90665394454265,,44.720069470614256,0.0,75.72463768115942,0.0,209.0,61.8,0.0,0.0,OneHandedSword,vlandia_sword_4_t4,,,,True,False,False,False,False,140.0,120.0,140.0,15.0,45.0,40.0,100.0,140.0,1,,400.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
12,S,grafton_houseguard,Grafton House Guard,vale,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,43.2379,defensive_role_score,,43.237890167539085,36.29233798213482,,43.64360264119411,0.0,81.95652173913044,0.0,187.0,59.5,0.0,0.0,TwoHandedPolearm,grafton_spear,,,,True,False,False,False,False,130.0,30.0,140.0,5.0,0.0,10.0,5.0,140.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
13,S,westerling_hedgeknight,Westerling Hedgeknight,vlandia,31.0,6.0,main_or_minor_line,Infantry,Defensive Troops,43.2379,defensive_role_score,,43.237890167539085,72.68813412442758,,43.64360264119411,0.0,81.95652173913044,0.0,204.0,59.5,0.0,0.0,TwoHandedPolearm,northern_spear_3_t4,,,,True,False,False,False,False,230.0,250.0,240.0,5.0,0.0,10.0,220.0,250.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
14,A,valyrian_captain,Valyrian Captain,valyrian,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,42.8442,defensive_role_score,,42.84420455112313,36.233920711348915,,43.18319597594744,0.0,81.95652173913044,0.0,184.0,60.00000000000001,0.0,0.0,TwoHandedPolearm,khuzait_lance_3_t5,,,,True,False,False,False,False,140.0,130.0,130.0,5.0,0.0,50.0,100.0,150.0,1,,400.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
15,A,bolton_flayer,Bolton Flayer,battania,31.0,6.0,main_or_minor_line,Infantry,Skirmishers,42.8092,defensive_role_score,,42.80915770605605,69.11301352474533,63.126631099979896,41.214179214523284,0.0,81.95652173913044,28.769230769230774,207.0,62.075,0.0,0.0,TwoHandedPolearm,bolton_spear,,,celtic_throwing_dagger,True,False,False,False,True,240.0,210.0,230.0,30.0,5.0,230.0,220.0,230.0,2,,390.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
16,A,ibbenese_navigator,Ibbenese Navigator,ibbenese,31.0,5.0,main_or_minor_line,Infantry,Skirmishers,42.5064,defensive_role_score,,42.5063720711878,72.36486417399313,66.69809423768372,41.09580063244474,0.0,81.95652173913044,30.46153846153846,187.0,54.599999999999994,0.0,0.0,TwoHandedPolearm,ibb_glaive,,,northern_javelin_1_t2,True,False,False,False,True,240.0,210.0,250.0,80.0,5.0,230.0,50.0,250.0,1,,400.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
17,A,pentoshi_spearman,Pentoshi Spearman,pentoshi,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,42.4083,defensive_role_score,,42.40830092119094,35.95451568666472,38.24552175388742,40.98110858060393,0.0,81.95652173913044,30.46153846153846,167.0,54.400000000000006,0.0,0.0,TwoHandedPolearm,pentoshi_spear,,,western_javelin_3_t4,True,False,False,False,True,140.0,45.0,130.0,45.0,15.0,110.0,60.0,140.0,1,,400.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
18,A,lannister_houseguard,Lannister House Guard,vlandia,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,42.246,defensive_role_score,,42.245970536142295,36.145151406631534,,42.48357445971851,0.0,81.95652173913044,0.0,179.0,57.9,0.0,0.0,TwoHandedPolearm,vlandia_lance_1_t3,,,,True,False,False,False,False,140.0,20.0,130.0,70.0,20.0,15.0,15.0,140.0,1,,400.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
19,A,casterly_marshal,Casterly Rock Pikeman,vlandia,21.0,3.0,main_or_minor_line,Infantry,Defensive Troops,42.1914,defensive_role_score,,42.191446293159736,20.518105528398006,,43.45845690036537,0.0,75.72463768115942,0.0,197.0,59.6,0.0,0.0,OneHandedSword,vlandia_sword_4_t4,,,,True,False,False,False,False,100.0,100.0,100.0,15.0,45.0,45.0,60.0,110.0,1,,400.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20,A,qohorik_goat_devout,Black Goat Devout,qohorik,26.0,4.0,main_or_minor_line,Infantry,Skirmishers,42.1806,defensive_role_score,,42.18063575155539,35.92073345711771,48.5686780875154,40.71485917454493,0.0,81.95652173913044,30.46153846153846,183.0,53.25000000000001,0.0,0.0,TwoHandedPolearm,qohorik_spear,,,eastern_javelin_1_t2,True,False,False,False,True,140.0,30.0,140.0,40.0,10.0,140.0,120.0,140.0,1,,430.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21,A,westerling_houseguard,Westerling House Guard,vlandia,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,42.1346,defensive_role_score,,42.134589730074445,36.12862410048392,,42.35331705798503,0.0,81.95652173913044,0.0,194.0,57.25000000000001,0.0,0.0,TwoHandedPolearm,northern_spear_3_t4,,,,True,False,False,False,False,130.0,30.0,140.0,5.0,0.0,10.0,5.0,140.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
22,A,celtigar_halberdier,Celtigar Halberdier,dragonstone,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,42.068,defensive_role_score,,42.06804144971943,36.11874929492402,,42.27549030852162,0.0,81.95652173913044,0.0,192.0,58.599999999999994,0.0,0.0,TwoHandedPolearm,crownlands_halberd,,,,True,False,False,False,False,130.0,130.0,140.0,5.0,0.0,10.0,5.0,140.0,1,,315.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
23,A,qohorik_elite_spearman,Qohorik Elite Spearman,qohorik,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,41.9595,defensive_role_score,,41.95946267650862,36.10263777006314,,42.14850982255501,0.0,81.95652173913044,0.0,180.0,55.75,0.0,0.0,TwoHandedPolearm,qohorik_spear,,,,True,False,False,False,False,130.0,45.0,140.0,45.0,15.0,110.0,60.0,140.0,1,,430.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
24,A,targaryen_elite_pikeman,Valyrian Elite Pikeman,valyrian,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,41.9561,defensive_role_score,,41.956075533167294,35.76877067625329,,43.18319597594744,0.0,75.72463768115942,0.0,184.0,60.00000000000001,0.0,0.0,OneHandedSword,vlandia_sword_4_t4,,,,True,False,False,False,False,140.0,10.0,150.0,5.0,0.0,50.0,100.0,140.0,1,,400.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
25,A,martell_houseguard,Martell House Guard,aserai,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,41.7919,defensive_role_score,,41.79185369263927,35.86304380358358,44.97542795619558,40.26018711189029,0.0,81.95652173913044,30.46153846153846,170.0,53.6,0.0,0.0,TwoHandedPolearm,southern_spear_3_t3,,,eastern_javelin_2_t3,True,False,False,False,True,140.0,60.0,130.0,100.0,20.0,130.0,110.0,130.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
26,A,qohorik_swordsman,Qohorik Swordsman,qohorik,21.0,4.0,main_or_minor_line,Infantry,Defensive Troops,41.301,defensive_role_score,,41.30098495510115,26.078802947055724,,41.37843461733816,0.0,81.95652173913044,0.0,176.0,55.550000000000004,0.0,0.0,TwoHandedPolearm,eastern_throwing_spear_1_t3,,,,True,False,False,False,False,110.0,45.0,100.0,45.0,15.0,60.0,60.0,100.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
27,A,dondarion_houseguard,Dondarrion House Guard,stormlands,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,41.1301,defensive_role_score,,41.13006095082091,35.97956650919034,,41.17854275555846,0.0,81.95652173913044,0.0,184.0,56.150000000000006,0.0,0.0,TwoHandedPolearm,stormlands_halberd,,,,True,False,False,False,False,140.0,130.0,130.0,5.0,0.0,120.0,5.0,130.0,1,,300.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
28,A,martell_spearman,Martell Spearman,aserai,21.0,4.0,main_or_minor_line,Infantry,Skirmishers,41.0318,defensive_role_score,,41.03180228016363,25.8241369089321,37.794663799841494,39.37132371012403,0.0,81.95652173913044,30.46153846153846,164.0,52.050000000000004,0.0,0.0,TwoHandedPolearm,southern_spear_3_t3,,,eastern_javelin_2_t3,True,False,False,False,True,110.0,45.0,110.0,70.0,15.0,110.0,90.0,100.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
29,A,glover_bushranger,Glover Bushranger,battania,31.0,6.0,main_or_minor_line,Infantry,Skirmishers,40.9099,defensive_role_score,,40.90991385088182,68.81926404566887,66.17519078869103,39.22877787426474,0.0,81.95652173913044,30.46153846153846,165.0,52.75000000000001,0.0,0.0,TwoHandedPolearm,highland_spear_4_t4,,,northern_javelin_3_t4,True,False,False,False,True,240.0,220.0,220.0,40.0,5.0,240.0,180.0,240.0,1,,300.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
30,A,glover_warrior,Glover Warrior,battania,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,40.9099,defensive_role_score,,40.90991385088182,32.42346790337611,48.15246621543431,39.22877787426474,0.0,81.95652173913044,30.46153846153846,165.0,52.75000000000001,0.0,0.0,TwoHandedPolearm,highland_spear_3_t3,,,northern_javelin_3_t4,True,False,False,False,True,130.0,120.0,130.0,40.0,5.0,140.0,20.0,140.0,1,,300.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31,A,ibbenese_mariner,Ibbenese Mariner,ibbenese,26.0,4.0,main_or_minor_line,Infantry,Defensive Troops,40.8632,defensive_role_score,,40.86316732118661,35.939963341629074,,40.866416528763125,0.0,81.95652173913044,0.0,183.0,54.199999999999996,0.0,0.0,TwoHandedPolearm,ibb_glaive,,,,True,False,False,False,False,130.0,130.0,140.0,60.0,5.0,130.0,50.0,140.0,1,,400.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
32,A,vale_houseguard,Vale House Guard,vale,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,40.6313,defensive_role_score,,40.63129910226547,32.59684869994354,,40.59525174905379,0.0,81.95652173913044,0.0,178.0,57.35,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,False,False,False,False,120.0,90.0,130.0,5.0,0.0,10.0,5.0,120.0,1,,280.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
33,A,reach_champion,Reach Champion,reach,26.0,4.0,main_or_minor_line,Infantry,Defensive Troops,40.3952,defensive_role_score,,40.39522783405875,35.87052786674476,,40.31917159569413,0.0,81.95652173913044,0.0,188.0,58.0,0.0,0.0,TwoHandedPolearm,vlandia_polearm_1_t5,,,,True,False,False,False,False,90.0,90.0,140.0,140.0,5.0,5.0,50.0,140.0,1,,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
34,A,freefolk_thenn_impaler,Freefolk Thenn Impaler,freefolk,31.0,5.0,main_or_minor_line,Infantry,Defensive Troops,40.2903,defensive_role_score,,40.29026699964924,56.921415787608005,,41.23506955253715,0.0,75.72463768115942,0.0,183.0,55.300000000000004,0.0,0.0,OneHandedSword,thenn_sword2,,,,True,False,False,False,False,210.0,220.0,20.0,130.0,5.0,210.0,40.0,220.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
35,A,pentoshi_pike_warrior,Pentoshi Pike Warrior,pentoshi,21.0,3.0,main_or_minor_line,Infantry,Defensive Troops,39.919,defensive_role_score,,39.91899764608973,23.238025060046162,,40.800878213425534,0.0,75.72463768115942,0.0,175.0,55.00000000000001,0.0,0.0,OneHandedSword,pentoshi_sword,,,,True,False,False,False,False,110.0,45.0,110.0,45.0,15.0,60.0,60.0,110.0,1,,360.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
36,A,harlaw_chief_mate,Harlaw Chief Mate,sturgia,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,39.7823,defensive_role_score,,39.7822831465784,35.77957571027204,,39.602346271689086,0.0,81.95652173913044,0.0,178.0,55.550000000000004,0.0,0.0,TwoHandedPolearm,northern_spear_2_t3,,,,True,False,False,False,False,140.0,120.0,130.0,15.0,5.0,140.0,15.0,140.0,1,,360.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
37,A,dragonstone_headsman,Dragonstone Elite Halberdier,dragonstone,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,39.7634,defensive_role_score,,39.76336942479328,35.776769186586606,,39.58022709026264,0.0,81.95652173913044,0.0,170.0,53.9,0.0,0.0,TwoHandedPolearm,dragonstone_elite_halberd,,,,True,False,False,False,False,130.0,120.0,140.0,5.0,0.0,10.0,5.0,130.0,1,,315.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
38,A,dragonstone_houseguard,Dragonstone House Guard,dragonstone,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,39.7634,defensive_role_score,,39.76336942479328,32.46806044637817,,39.58022709026264,0.0,81.95652173913044,0.0,170.0,53.9,0.0,0.0,TwoHandedPolearm,sturgia_lance_2_t5,,,,True,False,False,False,False,130.0,110.0,130.0,5.0,0.0,10.0,5.0,140.0,1,,315.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
39,A,whiteharbor_elite_pikeman,White Harbor Pike Knight,battania,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,39.7053,defensive_role_score,,39.705342640739424,35.43479435768546,,40.55101338620091,0.0,75.72463768115942,0.0,184.0,53.65,0.0,0.0,OneHandedSword,manderly_sword,,,,True,False,False,False,False,140.0,50.0,150.0,15.0,5.0,20.0,120.0,140.0,1,,400.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
40,A,lannister_man_at_arms,Lannister Man at Arms,vlandia,21.0,4.0,main_or_minor_line,Infantry,Defensive Troops,39.6961,defensive_role_score,,39.696120636224016,25.840664215079723,,39.50158111185752,0.0,81.95652173913044,0.0,171.0,52.699999999999996,0.0,0.0,TwoHandedPolearm,vlandia_lance_1_t3,,,,True,False,False,False,False,110.0,20.0,100.0,70.0,20.0,15.0,15.0,110.0,1,,400.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
41,A,freefolk_thenn_cannibal,Freefolk Thenn Cannibal,freefolk,26.0,4.0,main_or_minor_line,Infantry,Defensive Troops,39.4567,defensive_role_score,,39.456662224675966,35.39789376848797,,40.26018711189029,0.0,75.72463768115942,0.0,177.0,53.599999999999994,0.0,0.0,OneHandedSword,thenn_sword2,,,,True,False,False,False,False,140.0,150.0,20.0,130.0,5.0,130.0,40.0,140.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
42,A,harlaw_captain,Harlaw Captain,sturgia,31.0,6.0,main_or_minor_line,Infantry,Defensive Troops,39.436,defensive_role_score,,39.436000785657725,63.603063999335454,,40.634574738256354,0.0,73.33333333333331,0.0,188.0,57.35,0.0,0.0,TwoHandedAxe,war_scythe,,,,True,False,False,False,False,250.0,220.0,230.0,15.0,5.0,240.0,15.0,240.0,1,,360.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
43,A,velaryon_renegade,Velaryon Renegade,dragonstone,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,39.4201,defensive_role_score,,39.42012039980428,35.725835978961875,,39.178804908819814,0.0,81.95652173913044,0.0,168.0,53.2,0.0,0.0,TwoHandedPolearm,empire_lance_1_t3,,,,True,False,False,False,False,130.0,140.0,130.0,5.0,0.0,10.0,5.0,140.0,1,,315.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
44,A,hightower_guardian,Hightower Captain,reach,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,39.327,defensive_role_score,,39.32695280730727,35.71201125117802,,39.06984745957105,0.0,81.95652173913044,0.0,195.0,59.25000000000001,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,False,False,False,False,140.0,90.0,140.0,5.0,0.0,90.0,5.0,140.0,1,,350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
45,A,oldtown_guardian,Guardian of Oldtown,reach,31.0,6.0,main_or_minor_line,Infantry,Defensive Troops,39.327,defensive_role_score,,39.32695280730727,65.49038991305392,,39.06984745957105,0.0,81.95652173913044,0.0,195.0,59.25000000000001,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,False,False,False,False,230.0,220.0,230.0,5.0,0.0,90.0,220.0,240.0,1,,350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
46,A,royce_elite_warrior,Royce Elite Warrior,vale,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,38.9193,defensive_role_score,,38.91925702660605,38.96022381416688,,38.59305621548998,0.0,81.95652173913044,0.0,163.0,47.95,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,False,False,False,False,150.0,10.0,140.0,5.0,0.0,130.0,5.0,150.0,1,,500.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
47,A,ibbenese_whaler,Ibbenese Whaler,ibbenese,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,38.8037,defensive_role_score,,38.80367317125261,38.943072836089165,,38.45788344010617,0.0,81.95652173913044,0.0,179.0,51.599999999999994,0.0,0.0,TwoHandedPolearm,ibb_spear,,,,True,False,False,False,False,140.0,10.0,150.0,5.0,0.0,70.0,5.0,140.0,1,,330.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
48,A,mormont_houseguard,Mormont House Guard,battania,26.0,5.0,main_or_minor_line,Infantry,Defensive Troops,38.644,defensive_role_score,,38.643957298400586,35.61066456253699,,38.271099241394,0.0,81.95652173913044,0.0,171.0,54.2,0.0,0.0,TwoHandedPolearm,highland_spear_3_t3,,,,True,False,False,False,False,140.0,140.0,130.0,40.0,5.0,120.0,15.0,140.0,1,,510.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
