rank,tier,troop_id,troop_name,culture,level,tree_tier,line_status,default_group,primary_category,role_score,role_score_column,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,ranged_damage,throw_damage,crafted_melee_template,crafted_melee_item,ranged_item_scored,direct_throw_item,crafted_throw_item,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,roster_count,spectacle_reason,shield_hp,shield_armor,horse_charge,horse_speed,horse_maneuver,horse_extra_health,harness_armor,ammo_stack,ammo_thrust,ranged_base_damage,ranged_speed_rating,ranged_accuracy,ranged_missile_speed,thrown_damage,thrown_stack,thrown_speed_rating,ranged_item_audit,ranged_class,thrown_item_audit
16,C,golden_veteran_crossbowman,Gleaming Shaft Marksmen,volantine,21.0,3.0,main_or_minor_line,Ranged,Ranged Troops,25.0907,ranged_role_score,25.090654954316097,,17.947225887209665,,23.196467484803296,81.97088465845464,75.72463768115942,0.0,121.0,40.449999999999996,93.0,0.0,OneHandedSword,golden_company_sword,crossbow_c,,,False,False,False,True,False,100.0,20.0,60.0,15.0,110.0,20.0,5.0,90.0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,89.0,60.0,98.0,87.0,0.0,0.0,0.0,crossbow_c,Crossbow,
17,C,nightswatch_elite_crossbowman,Night's Watch Elite Crossbowman,nightswatch,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,23.9072,ranged_role_score,23.90723980978266,,10.690630491535975,,14.193141415299918,81.41097424412094,75.72463768115942,0.0,99.0,24.75,91.0,0.0,OneHandedSword,vlandia_sword_1_t2,crossbow_c,,,False,False,False,True,False,80.0,10.0,60.0,5.0,110.0,10.0,5.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,89.0,60.0,98.0,87.0,0.0,0.0,0.0,crossbow_c,Crossbow,
18,C,casterly_crossbowman,Casterly Rock Crossbowman,vlandia,21.0,3.0,main_or_minor_line,Ranged,Ranged Troops,23.789,ranged_role_score,23.78899818666555,,18.289205995547093,,25.891730703062276,81.49496080627101,75.72463768115942,0.0,130.0,45.15,95.0,0.0,OneHandedSword,vlandia_sword_2_t3,crossbow_d,,,False,False,False,True,False,100.0,45.0,45.0,15.0,100.0,60.0,60.0,100.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,93.0,62.0,99.0,90.0,0.0,0.0,0.0,crossbow_d,Crossbow,
19,C,tarly_crossbowman,Tarly Crossbowman,reach,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,22.9678,ranged_role_score,22.967808746333304,,17.303284619382804,,18.121344190847573,81.49496080627101,75.72463768115942,0.0,112.0,31.6,95.0,0.0,OneHandedSword,vlandia_sword_2_t3,crossbow_d,,,False,False,False,True,False,100.0,45.0,45.0,15.0,100.0,60.0,60.0,100.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,93.0,62.0,99.0,90.0,0.0,0.0,0.0,crossbow_d,Crossbow,
20,C,hightower_crossbowman,Hightower Crossbowman,reach,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,22.5054,ranged_role_score,22.505374094310792,,18.09638742382493,,24.372061016171582,78.66741321388578,75.72463768115942,0.0,130.0,42.50000000000001,87.0,0.0,OneHandedSword,vlandia_sword_2_t3,crossbow_g,,,False,False,False,True,False,100.0,45.0,45.0,15.0,100.0,60.0,60.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,85.0,80.0,90.0,70.0,0.0,0.0,0.0,crossbow_g,Crossbow,
21,C,tarth_crossbowman,Tarth Crossbowman,stormlands,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,21.8145,ranged_role_score,21.814484085470372,,17.266903756793713,,17.834614061245553,78.66741321388578,75.72463768115942,0.0,106.0,31.1,87.0,0.0,OneHandedSword,vlandia_sword_2_t3,crossbow_g,,,False,False,False,True,False,100.0,45.0,45.0,15.0,100.0,60.0,60.0,90.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,85.0,80.0,90.0,70.0,0.0,0.0,0.0,crossbow_g,Crossbow,
22,C,velaryon_crossbowman,Velaryon Crossbowman,dragonstone,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,21.7751,ranged_role_score,21.775091234089125,,17.219608635427903,,17.46186489276293,78.66741321388578,75.72463768115942,0.0,126.0,30.450000000000003,87.0,0.0,OneHandedSword,vlandia_sword_2_t3,crossbow_g,,,False,False,False,True,False,100.0,45.0,45.0,15.0,100.0,60.0,60.0,100.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,85.0,80.0,90.0,70.0,0.0,0.0,0.0,crossbow_g,Crossbow,
23,C,grafton_crossbowman,Grafton Archer,vale,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,19.0495,ranged_role_score,19.04946427749565,,12.314792388570773,,18.981534579653626,75.30795072788354,70.10869565217392,0.0,112.0,33.1,79.0,0.0,Mace,westerling_mace,crossbow_e,,,False,False,False,True,False,90.0,30.0,40.0,30.0,100.0,10.0,5.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,77.0,75.0,85.0,65.0,0.0,0.0,0.0,crossbow_e,Crossbow,
24,D,stormlands_crossbowman,Stormlands Crossbowman,stormlands,21.0,4.0,main_or_minor_line,Ranged,Ranged Troops,16.4328,ranged_role_score,16.432756411020986,,6.80316576222996,,20.157128111021905,68.02911534154535,70.10869565217392,0.0,121.0,35.15,69.0,0.0,Mace,battania_mace_1_t2,crossbow_a,,,False,False,False,True,False,70.0,30.0,30.0,50.0,100.0,10.0,5.0,70.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.0,67.0,70.0,80.0,60.0,0.0,0.0,0.0,crossbow_a,Crossbow,
25,D,myrish_crossbowman,Myrish Crossbowman,myrish,16.0,2.0,main_or_minor_line,Ranged,Ranged Troops,15.4339,ranged_role_score,15.4339498652808,,8.870461664376808,,23.941965821768548,77.6875699888018,75.72463768115942,0.0,129.0,41.75,86.0,0.0,OneHandedSword,empire_sword_2_t3,crossbow_b,,,False,False,False,True,False,70.0,30.0,60.0,40.0,80.0,30.0,40.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,4.0,82.0,61.0,96.0,80.0,0.0,0.0,0.0,crossbow_b,Crossbow,
26,D,frey_crossbowman,Frey Crossbowman,river,16.0,3.0,main_or_minor_line,Ranged,Ranged Troops,8.3993,ranged_role_score,8.399332693472214,,8.139206326336138,,18.178690216767976,65.22956326987682,75.72463768115942,0.0,100.0,31.700000000000003,69.0,0.0,OneHandedSword,vlandia_sword_1_t2,crossbow_a,,,False,False,False,True,False,70.0,30.0,40.0,10.0,70.0,30.0,40.0,70.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,67.0,70.0,80.0,60.0,0.0,0.0,0.0,crossbow_a,Crossbow,
27,D,golden_crossbowman,Goldenmark Marksmen,volantine,16.0,2.0,main_or_minor_line,Ranged,Ranged Troops,7.8217,ranged_role_score,7.821742271453964,,8.1646729301485,,18.37940130748939,65.22956326987682,75.72463768115942,0.0,103.0,32.05,69.0,0.0,OneHandedSword,golden_company_sword,crossbow_a,,,False,False,False,True,False,70.0,20.0,60.0,15.0,70.0,20.0,5.0,70.0,2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,67.0,70.0,80.0,60.0,0.0,0.0,0.0,crossbow_a,Crossbow,
28,D,nightswatch_crossbowman,Night's Watch Crossbowman,nightswatch,16.0,3.0,main_or_minor_line,Ranged,Ranged Troops,7.2521,ranged_role_score,7.252061036094321,,4.423594558285474,,12.98887487097144,65.22956326987682,75.72463768115942,0.0,78.0,22.65,69.0,0.0,OneHandedSword,vlandia_sword_1_t2,crossbow_a,,,False,False,False,True,False,60.0,10.0,60.0,5.0,70.0,10.0,5.0,50.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,67.0,70.0,80.0,60.0,0.0,0.0,0.0,crossbow_a,Crossbow,
