rank,tier,troop_id,troop_name,culture,level,tree_tier,line_status,default_group,primary_category,role_score,role_score_column,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,ranged_damage,throw_damage,crafted_melee_template,crafted_melee_item,ranged_item_scored,direct_throw_item,crafted_throw_item,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,roster_count,spectacle_reason,shield_hp,shield_armor,horse_charge,horse_speed,horse_maneuver,horse_extra_health,harness_armor,ammo_stack,ammo_thrust,ranged_base_damage,ranged_speed_rating,ranged_accuracy,ranged_missile_speed,thrown_damage,thrown_stack,thrown_speed_rating,ranged_item_audit,ranged_class,thrown_item_audit
16,B,tyroshi_firstmate,Tyroshi Firstmate,tyroshi,26.0,4.0,main_or_minor_line,Infantry,Skirmishers,43.9931,skirmisher_role_score,,38.042502426827646,30.61521231937972,43.99310730993475,37.31260137958153,0.0,73.33333333333331,30.46153846153846,179.0,55.5,0.0,0.0,OneHandedAxe,tyroshi_axe3,,,generic_javelin_1_t3,True,False,False,False,True,140.0,130.0,130.0,45.0,50.0,140.0,100.0,140.0,1,,380.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
17,B,sarnor_master_spearman,Sarnori Master Spearman,sarnor,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,42.5862,skirmisher_role_score,,34.4974616575159,34.78066116889737,42.58622496612932,31.729556141759378,0.0,81.95652173913044,30.46153846153846,149.0,46.45000000000001,0.0,0.0,TwoHandedPolearm,northern_spear_3_t4,,,eastern_javelin_1_t2,True,False,False,False,True,130.0,10.0,140.0,5.0,0.0,130.0,5.0,130.0,1,,350.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
18,B,ibbenese_timberman,Ibbenese Timberman,ibbenese,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,38.3645,skirmisher_role_score,,,29.63542371719473,38.364457224242734,29.590549374928315,0.0,73.33333333333331,30.46153846153846,179.0,51.599999999999994,0.0,0.0,TwoHandedAxe,northern_axe_t3,,,northern_javelin_1_t2,False,False,False,False,True,110.0,140.0,110.0,5.0,0.0,130.0,5.0,140.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
19,B,pentoshi_spearman,Pentoshi Spearman,pentoshi,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,38.2455,skirmisher_role_score,,42.40830092119094,35.95451568666472,38.24552175388742,40.98110858060393,0.0,81.95652173913044,30.46153846153846,167.0,54.400000000000006,0.0,0.0,TwoHandedPolearm,pentoshi_spear,,,western_javelin_3_t4,True,False,False,False,True,140.0,45.0,130.0,45.0,15.0,110.0,60.0,140.0,1,,400.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20,B,martell_spearman,Martell Spearman,aserai,21.0,4.0,main_or_minor_line,Infantry,Skirmishers,37.7947,skirmisher_role_score,,41.03180228016363,25.8241369089321,37.794663799841494,39.37132371012403,0.0,81.95652173913044,30.46153846153846,164.0,52.050000000000004,0.0,0.0,TwoHandedPolearm,southern_spear_3_t3,,,eastern_javelin_2_t3,True,False,False,False,True,110.0,45.0,110.0,70.0,15.0,110.0,90.0,100.0,1,,380.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21,B,ghiscari_unsullied_hoplite,Ghiscari Legionnaire,ghiscari,21.0,3.0,main_or_minor_line,Infantry,Skirmishers,37.5615,skirmisher_role_score,,30.33001595573357,31.867448539384256,37.56149354835267,23.84857372241246,0.0,100.0,30.46153846153846,124.0,33.85,0.0,0.0,TwoHandedSword,ghiscari_sword,,,eastern_javelin_1_t2,True,False,False,False,True,100.0,100.0,110.0,30.0,5.0,100.0,50.0,100.0,1,,300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
22,B,freefolk_wildling_berzerker,Free Folk Wildling Berzerker,freefolk,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,37.4249,skirmisher_role_score,,,29.2097676249024,37.42488301466613,26.2358068585847,0.0,73.33333333333331,30.46153846153846,161.0,45.75,0.0,0.0,TwoHandedAxe,northern_axe_t3,,,northern_javelin_1_t2,False,False,False,False,True,80.0,140.0,70.0,5.0,0.0,130.0,5.0,140.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
23,B,qohorik_goat_warrior,Black Goat Warrior,qohorik,21.0,3.0,main_or_minor_line,Infantry,Skirmishers,36.2195,skirmisher_role_score,,36.22281338924632,25.110552275577565,36.21952901382356,33.747317025215864,0.0,81.95652173913044,30.46153846153846,149.0,41.1,0.0,0.0,TwoHandedPolearm,qohorik_spear,,,eastern_javelin_1_t2,True,False,False,False,True,110.0,30.0,110.0,40.0,10.0,110.0,80.0,110.0,1,,430.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
24,B,stormlands_crusher,Stormlands Elite Maceman,stormlands,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,35.2475,skirmisher_role_score,,36.18123035870274,25.754254643776264,35.247469264123936,35.6733242671997,0.0,70.10869565217392,30.46153846153846,158.0,46.55,0.0,0.0,Mace,empire_mace_4_t5,,,western_javelin_1_t2,True,False,False,False,True,130.0,120.0,110.0,5.0,0.0,120.0,5.0,130.0,1,,300.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
25,B,tyroshi_quartermaster,Tyroshi Quartermaster,tyroshi,21.0,3.0,main_or_minor_line,Infantry,Skirmishers,33.234,skirmisher_role_score,,36.939201989363006,21.569765692129533,33.23400689860334,36.022315796372446,0.0,73.33333333333331,30.46153846153846,156.0,53.25,0.0,0.0,OneHandedAxe,tyroshi_axe2,,,generic_javelin_1_t3,True,False,False,False,True,110.0,100.0,100.0,45.0,45.0,110.0,60.0,110.0,1,,380.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
26,B,sarnor_elite_javelinier,Sarnori Elite Javelinier,sarnor,21.0,3.0,main_or_minor_line,Infantry,Skirmishers,32.9513,skirmisher_role_score,,,23.629955113523355,32.95132509655633,22.078219979355428,0.0,81.95652173913044,30.46153846153846,135.0,38.5,0.0,0.0,TwoHandedPolearm,khuzait_polearm_1_t4,,,eastern_javelin_1_t2,False,False,False,False,True,100.0,100.0,110.0,5.0,0.0,110.0,5.0,110.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
27,B,ibbenese_sailor,Ibbenese Sailor,ibbenese,21.0,3.0,main_or_minor_line,Infantry,Skirmishers,32.6595,skirmisher_role_score,,35.93560502139838,25.067934693687487,32.65954829896004,33.41143315911064,0.0,81.95652173913044,30.46153846153846,150.0,41.2,0.0,0.0,TwoHandedPolearm,ibb_spear,,,eastern_javelin_1_t2,True,False,False,False,True,100.0,100.0,110.0,30.0,5.0,100.0,50.0,100.0,1,,400.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
28,B,qartheen_pureborn_warrior,Qartheen Pureborn Warrior,qartheen,21.0,3.0,main_or_minor_line,Infantry,Skirmishers,32.4003,skirmisher_role_score,,35.144030739280886,24.950476480185575,32.4002762948522,32.48570445496698,0.0,81.95652173913044,30.46153846153846,144.0,40.5,0.0,0.0,TwoHandedPolearm,qarth_spear,,,eastern_javelin_1_t2,True,False,False,False,True,100.0,100.0,110.0,30.0,5.0,100.0,50.0,100.0,1,,360.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
29,B,freefolk_spearman,Free Folk Spearman,freefolk,21.0,4.0,main_or_minor_line,Infantry,Skirmishers,30.59,skirmisher_role_score,,29.61702092874373,24.13034789210584,30.589961151125838,26.021988104795764,0.0,81.95652173913044,30.46153846153846,133.0,35.0,0.0,0.0,TwoHandedPolearm,wide_leaf_spear_t4,,,western_javelin_1_t2,True,False,False,False,True,100.0,70.0,110.0,5.0,0.0,100.0,5.0,100.0,1,,300.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
30,C,freefolk_berzerker,Free Folk Berzerker,freefolk,21.0,4.0,main_or_minor_line,Infantry,Skirmishers,25.3006,skirmisher_role_score,,,19.54584633363771,25.30058930736869,20.071109072141297,0.0,73.33333333333331,30.46153846153846,133.0,35.0,0.0,0.0,TwoHandedAxe,northern_axe_t3,,,western_javelin_1_t2,False,False,False,False,True,80.0,110.0,70.0,5.0,0.0,100.0,5.0,110.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31,C,ghiscari_soldier,Ghiscari Soldier,ghiscari,21.0,4.0,main_or_minor_line,Infantry,Skirmishers,25.2349,skirmisher_role_score,,30.954406507502288,18.63596758868195,25.23491934492078,28.624678452640374,0.0,75.72463768115942,30.46153846153846,144.0,43.550000000000004,0.0,0.0,OneHandedSword,aserai_sword_3_t3,,,eastern_javelin_1_t2,True,False,False,False,True,100.0,10.0,80.0,5.0,0.0,90.0,5.0,100.0,1,,240.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
32,C,stormlands_basher,Stormlands Maceman,stormlands,21.0,4.0,main_or_minor_line,Infantry,Skirmishers,24.7373,skirmisher_role_score,,35.83798133371375,17.21213919171743,24.737315865586336,35.27190208575688,0.0,70.10869565217392,30.46153846153846,151.0,45.85,0.0,0.0,Mace,morningstar_mace_t3,,,western_javelin_1_t2,True,False,False,False,True,100.0,90.0,80.0,5.0,0.0,90.0,5.0,100.0,1,,300.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
33,C,qohorik_goat_initiate,Black Goat Initiate,qohorik,16.0,2.0,main_or_minor_line,Infantry,Skirmishers,21.9031,skirmisher_role_score,,,13.409143905926443,21.903124928432106,19.75570592957908,0.0,81.95652173913044,30.46153846153846,113.0,34.45,0.0,0.0,TwoHandedPolearm,eastern_spear_3_t3,,,eastern_javelin_1_t2,False,False,False,False,True,80.0,30.0,80.0,40.0,10.0,80.0,40.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
34,C,yronwood_man_at_arms,Yronwood Man at Arms,aserai,16.0,3.0,main_or_minor_line,Infantry,Skirmishers,21.0015,skirmisher_role_score,,32.08771340045027,14.570836821056872,21.001485310553864,28.911408582242395,0.0,81.95652173913044,30.46153846153846,139.0,41.650000000000006,0.0,0.0,TwoHandedPolearm,southern_spear_3_t3,,,eastern_javelin_2_t3,True,False,False,False,True,80.0,30.0,80.0,30.0,10.0,70.0,50.0,80.0,1,,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
35,C,sarnor_javelinier,Sarnori Javelineer,sarnor,16.0,2.0,main_or_minor_line,Infantry,Skirmishers,20.7226,skirmisher_role_score,,,12.874345225866847,20.72263425486149,15.540773024429406,0.0,81.95652173913044,30.46153846153846,108.0,27.1,0.0,0.0,TwoHandedPolearm,khuzait_polearm_1_t4,,,eastern_javelin_1_t2,False,False,False,False,True,70.0,70.0,80.0,5.0,0.0,80.0,5.0,80.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
36,C,tyroshi_boatswain,Tyroshi Boatswain,tyroshi,16.0,2.0,main_or_minor_line,Infantry,Skirmishers,18.556,skirmisher_role_score,,23.871221252281824,10.74893297053184,18.555998672969476,20.739599888584863,0.0,73.33333333333331,30.46153846153846,85.0,26.6,0.0,0.0,OneHandedAxe,tyroshi_axe2,,,generic_javelin_1_t3,True,False,False,False,True,80.0,70.0,70.0,40.0,80.0,80.0,40.0,80.0,1,,380.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
37,C,martell_footman,Martell Footman,aserai,16.0,3.0,main_or_minor_line,Infantry,Skirmishers,17.0262,skirmisher_role_score,,27.056078295127215,11.943275563139126,17.026244942192285,24.06566939196827,0.0,75.72463768115942,30.46153846153846,103.0,33.199999999999996,0.0,0.0,OneHandedSword,aserai_sword_1_t2,,,eastern_javelin_2_t3,True,False,False,False,True,80.0,30.0,80.0,30.0,10.0,70.0,50.0,80.0,1,,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
38,C,dragonstone_squire,Squire,dragonstone,16.0,2.0,main_or_minor_line,Infantry,Skirmishers,16.2058,skirmisher_role_score,,24.55106092092179,11.571567092800326,16.205752299104134,21.13610669637736,0.0,75.72463768115942,30.46153846153846,70.0,21.199999999999996,0.0,0.0,OneHandedSword,vlandia_sword_4_t4,,,western_javelin_1_t2,True,False,False,False,True,80.0,50.0,80.0,30.0,5.0,70.0,50.0,70.0,1,,300.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
39,D,summer_pikeman,Summer Isles Spearmaster,summer,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,12.4221,skirmisher_role_score,,37.63924099848663,38.55556467685454,12.422105287739626,35.4037979453738,0.0,81.95652173913044,30.46153846153846,158.0,49.199999999999996,0.0,0.0,TwoHandedPolearm,northern_spear_3_t4,,,western_javelin_3_t4,True,False,False,False,True,140.0,20.0,150.0,20.0,15.0,20.0,5.0,150.0,1,,510.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
40,D,skag_barbarian,Skagosi Barbarian,skagosi,26.0,5.0,main_or_minor_line,Infantry,Skirmishers,6.7858,skirmisher_role_score,,,29.460795576767108,6.785813735831107,28.21424475283862,0.0,73.33333333333331,30.46153846153846,168.0,49.199999999999996,0.0,0.0,TwoHandedAxe,sturgia_2haxe_2_t5,,,generic_javelin_1_t3,False,False,False,False,True,120.0,140.0,130.0,20.0,15.0,20.0,30.0,120.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
41,D,mormont_woodswoman,Mormont Woodswoman,battania,11.0,2.0,main_or_minor_line,Infantry,Skirmishers,2.9312,skirmisher_role_score,,,2.549604726626215,2.931150311927053,14.451198531941737,0.0,73.33333333333331,30.46153846153846,86.0,25.200000000000003,0.0,0.0,OneHandedAxe,battania_axe_1_t2,,,northern_javelin_1_t2,False,False,False,False,True,50.0,50.0,20.0,50.0,5.0,40.0,15.0,50.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
