rank,tier,troop_id,troop_name,culture,level,tree_tier,line_status,default_group,primary_category,role_score,role_score_column,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,ranged_damage,throw_damage,crafted_melee_template,crafted_melee_item,ranged_item_scored,direct_throw_item,crafted_throw_item,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,roster_count,spectacle_reason,shield_hp,shield_armor,horse_charge,horse_speed,horse_maneuver,horse_extra_health,harness_armor,ammo_stack,ammo_thrust,ranged_base_damage,ranged_speed_rating,ranged_accuracy,ranged_missile_speed,thrown_damage,thrown_stack,thrown_speed_rating,ranged_item_audit,ranged_class,thrown_item_audit
11,S,grafton_horseman,Grafton Horseman,vale,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,67.9654,defensive_role_score,,67.96538647582994,43.979468723758814,,64.22853210558222,0.0,81.95652173913044,0.0,187.0,59.5,0.0,0.0,TwoHandedPolearm,grafton_spear,,,,True,True,False,False,False,120.0,70.0,140.0,5.0,0.0,10.0,130.0,110.0,1,,380.0,9.0,22.0,53.0,61.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
12,S,lannister_knight,Lannister Knight,vlandia,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,67.8286,defensive_role_score,,67.82864727240573,43.95917859696627,,64.06861861615846,0.0,81.95652173913044,0.0,179.0,57.9,0.0,0.0,TwoHandedPolearm,vlandia_lance_2_t4,,,,True,True,False,False,False,130.0,50.0,140.0,15.0,5.0,20.0,140.0,130.0,1,,400.0,8.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
13,S,whiteharbor_knight_commander,White Harbor Knight Commander,battania,31.0,6.0,main_or_minor_line,Cavalry,Defensive Troops,67.7669,defensive_role_score,,67.76686244790776,80.34580676188658,,63.99636262349877,0.0,81.95652173913044,0.0,191.0,57.75000000000001,0.0,0.0,TwoHandedPolearm,manderly_spear2,,,,True,True,False,False,False,230.0,200.0,250.0,15.0,5.0,200.0,240.0,230.0,1,,400.0,9.0,23.0,62.0,69.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
14,S,whiteharbor_elite_knight,White Harbor Elite Knight,battania,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,67.4079,defensive_role_score,,67.40792203891925,47.20545777697182,,63.57658971376141,0.0,81.95652173913044,0.0,190.0,57.650000000000006,0.0,0.0,TwoHandedPolearm,manderly_spear,,,,True,True,False,False,False,140.0,50.0,150.0,15.0,5.0,20.0,140.0,140.0,1,,400.0,9.0,22.0,55.0,66.0,70.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
15,S,realm_knight,Realm Knight,crownlands,26.0,4.0,main_or_minor_line,Cavalry,Skirmishers,67.3635,defensive_role_score,,67.36346239911737,40.36671991762728,67.82160507002237,61.832287451051066,0.0,81.95652173913044,30.46153846153846,182.0,57.35,0.0,0.0,TwoHandedPolearm,baratheon_spear,,,western_javelin_3_t4,True,True,False,False,True,130.0,120.0,130.0,30.0,5.0,130.0,130.0,140.0,1,,300.0,10.0,22.0,53.0,61.0,10.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
16,S,westerling_horseman,Westerling Knight,vlandia,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,66.8621,defensive_role_score,,66.86208603836529,43.815754842107914,,62.93824652237314,0.0,81.95652173913044,0.0,194.0,57.25000000000001,0.0,0.0,TwoHandedPolearm,sturgia_lance_2_t5,,,,True,True,False,False,False,120.0,70.0,140.0,5.0,0.0,10.0,130.0,110.0,1,,380.0,9.0,22.0,53.0,61.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
17,S,dragonstone_shock_knight,Dragonstone Shock Knight,dragonstone,26.0,4.0,main_or_minor_line,Cavalry,Skirmishers,66.7897,defensive_role_score,,66.78974617163574,36.972879958960384,67.63369022810703,61.16133894778233,0.0,81.95652173913044,30.46153846153846,177.0,55.1,0.0,0.0,TwoHandedPolearm,baratheon_spear,,,western_javelin_3_t4,True,True,False,False,True,120.0,50.0,120.0,30.0,5.0,130.0,130.0,130.0,1,,300.0,10.0,22.0,53.0,61.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
18,S,dondarion_knight,Dondarrion Knight,stormlands,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,66.7127,defensive_role_score,,66.71273768708437,40.484884959316645,,62.763586911998416,0.0,81.95652173913044,0.0,184.0,56.150000000000006,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,True,False,False,False,120.0,90.0,130.0,5.0,0.0,40.0,130.0,120.0,1,,300.0,10.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
19,S,valyrian_dragonlord_protector,Valyrian Dragonlord Protector,valyrian,31.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,66.4928,defensive_role_score,,66.4927781078057,70.23062479018404,,62.506349024298316,0.0,81.95652173913044,0.0,190.0,60.65,0.0,0.0,TwoHandedPolearm,khuzait_lance_3_t5,,,,True,True,False,False,False,210.0,200.0,220.0,5.0,0.0,190.0,220.0,220.0,1,,430.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
20,S,dayne_starfall_knights,Knights of Starfall,aserai,31.0,6.0,main_or_minor_line,Cavalry,Skirmishers,66.3659,defensive_role_score,,66.36593870200647,76.6144979218433,88.98350960103306,60.66570543804172,0.0,81.95652173913044,30.46153846153846,197.0,59.95000000000001,0.0,0.0,TwoHandedPolearm,vlandia_lance_2_t4,,,western_javelin_2_t3,True,True,False,False,True,230.0,220.0,240.0,100.0,20.0,230.0,230.0,230.0,1,,400.0,1.0,18.0,60.0,73.0,20.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
21,S,casterly_champion,Casterly Rock Champion,vlandia,26.0,4.0,main_or_minor_line,Cavalry,Skirmishers,66.1641,defensive_role_score,,66.16405223465581,43.4974534780499,63.962842050956006,60.42960365703799,0.0,81.95652173913044,30.46153846153846,191.0,58.400000000000006,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,western_javelin_2_t3,True,True,False,False,True,130.0,120.0,140.0,15.0,45.0,120.0,140.0,140.0,1,,370.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
22,S,valyrian_dragonknight,Valyrian Dragonknight,valyrian,26.0,4.0,main_or_minor_line,Cavalry,Defensive Troops,66.0515,defensive_role_score,,66.05145793281984,43.69546931585622,,61.990234791014686,0.0,81.95652173913044,0.0,178.0,59.75,0.0,0.0,TwoHandedPolearm,khuzait_lance_3_t5,,,,True,True,False,False,False,140.0,130.0,140.0,5.0,0.0,100.0,140.0,160.0,1,,430.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
23,S,realm_paladin,Realm Paladin,crownlands,31.0,5.0,main_or_minor_line,Cavalry,Skirmishers,65.708,defensive_role_score,,65.70802138717042,73.20816373551008,88.76801556009671,59.896285615978236,0.0,81.95652173913044,30.46153846153846,194.0,58.55,0.0,0.0,TwoHandedPolearm,baratheon_spear,,,western_javelin_3_t4,True,True,False,False,True,230.0,230.0,230.0,150.0,140.0,230.0,230.0,230.0,1,,370.0,1.0,30.0,58.0,58.0,40.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
24,S,royce_heroine,Royce Heroine,vale,31.0,6.0,main_or_minor_line,Cavalry,Defensive Troops,65.6278,defensive_role_score,,65.62779056483342,76.71969058738658,,61.49476512706241,0.0,81.95652173913044,0.0,165.0,48.150000000000006,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,True,False,False,False,230.0,200.0,240.0,140.0,0.0,230.0,240.0,240.0,1,,500.0,9.0,36.0,68.0,71.0,90.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
25,S,reach_flower_knight,Reach Flower Knight,reach,31.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,65.5229,defensive_role_score,,65.5228544343368,73.39541083799003,,61.37204463159274,0.0,81.95652173913044,0.0,188.0,58.0,0.0,0.0,TwoHandedPolearm,vlandia_polearm_1_t5,,,,True,True,False,False,False,200.0,200.0,230.0,230.0,5.0,5.0,230.0,210.0,1,,500.0,1.0,26.0,54.0,60.0,20.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
26,S,mallister_horseman,Mallister Knight,river,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,65.5171,defensive_role_score,,65.51711026697981,43.61617982447634,,61.365326954270635,0.0,81.95652173913044,0.0,177.0,54.050000000000004,0.0,0.0,TwoHandedPolearm,sturgia_lance_2_t5,,,,True,True,False,False,False,120.0,70.0,140.0,5.0,0.0,10.0,130.0,110.0,1,,400.0,9.0,22.0,53.0,61.0,10.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
27,S,qohorik_goat_sacrificer,Black Goat Sacrificer,qohorik,31.0,5.0,main_or_minor_line,Cavalry,Skirmishers,65.1154,defensive_role_score,,65.1153914379037,69.81151725315773,88.57390572339297,59.20321793128309,0.0,81.95652173913044,30.46153846153846,183.0,53.25000000000001,0.0,0.0,TwoHandedPolearm,qohorik_spear,,,eastern_javelin_2_t3,True,True,False,False,True,220.0,30.0,210.0,40.0,10.0,220.0,210.0,220.0,1,,430.0,9.0,19.0,59.0,69.0,40.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
28,S,pentoshi_lancer,Pentoshi Lancer,pentoshi,26.0,4.0,main_or_minor_line,Cavalry,Defensive Troops,64.965,defensive_role_score,,64.96496969249753,46.84295886213415,,60.7196107024069,0.0,81.95652173913044,0.0,191.0,59.10000000000001,0.0,0.0,TwoHandedPolearm,pentoshi_spear,,,,True,True,False,False,False,140.0,45.0,150.0,45.0,15.0,80.0,140.0,140.0,1,,400.0,9.0,19.0,59.0,69.0,40.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
29,S,qohorik_lancer,Qohorik Lancer,qohorik,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,64.8942,defensive_role_score,,64.89421836285692,40.215042904227296,,60.636868579293164,0.0,81.95652173913044,0.0,180.0,55.75,0.0,0.0,TwoHandedPolearm,qohorik_spear,,,,True,True,False,False,False,130.0,60.0,130.0,20.0,20.0,60.0,150.0,60.0,1,,430.0,9.0,19.0,59.0,69.0,40.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
30,A,royce_cavalrywomen,Royce Cavalrywomen,vale,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,64.6,defensive_role_score,,64.60000491286637,43.48009460932881,,60.29279242377074,0.0,81.95652173913044,0.0,165.0,48.150000000000006,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,True,False,False,False,140.0,10.0,140.0,140.0,0.0,140.0,150.0,140.0,1,,500.0,9.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
31,A,dragonstone_steel_curtain,Queen's Man,dragonstone,31.0,5.0,main_or_minor_line,Cavalry,Skirmishers,64.5459,defensive_role_score,,64.54587825970766,73.0357184468378,88.38736754698617,58.537184801664665,0.0,81.95652173913044,30.46153846153846,177.0,55.1,0.0,0.0,TwoHandedPolearm,baratheon_spear,,,western_javelin_3_t4,True,True,False,False,True,220.0,50.0,230.0,30.0,5.0,230.0,230.0,220.0,1,,370.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
32,A,baratheon_knight,Baratheon Knight,stormlands,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,64.5454,defensive_role_score,,64.54536527215383,43.47198687423753,,59.110645060868706,0.0,81.95652173913044,0.0,177.0,56.10000000000001,0.0,0.0,TwoHandedPolearm,baratheon_spear,,,,True,True,False,False,False,120.0,90.0,140.0,5.0,0.0,40.0,130.0,120.0,2,,370.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
33,A,vale_knight_of,Knight of the Vale,vale,31.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,64.2761,defensive_role_score,,64.27608991459104,73.21040895445844,,59.913980961119385,0.0,81.95652173913044,0.0,178.0,57.35,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,True,False,False,False,210.0,40.0,230.0,30.0,5.0,5.0,240.0,220.0,1,,280.0,1.0,36.0,69.0,73.0,200.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
34,A,pentoshi_cavalry,Pentoshi Cavalry,pentoshi,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,63.9941,defensive_role_score,,63.994065307528665,40.0814731658645,,59.584159389182915,0.0,81.95652173913044,0.0,171.0,54.60000000000001,0.0,0.0,TwoHandedPolearm,pentoshi_spear,,,,True,True,False,False,False,130.0,60.0,130.0,20.0,20.0,60.0,150.0,80.0,1,,400.0,9.0,19.0,59.0,69.0,40.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
35,A,mormont_horseman,Mormont Horseman,battania,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,63.5575,defensive_role_score,,63.55750858839977,40.01669444139158,,59.073615912702955,0.0,81.95652173913044,0.0,171.0,54.2,0.0,0.0,TwoHandedPolearm,vlandia_lance_2_t4,,,,True,True,False,False,False,130.0,120.0,120.0,20.0,50.0,110.0,130.0,130.0,1,,360.0,6.0,16.0,48.0,65.0,15.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
36,A,whiteharbor_knight,White Harbor Knight,battania,21.0,4.0,main_or_minor_line,Cavalry,Defensive Troops,63.4027,defensive_role_score,,63.40269627304759,36.685013785091186,,58.89256631658284,0.0,81.95652173913044,0.0,164.0,51.050000000000004,0.0,0.0,TwoHandedPolearm,manderly_spear,,,,True,True,False,False,False,110.0,50.0,120.0,15.0,5.0,20.0,110.0,110.0,1,,400.0,9.0,16.0,48.0,65.0,15.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
37,A,tyrell_cavalier,Tyrell Cavalier,reach,31.0,6.0,main_or_minor_line,Cavalry,Defensive Troops,63.1937,defensive_role_score,,63.193664621911445,73.04979264339369,,58.648108400373566,0.0,81.95652173913044,0.0,169.0,54.85,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,True,False,False,False,220.0,200.0,230.0,5.0,0.0,100.0,240.0,220.0,1,,430.0,1.0,26.0,54.0,60.0,20.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
38,A,greyjoy_horseman,Greyjoy Horseman,sturgia,26.0,5.0,main_or_minor_line,Cavalry,Skirmishers,62.9441,defensive_role_score,,62.94409617697327,43.01965841240131,66.37408717664583,56.66393590352759,0.0,81.95652173913044,30.46153846153846,164.0,50.75,0.0,0.0,TwoHandedPolearm,sturgia_lance_2_t5,,,northern_javelin_3_t4,True,True,False,False,True,140.0,50.0,130.0,15.0,5.0,130.0,130.0,130.0,1,,500.0,1.0,20.0,57.0,63.0,30.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
39,A,riverrun_captain,Riverrun Captain,river,31.0,6.0,main_or_minor_line,Cavalry,Defensive Troops,62.4162,defensive_role_score,,62.41624060572206,72.93443412538979,,57.73892812085265,0.0,81.95652173913044,0.0,172.0,52.699999999999996,0.0,0.0,TwoHandedPolearm,vlandia_lance_2_t4,,,,True,True,False,False,False,230.0,200.0,230.0,5.0,0.0,10.0,240.0,220.0,1,,370.0,1.0,32.0,64.0,68.0,60.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
40,A,vale_elite_knight,Vale Elite Knight,vale,26.0,4.0,main_or_minor_line,Cavalry,Defensive Troops,62.1636,defensive_role_score,,62.163637343658735,43.11857278051496,,57.4435141644684,0.0,81.95652173913044,0.0,157.0,55.25,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,True,False,False,False,110.0,40.0,140.0,30.0,5.0,5.0,140.0,130.0,1,,280.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
41,A,arryn_knight,Arryn Knight,vale,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,62.02,defensive_role_score,,62.020033159734766,43.097263989569925,,57.27557223141579,0.0,81.95652173913044,0.0,188.0,52.900000000000006,0.0,0.0,TwoHandedPolearm,vlandia_lance_3_t5,,,,True,True,False,False,False,110.0,10.0,140.0,5.0,0.0,10.0,140.0,120.0,1,,370.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
42,A,yiti_horseman,Yi Ti Glaiveman,yiti,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,61.8766,defensive_role_score,,61.876569077453645,43.075975987689226,,57.10779414415152,0.0,81.95652173913044,0.0,177.0,52.1,0.0,0.0,TwoHandedPolearm,yiti_qinglongji,,,,True,True,False,False,False,120.0,20.0,140.0,20.0,15.0,20.0,140.0,110.0,1,,360.0,9.0,16.0,54.0,67.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
43,A,garden_sentinel,Water Gardens Sentinel,aserai,31.0,6.0,main_or_minor_line,Cavalry,Skirmishers,61.5687,defensive_role_score,,61.56871834908879,75.90265956989302,87.41222947843902,55.05546179935445,0.0,81.95652173913044,30.46153846153846,170.0,53.6,0.0,0.0,TwoHandedPolearm,southern_spear_3_t3,,,eastern_javelin_3_t4,True,True,False,False,True,230.0,220.0,240.0,15.0,5.0,200.0,240.0,230.0,1,,380.0,9.0,20.0,68.0,73.0,20.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
44,A,skagosi_stoneborn_champion,Skagosi Stoneborn Champion,skagosi,31.0,6.0,main_or_minor_line,Cavalry,Skirmishers,61.1442,defensive_role_score,,61.14421037124523,69.2222512245362,87.27318626207676,54.55900906067209,0.0,81.95652173913044,30.46153846153846,184.0,54.49999999999999,0.0,0.0,TwoHandedPolearm,skagosi_spear,,,generic_javelin_1_t3,True,True,False,False,True,210.0,220.0,210.0,130.0,5.0,210.0,220.0,220.0,1,,420.0,9.0,90.0,60.0,70.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
45,A,dragonstone_horseman,Dragonstone Horseman,dragonstone,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,61.0989,defensive_role_score,,61.09886485797856,39.6518671513482,,56.19828617305391,0.0,81.95652173913044,0.0,156.0,48.05,0.0,0.0,TwoHandedPolearm,sturgia_lance_2_t5,,,,True,True,False,False,False,120.0,90.0,130.0,5.0,0.0,10.0,130.0,120.0,1,,500.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
46,A,clegane_horseman,Clegane Brigand,vlandia,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,61.0743,defensive_role_score,,61.07434707047936,46.26564654550616,,56.16961316009371,0.0,81.95652173913044,0.0,161.0,48.0,0.0,0.0,TwoHandedPolearm,sturgia_lance_1_t4,,,,True,True,False,False,False,80.0,10.0,150.0,5.0,0.0,10.0,130.0,110.0,1,,500.0,1.0,30.0,58.0,58.0,40.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
47,A,boneway_guardian,Boneway Guardian,aserai,31.0,6.0,main_or_minor_line,Cavalry,Skirmishers,61.0491,defensive_role_score,,61.04908135574828,75.82555293026849,87.24202773273355,54.447757770386495,0.0,81.95652173913044,30.46153846153846,168.0,51.849999999999994,0.0,0.0,TwoHandedPolearm,vlandia_lance_2_t4,,,western_javelin_2_t3,True,True,False,False,True,230.0,220.0,240.0,100.0,20.0,230.0,230.0,230.0,1,,280.0,1.0,18.0,60.0,73.0,20.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
48,A,myrish_cavalry,Myrish Cavalry,myrish,26.0,5.0,main_or_minor_line,Cavalry,Defensive Troops,60.9925,defensive_role_score,,60.9925277110534,39.63608825151671,,56.073927219700806,0.0,81.95652173913044,0.0,173.0,54.4,0.0,0.0,TwoHandedPolearm,western_spear_5_t4,,,,True,True,False,False,False,120.0,60.0,130.0,20.0,20.0,60.0,130.0,80.0,1,,450.0,1.0,18.0,60.0,73.0,20.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
