troop_id,name_raw,name,level,occupation,culture,default_group,is_basic_troop,is_hero,is_template,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,upgrade_targets,has_upgrade_targets,is_soldier
mp_light_infantry_aserai_hero,{=8qg72H8Z}Tribal Warrior,Tribal Warrior,15.0,Soldier,aserai,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,40.0,,,False,True
mp_shock_infantry_aserai_hero,{=guardnoun}Guard,Guard,25.0,Soldier,aserai,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,40.0,,,False,True
mp_skirmisher_aserai_hero,{=s9oED1IR}Skirmisher,Skirmisher,10.0,Soldier,aserai,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,40.0,,,False,True
mp_light_ranged_aserai_hero,{=ieiqOaZp}Archer,Archer,5.0,Soldier,aserai,Ranged,,,,50.0,50.0,50.0,100.0,100.0,100.0,40.0,,,False,True
mp_heavy_ranged_aserai_hero,{=veterantroop}Veteran,Veteran,20.0,Soldier,aserai,Ranged,,,,50.0,50.0,50.0,100.0,100.0,100.0,50.0,,,False,True
mp_light_cavalry_aserai_hero,{=8ba4tpRU}Jawwal,Jawwal,15.0,Soldier,aserai,Cavalry,,,,50.0,50.0,150.0,50.0,50.0,100.0,150.0,,,False,True
mp_heavy_cavalry_aserai_hero,{=gytrdYMU}Mamluke,Mamluke,30.0,Soldier,aserai,Cavalry,,,,50.0,50.0,150.0,50.0,50.0,100.0,150.0,,,False,True
mp_light_infantry_sturgia_hero,{=bHx8jaeI}Warrior,Warrior,10.0,Soldier,sturgia,Infantry,,,,50.0,50.0,150.0,20.0,20.0,100.0,40.0,,,False,True
mp_heavy_infantry_sturgia_hero,{=4C4WiTb2}Varyag,Varyag,36.0,Soldier,sturgia,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,50.0,,,False,True
mp_shock_infantry_sturgia_hero,{=RssJTUpL}Berserker,Berserker,25.0,Soldier,sturgia,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,40.0,,,False,True
mp_skirmisher_sturgia_hero,{=brigandmptroop}Brigand,Brigand,10.0,Soldier,sturgia,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,40.0,,,False,True
mp_light_ranged_sturgia_hero,{=huntertroop}Hunter,Hunter,5.0,Soldier,sturgia,Ranged,,,,50.0,50.0,50.0,100.0,100.0,100.0,40.0,,,False,True
mp_light_cavalry_sturgia_hero,{=cbnvgVhH}Raider,Raider,15.0,Soldier,sturgia,Cavalry,,,,50.0,50.0,150.0,50.0,50.0,100.0,150.0,,,False,True
mp_heavy_cavalry_sturgia_hero,{=k1Xr4rKn}Druzhinnik,Druzhinnik,30.0,Soldier,sturgia,Cavalry,,,,50.0,50.0,150.0,50.0,50.0,100.0,150.0,,,False,True
mp_light_infantry_battania_hero,{=HCzbW0hE}Clan Warrior,Clan Warrior,10.0,Soldier,battania,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,40.0,,,False,True
mp_heavy_infantry_battania_hero,{=fS5BIf3J}Oathsworn,Oathsworn,25.0,Soldier,battania,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,50.0,,,False,True
mp_shock_infantry_battania_hero,{=yDiWi6SO}Savage,Savage,25.0,Soldier,battania,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,40.0,,,False,True
mp_skirmisher_battania_hero,{=LLKreyq7}Wildling,Wildling,10.0,Soldier,battania,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,40.0,,,False,True
mp_light_ranged_battania_hero,{=09gOOa0h}Ranger,Ranger,5.0,Soldier,battania,Ranged,,,,50.0,50.0,50.0,100.0,100.0,100.0,40.0,,,False,True
mp_heavy_ranged_battania_hero,{=j5I7tYSd}Fiann,Fiann,20.0,Soldier,battania,Ranged,,,,50.0,50.0,50.0,100.0,100.0,100.0,50.0,,,False,True
mp_light_cavalry_battania_hero,{=ixqTFMVA}Mounted Warrior,Mounted Warrior,20.0,Soldier,battania,Cavalry,,,,50.0,50.0,150.0,50.0,50.0,100.0,150.0,,,False,True
mp_light_infantry_vlandia_troop,{=gLlheMwd}Peasant Levy,Peasant Levy,5.0,Soldier,vlandia,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,25.0,,,False,True
mp_shock_infantry_vlandia_troop,{=My0a4Miq}Voulgier,Voulgier,25.0,Soldier,vlandia,Infantry,,,,200.0,250.0,250.0,20.0,20.0,100.0,40.0,,,False,True
mp_heavy_infantry_vlandia_troop,{=g9VIbA9s}Sergeant,Sergeant,25.0,Soldier,vlandia,Infantry,,,,200.0,150.0,200.0,20.0,20.0,100.0,60.0,,,False,True
mp_light_ranged_vlandia_troop,{=Dq1sCO1y}Arbelist,Arbelist,5.0,Soldier,vlandia,Ranged,,,,50.0,50.0,50.0,100.0,250.0,100.0,50.0,,,False,True
mp_heavy_ranged_vlandia_troop,{=eM1qFKNs}Sharpshooter,Sharpshooter,20.0,Soldier,vlandia,Ranged,,,,100.0,100.0,50.0,100.0,250.0,100.0,75.0,,,False,True
mp_light_cavalry_vlandia_troop,{=Cp7dI87a}Vanguard,Vanguard,15.0,Soldier,vlandia,Cavalry,,,,150.0,100.0,200.0,50.0,50.0,100.0,200.0,,,False,True
mp_heavy_cavalry_vlandia_troop,{=WtEoXblx}Knight,Knight,30.0,Soldier,vlandia,Cavalry,,,,150.0,100.0,250.0,50.0,50.0,100.0,250.0,,,False,True
mp_heavy_infantry_empire_troop,{=CAYZDsAj}Legionary,Legionary,25.0,Soldier,empire,Infantry,,,,200.0,150.0,200.0,20.0,20.0,100.0,60.0,,,False,True
mp_shock_infantry_empire_troop,{=XeXJAB6a}Menavlion Infantry,Menavlion Infantry,25.0,Soldier,empire,Infantry,,,,200.0,250.0,200.0,20.0,20.0,100.0,40.0,,,False,True
mp_skirmisher_empire_troop,{=recruitTroopType}Recruit,Recruit,10.0,Soldier,empire,Infantry,,,,50.0,50.0,50.0,20.0,20.0,250.0,40.0,,,False,True
mp_light_ranged_empire_troop,{=TNQaD5p2}Archer Militia,Archer Militia,5.0,Soldier,empire,Ranged,,,,50.0,50.0,50.0,250.0,100.0,100.0,50.0,,,False,True
mp_heavy_ranged_empire_troop,{=NJRUb0C1}Palatine Guard,Palatine Guard,20.0,Soldier,empire,Ranged,,,,100.0,100.0,100.0,250.0,100.0,100.0,75.0,,,False,True
mp_light_cavalry_empire_troop,{=coursercavalryman}Courser,Courser,15.0,Soldier,empire,Cavalry,,,,150.0,100.0,200.0,50.0,50.0,100.0,200.0,,,False,True
mp_heavy_cavalry_empire_troop,{=ft6QaIms}Cataphract,Cataphract,30.0,Soldier,empire,Cavalry,,,,150.0,100.0,250.0,50.0,50.0,100.0,250.0,,,False,True
mp_light_infantry_khuzait_troop,{=naBbiK9v}Rabble,Rabble,5.0,Soldier,khuzait,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,50.0,,,False,True
mp_heavy_infantry_khuzait_troop,{=eIk6jaOG}Spear Infantry,Spear Infantry,25.0,Soldier,khuzait,Infantry,,,,200.0,150.0,200.0,20.0,20.0,100.0,85.0,,,False,True
mp_light_ranged_khuzait_troop,{=steppebowtroop}Steppe Bow,Steppe Bow,5.0,Soldier,khuzait,Ranged,,,,50.0,50.0,50.0,250.0,100.0,100.0,75.0,,,False,True
mp_heavy_ranged_khuzait_troop,{=lar4lfKR}Khan's Guard,Khan's Guard,20.0,Soldier,khuzait,Ranged,,,,100.0,100.0,100.0,250.0,100.0,100.0,100.0,,,False,True
mp_light_cavalry_khuzait_troop,{=afhXdjBU}Nomad,Nomad,15.0,Soldier,khuzait,Cavalry,,,,150.0,100.0,200.0,150.0,50.0,100.0,200.0,,,False,True
mp_heavy_cavalry_khuzait_troop,{=hchDYAKL}Lancer,Lancer,30.0,Soldier,khuzait,Cavalry,,,,150.0,100.0,250.0,200.0,50.0,100.0,250.0,,,False,True
mp_horse_archer_khuzait_troop,{=eU0uANvZ}Mounted Archer,Mounted Archer,15.0,Soldier,khuzait,HorseArcher,,,,150.0,100.0,100.0,250.0,100.0,100.0,250.0,,,False,True
mp_light_infantry_aserai_troop,{=8qg72H8Z}Tribal Warrior,Tribal Warrior,15.0,Soldier,aserai,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,25.0,,,False,True
mp_shock_infantry_aserai_troop,{=guardnoun}Guard,Guard,25.0,Soldier,aserai,Infantry,,,,200.0,250.0,200.0,20.0,20.0,100.0,40.0,,,False,True
mp_skirmisher_aserai_troop,{=s9oED1IR}Skirmisher,Skirmisher,10.0,Soldier,aserai,Infantry,,,,50.0,50.0,50.0,20.0,20.0,250.0,50.0,,,False,True
mp_light_ranged_aserai_troop,{=ieiqOaZp}Archer,Archer,5.0,Soldier,aserai,Ranged,,,,50.0,50.0,50.0,250.0,100.0,100.0,50.0,,,False,True
mp_heavy_ranged_aserai_troop,{=veterantroop}Veteran,Veteran,20.0,Soldier,aserai,Ranged,,,,100.0,100.0,50.0,250.0,100.0,100.0,75.0,,,False,True
mp_light_cavalry_aserai_troop,{=8ba4tpRU}Jawwal,Jawwal,15.0,Soldier,aserai,Cavalry,,,,150.0,100.0,200.0,50.0,50.0,100.0,200.0,,,False,True
mp_heavy_cavalry_aserai_troop,{=gytrdYMU}Mamluke,Mamluke,30.0,Soldier,aserai,Cavalry,,,,150.0,100.0,250.0,150.0,50.0,100.0,250.0,,,False,True
mp_light_infantry_sturgia_troop,{=bHx8jaeI}Warrior,Warrior,10.0,Soldier,sturgia,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,25.0,,,False,True
mp_heavy_infantry_sturgia_troop,{=4C4WiTb2}Varyag,Varyag,25.0,Soldier,sturgia,Infantry,,,,200.0,150.0,200.0,20.0,20.0,100.0,60.0,,,False,True
mp_shock_infantry_sturgia_troop,{=RssJTUpL}Berserker,Berserker,25.0,Soldier,sturgia,Infantry,,,,200.0,250.0,200.0,20.0,20.0,100.0,40.0,,,False,True
mp_skirmisher_sturgia_troop,{=brigandmptroop}Brigand,Brigand,10.0,Soldier,sturgia,Infantry,,,,50.0,50.0,50.0,20.0,20.0,250.0,50.0,,,False,True
mp_light_ranged_sturgia_troop,{=huntertroop}Hunter,Hunter,5.0,Soldier,sturgia,Ranged,,,,50.0,50.0,50.0,250.0,100.0,100.0,50.0,,,False,True
mp_light_cavalry_sturgia_troop,{=cbnvgVhH}Raider,Raider,15.0,Soldier,sturgia,Cavalry,,,,150.0,100.0,200.0,50.0,50.0,100.0,200.0,,,False,True
mp_heavy_cavalry_sturgia_troop,{=k1Xr4rKn}Druzhinnik,Druzhinnik,30.0,Soldier,sturgia,Cavalry,,,,150.0,100.0,250.0,50.0,50.0,100.0,250.0,,,False,True
mp_light_infantry_battania_troop,{=HCzbW0hE}Clan Warrior,Clan Warrior,10.0,Soldier,battania,Infantry,,,,50.0,50.0,50.0,20.0,20.0,100.0,25.0,,,False,True
mp_heavy_infantry_battania_troop,{=fS5BIf3J}Oathsworn,Oathsworn,25.0,Soldier,battania,Infantry,,,,200.0,150.0,200.0,20.0,20.0,100.0,60.0,,,False,True
mp_shock_infantry_battania_troop,{=yDiWi6SO}Savage,Savage,25.0,Soldier,battania,Infantry,,,,200.0,250.0,200.0,20.0,20.0,100.0,40.0,,,False,True
mp_skirmisher_battania_troop,{=LLKreyq7}Wildling,Wildling,10.0,Soldier,battania,Infantry,,,,50.0,50.0,50.0,20.0,20.0,250.0,50.0,,,False,True
mp_light_ranged_battania_troop,{=09gOOa0h}Ranger,Ranger,5.0,Soldier,battania,Ranged,,,,50.0,50.0,50.0,250.0,100.0,100.0,50.0,,,False,True
mp_heavy_ranged_battania_troop,{=j5I7tYSd}Fiann,Fiann,20.0,Soldier,battania,Ranged,,,,100.0,100.0,50.0,250.0,100.0,100.0,75.0,,,False,True
mp_light_cavalry_battania_troop,{=ixqTFMVA}Mounted Warrior,Mounted Warrior,20.0,Soldier,battania,Cavalry,,,,150.0,100.0,200.0,50.0,50.0,100.0,200.0,,,False,True
looter,{=urUwa4bf}Looter,Looter,6.0,Bandit,looters,Infantry,,,,40.0,20.0,30.0,20.0,,40.0,0.0,30.0,imperial_infantryman,True,False
deserter,{=C8DE6L73}Deserter,Deserter,11.0,Bandit,looters,Infantry,,,,40.0,10.0,20.0,15.0,,30.0,30.0,40.0,imperial_trained_infantryman,True,False
sea_raiders_bandit,,,,,sea_raiders,,,,,,,,,,,,,nord_axe_warrior,True,False
sea_raiders_raider,,,,,sea_raiders,,,,,,,,,,,,,nord_boandi,True,False
sea_raiders_chief,,,,,sea_raiders,,,,,,,,,,,,,nord_berserkr,True,False
mountain_bandits_bandit,{=9laVlEH9}Hillman,Hillman,11.0,Bandit,mountain_bandits,Infantry,,,,40.0,20.0,40.0,20.0,,30.0,15.0,40.0,mountain_bandits_raider|vlandian_infantry,True,False
mountain_bandits_raider,{=ZKdiaaFo}Brigand,Brigand,16.0,Bandit,mountain_bandits,Infantry,,,,40.0,60.0,70.0,40.0,,70.0,20.0,60.0,vlandian_billman|mountain_bandits_chief,True,False
mountain_bandits_chief,{=P6Md9DpR}Highwayman,Highwayman,21.0,Bandit,mountain_bandits,Cavalry,,,,100.0,100.0,110.0,80.0,,120.0,120.0,100.0,vlandian_champion,True,False
forest_bandits_bandit,{=HadsURl8}Bushwacker,Bushwacker,11.0,Bandit,forest_bandits,Ranged,,,,20.0,15.0,20.0,40.0,,20.0,30.0,40.0,forest_bandits_raider|battanian_raider,True,False
forest_bandits_raider,{=freebootertroop}Freebooter,Freebooter,16.0,Bandit,forest_bandits,Ranged,,,,70.0,70.0,30.0,70.0,,40.0,0.0,50.0,forest_bandits_chief|battanian_falxman,True,False
forest_bandits_chief,{=sFgODQ1q}Forest Bandit,Forest Bandit,21.0,Bandit,forest_bandits,Ranged,,,,120.0,80.0,80.0,150.0,,80.0,0.0,110.0,battanian_fian,True,False
desert_bandits_bandit,{=uOAnHN47}Bedouin Rover,Bedouin Rover,11.0,Bandit,desert_bandits,Infantry,,,,30.0,10.0,40.0,20.0,,40.0,20.0,20.0,desert_bandits_raider|aserai_skirmisher,True,False
desert_bandits_raider,{=0qDNS83n}Nomad Bandit,Nomad Bandit,16.0,Bandit,desert_bandits,Cavalry,,,,60.0,40.0,80.0,80.0,,0.0,40.0,60.0,desert_bandits_chief|aserai_mameluke_cavalry,True,False
desert_bandits_chief,{=cdbSCr6G}Harami,Harami,21.0,Bandit,desert_bandits,Cavalry,,,,100.0,80.0,120.0,40.0,,100.0,80.0,100.0,aserai_veteran_faris,True,False
steppe_bandits_bandit,{=ZA4bgJ5V}Steppe Bandit,Steppe Bandit,11.0,Bandit,steppe_bandits,Cavalry,,,,30.0,30.0,40.0,0.0,,20.0,40.0,20.0,steppe_bandits_raider|khuzait_raider,True,False
steppe_bandits_raider,{=Awc23bFS}Marauder,Marauder,16.0,Bandit,steppe_bandits,HorseArcher,,,,70.0,40.0,80.0,80.0,,40.0,100.0,40.0,steppe_bandits_chief|khuzait_lancer,True,False
steppe_bandits_chief,{=cbnvgVhH}Raider,Raider,21.0,Bandit,steppe_bandits,HorseArcher,,,,110.0,50.0,100.0,100.0,,60.0,100.0,60.0,khuzait_kheshig,True,False
sea_raiders_boss,,,,,sea_raiders,,,,,,,,,,,,,,False,False
mountain_bandits_boss,{=ziOBJSzR}Mountain Bandit Boss,Mountain Bandit Boss,26.0,Bandit,mountain_bandits,Infantry,,,,120.0,50.0,50.0,60.0,20.0,150.0,80.0,150.0,,False,False
forest_bandits_boss,{=dc2qxanZ}Forest Bandit Boss,Forest Bandit Boss,26.0,Bandit,forest_bandits,Ranged,,,,140.0,50.0,50.0,150.0,20.0,60.0,80.0,130.0,,False,False
desert_bandits_boss,{=Q2V4uQrr}Desert Bandit Boss,Desert Bandit Boss,26.0,Bandit,desert_bandits,Cavalry,,,,160.0,50.0,130.0,50.0,20.0,60.0,80.0,130.0,,False,False
steppe_bandits_boss,{=Bg63YFnh}Steppe Bandit Boss,Steppe Bandit Boss,26.0,Bandit,steppe_bandits,HorseArcher,,,,80.0,40.0,140.0,160.0,20.0,60.0,100.0,80.0,,False,False
mounted_pillager,{=C8hwcOdF}Mounted Pillager,Mounted Pillager,11.0,Bandit,looters,HorseArcher,true,,,20.0,15.0,10.0,30.0,5.0,15.0,40.0,40.0,,False,False
mounted_ransacker,{=J6Yksji5}Mounted Ransacker,Mounted Ransacker,16.0,Bandit,looters,Cavalry,,,,40.0,30.0,70.0,30.0,10.0,70.0,70.0,40.0,,False,False
caravan_leader_player_faction,{=7bjyJDaK}Player Faction Mercenaries Leader,Player Faction Mercenaries Leader,,Merchant,aserai,Infantry,,false,,,,,,,,,,,False,False
caravan_leader_empire,{=jHVTqyI4}Empire Mercenaries Leader,Empire Mercenaries Leader,,Merchant,empire,Infantry,,false,,,,,,,,,,,False,False
caravan_leader_sturgia,{=EsJ3Drv7}Sturgia Mercenaries Leader,Sturgia Mercenaries Leader,,Merchant,sturgia,Infantry,,false,,,,,,,,,,,False,False
caravan_leader_aserai,{=GIRpmax8}Aserai Mercenaries Leader,Aserai Mercenaries Leader,,Merchant,aserai,Infantry,,false,,,,,,,,,,,False,False
caravan_leader_vlandia,{=XhbgteUK}Vlandia Mercenaries Leader,Vlandia Mercenaries Leader,,Merchant,vlandia,Infantry,,false,,,,,,,,,,,False,False
caravan_leader_battania,{=y6E1CTsv}Battania Mercenaries Leader,Battania Mercenaries Leader,,Merchant,battania,Infantry,,false,,,,,,,,,,,False,False
caravan_leader_khuzait,{=VPis3atP}Khuzait Mercenaries Leader,Khuzait Mercenaries Leader,,Merchant,khuzait,Infantry,,false,,,,,,,,,,,False,False
caravan_leader_world,{=ugbfHGZ3}World Mercenaries Leader,World Mercenaries Leader,,Merchant,empire,Infantry,,false,,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_0_aserai,{=!}stage_2_page_0_branch_0_aserai,stage_2_page_0_branch_0_aserai,,Lord,aserai,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_0_battania,{=!}stage_2_page_0_branch_0_battania,stage_2_page_0_branch_0_battania,,Lord,battania,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_0_empire,{=!}stage_2_page_0_branch_0_empire,stage_2_page_0_branch_0_empire,,Lord,empire,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_0_khuzait,{=!}stage_2_page_0_branch_0_khuzait,stage_2_page_0_branch_0_khuzait,,Lord,khuzait,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_0_sturgia,{=!}stage_2_page_0_branch_0_sturgia,stage_2_page_0_branch_0_sturgia,,Lord,sturgia,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_0_vlandia,{=!}stage_2_page_0_branch_0_vlandia,stage_2_page_0_branch_0_vlandia,,Lord,vlandia,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_1_aserai,{=!}stage_2_page_0_branch_1_aserai,stage_2_page_0_branch_1_aserai,,Lord,aserai,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_1_battania,{=!}stage_2_page_0_branch_1_battania,stage_2_page_0_branch_1_battania,,Lord,battania,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_1_empire,{=!}stage_2_page_0_branch_1_empire,stage_2_page_0_branch_1_empire,,Lord,empire,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_1_khuzait,{=!}stage_2_page_0_branch_1_khuzait,stage_2_page_0_branch_1_khuzait,,Lord,khuzait,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_1_sturgia,{=!}stage_2_page_0_branch_1_sturgia,stage_2_page_0_branch_1_sturgia,,Lord,sturgia,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_1_vlandia,{=!}stage_2_page_0_branch_1_vlandia,stage_2_page_0_branch_1_vlandia,,Lord,vlandia,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_2_aserai,{=!}stage_2_page_0_branch_2_aserai,stage_2_page_0_branch_2_aserai,,Lord,aserai,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_2_battania,{=!}stage_2_page_0_branch_2_battania,stage_2_page_0_branch_2_battania,,Lord,battania,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_2_empire,{=!}stage_2_page_0_branch_2_empire,stage_2_page_0_branch_2_empire,,Lord,empire,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_2_khuzait,{=!}stage_2_page_0_branch_2_khuzait,stage_2_page_0_branch_2_khuzait,,Lord,khuzait,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_2_sturgia,{=!}stage_2_page_0_branch_2_sturgia,stage_2_page_0_branch_2_sturgia,,Lord,sturgia,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_2_vlandia,{=!}stage_2_page_0_branch_2_vlandia,stage_2_page_0_branch_2_vlandia,,Lord,vlandia,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_3_khuzait,{=!}stage_2_page_0_branch_3_khuzait,stage_2_page_0_branch_3_khuzait,,Lord,khuzait,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_3_battania,{=!}stage_2_page_0_branch_3_battania,stage_2_page_0_branch_3_battania,,Lord,battania,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_3_aserai,{=!}stage_2_page_0_branch_3_aserai,stage_2_page_0_branch_3_aserai,,Lord,aserai,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_3_empire,{=!}stage_2_page_0_branch_3_empire,stage_2_page_0_branch_3_empire,,Lord,empire,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_3_sturgia,{=!}stage_2_page_0_branch_3_sturgia,stage_2_page_0_branch_3_sturgia,,Lord,sturgia,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_3_vlandia,{=!}stage_2_page_0_branch_3_vlandia,stage_2_page_0_branch_3_vlandia,,Lord,vlandia,Infantry,,false,true,,,,,,,,,,False,False
child_education_templates_stage_2_page_0_branch_4_aserai,{=!}stage_2_page_0_branch_4_aserai,stage_2_page_0_branch_4_aserai,,Lord,aserai,Infantry,,false,true,,,,,,,,,,False,False
