source_troop_id,target_troop_id
gondor_loss_axe_thrower,gondor_loss_vet_axe_thrower
gondor_loss_axebearer,gondor_loss_vet_axebearer
gondor_loss_vet_axebearer,gondor_loss_guard
gondor_loss_guard,gondor_loss_vet_guard
gondor_loss_noble,gondor_loss_noble_veteran
gondor_loss_noble_veteran,gondor_loss_noble_sergeant
gondor_loss_noble_sergeant,gondor_loss_noble_warden
gondor_loss_noble_warden,gondor_loss_noble_captain
gondor_leb_militia,gondor_leb_skirmisher
gondor_leb_skirmisher,gondor_leb_archer
gondor_leb_skirmisher,gondor_leb_infantry
gondor_leb_archer,gondor_leb_vet_archer
gondor_leb_vet_archer,gondor_leb_longbowman
gondor_leb_infantry,gondor_leb_vet_infantry
gondor_leb_vet_infantry,gondor_leb_sea_guard
gondor_pel_skirmisher,gondor_pel_veteran
gondor_pel_veteran,gondor_pel_infantry
gondor_pel_infantry,gondor_pel_vet_infantry
gondor_pel_vet_infantry,gondor_pel_anchor_guard
gondor_lam_clansman,gondor_lam_footman
gondor_lam_footman,gondor_lam_swordman
gondor_lam_swordman,gondor_lam_vet_swordman
gondor_lam_vet_swordman,gondor_lam_hill_warden
gondor_cal_noble,gondor_cal_swordsman
gondor_cal_swordsman,gondor_cal_heavy_swordsman
gondor_cal_heavy_swordsman,gondor_cal_sergeant
gondor_cal_sergeant,gondor_cal_vale_knight
gondor_ring_peasant,gondor_ring_militia
gondor_ring_militia,gondor_ring_footman
gondor_ring_footman,gondor_ring_guardsman
gondor_ring_guardsman,gondor_ring_spearman
gondor_ring_spearman,gondor_ring_warden
gondor_bel_recruit,gondor_bel_hunter
gondor_bel_recruit,gondor_bel_footman
gondor_bel_hunter,gondor_bel_bowman
gondor_bel_bowman,gondor_bel_archer
gondor_bel_archer,gondor_bel_vet_archer
gondor_bel_footman,gondor_bel_soldier
gondor_bel_soldier,gondor_bel_infantry
gondor_bel_infantry,gondor_bel_vet_infantry
gondor_bel_vet_infantry,gondor_bel_coastguard
gondor_da_noble,gondor_da_footman
gondor_da_footman,gondor_da_squire
gondor_da_footman,gondor_da_infantry
gondor_da_squire,gondor_da_cavalry
gondor_da_cavalry,gondor_da_knight
gondor_da_knight,gondor_da_vet_knight
gondor_da_vet_knight,gondor_da_swan_knight
gondor_da_infantry,gondor_da_vet_infantry
gondor_da_vet_infantry,gondor_da_foot_knight
gondor_da_foot_knight,gondor_da_swan_guard
gondor_lin_noble,gondor_lin_footman
gondor_lin_footman,gondor_lin_spearman
gondor_lin_spearman,gondor_lin_vet_spearman
gondor_lin_vet_spearman,gondor_lin_high_guard
gondor_tol_arbalest,gondor_tol_crossbowman
gondor_tol_crossbowman,gondor_tol_vet_crossbowman
gondor_tol_vet_crossbowman,gondor_tol_marksman
gondor_tol_marksman,gondor_tol_sharpshooter
gondor_pg_volunteer,gondor_pg_militia
gondor_pg_militia,gondor_pg_footman
gondor_pg_footman,gondor_pg_archer
gondor_pg_footman,gondor_pg_spearman
gondor_pg_archer,gondor_pg_vet_archer
gondor_pg_spearman,gondor_pg_vet_spearman
gondor_pg_spearman,gondor_pg_cavalry
gondor_pg_vet_spearman,gondor_pg_spearwarden
gondor_arn_noble,gondor_arn_noble_t4
gondor_arn_noble_t4,gondor_arn_cavalry
gondor_arn_noble_t4,gondor_arn_infantry
gondor_arn_cavalry,gondor_arn_knight
gondor_arn_knight,gondor_arn_vet_knight
gondor_arn_vet_knight,gondor_arn_hill_knight
gondor_arn_infantry,gondor_arn_vet_infantry
gondor_arn_vet_infantry,gondor_arn_foot_knight
gondor_brv_bowman,gondor_brv_scout
gondor_brv_scout,gondor_brv_archer
gondor_brv_archer,gondor_brv_vet_archer
gondor_brv_vet_archer,gondor_brv_ranger
gondor_brv_vet_archer,gondor_brv_shadowhunter
gondor_brv_ranger,gondor_brv_shadowbow
gondor_anf_levy,gondor_anf_militia
gondor_anf_militia,gondor_anf_footman
gondor_anf_footman,gondor_anf_guardsman
gondor_anf_footman,gondor_anf_cavalry
gondor_anf_guardsman,gondor_anf_infantry
gondor_anf_infantry,gondor_anf_vet_infantry
gondor_anf_cavalry,gondor_anf_vet_cavalry
gondor_ser_noble,gondor_ser_veteran
gondor_ser_veteran,gondor_ser_pikeman
gondor_ser_veteran,gondor_ser_maceman
gondor_ser_pikeman,gondor_ser_pikewarden
gondor_ser_pikewarden,gondor_ser_phalanx
gondor_ser_maceman,gondor_ser_vet_maceman
gondor_ser_vet_maceman,gondor_ser_coastwarden
gondor_lg_noble,gondor_lg_crossbowman
gondor_lg_crossbowman,gondor_lg_pavise_crossbowman
gondor_lg_pavise_crossbowman,gondor_lg_pavise_guard
gondor_lg_pavise_guard,gondor_lg_haven_guard
gondor_har_conscript,gondor_har_militia
gondor_har_militia,gondor_har_footman
gondor_har_militia,gondor_har_skirmisher
gondor_har_footman,gondor_har_guardsman
gondor_har_guardsman,gondor_har_infantry
gondor_har_infantry,gondor_har_frontier_guard
gondor_har_skirmisher,gondor_har_vet_skirmisher
gondor_har_vet_skirmisher,gondor_har_javelineer
gondor_met_noble,gondor_met_glaiveman
gondor_met_noble,gondor_met_archer
gondor_met_glaiveman,gondor_met_glaive_guard
gondor_met_glaive_guard,gondor_met_sun_warden
gondor_met_sun_warden,gondor_met_sun_knight
gondor_met_archer,gondor_met_vet_archer
gondor_met_vet_archer,gondor_met_composite_archer
gondor_ith_watcher,gondor_ith_veteran
gondor_ith_veteran,gondor_ith_sergeant
gondor_ith_veteran,gondor_ith_longbowman
gondor_ith_sergeant,gondor_ith_captain
gondor_ith_longbowman,gondor_ith_sharpshooter
gondor_ith_sharpshooter,gondor_ith_moon_guard
gondor_ca_noble,gondor_ca_veteran
gondor_ca_veteran,gondor_ca_spearman
gondor_ca_veteran,gondor_ca_infantry
gondor_ca_spearman,gondor_ca_pikeman
gondor_ca_pikeman,gondor_ca_pikewarden
gondor_ca_infantry,gondor_ca_guard
gondor_ca_guard,gondor_ca_warden
gondor_osg_veteran,gondor_osg_skirmisher
gondor_osg_skirmisher,gondor_osg_infantry
gondor_osg_skirmisher,gondor_osg_archer
gondor_osg_infantry,gondor_osg_guard
gondor_osg_guard,gondor_osg_dome_guard
gondor_osg_archer,gondor_osg_longbowman
gondor_mt_trainee,gondor_mt_veteran
gondor_mt_veteran,gondor_mt_sergeant
gondor_mt_veteran,gondor_mt_longbowman
gondor_mt_sergeant,gondor_mt_captain
gondor_mt_captain,gondor_mt_fountain_guard
gondor_mt_longbowman,gondor_mt_sharpshooter
gondor_ano_peasant,gondor_ano_militia
gondor_ano_peasant,gondor_ano_archer_militia
gondor_ano_militia,gondor_ano_footman
gondor_ano_footman,gondor_ano_guardsman
gondor_ano_footman,gondor_ano_mt_cavalry
gondor_ano_guardsman,gondor_ano_infantry
gondor_ano_infantry,gondor_ano_vet_infantry
gondor_ano_mt_cavalry,gondor_ano_mt_heavy_cavalry
gondor_ano_mt_heavy_cavalry,gondor_ano_mt_knight
gondor_ano_archer_militia,gondor_ano_skirmisher
gondor_ano_skirmisher,gondor_ano_bowman
gondor_ano_bowman,gondor_ano_archer
gondor_pg_cavalry,gondor_pg_vet_cavalry
gundabad_snaga,gundabad_grunt
gundabad_hunter,gundabad_warg_tamer
gundabad_hunter,gundabad_lurker
gundabad_grunt,gundabad_fighter
gundabad_grunt,gundabad_guard
gundabad_warg_tamer,gundabad_tracker
gundabad_tracker,gundabad_dread_rider_of_the_tower
gundabad_scout,gundabad_despoiler_of_the_vale
gundabad_lurker,gundabad_sentry
gundabad_sentry,gundabad_archer
gundabad_fighter,gundabad_brute
gundabad_fighter,gundabad_sword_warrior
gundabad_guard,gundabad_spear_warrior
gundabad_brute,gundabad_veteran_sword_warrior
gundabad_berserker,gundabad_veteran_berserker
gundabad_sword_warrior,gundabad_berserker
gundabad_veteran_sword_warrior,gundabad_chosen_of_tharzog
gundabad_chosen_of_tharzog,gundabad_bolgs_ironfang
gundabad_spear_warrior,gundabad_warg_tamer
gundabad_spear_warrior,gundabad_veteran_spear_warrior
gundabad_veteran_spear_warrior,gundabad_guardian_of_the_tower
harad_levy,harad_militia
harad_levy,harad_skirmisher
harad_militia,harad_spearfighter
harad_militia,harad_swordfighter
harad_militia,harad_camelscout
harad_skirmisher,harad_archer
harad_spearfighter,harad_spearguard
harad_swordfighter,harad_footman
harad_archer,harad_marksman
harad_camelscout,harad_camelrider
harad_spearguard,harad_sunlance
harad_footman,harad_bronzefang
harad_marksman,harad_vipereye
harad_camelrider,harad_camel_lancer
harad_sunlance,harad_warlance
harad_bronzefang,harad_champion
harad_vipereye,harad_serpent_eye
harad_noble,harad_sandblade
harad_sandblade,harad_gildedfang
harad_sandblade,harad_horsearcher
harad_gildedfang,harad_serpentguard
harad_horsearcher,harad_serpenthorsearcher
harad_serpentguard,harad_fangking
urukhai_recruit,urukhai_fighter
urukhai_fighter,urukhai_warrior
urukhai_fighter,urukhai_skirmisher
urukhai_fighter,urukhai_scout
orc_warg_scout,orc_warg_overseer
urukhai_scout,urukhai_tracker
urukhai_warrior,urukhai_spearman
urukhai_warrior,urukhai_swordman
urukhai_warrior,urukhai_feller
urukhai_feller,urukhai_slayer
orc_warg_overseer,orc_warg_enforcer
urukhai_skirmisher,urukhai_arbalest
orc_warg_enforcer,orc_warg_lieutenant
urukhai_spearman,urukhai_pikeman
urukhai_spearman,urukhai_veteranspearman
urukhai_swordman,urukhai_infantry
urukhai_swordman,urukhai_champion
urukhai_slayer,urukhai_reaver
urukhai_tracker,urukhai_archer
urukhai_arbalest,urukhai_crossbowman
urukhai_pikeman,urukhai_veteranpikeman
urukhai_veteranspearman,urukhai_pavise
urukhai_infantry,urukhai_veteraninfantry
urukhai_champion,urukhai_berserker
urukhai_crossbowman,urukhai_veterancrossbowman
urukhai_berserker,urukhai_nazg_hai
orthanc_chosen,orthanc_guard
orthanc_guard,orthanc_warden
orthanc_warden,orthanc_bodyguard
isengard_militia_spearman,isengard_militia_veteran_spearman
isengard_militia_archer,isengard_militia_veteran_archer
isengard_orc_berserker,isengard_orc_ravager
isengard_orc_warg_scout_v2,isengard_orc_warg_rider_v2
isengard_orc_warrior,isengard_orc_marauder
isengard_orc_warg_rider_v2,isengard_orc_warg_raider_v2
isengard_orc_warg_raider_v2,isengard_orc_warg_ravager_v2
isengard_orc_marauder,isengard_orc_reaver
isengard_orc_butcher,isengard_orc_slayer
isengard_orc_grunt,isengard_orc_brawler
isengard_orc_grunt,isengard_orc_berserker
isengard_orc_grunt,isengard_orc_warg_scout_v2
isengard_orc_ravager,isengard_orc_butcher
isengard_orc_brawler,isengard_orc_warrior
mirkwood_recruit,mirkwood_woodsman
mirkwood_recruit,mirkwood_guards
