troop_id,tree_root_id,upgrade_depth,tree_tier,upgrade_path,line_status,line_status_corrected,name,level,occupation,culture,default_group,has_upgrade_targets
battanian_highborn_warrior,battanian_highborn_youth,2,2,battanian_highborn_youth|battanian_highborn_warrior,noble_line,noble_line,Battanian Highborn Warrior,16.0,Soldier,battania,Ranged,True
battanian_highborn_youth,battanian_highborn_youth,1,1,battanian_highborn_youth,noble_line,noble_line,Battanian Highborn Youth,11.0,Soldier,battania,Ranged,True
battanian_horseman,battanian_volunteer,5,5,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_scout|battanian_horseman,main_or_minor_line,main_or_minor_line,Battanian Horseman,26.0,Soldier,battania,Cavalry,False
battanian_marine_t4,battanian_marine_t4,1,1,battanian_marine_t4,main_or_minor_line,main_or_minor_line,Battanian River Raider,21.0,Soldier,battania,Infantry,True
battanian_marine_t5,battanian_marine_t4,2,2,battanian_marine_t4|battanian_marine_t5,main_or_minor_line,main_or_minor_line,Battanian Skipari,26.0,Soldier,battania,Infantry,False
battanian_oathsworn,battanian_volunteer,5,5,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_picked_warrior|battanian_oathsworn,main_or_minor_line,main_or_minor_line,Battanian Oathsworn,26.0,Soldier,battania,Infantry,False
battanian_picked_warrior,battanian_volunteer,4,4,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_picked_warrior,main_or_minor_line,main_or_minor_line,Battanian Picked Warrior,21.0,Soldier,battania,Infantry,True
battanian_raider,battanian_volunteer,3,3,battanian_volunteer|battanian_woodrunner|battanian_raider,main_or_minor_line,main_or_minor_line,Battanian Raider,16.0,Soldier,battania,Infantry,True
battanian_scout,battanian_volunteer,4,4,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_scout,main_or_minor_line,main_or_minor_line,Battanian Scout,21.0,Soldier,battania,Cavalry,True
battanian_trained_warrior,battanian_volunteer,3,3,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior,main_or_minor_line,main_or_minor_line,Battanian Trained Warrior,16.0,Soldier,battania,Infantry,True
battanian_veteran_falxman,battanian_volunteer,5,5,battanian_volunteer|battanian_woodrunner|battanian_raider|battanian_falxman|battanian_veteran_falxman,main_or_minor_line,main_or_minor_line,Battanian Veteran Falxman,26.0,Soldier,battania,Infantry,False
battanian_volunteer,battanian_volunteer,1,1,battanian_volunteer,main_or_minor_line,main_or_minor_line,Battanian Volunteer,6.0,Soldier,battania,Infantry,True
battanian_woodrunner,battanian_volunteer,2,2,battanian_volunteer|battanian_woodrunner,main_or_minor_line,main_or_minor_line,Battanian Wood Runner,11.0,Soldier,battania,Infantry,True
battlemaster_of_the_first_age,imladris_recruit,5,5,imladris_recruit|imladris_infantry|imladris_swordguard|imladris_nobleman|battlemaster_of_the_first_age,main_or_minor_line,main_or_minor_line,[Rivendell] Battlemaster of the First Age,41.0,Soldier,rivendell,Infantry,False
beni_zilal_tier_1,beni_zilal_tier_1,1,1,beni_zilal_tier_1,main_or_minor_line,main_or_minor_line,Beni Zilal Recruit,11.0,Soldier,aserai,Cavalry,True
beni_zilal_tier_2,beni_zilal_tier_1,2,2,beni_zilal_tier_1|beni_zilal_tier_2,main_or_minor_line,main_or_minor_line,Beni Zilal Soldier,16.0,Soldier,aserai,Cavalry,True
beni_zilal_tier_3,beni_zilal_tier_1,3,3,beni_zilal_tier_1|beni_zilal_tier_2|beni_zilal_tier_3,main_or_minor_line,main_or_minor_line,Beni Zilal Royal Guard,21.0,Soldier,aserai,Cavalry,False
black_sun_archer,black_sun_trainee,4,4,black_sun_trainee|black_sun_footman|black_sun_scout|black_sun_archer,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Archer,26.0,Soldier,khuzait,Ranged,True
black_sun_chosen_marksman,black_sun_trainee,7,7,black_sun_trainee|black_sun_footman|black_sun_scout|black_sun_archer|black_sun_longbowman|black_sun_marksman|black_sun_chosen_marksman,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Chosen Marksman,41.0,Soldier,khuzait,Ranged,False
black_sun_executioner,black_sun_trainee,5,5,black_sun_trainee|black_sun_footman|black_sun_raider|black_sun_reaver|black_sun_executioner,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Executioner,31.0,Soldier,khuzait,Infantry,True
black_sun_footman,black_sun_trainee,2,2,black_sun_trainee|black_sun_footman,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Footman,16.0,Soldier,khuzait,Infantry,True
black_sun_longbowman,black_sun_trainee,5,5,black_sun_trainee|black_sun_footman|black_sun_scout|black_sun_archer|black_sun_longbowman,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Longbowman,31.0,Soldier,khuzait,Ranged,True
black_sun_marksman,black_sun_trainee,6,6,black_sun_trainee|black_sun_footman|black_sun_scout|black_sun_archer|black_sun_longbowman|black_sun_marksman,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Marksman,36.0,Soldier,khuzait,Ranged,True
black_sun_raider,black_sun_trainee,3,3,black_sun_trainee|black_sun_footman|black_sun_raider,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Raider,21.0,Soldier,khuzait,Infantry,True
black_sun_reaver,black_sun_trainee,4,4,black_sun_trainee|black_sun_footman|black_sun_raider|black_sun_reaver,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Reaver,26.0,Soldier,khuzait,Infantry,True
black_sun_scourge,black_sun_trainee,6,6,black_sun_trainee|black_sun_footman|black_sun_raider|black_sun_reaver|black_sun_executioner|black_sun_scourge,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Scourge,36.0,Soldier,khuzait,Infantry,False
black_sun_scout,black_sun_trainee,3,3,black_sun_trainee|black_sun_footman|black_sun_scout,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Scout,21.0,Soldier,khuzait,Ranged,True
black_sun_trainee,black_sun_trainee,1,1,black_sun_trainee,main_or_minor_line,main_or_minor_line,[Rhûn] Black Sun Trainee,11.0,Soldier,khuzait,Infantry,True
borrowed_troop,borrowed_troop,1,1,borrowed_troop,main_or_minor_line,main_or_minor_line,Borrowed Troop,6.0,Soldier,empire,Infantry,True
brotherhood_of_woods_tier_1,brotherhood_of_woods_tier_1,1,1,brotherhood_of_woods_tier_1,main_or_minor_line,main_or_minor_line,Sprout,11.0,Soldier,vlandia,Ranged,True
brotherhood_of_woods_tier_2,brotherhood_of_woods_tier_1,2,2,brotherhood_of_woods_tier_1|brotherhood_of_woods_tier_2,main_or_minor_line,main_or_minor_line,Sapling,16.0,Soldier,vlandia,Ranged,True
brotherhood_of_woods_tier_3,brotherhood_of_woods_tier_1,3,3,brotherhood_of_woods_tier_1|brotherhood_of_woods_tier_2|brotherhood_of_woods_tier_3,main_or_minor_line,main_or_minor_line,Arboreal,21.0,Soldier,vlandia,Ranged,False
bucellarii,imperial_recruit,5,5,imperial_recruit|imperial_archer|imperial_trained_archer|imperial_veteran_archer|bucellarii,main_or_minor_line,main_or_minor_line,Imperial Bucellarii,26.0,Soldier,empire,HorseArcher,False
company_of_the_boar_tier_1,company_of_the_boar_tier_1,1,1,company_of_the_boar_tier_1,main_or_minor_line,main_or_minor_line,Boar Novice,11.0,Soldier,vlandia,Ranged,True
company_of_the_boar_tier_2,company_of_the_boar_tier_1,2,2,company_of_the_boar_tier_1|company_of_the_boar_tier_2,main_or_minor_line,main_or_minor_line,Boar Veteran,16.0,Soldier,vlandia,Ranged,True
company_of_the_boar_tier_3,company_of_the_boar_tier_1,3,3,company_of_the_boar_tier_1|company_of_the_boar_tier_2|company_of_the_boar_tier_3,main_or_minor_line,main_or_minor_line,Boar Champion,21.0,Soldier,vlandia,Ranged,False
dale_black_arrow_marksman,dale_squire,5,5,dale_squire|dale_bowman|dale_longbowman|dale_royal_archer|dale_black_arrow_marksman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Barding,31.0,Soldier,sturgia,Ranged,False
dale_bowman,dale_squire,2,2,dale_squire|dale_bowman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Yeoman,16.0,Soldier,sturgia,Ranged,True
dale_crossbowman,dale_squire,2,2,dale_squire|dale_crossbowman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Crossbowman,16.0,Soldier,sturgia,Ranged,True
dale_dalian_mariner,dale_squire,4,4,dale_squire|dale_riverman|dale_shipman|dale_dalian_mariner,main_or_minor_line,main_or_minor_line,[Dale] Dalian Mariner,26.0,Soldier,sturgia,Infantry,False
dale_footman,dale_recruit,3,3,dale_recruit|dale_militia|dale_footman,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Patrolman,16.0,Soldier,sturgia,Infantry,True
dale_guardsman,dale_squire,3,3,dale_squire|dale_man_at_arms|dale_guardsman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Guardsman,21.0,Soldier,sturgia,Infantry,True
dale_kings_guard,dale_squire,5,5,dale_squire|dale_outrider|dale_royal_cavalier|dale_kinsman_of_eorl|dale_kings_guard,main_or_minor_line,main_or_minor_line,[Dale] Dalian King's Guard,31.0,Soldier,sturgia,Cavalry,False
dale_kinsman_of_eorl,dale_squire,4,4,dale_squire|dale_outrider|dale_royal_cavalier|dale_kinsman_of_eorl,main_or_minor_line,main_or_minor_line,[Dale] Dalian Heavy Cavalry,26.0,Soldier,sturgia,Cavalry,True
dale_knight,dale_squire,3,3,dale_squire|dale_outrider|dale_knight,main_or_minor_line,main_or_minor_line,[Dale] Dalian Northman Scout,21.0,Soldier,sturgia,Cavalry,True
dale_lake_town_hearthguard,dale_recruit,6,6,dale_recruit|dale_militia|dale_footman|dale_spearman|dale_veteran_spearman|dale_lake_town_hearthguard,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Hearthguard,31.0,Soldier,sturgia,Infantry,False
dale_lake_town_mariner,dale_recruit,4,4,dale_recruit|dale_militia|dale_lake_town_skirmisher|dale_lake_town_mariner,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Veteran Watchman,21.0,Soldier,sturgia,Infantry,True
dale_lake_town_skirmisher,dale_recruit,3,3,dale_recruit|dale_militia|dale_lake_town_skirmisher,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Watchman,16.0,Soldier,sturgia,Infantry,True
dale_lake_town_veteran,dale_recruit,5,5,dale_recruit|dale_militia|dale_lake_town_skirmisher|dale_lake_town_mariner|dale_lake_town_veteran,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Officer of the Watch,26.0,Soldier,sturgia,Infantry,False
dale_longbowman,dale_squire,3,3,dale_squire|dale_bowman|dale_longbowman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Bowman,21.0,Soldier,sturgia,Ranged,True
dale_man_at_arms,dale_squire,2,2,dale_squire|dale_man_at_arms,main_or_minor_line,main_or_minor_line,[Dale] Dalian Militia,16.0,Soldier,sturgia,Infantry,True
dale_master_crossbowman,dale_squire,5,5,dale_squire|dale_crossbowman|dale_veteran_crossbowman|dale_royal_crossbowman|dale_master_crossbowman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Royal Crossbowman,31.0,Soldier,sturgia,Ranged,False
dale_militia,dale_recruit,2,2,dale_recruit|dale_militia,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Militia,11.0,Soldier,sturgia,Infantry,True
dale_militia_archer,dale_militia_archer,1,1,dale_militia_archer,main_or_minor_line,main_or_minor_line,[Dale] Militia Archer,6.0,Soldier,sturgia,Ranged,True
dale_militia_spearman,dale_militia_spearman,1,1,dale_militia_spearman,main_or_minor_line,main_or_minor_line,[Dale] Militia Spearman,6.0,Soldier,sturgia,Infantry,True
dale_militia_veteran_archer,dale_militia_archer,2,2,dale_militia_archer|dale_militia_veteran_archer,main_or_minor_line,main_or_minor_line,[Dale] Veteran Militia Archer,16.0,Soldier,sturgia,Ranged,False
dale_militia_veteran_spearman,dale_militia_spearman,2,2,dale_militia_spearman|dale_militia_veteran_spearman,main_or_minor_line,main_or_minor_line,[Dale] Veteran Militia Spearman,16.0,Soldier,sturgia,Infantry,False
dale_outrider,dale_squire,2,2,dale_squire|dale_outrider,main_or_minor_line,main_or_minor_line,[Dale] Dalian Merchant Guard,16.0,Soldier,sturgia,Cavalry,True
dale_recruit,dale_recruit,1,1,dale_recruit,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Peasant,6.0,Soldier,sturgia,Infantry,True
dale_riverman,dale_squire,2,2,dale_squire|dale_riverman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Riverman,16.0,Soldier,sturgia,Infantry,True
dale_royal_archer,dale_squire,4,4,dale_squire|dale_bowman|dale_longbowman|dale_royal_archer,main_or_minor_line,main_or_minor_line,[Dale] Dalian Marksman,26.0,Soldier,sturgia,Ranged,True
dale_royal_cavalier,dale_squire,3,3,dale_squire|dale_outrider|dale_royal_cavalier,main_or_minor_line,main_or_minor_line,[Dale] Dalian Cavalry,21.0,Soldier,sturgia,Cavalry,True
dale_royal_crossbowman,dale_squire,4,4,dale_squire|dale_crossbowman|dale_veteran_crossbowman|dale_royal_crossbowman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Master Crossbowman,26.0,Soldier,sturgia,Ranged,True
dale_royal_guard,dale_squire,4,4,dale_squire|dale_man_at_arms|dale_guardsman|dale_royal_guard,main_or_minor_line,main_or_minor_line,[Dale] Dalian Swordsman,26.0,Soldier,sturgia,Infantry,True
dale_running_river_warden,dale_squire,5,5,dale_squire|dale_man_at_arms|dale_guardsman|dale_royal_guard|dale_running_river_warden,main_or_minor_line,main_or_minor_line,[Dale] Dalian Royal Swordsman,31.0,Soldier,sturgia,Infantry,False
dale_shipman,dale_squire,3,3,dale_squire|dale_riverman|dale_shipman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Shipman,21.0,Soldier,sturgia,Infantry,True
dale_spearman,dale_recruit,4,4,dale_recruit|dale_militia|dale_footman|dale_spearman,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Pikeman,21.0,Soldier,sturgia,Infantry,True
dale_squire,dale_squire,1,1,dale_squire,main_or_minor_line,main_or_minor_line,[Dale] Dalian Levy,11.0,Soldier,sturgia,Infantry,True
dale_veteran_crossbowman,dale_squire,3,3,dale_squire|dale_crossbowman|dale_veteran_crossbowman,main_or_minor_line,main_or_minor_line,[Dale] Dalian Veteran Crossbowman,21.0,Soldier,sturgia,Ranged,True
dale_veteran_northman_scout,dale_squire,4,4,dale_squire|dale_outrider|dale_knight|dale_veteran_northman_scout,main_or_minor_line,main_or_minor_line,[Dale] Dalian Veteran Northman Scout,26.0,Soldier,sturgia,Cavalry,False
dale_veteran_spearman,dale_recruit,5,5,dale_recruit|dale_militia|dale_footman|dale_spearman|dale_veteran_spearman,main_or_minor_line,main_or_minor_line,[Dale] Lake-Town Veteran Pikeman,26.0,Soldier,sturgia,Infantry,True
darkhun_cavalry,darkhun_recruit,4,4,darkhun_recruit|darkhun_footman|darkhun_horseman|darkhun_cavalry,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Cavalry,26.0,Soldier,khuzait,Cavalry,True
darkhun_cultist_knight,darkhun_recruit,7,7,darkhun_recruit|darkhun_footman|darkhun_horseman|darkhun_cavalry|darkhun_veteran_cavalry|darkhun_knight|darkhun_cultist_knight,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Cultist Knight,41.0,Soldier,khuzait,Cavalry,False
darkhun_footman,darkhun_recruit,2,2,darkhun_recruit|darkhun_footman,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Footman,16.0,Soldier,khuzait,Infantry,True
darkhun_guard,darkhun_recruit,5,5,darkhun_recruit|darkhun_footman|darkhun_infantry|darkhun_veteran_infantry|darkhun_guard,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Guard,31.0,Soldier,khuzait,Infantry,True
darkhun_horseman,darkhun_recruit,3,3,darkhun_recruit|darkhun_footman|darkhun_horseman,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Horseman,21.0,Soldier,khuzait,Cavalry,True
darkhun_infantry,darkhun_recruit,3,3,darkhun_recruit|darkhun_footman|darkhun_infantry,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Infantry,21.0,Soldier,khuzait,Infantry,True
darkhun_ironbound,darkhun_recruit,6,6,darkhun_recruit|darkhun_footman|darkhun_infantry|darkhun_veteran_infantry|darkhun_guard|darkhun_ironbound,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Ironbound,36.0,Soldier,khuzait,Infantry,False
darkhun_knight,darkhun_recruit,6,6,darkhun_recruit|darkhun_footman|darkhun_horseman|darkhun_cavalry|darkhun_veteran_cavalry|darkhun_knight,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Knight,36.0,Soldier,khuzait,Cavalry,True
darkhun_recruit,darkhun_recruit,1,1,darkhun_recruit,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Recruit,11.0,Soldier,khuzait,Infantry,True
darkhun_veteran_cavalry,darkhun_recruit,5,5,darkhun_recruit|darkhun_footman|darkhun_horseman|darkhun_cavalry|darkhun_veteran_cavalry,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Veteran Cavalry,31.0,Soldier,khuzait,Cavalry,True
darkhun_veteran_infantry,darkhun_recruit,4,4,darkhun_recruit|darkhun_footman|darkhun_infantry|darkhun_veteran_infantry,main_or_minor_line,main_or_minor_line,[Rhûn] Darkhûn Veteran Infantry,26.0,Soldier,khuzait,Infantry,True
dg_fell_warg_rider,dg_orc_recruit,6,6,dg_orc_recruit|dg_warg_scout|dg_warg_raider|dg_warg_skirmisher|dg_warg_red_fang|dg_fell_warg_rider,main_or_minor_line,main_or_minor_line,[Dol Guldur] Fell Ravager,36.0,Soldier,dolguldur,Cavalry,False
dg_goblin_archer,dg_goblin_slave,4,4,dg_goblin_slave|dg_goblin_crawler|dg_goblin_hunter|dg_goblin_archer,main_or_minor_line,main_or_minor_line,[Dol Guldur] Goblin Archer,21.0,Soldier,dolguldur,Ranged,True
dg_goblin_crawler,dg_goblin_slave,2,2,dg_goblin_slave|dg_goblin_crawler,main_or_minor_line,main_or_minor_line,[Dol Guldur] Goblin Crawler,6.0,Soldier,dolguldur,Infantry,True
dg_goblin_fellbow,dg_goblin_slave,5,5,dg_goblin_slave|dg_goblin_crawler|dg_goblin_hunter|dg_goblin_archer|dg_goblin_fellbow,main_or_minor_line,main_or_minor_line,[Dol Guldur] Goblin Fellbow,26.0,Soldier,dolguldur,Ranged,False
dg_goblin_harrier,dg_goblin_slave,2,2,dg_goblin_slave|dg_goblin_harrier,main_or_minor_line,main_or_minor_line,[Dol Guldur] Goblin Harrier,6.0,Soldier,dolguldur,Infantry,True
dg_goblin_hunter,dg_goblin_slave,3,3,dg_goblin_slave|dg_goblin_crawler|dg_goblin_hunter,main_or_minor_line,main_or_minor_line,[Dol Guldur] Goblin Hunter,11.0,Soldier,dolguldur,Ranged,True
dg_goblin_impaler,dg_goblin_slave,4,4,dg_goblin_slave|dg_goblin_harrier|dg_goblin_skirmisher|dg_goblin_impaler,main_or_minor_line,main_or_minor_line,[Dol Guldur] Goblin Impaler,21.0,Soldier,dolguldur,Infantry,False
dg_goblin_skirmisher,dg_goblin_slave,3,3,dg_goblin_slave|dg_goblin_harrier|dg_goblin_skirmisher,main_or_minor_line,main_or_minor_line,[Dol Guldur] Goblin Skirmisher,16.0,Soldier,dolguldur,Infantry,True
dg_goblin_slave,dg_goblin_slave,1,1,dg_goblin_slave,main_or_minor_line,main_or_minor_line,[Dol Guldur] Goblin Runt,1.0,Soldier,dolguldur,Infantry,True
dg_khamul_shadow_archer,dg_khamul_shadow_initiate,3,3,dg_khamul_shadow_initiate|dg_khamul_shadow_disciple|dg_khamul_shadow_archer,main_or_minor_line,main_or_minor_line,[Dol Guldur] Shadow Archer,31.0,Soldier,dolguldur,Ranged,True
dg_khamul_shadow_bowman,dg_khamul_shadow_initiate,6,6,dg_khamul_shadow_initiate|dg_khamul_shadow_disciple|dg_khamul_shadow_archer|dg_khamul_shadow_marksman|dg_khamul_veiled_marksman|dg_khamul_shadow_bowman,main_or_minor_line,main_or_minor_line,[Dol Guldur] Khamûl's Shadowbow,46.0,Soldier,dolguldur,Ranged,False
dg_khamul_shadow_disciple,dg_khamul_shadow_initiate,2,2,dg_khamul_shadow_initiate|dg_khamul_shadow_disciple,main_or_minor_line,main_or_minor_line,[Dol Guldur] Shadow Disciple,26.0,Soldier,dolguldur,Infantry,True
dg_khamul_shadow_guard,dg_khamul_shadow_initiate,6,6,dg_khamul_shadow_initiate|dg_khamul_shadow_disciple|dg_khamul_shadow_infantry|dg_khamul_shadow_warden|dg_khamul_veiled_guard|dg_khamul_shadow_guard,main_or_minor_line,main_or_minor_line,[Dol Guldur] Khamûl's Shadow-Guard,46.0,Soldier,dolguldur,Infantry,False
dg_khamul_shadow_infantry,dg_khamul_shadow_initiate,3,3,dg_khamul_shadow_initiate|dg_khamul_shadow_disciple|dg_khamul_shadow_infantry,main_or_minor_line,main_or_minor_line,[Dol Guldur] Shadow Infantry,31.0,Soldier,dolguldur,Infantry,True
dg_khamul_shadow_initiate,dg_khamul_shadow_initiate,1,1,dg_khamul_shadow_initiate,main_or_minor_line,main_or_minor_line,[Dol Guldur] Shadow Initiate,21.0,Soldier,dolguldur,Infantry,True
