item_id,reason,added_by,date
cts_rohan_helmet1b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet1c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet2,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet2a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet3,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet3a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet4,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet4a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet4b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet4c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet4d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet_captain,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_helmet_captain1,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_royal_guard_armor,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_royal_guard_boots,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_royal_guard_gloves,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
cts_rohan_royal_guard_shoulder_armor,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_great_axe_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_halberd_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_halberd_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_longbow_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_poleaxe_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_recurve_bow_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_spear_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_spear_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_sword_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_sword_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_sword_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_war_axe_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_war_axe_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_war_axe_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_war_spear_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_winged_spear_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dale_winged_spear_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_axe_1h_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_axe_1h_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_axe_1h_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_axe_2h_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_axe_2h_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_axe_2h_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_axe_2h_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_boots_heavy_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_boots_heavy_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_boots_heavy_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_boots_light_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_boots_light_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_boots_medium_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_boots_medium_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_heavy_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_heavy_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_heavy_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_light_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_light_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_medium_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_medium_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_medium_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_bracer_medium_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_cape_long_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_elite_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_elite_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_elite_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_heavy_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_heavy_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_heavy_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_heavy_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_light_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_light_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_lord_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_chainmail_lord_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_elite_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_elite_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_elite_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_elite_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_elite_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_elite_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_heavy_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_heavy_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_heavy_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_heavy_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_lord_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_lord_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_helmet_lord_h,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_elite_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_elite_cape_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_heavy_cape_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_heavy_cape_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_heavy_fur_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_heavy_fur_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_heavy_fur_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_heavy_fur_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_light_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_pauldron_light_cape_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_shield_elite_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_shield_elite_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_shield_heavy_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_shield_light_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_shield_lord_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_spear_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_spear_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_caerdh_spear_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_heavy_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_heavy_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_heavy_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_heavy_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_heavy_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_light_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_light_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_medium_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_medium_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_boots_medium_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_heavy_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_heavy_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_heavy_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_heavy_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_heavy_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_light_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_light_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_medium_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_medium_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_medium_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_bracer_medium_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_cape_long_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_cape_long_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_cape_short_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_cape_short_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_elite_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_elite_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_elite_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_heavy_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_heavy_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_heavy_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_lord_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_lord_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_medium_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_helmet_medium_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_pauldron_cape_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_pauldron_cape_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_pauldron_cape_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_pauldron_cape_short_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_pauldron_cape_short_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_elite_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_elite_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_elite_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_elite_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_heavy_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_heavy_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_heavy_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_heavy_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_light_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_light_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_lord_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_lord_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_lord_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_scalemail_lord_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_heavy_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_heavy_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_heavy_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_heavy_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_heavy_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_heavy_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_light_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_light_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_light_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_light_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_light_e,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_light_f,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_medium_a,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_medium_b,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_medium_c,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
dunland_wulf_shield_medium_d,item_defs_absent_from_xml_export_20260729_025002_taom_modules_ship_almost_no_item_xml,aferrer,2026-07-30
