item_id,item_kind,type,crafting_template,name,culture,source_xml,winner_module,load_order_rank
a_empire_plated_shoulder_b,Item,Cape,,Lamellar Pauldrons,empire,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_khuzait_leather_shoulder_b_a,Item,Cape,,Cured Studded Leather Shoulders,khuzait,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_khuzait_leather_shoulder_b_b,Item,Cape,,Reinforced Studded Neckguard,khuzait,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_leather_lamellar_armor_shoulder_a,Item,Cape,,Decorated Lamellar Leather Shoulder Guards,khuzait,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_metal_lamellar_armor_shoulder_a,Item,Cape,,Decorated Steel Lamellar Shoulder Pieces,khuzait,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_pauldron_cape_b,Item,Cape,,Bronze Pauldrons with Neck Guard,empire,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_pauldron_cape_c,Item,Cape,,Bronze Pauldrons,empire,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
adarga,Item,Shield,,Adarga,aserai,SandBoxCore/ModuleData/items/shields.xml,SandBoxCore,2
aketon,Item,BodyArmor,,Aketon,vlandia,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
ambassador_sword_t3,CraftedItem,CraftedWeapon,OneHandedSword,The Ambassador,,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
archers_flag_t1,Item,Banner,,Archer's Flag,neutral_culture,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
arming_cap,Item,HeadArmor,,Padded Coif,vlandia,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
arming_coif,Item,HeadArmor,,Leather Coif,vlandia,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
armored_baggy_trunks,Item,BodyArmor,,Armored Baggy Trunks,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
armored_bearskin,Item,Cape,,Armored Bearskin,battania,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
armwraps,Item,HandArmor,,Armwraps,battania,SandBoxCore/ModuleData/items/arm_armors.xml,SandBoxCore,2
arrow_emp_1_a,Item,Arrows,,Imperial Arrows,empire,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_2haxe_1_t3,CraftedItem,CraftedWeapon,TwoHandedAxe,Short Handled Tabar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_2haxe_2_t3,CraftedItem,CraftedWeapon,TwoHandedAxe,Tabar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_2haxe_2_t4,CraftedItem,CraftedWeapon,TwoHandedAxe,Executioner Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_2haxe_3_t5,CraftedItem,CraftedWeapon,TwoHandedAxe,Heavy Executioner Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_archer_armor,Item,BodyArmor,,Gambeson over Mail Armor,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_armor_02,Item,BodyArmor,,Southern Chain Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_armor_02_b,Item,BodyArmor,,Southern Decorated Chain Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_axe_1_t2,CraftedItem,CraftedWeapon,OneHandedAxe,Wood Splitter Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_axe_2_t2,CraftedItem,CraftedWeapon,OneHandedAxe,Bamboo Handled Ascia Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_axe_2_t2_blunt,CraftedItem,CraftedWeapon,OneHandedAxe,Sparring Bamboo Handled Axe,aserai,SandBoxCore/ModuleData/items/tournament_weapons.xml,SandBoxCore,2
aserai_battle_crown,Item,HeadArmor,,Ornate Desert Battle Crown,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_brass_plate_a,Item,BodyArmor,,Southern Mail Shirt with Brass Plates,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_brass_plate_b,Item,BodyArmor,,Southern Sleeveless Mail Shirt with Brass Plates,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_chain_plate_armor_a,Item,BodyArmor,,Southern Reinforced Mail Armor,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_chain_plate_armor_b,Item,BodyArmor,,Southern Reinforced Sleeveless Mail Armor,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_chain_plate_armor_c,Item,BodyArmor,,Southern Reinforced Mail Vest,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_chain_plate_armor_d,Item,BodyArmor,,Southern Reinforced Short Mail Armor,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_a,Item,BodyArmor,,Luxury Kaftan with Waistband,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_b,Item,BodyArmor,,Kaftan with Leather Belt,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_c,Item,BodyArmor,,Colored Kaftan,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_c_head,Item,HeadArmor,,Keffiyeh with Silken Band,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_d,Item,BodyArmor,,Colored Bisht,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_d_hscarf,Item,HeadArmor,,Colored Turban,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_e,Item,BodyArmor,,Thawb,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_e_hscarf,Item,HeadArmor,,Colored Keffiyeh,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_f,Item,BodyArmor,,Simple Peasant Robe,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_f_cape,Item,HeadArmor,,Bandit Leather Hood,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_hscarf_a,Item,HeadArmor,,Keffiyeh with Brown Band,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_hscarf_b,Item,HeadArmor,,Roughspun Keffiyeh,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_crown,Item,HeadArmor,,Luxury Turban Over Helmet,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_female_civil_a,Item,BodyArmor,,Feminine Kaftan,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_female_civil_b,Item,BodyArmor,,Kaftan with Waistband,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_female_civil_hscarf,Item,HeadArmor,,Desert Headscarf,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_female_civil_hscarf_b,Item,HeadArmor,,Headscarf with Fez,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_full_scale_armor_on_chain,Item,BodyArmor,,Mastercrafted Southern Scale over Chain Hauberk,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_horse,Item,Horse,,Nahasawi{@Plural}Nahasawi horses{\@},aserai,SandBoxCore/ModuleData/items/horses_and_others.xml,SandBoxCore,2
aserai_horse_tournament,Item,Horse,,Desert Horse{@Plural}desert horses{\@},aserai,SandBoxCore/ModuleData/items/horses_and_others.xml,SandBoxCore,2
aserai_horseman_armor,Item,BodyArmor,,Ring Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_horseman_shoulder,Item,Cape,,Ringmail Shoulder Guard,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_lance_1_t5,CraftedItem,CraftedWeapon,TwoHandedPolearm,Mamluke Lance,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_lord_helmet_a,Item,HeadArmor,,Noble Crowned Lord Helmet,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_mace_1_t2,CraftedItem,CraftedWeapon,Mace,Militia Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_mace_2_t2,CraftedItem,CraftedWeapon,Mace,Fullered Light Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_mace_3_t3,CraftedItem,CraftedWeapon,Mace,Heavy Horsemans Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_mace_4_t4,CraftedItem,CraftedWeapon,Mace,Spiralled Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_mace_5_t4,CraftedItem,CraftedWeapon,TwoHandedMace,Southern Two Handed Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_noble_sword_1_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_noble_sword_2_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Long Scimitar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_noble_sword_3_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Scimitar with Wide Grip,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_noble_sword_4_t5,CraftedItem,CraftedWeapon,OneHandedSword,Engraved Angular Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_robe_c_chain,Item,BodyArmor,,Robe over Mail Shirt,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_scale_armor_on_chain,Item,BodyArmor,,Mastercrafted Southern Scale over Chain Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_scale_armor_on_cloth,Item,BodyArmor,,Mastercrafted Southern Scale Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_scale_shoulder_a,Item,Cape,,Bronze Scale Shoulder Guards,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_scale_shoulder_b,Item,Cape,,Long Sleeved Bronze Scale Shoulder Guards,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_scale_shoulder_c,Item,Cape,,Bronze Scale Pauldrons,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_scale_shoulder_d,Item,Cape,,Decorated Bronze Scale Pauldrons,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_scale_shoulder_e,Item,Cape,,Decorated Long Sleeve Bronze Scale Pauldrons,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_sword_1_t2,CraftedItem,CraftedWeapon,OneHandedSword,Iron Flyssa,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_1_t2_blunt,CraftedItem,CraftedWeapon,OneHandedSword,Sparring Flyssa,aserai,SandBoxCore/ModuleData/items/tournament_weapons.xml,SandBoxCore,2
aserai_sword_2_t2,CraftedItem,CraftedWeapon,OneHandedSword,Iron Scimitar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_2_t2_blunt,CraftedItem,CraftedWeapon,OneHandedSword,Sparring Scimitar,aserai,SandBoxCore/ModuleData/items/tournament_weapons.xml,SandBoxCore,2
aserai_sword_3_t3,CraftedItem,CraftedWeapon,OneHandedSword,Slightly Ridged Flyssa,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_4_t4,CraftedItem,CraftedWeapon,OneHandedSword,Fine Steel Long Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_5_t4,CraftedItem,CraftedWeapon,OneHandedSword,Long Fine Steel Scimitar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_6_t4,CraftedItem,CraftedWeapon,OneHandedSword,Narrow Fine Steel Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_7_t5,CraftedItem,CraftedWeapon,OneHandedSword,Thamaskene Steel Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_tunic_waistcoat,Item,BodyArmor,,Luxury Kaftan,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_villager_female_dress,Item,BodyArmor,,Villager Short Dress,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_villager_female_headdress,Item,HeadArmor,,Rural Headdress,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aseran_village_harness,Item,HorseHarness,,Bedouin Common Saddle,aserai,SandBoxCore/ModuleData/items/horses_and_others.xml,SandBoxCore,2
assassin_armor,Item,BodyArmor,,Blackened Armor,neutral_culture,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
assassin_boot,Item,LegArmor,,Blackened Boots,neutral_culture,SandBoxCore/ModuleData/items/leg_armors.xml,SandBoxCore,2
assassin_hood,Item,HeadArmor,,Blackened Hood,neutral_culture,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
assassin_shoulder,Item,Cape,,Blackened Cape,neutral_culture,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
avalanche_2haxe,CraftedItem,CraftedWeapon,TwoHandedAxe,Avalanche,,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
baggy_trunks,Item,BodyArmor,,Baggy Trunks,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
ballista_c_projectile,Item,Arrows,,Ballista Arrows,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_burning,Item,Arrows,,Ballista Arrows,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_grape,Item,Thrown,,Grapeshot Stack,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_grape_fire,Item,Thrown,,Fire Grapeshot Stack,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_grape_fire_projectile,Item,Thrown,,Fire Grapeshot Ammo,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_grape_projectile,Item,Thrown,,Grapeshot Ammo,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_iron,Item,Thrown,,Iron,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_pot,Item,Thrown,,Fire Pot,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_pot_storyline,Item,Thrown,,Fire Pot,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_c_projectile_stone,Item,Thrown,,Boulder,,NavalDLC/ModuleData/items.xml,NavalDLC,4
ballista_projectile,Item,Arrows,,Ballista Arrows,,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
ballista_projectile_burning,Item,Arrows,,Ballista Arrows,,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
bamboo_axe_t4,CraftedItem,CraftedWeapon,OneHandedAxe,Bamboo Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
banded_leather_over_mail,Item,BodyArmor,,Banded Leather over Mail,vlandia,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
bandit_envelope_dress_v1,Item,BodyArmor,,Commoner Tunic,looters,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
bandit_envelope_dress_v2,Item,BodyArmor,,Sleeveless Enveloped Padded Garments,looters,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
bandit_fur_a,Item,BodyArmor,,Old Fur Armor,looters,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
bandit_fur_b,Item,BodyArmor,,Old Fur Coat,looters,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
bandit_gambeson,Item,BodyArmor,,Rugged Gambeson,looters,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
bandit_hybrid_armor_a,Item,BodyArmor,,Raider Bronze Clothing,aserai,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_b,Item,BodyArmor,,Raider Iron Clothing,aserai,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_boots_a,Item,LegArmor,,Raider Bronze Boots,neutral_culture,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_c,Item,BodyArmor,,Raider Clothes,aserai,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_gloves_a,Item,HandArmor,,Raider Bronze Gloves,neutral_culture,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_helmet_a,Item,HeadArmor,,Raider Fur Helmet,khuzait,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_helmet_b,Item,HeadArmor,,Raider Reinforced Fur Helmet,khuzait,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_shoulder_a,Item,Cape,,Raider Fur Shoulderguard,khuzait,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_hybrid_armor_shoulder_b,Item,Cape,,Raider Reinforced Shoulderguard,nord,NavalDLC/ModuleData/items.xml,NavalDLC,4
bandit_leather_water_flask,Item,BodyArmor,,Commoner Shirt,looters,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
bandit_saddle_desert,Item,HorseHarness,,Rugged Bedouin Saddle,aserai,SandBoxCore/ModuleData/items/horses_and_others.xml,SandBoxCore,2
bandit_saddle_highland,Item,HorseHarness,,Rugged Fur Saddle,battania,SandBoxCore/ModuleData/items/horses_and_others.xml,SandBoxCore,2
bandit_saddle_steppe,Item,HorseHarness,,Rugged Saddle,,SandBoxCore/ModuleData/items/horses_and_others.xml,SandBoxCore,2
banner_of_desert_winds_t1,Item,Banner,,Banner of Desert Winds,aserai,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_dust_devils_t3,Item,Banner,,Banner of Dust Devils,aserai,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_emirs_hawk_t2,Item,Banner,,Banner of Emir's Hawk,aserai,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_faris_falcon_t1,Item,Banner,,Banner of Faris' Falcon,aserai,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_iron_shields_t2,Item,Banner,,Banner of Iron Shields,sturgia,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_oaken_shields_t1,Item,Banner,,Banner of Oaken Shields,sturgia,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_shifting_sands_t2,Item,Banner,,Banner of Shifting Sands,aserai,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_steel_shields_t3,Item,Banner,,Banner of Steel Shields,sturgia,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_sultans_eagle_t3,Item,Banner,,Banner of Sultan's Eagle,aserai,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_the_horseman_t1,Item,Banner,,Banner of the Horseman,vlandia,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_the_knight_t3,Item,Banner,,Banner of the Knight,vlandia,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
banner_of_the_squire_t2,Item,Banner,,Banner of the Squire,vlandia,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
barbed_arrows,Item,Arrows,,Barbed Arrows,,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
barghasts_great_axe,CraftedItem,CraftedWeapon,TwoHandedAxe,Barghasts Great Axe,,NavalDLC/ModuleData/naval_weapons.xml,NavalDLC,4
basic_imperial_leather_armor,Item,BodyArmor,,Leather Armor,empire,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
bastard_sword_t2,CraftedItem,CraftedWeapon,OneHandedSword,Simple Bastard Sword,,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_2haxe_1_t2,CraftedItem,CraftedWeapon,TwoHandedAxe,Square Bit Two Handed Axe,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_2haxe_1_t2_blunt,CraftedItem,CraftedWeapon,TwoHandedAxe,Sparring Two Handed Axe,battania,SandBoxCore/ModuleData/items/tournament_weapons.xml,SandBoxCore,2
battania_2hsword_1_t2,CraftedItem,CraftedWeapon,TwoHandedSword,Iron Broadsword,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_2hsword_1_t2_blunt,CraftedItem,CraftedWeapon,TwoHandedSword,Sparring Twohander,battania,SandBoxCore/ModuleData/items/tournament_weapons.xml,SandBoxCore,2
battania_2hsword_2_t3,CraftedItem,CraftedWeapon,TwoHandedSword,Highland Broadsword,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_2hsword_3_t3,CraftedItem,CraftedWeapon,TwoHandedSword,Northlander Wide Fullered Greatsword,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_2hsword_4_t4,CraftedItem,CraftedWeapon,TwoHandedSword,Long Falx,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_2hsword_5_t4,CraftedItem,CraftedWeapon,TwoHandedSword,Highland Fine Two Handed Sword,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_2hsword_5_t5,CraftedItem,CraftedWeapon,TwoHandedSword,Battanian Mountain Blade,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_2hsword_6,CraftedItem,CraftedWeapon,TwoHandedSword,Falx,,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_axe_1_t2,CraftedItem,CraftedWeapon,OneHandedAxe,Highland Hatchet,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_axe_2_t4,CraftedItem,CraftedWeapon,OneHandedAxe,One Handed Bearded Axe,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_axe_3_t5,CraftedItem,CraftedWeapon,OneHandedAxe,Round Bitted Fine Steel Hatchet,battania,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
battania_battle_crown,Item,HeadArmor,,Two Pronged Bronze Crown,battania,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
battania_brass_plate_armor,Item,BodyArmor,,Bronze Breastplate,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
battania_civil_a,Item,BodyArmor,,Tartan Tunic,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
battania_civil_b,Item,BodyArmor,,Villager Leather Tunic,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
battania_civil_c,Item,BodyArmor,,Townsman Luxury Coat,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
battania_civil_cape,Item,Cape,,Woodland Fur Cloak,battania,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
battania_civil_cloak,Item,Cape,,Fringed Cape,battania,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
battania_civil_hood,Item,HeadArmor,,Cloth Hood,battania,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
battania_cloak,Item,Cape,,Tartan Cloak,battania,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
battania_cloak_b,Item,Cape,,Tartan Cape,battania,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
battania_cloak_furr,Item,Cape,,Chained Fur Cloak,battania,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
battania_crown,Item,HeadArmor,,Highland Ceremonial Crown,battania,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
battania_dress_a,Item,BodyArmor,,Plaid Dress,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
battania_dress_b,Item,BodyArmor,,Woodland Commoner Dress,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
battania_dress_c,Item,BodyArmor,,Patched Long Dress,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
battania_earmuff_helmet_a,Item,HeadArmor,,Fringed Steel Cap with Cheek Guards,battania,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
battania_earmuff_helmet_a_brnz,Item,HeadArmor,,Fringed Bronze Cap with Cheek Guards,battania,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
battania_earmuff_helmet_b,Item,HeadArmor,,Steel Cap with Cheek Guards,battania,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
