troop_id,roster_index,slot,item_id,equipment_source
mp_light_cavalry_empire_hero,0,Leg,mp_leather_cavalier_boots,roster
mp_light_cavalry_empire_hero,0,Horse,mp_empire_horse,roster
mp_light_cavalry_empire_hero,0,HorseHarness,mp_stripped_leather_harness,roster
mp_heavy_cavalry_empire_hero,0,Item0,mp_western_lance,roster
mp_heavy_cavalry_empire_hero,0,Item1,mp_empire_paramerion,roster
mp_heavy_cavalry_empire_hero,0,Item2,mp_studded_round_shield,roster
mp_heavy_cavalry_empire_hero,0,Head,mp_imperial_goggled_helmet,roster
mp_heavy_cavalry_empire_hero,0,Body,mp_imperial_lamellar,roster
mp_heavy_cavalry_empire_hero,0,Gloves,mp_lamellar_plate_gauntlets,roster
mp_heavy_cavalry_empire_hero,0,Leg,mp_lamellar_plate_boots,roster
mp_heavy_cavalry_empire_hero,0,Horse,mp_empire_horse_war,roster
mp_heavy_cavalry_empire_hero,0,HorseHarness,mp_imperial_scale_barding,roster
mp_light_infantry_khuzait_hero,0,Item0,mp_khuzait_mace,roster
mp_light_infantry_khuzait_hero,0,Item1,mp_curved_round_shield,roster
mp_light_infantry_khuzait_hero,0,Head,mp_nomad_padded_hood,roster
mp_light_infantry_khuzait_hero,0,Body,mp_khuzait_civil_coat_b,roster
mp_light_infantry_khuzait_hero,0,Leg,mp_eastern_leather_boots,roster
mp_heavy_infantry_khuzait_hero,0,Item0,mp_khuzait_spear,roster
mp_heavy_infantry_khuzait_hero,0,Item1,mp_footmans_wicker_shield,roster
mp_heavy_infantry_khuzait_hero,0,Item2,mp_khuzait_sabre,roster
mp_heavy_infantry_khuzait_hero,0,Body,mp_khuzait_fortified_armor,roster
mp_heavy_infantry_khuzait_hero,0,Leg,mp_khuzait_curved_boots,roster
mp_heavy_infantry_khuzait_hero,0,Head,mp_steppe_helmet,roster
mp_light_ranged_khuzait_hero,0,Item0,mp_hunting_bow,roster
mp_light_ranged_khuzait_hero,0,Item1,mp_arrows_steppe,roster
mp_light_ranged_khuzait_hero,0,Item2,mp_khuzait_mace,roster
mp_light_ranged_khuzait_hero,0,Head,mp_eastern_cap,roster
mp_light_ranged_khuzait_hero,0,Body,mp_steppe_armor,roster
mp_light_ranged_khuzait_hero,0,Leg,mp_woven_leather_boots,roster
mp_light_ranged_khuzait_hero,0,Gloves,mp_buttoned_leather_bracers,roster
mp_heavy_ranged_khuzait_hero,0,Item0,mp_recurve_bow,roster
mp_heavy_ranged_khuzait_hero,0,Item1,mp_khuzait_heavy_sabre,roster
mp_heavy_ranged_khuzait_hero,0,Item2,mp_arrows_steppe,roster
mp_heavy_ranged_khuzait_hero,0,Head,mp_khuzait_noble_helmet_with_neckguard,roster
mp_heavy_ranged_khuzait_hero,0,Body,mp_khuzait_sturdy_armor,roster
mp_heavy_ranged_khuzait_hero,0,Leg,mp_steppe_leather_boots,roster
mp_heavy_ranged_khuzait_hero,0,Gloves,mp_eastern_plated_leather_vambraces,roster
mp_light_cavalry_khuzait_hero,0,Item0,mp_khuzait_long_spear,roster
mp_light_cavalry_khuzait_hero,0,Item1,mp_khuzait_heavy_sabre,roster
mp_light_cavalry_khuzait_hero,0,Body,mp_khuzait_belt_leather,roster
mp_light_cavalry_khuzait_hero,0,Gloves,mp_buttoned_leather_bracers,roster
mp_light_cavalry_khuzait_hero,0,Leg,mp_khuzait_curved_boots,roster
mp_light_cavalry_khuzait_hero,0,Head,mp_nomad_helmet,roster
mp_light_cavalry_khuzait_hero,0,Horse,mp_khuzait_horse,roster
mp_light_cavalry_khuzait_hero,0,HorseHarness,mp_steppe_fur_harness,roster
mp_heavy_cavalry_khuzait_hero,0,Item0,mp_khuzait_lance_heavy,roster
mp_heavy_cavalry_khuzait_hero,0,Item1,mp_khuzait_cavalry_mace,roster
mp_heavy_cavalry_khuzait_hero,0,Item2,mp_steppe_guardian_shield,roster
mp_heavy_cavalry_khuzait_hero,0,Head,mp_spiked_helmet,roster
mp_heavy_cavalry_khuzait_hero,0,Cape,mp_lamellar_shoulders,roster
mp_heavy_cavalry_khuzait_hero,0,Body,mp_eastern_lamellar_armor,roster
mp_heavy_cavalry_khuzait_hero,0,Leg,mp_steppe_leather_boots,roster
mp_heavy_cavalry_khuzait_hero,0,Gloves,mp_eastern_plated_leather_vambraces,roster
mp_heavy_cavalry_khuzait_hero,0,Horse,mp_khuzait_horse_war,roster
mp_heavy_cavalry_khuzait_hero,0,HorseHarness,mp_steppe_half_barding,roster
mp_horse_archer_khuzait_hero,0,Item0,mp_nomad_bow,roster
mp_horse_archer_khuzait_hero,0,Item1,mp_khuzait_cavalry_sabre,roster
mp_horse_archer_khuzait_hero,0,Item2,mp_arrows_steppe_mounted,roster
mp_horse_archer_khuzait_hero,0,Gloves,mp_buttoned_leather_bracers,roster
mp_horse_archer_khuzait_hero,0,Head,mp_plumed_lamellar_helmet,roster
mp_horse_archer_khuzait_hero,0,Cape,mp_leather_lamellar_shoulders,roster
mp_horse_archer_khuzait_hero,0,Body,mp_leather_lamellar_armor,roster
mp_horse_archer_khuzait_hero,0,Leg,mp_woven_leather_boots,roster
mp_horse_archer_khuzait_hero,0,Horse,mp_khuzait_horse_saddle,roster
mp_horse_archer_khuzait_hero,0,HorseHarness,mp_steppe_harness,roster
mp_light_infantry_aserai_hero,0,Item0,mp_aserai_sword,roster
mp_light_infantry_aserai_hero,0,Item1,mp_light_oval_shield,roster
mp_light_infantry_aserai_hero,0,Head,mp_aserai_civil_hscarf_a,roster
mp_light_infantry_aserai_hero,0,Body,mp_long_padded_robe,roster
mp_light_infantry_aserai_hero,0,Leg,mp_khuzait_curved_boots,roster
mp_shock_infantry_aserai_hero,0,Item0,mp_aserai_twohanded_axe,roster
mp_shock_infantry_aserai_hero,0,Head,mp_desert_mail_coif,roster
mp_shock_infantry_aserai_hero,0,Body,mp_southern_lamellar_armor,roster
mp_shock_infantry_aserai_hero,0,Leg,mp_steppe_leather_boots,roster
mp_skirmisher_aserai_hero,0,Item0,mp_jereed,roster
mp_skirmisher_aserai_hero,0,Item1,mp_aserai_sword,roster
mp_skirmisher_aserai_hero,0,Item3,mp_desert_oval_shield,roster
mp_skirmisher_aserai_hero,0,Head,mp_aserai_civil_e_hscarf,roster
mp_skirmisher_aserai_hero,0,Body,mp_aserai_civil_b,roster
mp_skirmisher_aserai_hero,0,Leg,mp_eastern_leather_boots,roster
mp_light_ranged_aserai_hero,0,Item0,mp_hunting_bow,roster
mp_light_ranged_aserai_hero,0,Item1,mp_arrows_barbed,roster
mp_light_ranged_aserai_hero,0,Item2,mp_aserai_sword,roster
mp_light_ranged_aserai_hero,0,Head,mp_desert_cap,roster
mp_light_ranged_aserai_hero,0,Body,mp_aserai_civil_e,roster
mp_light_ranged_aserai_hero,0,Leg,mp_eastern_leather_boots,roster
mp_heavy_ranged_aserai_hero,0,Item0,mp_recurve_bow,roster
mp_heavy_ranged_aserai_hero,0,Item1,mp_arrows_barbed,roster
mp_heavy_ranged_aserai_hero,0,Item2,mp_aserai_ranger_sword,roster
mp_heavy_ranged_aserai_hero,0,Head,mp_southern_noble_helmet,roster
mp_heavy_ranged_aserai_hero,0,Body,mp_eastern_plated_leather,roster
mp_heavy_ranged_aserai_hero,0,Leg,mp_wrapped_shoes,roster
mp_heavy_ranged_aserai_hero,0,Gloves,mp_eastern_plated_leather_vambraces,roster
mp_light_cavalry_aserai_hero,0,Item0,mp_aserai_long_spear,roster
mp_light_cavalry_aserai_hero,0,Item1,mp_aserai_ranger_sword,roster
mp_light_cavalry_aserai_hero,0,Item2,mp_desert_round_shield,roster
mp_light_cavalry_aserai_hero,0,Head,mp_aserai_civil_hscarf_b,roster
mp_light_cavalry_aserai_hero,0,Body,mp_tassled_southern_robes,roster
mp_light_cavalry_aserai_hero,0,Leg,mp_woven_leather_boots,roster
mp_light_cavalry_aserai_hero,0,Horse,mp_aserai_horse,roster
mp_light_cavalry_aserai_hero,0,HorseHarness,mp_light_harness,roster
mp_heavy_cavalry_aserai_hero,0,Item0,mp_aserai_noble_curved_long_sword,roster
mp_heavy_cavalry_aserai_hero,0,Item1,mp_bound_adarga,roster
mp_heavy_cavalry_aserai_hero,0,Item2,mp_aserai_long_spear,roster
mp_heavy_cavalry_aserai_hero,0,Head,mp_aserai_lord_helmet_a,roster
mp_heavy_cavalry_aserai_hero,0,Body,mp_stitched_leather_over_mail,roster
mp_heavy_cavalry_aserai_hero,0,Gloves,mp_studded_leather_vambraces,roster
mp_heavy_cavalry_aserai_hero,0,Leg,mp_wrapped_shoes,roster
mp_heavy_cavalry_aserai_hero,0,Horse,mp_aserai_horse_war,roster
mp_heavy_cavalry_aserai_hero,0,HorseHarness,mp_half_mail_and_plate_barding,roster
mp_light_infantry_sturgia_hero,0,Item0,mp_sturgia_sword,roster
mp_light_infantry_sturgia_hero,0,Item1,mp_northern_round_shield,roster
mp_light_infantry_sturgia_hero,0,Body,mp_northern_padded_gambeson,roster
mp_light_infantry_sturgia_hero,0,Leg,mp_highland_leg_wrappings,roster
mp_light_infantry_sturgia_hero,0,Head,mp_nordic_fur_cap,roster
mp_heavy_infantry_sturgia_hero,0,Item0,mp_sturgia_heavy_axe,roster
mp_heavy_infantry_sturgia_hero,0,Item1,mp_leather_round_shield_light,roster
mp_heavy_infantry_sturgia_hero,0,Head,mp_sturgia_heavy_cavalry_helmet,roster
mp_heavy_infantry_sturgia_hero,0,Body,mp_nordic_hauberk,roster
mp_heavy_infantry_sturgia_hero,0,Leg,mp_battania_leather_boots,roster
mp_heavy_infantry_sturgia_hero,0,Gloves,mp_plated_strip_gauntlets,roster
mp_shock_infantry_sturgia_hero,0,Item0,mp_sturgia_twohanded_axe,roster
mp_shock_infantry_sturgia_hero,0,Body,mp_baggy_trunks,roster
mp_shock_infantry_sturgia_hero,0,Leg,mp_highland_boots,roster
mp_shock_infantry_sturgia_hero,0,Head,mp_fur_hat,roster
mp_skirmisher_sturgia_hero,0,Item0,mp_sturgia_harpoon,roster
mp_skirmisher_sturgia_hero,0,Item1,mp_worn_kite_shield,roster
mp_skirmisher_sturgia_hero,0,Item2,mp_sturgia_woodsplitter_axe,roster
mp_skirmisher_sturgia_hero,0,Head,mp_roughhide_cap,roster
mp_skirmisher_sturgia_hero,0,Body,mp_nordic_padded_cloth,roster
mp_skirmisher_sturgia_hero,0,Leg,mp_wrapped_leather_boots,roster
mp_light_ranged_sturgia_hero,0,Item0,mp_nordic_short_bow,roster
mp_light_ranged_sturgia_hero,0,Item1,mp_arrows_bodkin,roster
mp_light_ranged_sturgia_hero,0,Item2,mp_sturgia_axe,roster
mp_light_ranged_sturgia_hero,0,Head,mp_nordic_leather_cap,roster
mp_light_ranged_sturgia_hero,0,Body,mp_heavy_nordic_coat,roster
mp_light_ranged_sturgia_hero,0,Leg,mp_wrapped_leather_boots,roster
mp_light_cavalry_sturgia_hero,0,Item0,mp_sturgia_long_spear,roster
mp_light_cavalry_sturgia_hero,0,Item1,mp_sturgia_heavy_axe,roster
mp_light_cavalry_sturgia_hero,0,Item2,mp_northern_scouts_shield,roster
mp_light_cavalry_sturgia_hero,0,Head,mp_nasalhelm_over_leather,roster
mp_light_cavalry_sturgia_hero,0,Body,mp_northern_lamellar_armor,roster
mp_light_cavalry_sturgia_hero,0,Leg,mp_battania_fur_boots,roster
mp_light_cavalry_sturgia_hero,0,Horse,mp_sturgia_horse,roster
mp_light_cavalry_sturgia_hero,0,HorseHarness,mp_northern_light_harness,roster
mp_heavy_cavalry_sturgia_hero,0,Item0,mp_sturgia_cavalry_axe,roster
mp_heavy_cavalry_sturgia_hero,0,Item1,mp_worn_horsemans_kite_shield,roster
mp_heavy_cavalry_sturgia_hero,0,Item2,mp_sturgia_lance,roster
mp_heavy_cavalry_sturgia_hero,0,Head,mp_eastern_vendel_helmet,roster
mp_heavy_cavalry_sturgia_hero,0,Cape,mp_rough_bearskin,roster
mp_heavy_cavalry_sturgia_hero,0,Body,mp_northern_brass_lamellar_over_mail,roster
mp_heavy_cavalry_sturgia_hero,0,Leg,mp_plated_strip_boots,roster
mp_heavy_cavalry_sturgia_hero,0,Horse,mp_sturgia_horse_war,roster
mp_heavy_cavalry_sturgia_hero,0,HorseHarness,mp_northern_ring_barding,roster
mp_heavy_cavalry_sturgia_hero,0,Gloves,mp_plated_strip_gauntlets,roster
mp_light_infantry_battania_hero,0,Item0,mp_battania_short_sword,roster
mp_light_infantry_battania_hero,0,Body,mp_battania_civil_b,roster
mp_light_infantry_battania_hero,0,Leg,mp_highland_boots,roster
mp_heavy_infantry_battania_hero,0,Item0,mp_battania_long_sword,roster
mp_heavy_infantry_battania_hero,0,Item1,mp_heavy_oval_shield,roster
mp_heavy_infantry_battania_hero,0,Head,mp_battanian_crowned_helmet,roster
mp_heavy_infantry_battania_hero,0,Body,mp_ranger_mail,roster
mp_heavy_infantry_battania_hero,0,Gloves,mp_highland_gloves,roster
mp_heavy_infantry_battania_hero,0,Leg,mp_battania_woodland_boots,roster
mp_shock_infantry_battania_hero,0,Item0,mp_battania_falx,roster
mp_shock_infantry_battania_hero,0,Body,mp_battanian_savage_armor,roster
mp_shock_infantry_battania_hero,0,Leg,mp_highland_boots,roster
mp_shock_infantry_battania_hero,0,Gloves,mp_armwraps,roster
mp_skirmisher_battania_hero,0,Item0,mp_javelin,roster
mp_skirmisher_battania_hero,0,Item1,mp_battania_large_shield_b,roster
mp_skirmisher_battania_hero,0,Item2,mp_battania_short_sword,roster
mp_skirmisher_battania_hero,0,Head,mp_plumed_helmet,roster
mp_skirmisher_battania_hero,0,Cape,mp_battania_shoulder_strap,roster
mp_skirmisher_battania_hero,0,Body,mp_hauberk,roster
mp_skirmisher_battania_hero,0,Leg,mp_battania_fur_boots,roster
mp_light_ranged_battania_hero,0,Item0,mp_mountain_hunting_bow,roster
mp_light_ranged_battania_hero,0,Item1,mp_hatchet_axe,roster
mp_light_ranged_battania_hero,0,Item2,mp_arrows_bodkin,roster
mp_light_ranged_battania_hero,0,Head,mp_battania_civil_hood,roster
mp_light_ranged_battania_hero,0,Cape,mp_battania_civil_cloak,roster
mp_light_ranged_battania_hero,0,Body,mp_battania_civil_a,roster
mp_light_ranged_battania_hero,0,Leg,mp_wrapped_leather_boots,roster
mp_heavy_ranged_battania_hero,0,Item0,mp_long_bow,roster
mp_heavy_ranged_battania_hero,0,Item1,mp_arrows_bodkin,roster
mp_heavy_ranged_battania_hero,0,Item2,mp_battania_two_handed_sword,roster
mp_heavy_ranged_battania_hero,0,Head,mp_helmet_with_faceguard,roster
mp_heavy_ranged_battania_hero,0,Body,mp_battania_woodland_chainmail,roster
mp_heavy_ranged_battania_hero,0,Gloves,mp_guarded_armwraps,roster
mp_heavy_ranged_battania_hero,0,Leg,mp_battania_fur_boots,roster
mp_light_cavalry_battania_hero,0,Item0,mp_battania_long_spear,roster
mp_light_cavalry_battania_hero,0,Item1,mp_battania_cavalry_sword,roster
mp_light_cavalry_battania_hero,0,Item2,mp_highland_riders_shield,roster
mp_light_cavalry_battania_hero,0,Body,mp_battania_civil_a,roster
mp_light_cavalry_battania_hero,0,Leg,mp_battania_fur_boots,roster
mp_light_cavalry_battania_hero,0,Horse,mp_battania_pony,roster
mp_light_cavalry_battania_hero,0,HorseHarness,mp_battania_horse_harness,roster
mp_light_infantry_vlandia_troop,0,Item0,mp_vlandian_sickle,roster
mp_light_infantry_vlandia_troop,0,Body,mp_leather_coat_over_cloth,roster
mp_light_infantry_vlandia_troop,0,Leg,mp_empire_horseman_boots,roster
mp_light_infantry_vlandia_troop,0,Head,mp_leather_cap,roster
mp_light_infantry_vlandia_troop,1,Item0,mp_vlandian_sickle,roster
mp_light_infantry_vlandia_troop,1,Body,mp_bandit_leather_water_flask,roster
mp_light_infantry_vlandia_troop,1,Leg,mp_empire_horseman_boots,roster
mp_light_infantry_vlandia_troop,2,Item0,mp_vlandian_sickle,roster
mp_light_infantry_vlandia_troop,2,Body,mp_cloth_tunic,roster
mp_light_infantry_vlandia_troop,2,Leg,mp_empire_horseman_boots,roster
mp_light_infantry_vlandia_troop,2,Head,mp_padded_cap,roster
mp_shock_infantry_vlandia_troop,0,Item0,mp_vlandian_polearm,roster
mp_shock_infantry_vlandia_troop,0,Head,mp_segmented_skullcap_over_laced_coif,roster
mp_shock_infantry_vlandia_troop,0,Body,mp_sleeveless_padded_short_coat,roster
mp_shock_infantry_vlandia_troop,0,Leg,mp_leather_cavalier_boots,roster
mp_shock_infantry_vlandia_troop,1,Item0,mp_vlandian_polearm,roster
mp_shock_infantry_vlandia_troop,1,Body,mp_sleeveless_padded_coat,roster
mp_shock_infantry_vlandia_troop,1,Leg,mp_empire_horseman_boots,roster
mp_shock_infantry_vlandia_troop,1,Head,mp_peaked_helmet_over_padded_cloth,roster
mp_shock_infantry_vlandia_troop,2,Item0,mp_vlandian_polearm,roster
mp_shock_infantry_vlandia_troop,2,Head,mp_nasal_cervelliere_over_laced_coif,roster
mp_shock_infantry_vlandia_troop,2,Body,mp_padded_coat,roster
mp_shock_infantry_vlandia_troop,2,Leg,mp_leather_boots,roster
mp_shock_infantry_vlandia_troop,3,Item0,mp_vlandian_polearm,roster
mp_shock_infantry_vlandia_troop,3,Head,mp_cervelliere_over_arming_coif,roster
mp_shock_infantry_vlandia_troop,3,Body,mp_padded_short_coat,roster
mp_shock_infantry_vlandia_troop,3,Leg,mp_leather_cavalier_boots,roster
mp_heavy_infantry_vlandia_troop,0,Item1,mp_vlandian_long_sword,roster
mp_heavy_infantry_vlandia_troop,0,Item2,mp_tall_heater_shield_light,roster
mp_heavy_infantry_vlandia_troop,0,Head,mp_full_helm_over_arming_coif,roster
mp_heavy_infantry_vlandia_troop,0,Body,mp_vlandia_chainmail,roster
mp_heavy_infantry_vlandia_troop,0,Gloves,mp_mail_mitten,roster
mp_heavy_infantry_vlandia_troop,0,Leg,mp_leather_cavalier_boots,roster
mp_heavy_infantry_vlandia_troop,1,Item1,mp_vlandian_long_sword,roster
mp_heavy_infantry_vlandia_troop,1,Item2,mp_tall_heater_shield_light,roster
mp_heavy_infantry_vlandia_troop,1,Head,mp_full_helm_over_padded_cap,roster
mp_heavy_infantry_vlandia_troop,1,Body,mp_vlandia_chainmail,roster
mp_heavy_infantry_vlandia_troop,1,Gloves,mp_mail_mitten,roster
mp_heavy_infantry_vlandia_troop,1,Leg,mp_leather_cavalier_boots,roster
mp_heavy_infantry_vlandia_troop,2,Item1,mp_vlandian_long_sword,roster
mp_heavy_infantry_vlandia_troop,2,Item2,mp_tall_heater_shield_light,roster
mp_heavy_infantry_vlandia_troop,2,Head,mp_visored_helmet_over_padded_coif,roster
mp_heavy_infantry_vlandia_troop,2,Body,mp_hauberk,roster
mp_heavy_infantry_vlandia_troop,2,Gloves,mp_mail_mitten,roster
mp_heavy_infantry_vlandia_troop,2,Leg,mp_leather_cavalier_boots,roster
mp_light_ranged_vlandia_troop,0,Item0,mp_light_crossbow,roster
mp_light_ranged_vlandia_troop,0,Item1,mp_bolts_western,roster
mp_light_ranged_vlandia_troop,0,Item2,mp_vlandian_short_sword,roster
mp_light_ranged_vlandia_troop,0,Head,mp_kettle_helmet_over_mail,roster
mp_light_ranged_vlandia_troop,0,Body,mp_vlandia_bandit_a,roster
mp_light_ranged_vlandia_troop,0,Leg,mp_empire_horseman_boots,roster
mp_light_ranged_vlandia_troop,1,Item0,mp_light_crossbow,roster
mp_light_ranged_vlandia_troop,1,Item1,mp_bolts_western,roster
mp_light_ranged_vlandia_troop,1,Item2,mp_vlandian_short_sword,roster
mp_light_ranged_vlandia_troop,1,Head,mp_kettle_helmet_with_leather,roster
mp_light_ranged_vlandia_troop,1,Body,mp_long_hemp_tunic,roster
mp_light_ranged_vlandia_troop,1,Leg,mp_empire_horseman_boots,roster
mp_light_ranged_vlandia_troop,2,Item0,mp_light_crossbow,roster
mp_light_ranged_vlandia_troop,2,Item1,mp_bolts_western,roster
mp_light_ranged_vlandia_troop,2,Item2,mp_vlandian_short_sword,roster
mp_light_ranged_vlandia_troop,2,Head,mp_guards_kettle_over_laced_coif,roster
mp_light_ranged_vlandia_troop,2,Body,mp_aketon,roster
mp_light_ranged_vlandia_troop,2,Leg,mp_leather_cavalier_boots,roster
mp_heavy_ranged_vlandia_troop,0,Item0,mp_crossbow,roster
mp_heavy_ranged_vlandia_troop,0,Item1,mp_bolts_western,roster
mp_heavy_ranged_vlandia_troop,0,Item2,mp_vlandian_long_sword,roster
mp_heavy_ranged_vlandia_troop,0,Head,mp_kettle_helmet_over_mail,roster
mp_heavy_ranged_vlandia_troop,0,Body,mp_mail_shirt,roster
mp_heavy_ranged_vlandia_troop,0,Gloves,mp_guarded_padded_vambrace,roster
mp_heavy_ranged_vlandia_troop,0,Leg,mp_empire_horseman_boots,roster
mp_heavy_ranged_vlandia_troop,1,Item0,mp_crossbow,roster
mp_heavy_ranged_vlandia_troop,1,Item1,mp_bolts_western,roster
mp_heavy_ranged_vlandia_troop,1,Item2,mp_vlandian_long_sword,roster
mp_heavy_ranged_vlandia_troop,1,Head,mp_kettle_helmet_over_arming_coif,roster
mp_heavy_ranged_vlandia_troop,1,Body,mp_nordic_sloven_over_mail,roster
