batch,source_file,screenshot_id,image_file,image_sha256,captured_at,battle_id,screen_status,included_in_primary,decision,representative_or_prior,same_battle_group,visual_audit_status,reason
2026-07-28-to-29-nightmare-sails-field,screenshots_manifest.csv,screen_b10_20260729_014539,Mount and Blade II Bannerlord - Singleplayer PID_ 13976 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 29_07_2026 01_45_39.png,31826d9307637e5df6883a3880f3c981efb6845ff4a05cd3785365d639510473,2026-07-29T01:45:39-03:00,B10,final_result,True,keep_existing_representative,screen_b10_20260729_014539,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-07-28-to-29-nightmare-sails-field,screenshots_manifest.csv,screen_b11_20260729_015856,Mount and Blade II Bannerlord - Singleplayer PID_ 13976 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 29_07_2026 01_58_56.png,495070466adfdb8901c3f1850a93cf55c4655af85357c66f93aacf340195e1e5,2026-07-29T01:58:56-03:00,B11,final_result,True,keep_existing_representative,screen_b11_20260729_015856,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-08-to-10-sarnori-mixed,screenshots_manifest.csv,screen_b01_20260808T2341100300,Screenshot 08_08_2026 23_41_10.png,4ec32e0731e6a730d0b1dca4da0cd72f50314b16a9d2c2538bd9069c565e1ed7,2026-08-08T23:41:10-03:00,battle_20260808_234110_ghiscari_field,final_result,True,keep_existing_representative,screen_b01_20260808T2341100300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-08-to-10-sarnori-mixed,screenshots_manifest.csv,screen_b02_20260808T2349570300,Mount and Blade II Bannerlord - Singleplayer PID_ 4216 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 08_08_2026 23_49_57.png,cec9bd3637b11fc5bf2011d4bfacea9b5937db51506f939869420d0c1bc870ba,2026-08-08T23:49:57-03:00,battle_20260808_234957_vaes_diaf_siege,final_result,True,keep_existing_representative,screen_b02_20260808T2349570300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-08-to-10-sarnori-mixed,screenshots_manifest.csv,screen_b03_20260809T0036200300,Mount and Blade II Bannerlord - Singleplayer PID_ 29540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 09_08_2026 00_36_20.png,3b4a941813c8ecffe71a779a91d9373ff80aa95f947c5950fd267d03846e1b13,2026-08-09T00:36:20-03:00,battle_20260809_003620_ibbenese_field,final_result,True,keep_existing_representative,screen_b03_20260809T0036200300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-08-to-10-sarnori-mixed,screenshots_manifest.csv,screen_b04_20260810T2201350300,Mount and Blade II Bannerlord - Singleplayer PID_ 3644 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 10_08_2026 22_01_35.png,3bd4d4f27ac3b9ca36b12dfeb25aa06f7331cff76b3ff7625e18cd052c5aad77,2026-08-10T22:01:35-03:00,battle_20260810_220135_new_ibbish_siege,final_result,True,keep_existing_representative,screen_b04_20260810T2201350300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-08-to-10-sarnori-mixed,screenshots_manifest.csv,screen_active_20260810T2222250300,Mount and Blade II Bannerlord - Singleplayer PID_ 21688 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 10_08_2026 22_22_25.png,5371af51eb5ad2d18b3af126dfc7243a659bd8bd28c35774427420a8d1b6358a,2026-08-10T22:22:25-03:00,excluded_active_20260810_222225_omber,active_scoreboard_excluded,False,skip_nonfinal_or_superseded,,True,documented_existing_decision,active_scoreboard_excluded
2026-08-08-to-10-sarnori-mixed,screenshots_manifest.csv,screen_b05_20260810T2237150300,Mount and Blade II Bannerlord - Singleplayer PID_ 21688 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 10_08_2026 22_37_15.png,e7dfed6391fa4ea594b055bde13b49987cdf8e87d6e5838e8d5786e49909229e,2026-08-10T22:37:15-03:00,battle_20260810_223715_casat_field,final_result,True,keep_existing_representative,screen_b05_20260810T2237150300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-08-to-10-sarnori-mixed,screenshots_manifest.csv,screen_b06_20260810T2302360300,Mount and Blade II Bannerlord - Singleplayer PID_ 21688 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 10_08_2026 23_02_36.png,09343f0ac9b961b69e2476888decd02ce4fc78aea712b527844aafe1df2ecdf1,2026-08-10T23:02:36-03:00,battle_20260810_230236_iksa_calo_siege,final_result,True,keep_existing_representative,screen_b06_20260810T2302360300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-ravens-teeth-field,screenshots_manifest.csv,screen_b01_20260811T1432240300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 14_32_24.png,a89339f55ab3d4f51475c8142578d49a780de2db3e1c26468a70d885fcba9999,2026-08-11T14:32:24-03:00,battle_20260811_143224_ravens_field,final_result,True,keep_existing_representative,screen_b01_20260811T1432240300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-ravens-teeth-field,screenshots_manifest.csv,screen_b01_duplicate_20260811T1432240300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 14_32_24 (1).png,ef77f18edbee964f23004f0badd080fa60c5bd1f16ec1a53073512a252c87cc4,2026-08-11T14:32:24-03:00,battle_20260811_143224_ravens_field,duplicate_scoreboard_same_battle,False,skip_internal_duplicate,,True,documented_existing_decision,duplicate_scoreboard_same_battle
2026-08-11-ravens-teeth-field,screenshots_manifest.csv,screen_b02_20260811T1452040300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 14_52_04.png,1141d8c88d59858352d7f3bd831aefbca2e9a52d0c4e616228be2d914b164ad2,2026-08-11T14:52:04-03:00,battle_20260811_145204_ravens_field,final_result,True,keep_existing_representative,screen_b02_20260811T1452040300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-ravens-teeth-field,screenshots_manifest.csv,screen_b03_20260811T1510070300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 15_10_07.png,87489b316a25c6e6866b893136c51c2d7736f59b0d33bd806144dd886ae614e5,2026-08-11T15:10:07-03:00,battle_20260811_151007_ravens_field,final_result,True,keep_existing_representative,screen_b03_20260811T1510070300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-ravens-teeth-field,screenshots_manifest.csv,screen_b04_20260811T1516220300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 15_16_22.png,56087addbb874f8fd4f4b298ff230d93665fcb08d3dfff3defb48fc571a838f8,2026-08-11T15:16:22-03:00,battle_20260811_151622_ravens_field,final_result,True,keep_existing_representative,screen_b04_20260811T1516220300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-to-12-ravens-teeth-field-extension,screenshots_manifest.csv,screen_b01_20260811T2323140300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 23_23_14.png,d9092b7161f1abbe045fbca28ddaaafd59576c61a26e1fe010b0a89797a9e98c,2026-08-11T23:23:14-03:00,battle_20260811_232314_ravens_field,final_result,True,keep_existing_representative,screen_b01_20260811T2323140300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-to-12-ravens-teeth-field-extension,screenshots_manifest.csv,screen_b01_dup_20260811T2323150300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 23_23_15.png,73be2758d17e386d3794d67efb13e54a138e8087bd4c52e3ad7ad31f661155e4,2026-08-11T23:23:15-03:00,battle_20260811_232314_ravens_field,duplicate_scoreboard_same_battle,False,skip_internal_duplicate,,True,documented_existing_decision,duplicate_scoreboard_same_battle
2026-08-11-to-12-ravens-teeth-field-extension,screenshots_manifest.csv,screen_b02_20260811T2330360300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 23_30_36.png,627314eaa8cb9ddd6271f2cc4da3a189ff3b3b3e51cdcd65a0fd0bec91298d49,2026-08-11T23:30:36-03:00,battle_20260811_233036_ravens_field,final_result,True,keep_existing_representative,screen_b02_20260811T2330360300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-to-12-ravens-teeth-field-extension,screenshots_manifest.csv,screen_b03_20260811T2337310300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 23_37_31.png,a47a02848bce810ff2e4efb86ae2611e48e251ae4d2b29c66cbf9fb2ff69493e,2026-08-11T23:37:31-03:00,battle_20260811_233731_ravens_field,final_result,True,keep_existing_representative,screen_b03_20260811T2337310300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-to-12-ravens-teeth-field-extension,screenshots_manifest.csv,screen_b04_20260811T2343330300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 23_43_33.png,4965ceb069cc7f07a3458d6ba2e8105fa5f8dd6300086cdaa70ef7c385371d43,2026-08-11T23:43:33-03:00,battle_20260811_234333_ravens_field,final_result,True,keep_existing_representative,screen_b04_20260811T2343330300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-to-12-ravens-teeth-field-extension,screenshots_manifest.csv,screen_b05_20260811T2349150300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 23_49_15.png,99851f4de12b18b0ca4a81ad33ec329e240337103225fd321eba04fc7b24122f,2026-08-11T23:49:15-03:00,battle_20260811_234915_ravens_siege_attack,final_result,True,keep_existing_representative,screen_b05_20260811T2349150300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-to-12-ravens-teeth-field-extension,screenshots_manifest.csv,screen_b06_20260811T2357030300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 11_08_2026 23_57_03.png,e8e0d928e41b91ff275ca38c6d2172572ef9b1f027a6012e0abeeb61a6c498ba,2026-08-11T23:57:03-03:00,battle_20260811_235703_ravens_field,final_result,True,keep_existing_representative,screen_b06_20260811T2357030300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-11-to-12-ravens-teeth-field-extension,screenshots_manifest.csv,screen_b07_20260812T0001250300,Mount and Blade II Bannerlord - Singleplayer PID_ 15960 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 12_08_2026 00_01_25.png,fe51b983a3bada459270202eae176e821d3668987d257d56a035ca3d6a60821a,2026-08-12T00:01:25-03:00,battle_20260812_000125_ravens_field,final_result,True,keep_existing_representative,screen_b07_20260812T0001250300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-12-mallister-mixed,screenshots_manifest.csv,screen_b01_20260812T105603-0300,Mount and Blade II Bannerlord - Singleplayer PID_ 10540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 12_08_2026 10_56_03.png,bb0b27918079ed884822c745d91256bcfaf2eac06be875d6e47a89691a4161aa,2026-08-12T10:56:03-03:00,battle_20260812_105603_mallister_field,final_result,True,keep_existing_representative,screen_b01_20260812T105603-0300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-12-mallister-mixed,screenshots_manifest.csv,screen_b02_20260812T110101-0300,Mount and Blade II Bannerlord - Singleplayer PID_ 10540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 12_08_2026 11_01_01.png,792f9e49de51666323f8b43458de75bf83eb37b9f60114443d60cdee717d82e4,2026-08-12T11:01:01-03:00,battle_20260812_110101_mallister_field,final_result,True,keep_existing_representative,screen_b02_20260812T110101-0300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-12-mallister-mixed,screenshots_manifest.csv,screen_b03_20260812T111049-0300,Mount and Blade II Bannerlord - Singleplayer PID_ 10540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 12_08_2026 11_10_49.png,70af8d24e1c75879a8d5f2c7dc084329bebd8bf9954b16f386fa2ae39522aeab,2026-08-12T11:10:49-03:00,battle_20260812_111049_bloody_gate_siege,final_result,True,keep_existing_representative,screen_b03_20260812T111049-0300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-12-mallister-mixed,screenshots_manifest.csv,screen_b04_20260812T114124-0300,Mount and Blade II Bannerlord - Singleplayer PID_ 10540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 12_08_2026 11_41_24.png,f200cdd6bc162ccbd1f51aa9f998869e92927fd0eed9636f5c6846382a6b43b8,2026-08-12T11:41:24-03:00,battle_20260812_114124_stoney_sept_siege,final_result,True,keep_existing_representative,screen_b04_20260812T114124-0300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-12-mallister-mixed,screenshots_manifest.csv,screen_b05_20260812T132934-0300,Mount and Blade II Bannerlord - Singleplayer PID_ 10540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 12_08_2026 13_29_34.png,c9170306fc4c0fda0ab0379a111021956f011792eb6dd2603be6c4c114d4d60d,2026-08-12T13:29:34-03:00,battle_20260812_132934_mallister_field,final_result,True,keep_existing_representative,screen_b05_20260812T132934-0300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-12-mallister-mixed,screenshots_manifest.csv,screen_b06_20260812T151802-0300,Mount and Blade II Bannerlord - Singleplayer PID_ 10540 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 12_08_2026 15_18_02.png,f35e4a0c256577e4bbb21df66a490ff5253d1c7dc9ae60e5419b46e7163a41a9,2026-08-12T15:18:02-03:00,battle_20260812_151802_mallister_field,final_result,True,keep_existing_representative,screen_b06_20260812T151802-0300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
2026-08-13-goldenheart-field,screenshots_manifest.csv,screen_b01_20260813T014759-0300,Mount and Blade II Bannerlord PID_ 16024 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 13_08_2026 01_47_59.png,eac0531ffcc1cbcc009216074d123c9833c14cb588c573f4f887d270f21d0ce4,2026-08-13T01:47:59-03:00,battle_20260813_014759_goldenheart_field,final_result,True,keep_existing_representative,screen_b01_20260813T014759-0300,True,manifest_only_no_new_visual_claim,Single committed primary screen for this battle.
