rank,tier,troop_name,troop_id,culture,tree_tier,level,line_status,default_group,primary_category,naval,change_type,roster_n,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,mount_index_desc,shock_cav_index_desc,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,harness_armor,mount_raw,ranged_damage,throw_damage,throw_source,shield_share,twoh_share,horse_share,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item
13,B,Spark,embers_of_flame_tier_1,empire,1,16.0,main_or_minor_line,Infantry,Offensive Melee,False,override,2,,,31.82904739050332,,,,15.688748604444172,0.0,100.0,0.0,54.0,17.425,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,40.0,75.0,15.0,30.0,20.0,5.0,20.0,70.0,,justicier_2hsword,TwoHandedSword,,
14,B,Nord Warfang,nord_vargr,nord,4,21.0,main_or_minor_line,Infantry,Offensive Melee,True,override,3,,,30.937299387869906,,,,36.899696622026035,0.0,60.47619047619048,0.0,134.0,40.98333333333334,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,110.0,70.0,110.0,35.0,15.0,80.0,50.0,110.0,,nord_spear_atgeir_1_t4|nord_spear_atgeir_1_t5,TwoHandedPolearm,,
15,B,Aserai Mamluke Palace Guard,mamluke_palace_guard,aserai,5,26.0,main_or_minor_line,Infantry,Offensive Melee,False,override,3,,,28.509087781407448,,,,42.51193189516053,0.0,41.587301587301575,0.0,168.66666666666666,47.21666666666666,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,80.0,140.0,80.0,60.0,20.0,130.0,60.0,140.0,,aserai_2haxe_2_t4|aserai_mace_6_t4,TwoHandedAxe|TwoHandedMace,,
16,B,Nord Skjaldbrestir,nord_skjaldbrestir,nord,5,26.0,main_or_minor_line,Infantry,Offensive Melee,True,override,3,,,28.452320326705294,,,,38.820461635291316,0.0,41.587301587301575,0.0,130.0,43.116666666666674,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,100.0,140.0,90.0,60.0,20.0,140.0,60.0,150.0,,nord_throwing_axe_1_t5|nord_throwing_axe_2_t4,ThrowingAxe,,
17,B,Imperial Menavliaton,imperial_menavliaton,empire,1,21.0,main_or_minor_line,Infantry,Offensive Melee,False,override,2,,,28.31782697132359,,,,34.70882402877032,0.0,60.47619047619048,0.0,123.0,38.55,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,100.0,60.0,100.0,45.0,45.0,60.0,15.0,100.0,,empire_polearm_1_t4,TwoHandedPolearm,,
18,B,Conspiracy Hellion,conspiracy_hellion,sturgia,,26.0,special_or_unlinked,Infantry,Offensive Melee,False,override,1,,,28.077283360279434,,,,28.63140347898564,0.0,41.587301587301575,0.0,110.0,31.800000000000004,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,130.0,150.0,80.0,60.0,40.0,80.0,30.0,110.0,,sturgia_2haxe_1_t4,TwoHandedAxe,,
19,C,Sturgian Line Breaker,sturgian_berzerker,sturgia,1,21.0,main_or_minor_line,Infantry,Offensive Melee,False,override,3,,,24.44704493451222,,,,33.55336382547792,0.0,46.82539682539681,0.0,120.33333333333333,37.26666666666667,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,100.0,110.0,40.0,45.0,15.0,50.0,45.0,130.0,,sturgia_sword_4_t4,OneHandedSword,,
20,C,Aserai Mamluke Guard,aserai_mameluke_guard,aserai,4,21.0,main_or_minor_line,Infantry,Offensive Melee,False,override,3,,,22.48717613368415,,,,36.029349975390204,0.0,41.587301587301575,0.0,143.66666666666666,40.01666666666667,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,80.0,110.0,60.0,45.0,15.0,100.0,45.0,110.0,,aserai_2haxe_2_t4|aserai_mace_5_t4|axe_craft_19_head_hewns,TwoHandedAxe|TwoHandedMace,,
21,C,Nord Marauder,nord_hew-bearer,nord,4,21.0,main_or_minor_line,Infantry,Offensive Melee,True,override,4,,,22.09548069623931,,,,27.213338684035875,0.0,41.587301587301575,0.0,85.25,30.225,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,70.0,110.0,70.0,35.0,15.0,110.0,50.0,110.0,,nord_throwing_axe_1_t5,ThrowingAxe,,
22,C,Khuzait Jishig,khuzait_spear_sailor,khuzait,4,21.0,main_or_minor_line,Infantry,Skirmishers,True,novo,3,,,21.77921981857514,27.96457138443888,,,25.360100565768196,0.0,46.82539682539681,24.444444444444443,96.0,28.166666666666668,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,100.0,45.0,100.0,60.0,15.0,90.0,60.0,100.0,,khuzait_sword_4_t4,OneHandedSword,,spear_blade_10_hewns
23,C,Sturgian Varyag Guard,varyag_veteran,sturgia,3,21.0,noble_line,Infantry,Offensive Melee,False,override,3,,,20.926442894766648,,,,35.39909895541253,0.0,41.587301587301575,0.0,139.0,39.31666666666667,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,100.0,100.0,60.0,35.0,15.0,80.0,80.0,100.0,,stu_2haxe_2_t3,TwoHandedAxe,,
24,C,Vlandian Billman,vlandian_billman,vlandia,4,21.0,main_or_minor_line,Infantry,Offensive Melee,False,override,3,,,20.35876834774513,,,,30.642204352247727,0.0,41.587301587301575,0.0,110.33333333333333,34.03333333333333,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,90.0,100.0,100.0,15.0,35.0,75.0,60.0,110.0,,vlandia_2haxe_1_t4,TwoHandedAxe,,
25,C,Lake Rat Veteran,lakepike_tier_2,sturgia,2,21.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,,18.922551743780698,26.502119726243162,,,17.632022582708657,0.0,41.587301587301575,24.444444444444443,77.0,19.583333333333332,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,100.0,70.0,70.0,40.0,10.0,100.0,30.0,60.0,,woodland_axe_t3,OneHandedAxe,,generic_javelin_1_t3
26,C,Guard,guard_empire,empire,,21.0,special_or_unlinked,Infantry,Offensive Melee,False,inalterado,3,,,18.000478173650905,,,,29.756851728945758,0.0,60.47619047619048,0.0,107.66666666666667,33.050000000000004,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,,imperial_spear_t2,TwoHandedPolearm,,
27,C,Hidden Soldati,hidden_hand_tier_2,empire,2,21.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,,17.34074062605901,43.67611418081736,,,35.294057118749585,0.0,46.82539682539681,23.08641975308642,118.25,39.2,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,70.0,40.0,30.0,30.0,10.0,130.0,40.0,70.0,,empire_sword_4_t4,OneHandedSword,,lowland_throwing_knife
28,C,Guard,guard_nord,nord,,4.0,special_or_unlinked,Infantry,Offensive Melee,True,override,2,,,17.20005706235057,,,,30.83728204890749,0.0,60.47619047619048,0.0,138.0,34.25000000000001,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,,northern_spear_2_t3,TwoHandedPolearm,,
29,C,Guard,guard_vlandia,vlandia,,4.0,special_or_unlinked,Infantry,Offensive Melee,False,inalterado,2,,,17.12058262576756,,,,34.21362679878787,0.0,60.47619047619048,0.0,115.5,38.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,,billhook_polearm_t2,TwoHandedPolearm,,
30,C,Guard,guard_aserai,aserai,,21.0,special_or_unlinked,Infantry,Offensive Melee,False,inalterado,3,,,17.0240779527739,,,,31.93271834553534,0.0,60.47619047619048,0.0,116.66666666666667,35.46666666666667,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,,eastern_spear_2_t3,TwoHandedPolearm,,
31,C,Guard,guard_khuzait,khuzait,,4.0,special_or_unlinked,Infantry,Offensive Melee,False,inalterado,2,,,16.762947661144004,,,,31.219934453893934,0.0,60.47619047619048,0.0,99.5,34.675000000000004,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,,eastern_spear_3_t3,TwoHandedPolearm,,
32,C,Conspiracy Berserker,conspiracy_berserker,sturgia,,16.0,special_or_unlinked,Infantry,Offensive Melee,False,override,2,,,16.60681135732458,,,,17.06179546939553,0.0,41.587301587301575,0.0,47.0,18.950000000000003,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,40.0,90.0,40.0,30.0,10.0,60.0,20.0,70.0,,northern_axe_t3,TwoHandedAxe,,
33,C,Guard,guard_sturgia,sturgia,,4.0,special_or_unlinked,Infantry,Offensive Melee,False,inalterado,2,,,16.183919623182057,,,,26.80817731405023,0.0,60.47619047619048,0.0,132.5,29.775000000000006,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,,northern_spear_2_t3,TwoHandedPolearm,,
34,C,Aserai Mamluke Axeman,aserai_mameluke_axeman,aserai,3,16.0,main_or_minor_line,Infantry,Offensive Melee,False,override,2,,,16.118983012277738,,,,24.107101514145924,0.0,41.587301587301575,0.0,92.0,26.775000000000002,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,70.0,80.0,60.0,30.0,10.0,50.0,40.0,80.0,,axe_craft_19_head_hewns,TwoHandedAxe,,
35,C,Battanian Raider,battanian_raider,battania,3,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,,16.023735676969093,18.74725986221436,,,24.789873452455065,0.0,46.82539682539681,23.08641975308642,83.33333333333333,27.53333333333333,0.0,0.0,0.0,0.0,crafted_proxy,0.0,1.0,0.0,False,False,False,False,True,70.0,70.0,30.0,40.0,10.0,70.0,30.0,70.0,,battania_sword_1_t2,OneHandedSword,,woodland_throwing_axe_1_t1
36,C,Sturgian Varyag,varyag,sturgia,2,16.0,noble_line,Infantry,Offensive Melee,False,override,2,,,14.416331136604853,,,,24.71484356912439,0.0,41.587301587301575,0.0,94.5,27.450000000000003,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,40.0,70.0,30.0,10.0,10.0,70.0,40.0,70.0,,northern_axe_t3|sturgia_2haxe_1_t4,TwoHandedAxe,,
37,D,Hidden Pawn,hidden_hand_tier_1,empire,1,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,,12.127017794262452,26.064490456222668,,,15.351114129456134,0.0,46.82539682539681,23.08641975308642,51.5,17.05,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,40.0,15.0,20.0,20.0,5.0,100.0,15.0,40.0,,iron_spatha_sword_t2,OneHandedSword,,empire_throwingknife_t5
38,D,Sturgian Otrok,sturgian_warrior_son,sturgia,1,11.0,noble_line,Infantry,Offensive Melee,False,override,2,,,10.920013575039814,,,,18.119716824358047,0.0,41.587301587301575,0.0,66.5,20.125,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,False,False,False,False,False,20.0,50.0,20.0,25.0,5.0,40.0,20.0,40.0,,bearded_axe_t3|simple_sparth_axe_t2,TwoHandedAxe,,
39,D,Khuzait Nomad,khuzait_nomad,khuzait,1,6.0,main_or_minor_line,Infantry,Offensive Melee,False,override,3,,,10.406963916787262,,,,5.402151599808611,0.0,46.82539682539681,0.0,26.333333333333332,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False,False,False,20.0,5.0,20.0,5.0,5.0,5.0,10.0,20.0,,falchion_sword_t2|khuzait_mace_1_t2|khuzait_sword_1_t2,Mace|OneHandedSword,,
40,D,Vlandian Recruit,vlandian_recruit,vlandia,1,6.0,main_or_minor_line,Infantry,Offensive Melee,False,override,3,,,10.378580189436187,,,,4.726882649832535,0.0,46.82539682539681,0.0,25.0,5.250000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False,False,False,20.0,10.0,20.0,5.0,5.0,5.0,5.0,20.0,,peasant_pickaxe_1_t1|vlandia_mace_1_t2|vlandia_sword_1_t2,Mace|OneHandedAxe|OneHandedSword,,
41,D,Aserai Beduin,aserai_recruit,aserai,1,6.0,main_or_minor_line,Infantry,Offensive Melee,False,override,3,,,10.344519716614895,,,,3.7514941665337567,0.0,46.82539682539681,0.0,17.0,4.166666666666667,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False,False,False,20.0,10.0,20.0,10.0,0.0,5.0,5.0,20.0,,simple_back_sword_t2,OneHandedSword,,
42,D,Imperial Oarsman,empire_marine_t2,empire,1,11.0,main_or_minor_line,Infantry,Skirmishers,True,novo,2,,,10.18771340938206,0.605552537093319,,,11.659643869586915,0.0,41.587301587301575,24.444444444444443,45.5,12.950000000000001,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,40.0,40.0,30.0,30.0,40.0,40.0,10.0,40.0,,vlandia_axe_1_t3,OneHandedAxe,,generic_javelin_1_t3
43,D,Battanian Volunteer,battanian_volunteer,battania,1,6.0,main_or_minor_line,Infantry,Offensive Melee,False,override,4,,,9.971997081513882,,,,10.241579074637157,0.0,41.587301587301575,0.0,39.25,11.375,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,False,False,False,False,False,20.0,20.0,20.0,5.0,0.0,10.0,5.0,20.0,,battania_mace_1_t3|battania_mace_2_t2|peasant_maul_t1_2|peasant_pickaxe_1_t1,Mace|OneHandedAxe|TwoHandedMace,,
44,D,Sturgian Recruit,sturgian_recruit,sturgia,1,6.0,main_or_minor_line,Infantry,Offensive Melee,False,override,4,,,9.966320336043669,,,,7.045306044750397,0.0,41.587301587301575,0.0,25.25,7.825000000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False,False,False,20.0,10.0,20.0,5.0,0.0,10.0,5.0,20.0,,small_spurred_axe_t2,OneHandedAxe,,
45,D,Nord Youngling,nord_youngling,nord,1,6.0,main_or_minor_line,Infantry,Offensive Melee,True,override,4,,,9.665452826122266,,,,5.683513662298643,0.0,41.587301587301575,0.0,18.5,6.312500000000001,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,False,False,False,False,False,20.0,10.0,20.0,5.0,0.0,10.0,5.0,20.0,,naval_one_handed_axe_t1,OneHandedAxe,,
