rank,tier,troop_name,troop_id,culture,tree_tier,level,line_status,default_group,primary_category,naval,change_type,roster_n,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,mount_index_desc,shock_cav_index_desc,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,harness_armor,mount_raw,ranged_damage,throw_damage,throw_source,shield_share,twoh_share,horse_share,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item
11,B,Vlandian Cavalry,vlandian_cavalry,vlandia,4,21.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,3,,56.15258613652947,37.41925389870769,,73.05825242718444,58.04875299861933,49.44357838521972,0.0,60.47619047619048,0.0,118.33333333333333,34.199999999999996,10.0,56.79999999999999,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,80.0,45.0,110.0,40.0,90.0,30.0,120.0,60.0,,western_spear_3_t3,TwoHandedPolearm,,
12,B,Imperial Heavy Horseman,imperial_heavy_horseman,empire,3,21.0,noble_line,Cavalry,Defensive Troops,False,override,3,,74.60211526678762,49.80277836142585,,54.61165048543691,55.927114959235645,68.45726555090799,0.0,60.47619047619048,0.0,139.0,36.03333333333333,60.0,53.0,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,110.0,15.0,150.0,40.0,15.0,15.0,110.0,40.0,,western_spear_4_t4,TwoHandedPolearm,,
13,B,Khuzait Lancer,khuzait_lancer,khuzait,4,21.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,3,,72.74455661341162,37.40086625661396,,60.922330097087354,54.4631517303703,67.53478385391212,0.0,60.47619047619048,0.0,135.0,43.333333333333336,38.0,54.29999999999999,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,100.0,60.0,100.0,45.0,15.0,60.0,100.0,45.0,,khu_spear_1_t4,TwoHandedPolearm,,
14,B,Conspiracy Mounted Fighter,conspiracy_mounted_fighter,empire,,26.0,special_or_unlinked,Cavalry,Defensive Troops,False,override,3,,56.10140325461118,49.544140824573084,,54.61165048543691,53.06148501951071,46.87867110500583,0.0,60.47619047619048,0.0,118.0,28.26666666666667,15.0,53.0,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,100.0,80.0,160.0,60.0,30.0,60.0,120.0,70.0,,western_spear_4_t4,TwoHandedPolearm,,
15,B,Ghulam,ghilman_tier_3,aserai,3,26.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,2,,68.11440560109814,48.86118469991765,,51.45631067961164,53.04673082494172,61.81553453003855,0.0,60.47619047619048,0.0,178.0,49.900000000000006,10.0,52.349999999999994,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,120.0,50.0,150.0,15.0,35.0,45.0,150.0,80.0,,western_spear_5_t4,TwoHandedPolearm,,
16,B,Sturgian Druzhinnik,druzhinnik,sturgia,4,26.0,noble_line,Cavalry,Defensive Troops,False,override,3,,93.60728039900611,52.56109276613062,,37.135922330097124,51.00543569304519,90.00121762782094,0.0,60.47619047619048,0.0,188.33333333333334,53.06666666666666,55.0,49.400000000000006,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,90.0,130.0,150.0,60.0,20.0,60.0,120.0,100.0,,sturgia_lance_1_t4,TwoHandedPolearm,,
17,B,Battanian Horseman,battanian_horseman,battania,5,26.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,4,,79.77784450950543,45.701031619472275,,45.63106796116506,50.777571723823634,71.04170203789738,0.0,60.47619047619048,0.0,174.5,49.2375,40.0,51.15,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,130.0,80.0,130.0,60.0,20.0,60.0,130.0,80.0,,highland_spear_4_t4,TwoHandedPolearm,,
18,B,Conspiracy Battle Rider,conspiracy_battlerider,sturgia,,26.0,special_or_unlinked,Cavalry,Skirmishers,False,override,1,,85.92629519310944,53.70152969859431,74.59902469676338,37.135922330097124,50.25244083852298,82.44377903656486,0.0,60.47619047619048,24.444444444444443,170.0,53.45,55.0,49.400000000000006,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,120.0,40.0,160.0,60.0,30.0,80.0,120.0,70.0,,sturgia_lance_1_t4,TwoHandedPolearm,,northern_javelin_3_t4
19,B,Jawwal Bedouin,jawwal_tier_3,aserai,3,26.0,main_or_minor_line,Cavalry,Skirmishers,False,override,3,,62.15888698214198,42.9726579923047,86.64103043446976,51.45631067961164,50.09241868443376,51.35208137183781,0.0,60.47619047619048,24.444444444444443,96.66666666666667,31.649999999999995,10.0,52.349999999999994,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,80.0,60.0,130.0,40.0,20.0,140.0,180.0,130.0,,eastern_spear_5_t5,TwoHandedPolearm,,eastern_javelin_1_t2
20,B,Sturgian Horse Raider,sturgian_horse_raider,sturgia,5,26.0,main_or_minor_line,Cavalry,Skirmishers,False,override,3,,78.93279137117042,45.407138396842846,90.14415706802484,37.135922330097124,46.30037830961912,73.04403525289787,0.0,60.47619047619048,24.444444444444443,171.66666666666666,48.050000000000004,41.0,49.400000000000006,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,130.0,60.0,80.0,60.0,20.0,130.0,130.0,80.0,,northern_spear_4_t4,TwoHandedPolearm,,sturg_javelin_3_t4
21,B,Battanian Mounted Skirmisher,battanian_mounted_skirmisher,battania,,26.0,special_or_unlinked,Cavalry,Skirmishers,False,override,3,,68.28766334010218,36.735916866888665,85.31838177051233,45.63106796116506,45.916254385008884,63.53496221066336,0.0,46.82539682539681,24.444444444444443,139.66666666666666,40.9,40.0,51.15,0.0,0.0,crafted_proxy,1.0,0.0,1.0,True,True,False,False,True,130.0,60.0,80.0,15.0,15.0,150.0,130.0,80.0,,battania_axe_2_t4|battania_sword_4_t4,OneHandedAxe|OneHandedSword,,northern_javelin_5_t5
22,B,Aserai Veteran Faris,aserai_veteran_faris,aserai,4,26.0,noble_line,Cavalry,Skirmishers,False,override,3,,90.9366299702397,47.149315362379106,76.75373441486192,24.514563106796075,42.40003642576668,86.07959856011223,0.0,60.47619047619048,24.444444444444443,194.33333333333334,57.23333333333334,58.0,46.79999999999999,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,130.0,60.0,130.0,50.0,20.0,80.0,160.0,80.0,,aserai_lance_1_t5,TwoHandedPolearm,,northern_javelin_4_t3
23,C,Beni Zilal Royal Guard,beni_zilal_tier_3,aserai,3,26.0,main_or_minor_line,Cavalry,Skirmishers,False,override,3,,50.94715376961637,43.4471041594325,86.19160251781376,24.514563106796075,35.105841074641866,56.67517291172542,0.0,60.47619047619048,24.444444444444443,133.0,33.68333333333333,58.0,46.79999999999999,0.0,0.0,crafted_proxy,0.0,1.0,1.0,False,True,False,False,True,60.0,15.0,130.0,25.0,15.0,135.0,110.0,65.0,,eastern_spear_4_t4,TwoHandedPolearm,,northern_javelin_4_t3
24,C,Aserai Faris,aserai_faris,aserai,3,21.0,noble_line,Cavalry,Skirmishers,False,override,3,,59.224476254170185,37.69384618673839,70.53691019333077,24.514563106796075,34.333799156882,51.27602250725004,0.0,60.47619047619048,24.444444444444443,104.33333333333333,37.766666666666666,12.0,46.79999999999999,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,70.0,15.0,110.0,25.0,10.0,100.0,100.0,65.0,,aserai_lance_1_t5,TwoHandedPolearm,,northern_javelin_4_t3
25,C,Battanian Scout,battanian_scout,battania,4,21.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,3,,57.96030294419464,35.25515378450927,,26.21359223300971,34.14014538271229,49.97856289047696,0.0,60.47619047619048,0.0,109.33333333333333,36.28333333333333,15.0,47.15,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,100.0,45.0,100.0,60.0,15.0,30.0,100.0,45.0,,highland_spear_3_t3,TwoHandedPolearm,,
26,C,Jawwal Camel Rider,jawwal_tier_2,aserai,2,16.0,main_or_minor_line,Cavalry,Skirmishers,False,override,4,,57.491857474123165,37.442382581680626,73.50233420878664,18.932038834951456,31.19463194218242,43.51581029701544,0.0,60.47619047619048,24.444444444444443,60.75,24.1625,10.0,45.65,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,40.0,60.0,110.0,40.0,15.0,110.0,40.0,110.0,,triangluar_spear_t3,TwoHandedPolearm,,eastern_javelin_1_t2
27,C,Sturgian Hardened Brigand,sturgian_hardened_brigand,sturgia,4,21.0,main_or_minor_line,Cavalry,Skirmishers,False,override,2,,64.78396535825809,36.074259498043,72.9277854008957,13.834951456310655,29.26106135620909,57.56970061790325,0.0,60.47619047619048,24.444444444444443,118.0,35.75,25.0,44.599999999999994,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,100.0,60.0,45.0,45.0,15.0,100.0,100.0,60.0,,northern_spear_3_t4,TwoHandedPolearm,,sturg_javelin_3_t2
28,C,Imperial Equite,imperial_equite,empire,2,16.0,noble_line,Cavalry,Defensive Troops,False,override,3,,54.23870396243987,34.71501956265468,,16.747572815534035,28.659848849062133,45.80021299912023,0.0,60.47619047619048,0.0,96.66666666666667,30.55,15.0,45.20000000000001,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,70.0,10.0,100.0,30.0,10.0,10.0,70.0,40.0,,western_spear_3_t3,TwoHandedPolearm,,
29,C,Vlandian Light Cavalry,vlandian_light_cavalry,vlandia,3,16.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,3,,45.692503718288975,28.621740755567448,,23.300970873786365,28.521970259085133,35.843876103796774,0.0,60.47619047619048,0.0,77.0,22.066666666666666,10.0,46.54999999999999,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,70.0,40.0,80.0,30.0,60.0,25.0,60.0,30.0,,western_spear_4_t3,TwoHandedPolearm,,
30,C,Vlandian Squire,vlandian_squire,vlandia,1,11.0,noble_line,Cavalry,Defensive Troops,False,override,3,,46.83126696446281,22.720857468717078,,23.300970873786365,26.627475595613582,35.87903296341457,0.0,60.47619047619048,0.0,45.0,14.299999999999999,10.0,46.54999999999999,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,45.0,10.0,40.0,10.0,10.0,10.0,40.0,30.0,,vlandia_lance_1_t3,TwoHandedPolearm,,
31,C,Ghilman,ghilman_tier_2,aserai,2,21.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,2,,70.86732942899275,41.98134105370717,,0.0,25.32356878314642,63.003236146053595,0.0,60.47619047619048,0.0,128.5,35.45,58.0,41.75,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,60.0,40.0,120.0,10.0,10.0,30.0,60.0,70.0,,eastern_spear_2_t3,TwoHandedPolearm,,
32,C,Conspiracy Noble Horseman,conspiracy_noble_horseman,empire,,16.0,special_or_unlinked,Cavalry,Defensive Troops,False,override,3,,45.39904029488834,28.579148945268066,,16.747572815534035,25.18634458284409,34.21559901286398,0.0,60.47619047619048,0.0,71.33333333333333,17.683333333333337,15.0,45.20000000000001,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,70.0,40.0,80.0,10.0,30.0,30.0,50.0,50.0,,western_spear_3_t3,TwoHandedPolearm,,
33,C,Imperial Vigla Recruit,imperial_vigla_recruit,empire,1,11.0,noble_line,Cavalry,Defensive Troops,False,override,3,,41.45862890528193,23.15433124620782,,16.747572815534035,22.696596679732043,31.96127257542004,0.0,60.47619047619048,0.0,60.666666666666664,17.316666666666666,15.0,45.20000000000001,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,60.0,5.0,40.0,20.0,5.0,5.0,40.0,30.0,,western_spear_2_t2,TwoHandedPolearm,,
34,D,Aserai Tribal Horseman,aserai_tribal_horseman,aserai,2,16.0,noble_line,Cavalry,Skirmishers,False,override,3,,53.862789990683616,27.209825635445306,57.0994747160149,0.0,17.6028574710084,44.69980329308302,0.0,60.47619047619048,24.444444444444443,94.0,31.566666666666666,12.0,41.75,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,30.0,10.0,70.0,30.0,10.0,70.0,80.0,30.0,,eastern_spear_3_t3,TwoHandedPolearm,,eastern_javelin_1_t2
35,D,Khuzait Horseman,khuzait_horseman,khuzait,3,16.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,3,,51.14605096198701,26.986778196284167,,0.242718446601928,17.23863923629847,42.30073349213944,0.0,60.47619047619048,0.0,94.66666666666667,28.26666666666667,16.0,41.8,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,70.0,40.0,70.0,30.0,10.0,40.0,70.0,30.0,,khuzait_lance_1_t3,TwoHandedPolearm,,
36,D,Aserai Mamluke Regular,aserai_mameluke_regular,aserai,3,16.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,3,,40.328582394456625,25.41678503049592,,0.0,14.945162119842065,28.289695953188215,0.0,60.47619047619048,0.0,46.333333333333336,15.283333333333331,12.0,41.75,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,70.0,30.0,70.0,90.0,10.0,50.0,70.0,40.0,,khuzait_lance_1_t3,TwoHandedPolearm,,
37,D,Conspiracy Raider,conspiracy_raider,battania,,16.0,special_or_unlinked,Cavalry,Defensive Troops,False,override,1,,37.959194921897485,25.072904009183056,,0.242718446601928,14.590754864799653,28.593845663101252,0.0,60.47619047619048,0.0,46.0,12.700000000000001,16.0,41.8,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,70.0,40.0,70.0,30.0,10.0,40.0,70.0,30.0,,triangluar_spear_t3,TwoHandedPolearm,,
38,D,Beni Zilal Soldier,beni_zilal_tier_2,aserai,2,21.0,main_or_minor_line,Cavalry,Skirmishers,False,override,5,,24.42034005575154,22.61189388761961,61.7967685746172,4.902912621359249,14.02867017970922,25.444854321978532,0.0,60.47619047619048,24.444444444444443,45.8,16.44,12.0,42.760000000000005,0.0,0.0,crafted_proxy,0.0,1.0,1.0,False,True,False,False,True,30.0,10.0,60.0,30.0,10.0,100.0,90.0,20.0,,eastern_spear_3_t3,TwoHandedPolearm,,eastern_javelin_2_t3
39,D,Aserai Youth,aserai_youth,aserai,1,11.0,noble_line,Cavalry,Skirmishers,False,override,3,,33.8031233873271,21.872003102304536,37.341128065398465,0.0,12.72566959390565,21.702072196754937,0.0,60.47619047619048,24.444444444444443,33.333333333333336,7.966666666666668,12.0,41.75,0.0,0.0,crafted_proxy,1.0,1.0,1.0,True,True,False,False,True,20.0,5.0,60.0,20.0,5.0,40.0,30.0,15.0,,eastern_spear_1_t2,TwoHandedPolearm,,eastern_javelin_1_t2
40,D,Koleman,ghilman_tier_1,aserai,1,16.0,main_or_minor_line,Cavalry,Defensive Troops,False,override,1,,31.66772355456732,20.520096784824073,,0.0,11.932192407873522,21.352647311529218,0.0,60.47619047619048,0.0,22.0,5.75,12.0,41.75,0.0,0.0,,1.0,1.0,1.0,True,True,False,False,False,40.0,20.0,40.0,5.0,0.0,5.0,40.0,20.0,,eastern_spear_1_t2,TwoHandedPolearm,,
41,D,Beni Zilal Recruit,beni_zilal_tier_1,aserai,1,16.0,main_or_minor_line,Cavalry,Skirmishers,False,override,3,,17.07950785607866,20.33325076249013,47.50819536460909,0.0,9.678563945283344,17.914134944031996,0.0,60.47619047619048,24.444444444444443,26.333333333333332,9.016666666666667,10.0,41.75,0.0,0.0,crafted_proxy,0.0,1.0,1.0,False,True,False,False,True,30.0,5.0,40.0,10.0,5.0,70.0,40.0,10.0,,eastern_spear_1_t2,TwoHandedPolearm,,eastern_javelin_1_t2
