rank,tier,troop_name,troop_id,culture,tree_tier,level,line_status,default_group,primary_category,naval,change_type,roster_n,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,mount_index_desc,shock_cav_index_desc,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,harness_armor,mount_raw,ranged_damage,throw_damage,throw_source,shield_share,twoh_share,horse_share,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item
11,B,Conspiracy Hunt Leader,conspiracy_hunt_leader,empire,,26.0,special_or_unlinked,Ranged,Ranged Troops,False,override,3,44.0464819108087,,22.520864841113784,,,,21.143421122584257,79.39393939393939,41.587301587301575,0.0,79.66666666666667,23.483333333333338,0.0,0.0,57.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,120.0,50.0,60.0,160.0,50.0,50.0,80.0,140.0,steppe_war_bow,vlandia_axe_2_t4,OneHandedAxe,,
12,B,Nord Marksman,nord_marksman,nord,4,21.0,main_or_minor_line,Ranged,Ranged Troops,True,override,4,43.80769439736628,,22.657478497790613,,,,32.49169097634887,91.07744107744108,41.587301587301575,0.0,117.25,36.087500000000006,0.0,0.0,70.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,110.0,40.0,60.0,140.0,35.0,45.0,40.0,100.0,lowland_yew_bow,nord_battle_axe_5_t3,OneHandedAxe,,
13,B,Imperial Palatine Guard,imperial_palatine_guard,empire,4,26.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,41.288499064677595,,29.328555528769172,,,,41.47651950519722,86.1952861952862,46.82539682539681,0.0,148.33333333333334,46.06666666666667,0.0,0.0,60.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,130.0,30.0,80.0,140.0,80.0,60.0,40.0,130.0,lowland_longbow,empire_sword_3_t3,OneHandedSword,,
14,B,Battanian Hero,battanian_hero,battania,3,21.0,noble_line,Ranged,Ranged Troops,False,override,3,40.9054458002512,,47.18896853534806,,,,27.956134529009557,89.73063973063974,100.0,0.0,103.66666666666667,31.05,0.0,0.0,64.0,0.0,,0.0,1.0,0.0,False,False,True,False,False,60.0,110.0,40.0,140.0,15.0,15.0,25.0,100.0,woodland_yew_bow,battania_2hsword_3_t3,TwoHandedSword,,
15,C,Khuzait Tengichi,khuzait_sailor,khuzait,5,26.0,main_or_minor_line,Ranged,Ranged Troops,True,novo,3,33.860744524510686,,51.87676301651933,,,,29.666815868948955,79.15824915824916,100.0,0.0,110.66666666666667,32.95,0.0,0.0,54.0,0.0,,0.0,1.0,0.0,False,False,True,False,False,100.0,120.0,80.0,130.0,20.0,110.0,80.0,130.0,composite_steppe_bow,ridged_3hsword_t4,TwoHandedSword,,
16,C,Seasoned Wolf,wolfskins_tier_2,battania,2,21.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,30.579780156632584,34.92143003673617,20.736515210606022,,,,31.612019187070512,85.016835016835,41.587301587301575,0.0,90.0,24.733333333333334,0.0,0.0,64.0,0.0,,1.0,0.0,0.0,True,False,True,False,False,80.0,100.0,30.0,110.0,10.0,10.0,10.0,100.0,woodland_yew_bow,battania_axe_1_t2|woodland_axe_t3,OneHandedAxe,,
17,C,Veteran Guardian,guardians_tier_3,empire,3,21.0,main_or_minor_line,Ranged,Ranged Troops,False,inalterado,2,29.46099852358791,,23.187052695188495,,,,39.345670818606045,93.93939393939394,46.82539682539681,0.0,136.0,43.7,0.0,0.0,71.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,100.0,45.0,45.0,100.0,15.0,60.0,60.0,100.0,lowland_yew_bow,broad_arming_sword_t4,OneHandedSword,,
18,C,Khuzait Archer,khuzait_archer,khuzait,4,21.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,27.241441097970384,,19.9515530322299,,,,25.33008861243593,80.60606060606061,46.82539682539681,0.0,90.33333333333333,28.133333333333336,0.0,0.0,54.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,90.0,45.0,45.0,110.0,15.0,15.0,100.0,60.0,steppe_heavy_bow,khuzait_sword_3_t3,OneHandedSword,,
19,C,Expert Forester,forest_people_tier_2,sturgia,2,21.0,main_or_minor_line,Ranged,Ranged Troops,False,override,2,27.129774183522326,,11.54445557676348,,,,21.901222944224074,88.04713804713805,41.587301587301575,0.0,72.0,24.325000000000003,0.0,0.0,61.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,0.0,30.0,30.0,110.0,10.0,20.0,20.0,80.0,nordic_shortbow,woodland_axe_t3,OneHandedAxe,,
20,C,Sturgian Archer,sturgian_archer,sturgia,2,21.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,26.857642344457215,,21.966552419092242,,,,28.631403478985632,79.39393939393939,46.82539682539681,0.0,104.0,31.8,0.0,0.0,50.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,100.0,60.0,45.0,115.0,25.0,45.0,50.0,100.0,nordic_shortbow2,sturgia_axe_2_t2|sturgia_sword_1_t2,OneHandedAxe|OneHandedSword,,
21,C,Sapling,brotherhood_of_woods_tier_2,vlandia,2,21.0,main_or_minor_line,Ranged,Ranged Troops,False,override,2,26.553668779295865,,22.028751364200563,,,,13.52788796452073,85.52188552188552,46.82539682539681,0.0,53.0,15.025000000000002,0.0,0.0,59.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,110.0,45.0,45.0,110.0,15.0,60.0,60.0,100.0,lowland_longbow,star_falchion_sword_t3,OneHandedSword,,
22,C,Aserai Sahraq,aserai_marine_t4,aserai,1,21.0,main_or_minor_line,Ranged,Ranged Troops,True,override,2,23.730522282684152,,2.6510401345904753,,,,23.8595028991547,86.90235690235691,0.0,0.0,87.0,26.5,0.0,0.0,62.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,100.0,40.0,70.0,100.0,15.0,60.0,40.0,100.0,tribal_bow,dagger_golden_claw,Dagger,,
23,C,Imperial Veteran Archer,imperial_veteran_archer,empire,3,21.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,23.077596525756107,,22.063057092085895,,,,27.100793859039857,86.1952861952862,46.82539682539681,0.0,101.33333333333333,30.100000000000005,0.0,0.0,60.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,100.0,60.0,60.0,100.0,45.0,45.0,15.0,100.0,lowland_longbow,empire_sword_3_t3,OneHandedSword,,
24,C,Battanian Highborn Warrior,battanian_highborn_warrior,battania,2,16.0,noble_line,Ranged,Ranged Troops,False,override,3,22.617670513650328,,38.11992382839715,,,,18.667434972671973,88.38383838383838,100.0,0.0,74.66666666666667,20.73333333333333,0.0,0.0,63.0,0.0,,0.0,1.0,0.0,False,False,True,False,False,30.0,90.0,30.0,100.0,10.0,10.0,10.0,80.0,woodland_yew_bow,battania_2hsword_2_t3,TwoHandedSword,,
25,C,Nord Freeman Archer,nord_freeman_archer,nord,3,16.0,main_or_minor_line,Ranged,Ranged Troops,True,override,3,22.262726691478857,,12.18574193220196,,,,21.218451005914932,85.52188552188551,41.587301587301575,0.0,80.0,23.566666666666674,0.0,0.0,62.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,60.0,30.0,50.0,100.0,10.0,30.0,30.0,80.0,woodland_yew_bow,nord_hatchett_1_t2,OneHandedAxe,,
26,D,Conspiracy Trained Huntsman,conspiracy_trained_huntsman,empire,,16.0,special_or_unlinked,Ranged,Ranged Troops,False,override,3,16.536579574460337,,20.184054341444682,,,,15.096012526131839,67.07070707070707,46.82539682539681,0.0,51.333333333333336,16.766666666666666,0.0,0.0,43.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,100.0,30.0,70.0,110.0,15.0,40.0,40.0,120.0,hunting_bow|mountain_hunting_bow,empire_sword_1_t2|small_bit_axe_t2,OneHandedAxe|OneHandedSword,,
27,D,Expert Guardian,guardians_tier_2,empire,2,16.0,main_or_minor_line,Ranged,Ranged Troops,False,inalterado,2,16.11913585684933,,21.818711781802605,,,,13.055199699537475,80.0,46.82539682539681,0.0,46.0,14.5,0.0,0.0,52.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,110.0,45.0,65.0,90.0,15.0,50.0,60.0,90.0,composite_bow,short_sword_t3,OneHandedSword,,
28,D,Conspiracy Trained Bowman,conspiracy_trained_bowman,aserai,,16.0,special_or_unlinked,Ranged,Ranged Troops,False,override,3,14.695760868674437,,10.468247087350369,,,,23.709443132493348,81.68350168350169,34.523809523809526,0.0,81.0,26.33333333333334,0.0,0.0,53.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,40.0,40.0,40.0,80.0,20.0,30.0,60.0,50.0,composite_bow,aserai_mace_2_t2,Mace,,
29,D,Sturgian Hunter,sturgian_hunter,sturgia,1,16.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,11.903903754703574,,12.703084831957268,,,,14.855916899473678,79.39393939393939,46.82539682539681,0.0,52.333333333333336,16.5,0.0,0.0,50.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,60.0,50.0,40.0,80.0,10.0,30.0,40.0,70.0,nordic_shortbow2,sturgia_axe_2_t2|sturgia_sword_1_t2,OneHandedAxe|OneHandedSword,,
30,D,Young Wolf,wolfskins_tier_1,battania,1,16.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,11.193467183369131,30.81450665136931,15.134682727678651,,,,27.48537560388338,72.76094276094275,41.587301587301575,0.0,79.33333333333333,20.15,0.0,0.0,50.0,0.0,,1.0,0.0,0.0,True,False,True,False,False,70.0,15.0,15.0,70.0,5.0,20.0,10.0,50.0,highland_ranger_bow,battania_axe_1_t2|battania_axe_5_t2,OneHandedAxe,,
31,D,Sprout,brotherhood_of_woods_tier_1,vlandia,1,16.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,9.38970096502025,,10.951931481927915,,,,7.14284489308027,76.12794612794613,46.82539682539681,0.0,24.0,7.933333333333333,0.0,0.0,49.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,40.0,15.0,15.0,80.0,20.0,5.0,20.0,40.0,highland_ranger_bow,falchion_sword_t2,OneHandedSword,,
32,D,Khuzait Hunter,khuzait_hunter,khuzait,3,16.0,main_or_minor_line,Ranged,Ranged Troops,False,override,2,8.736395954824339,,14.508044636421651,,,,12.087314204571765,81.01010101010101,46.82539682539681,0.0,48.0,13.424999999999999,0.0,0.0,53.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,70.0,30.0,40.0,70.0,10.0,30.0,40.0,70.0,composite_bow,khuzait_sword_1_t2,OneHandedSword,,
33,D,Recruit Forester,forest_people_tier_1,sturgia,1,16.0,main_or_minor_line,Ranged,Ranged Troops,False,override,2,8.51546496425413,,10.363692518958729,,,,10.826812164616422,72.12121212121212,41.587301587301575,0.0,34.0,12.025,0.0,0.0,43.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,40.0,15.0,20.0,80.0,5.0,15.0,20.0,40.0,mountain_hunting_bow,woodland_axe_t3,OneHandedAxe,,
34,D,Imperial Trained Archer,imperial_trained_archer,empire,2,16.0,main_or_minor_line,Ranged,Ranged Troops,False,override,3,8.250133062572429,,15.05868894703252,,,,17.737064419371602,80.1010101010101,46.82539682539681,0.0,66.33333333333333,19.700000000000003,0.0,0.0,54.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,70.0,40.0,30.0,70.0,30.0,40.0,10.0,70.0,glen_ranger_bow,empire_sword_1_t2,OneHandedSword,,
35,D,Sea Hound Marksman,sea_hounds_marksman,nord,,11.0,special_or_unlinked,Ranged,Ranged Troops,True,override,3,2.8392004699445934,,12.242509386904112,,,,16.56659823941307,70.43771043771044,41.587301587301575,0.0,45.0,18.400000000000002,0.0,0.0,42.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,60.0,30.0,50.0,60.0,10.0,30.0,30.0,80.0,mountain_hunting_bow,nord_hatchett_1_t2|nord_hatchett_2_t2,OneHandedAxe,,
36,D,Nord Huntsman,nord_huntsman,nord,2,11.0,main_or_minor_line,Ranged,Ranged Troops,True,override,3,2.6554424257761506,,9.937936608692592,,,,9.333717486335988,76.56565656565657,41.587301587301575,0.0,31.0,10.366666666666667,0.0,0.0,52.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,40.0,20.0,20.0,60.0,5.0,10.0,10.0,40.0,glen_ranger_bow,nord_hatchett_2_t2,OneHandedAxe,,
37,D,Battanian Highborn Youth,battanian_highborn_youth,battania,1,11.0,noble_line,Ranged,Ranged Troops,False,override,3,2.5173518629505116,,22.86786084748649,,,,10.729273316286545,76.12794612794613,100.0,0.0,39.0,11.916666666666666,0.0,0.0,49.0,0.0,,0.0,1.0,0.0,False,False,True,False,False,20.0,40.0,20.0,60.0,5.0,5.0,5.0,40.0,highland_ranger_bow,battania_2haxe_1_t2|battania_2hsword_1_t2,TwoHandedAxe|TwoHandedSword,,
38,D,Imperial Archer,imperial_archer,empire,1,11.0,main_or_minor_line,Ranged,Ranged Troops,False,override,2,0.6913082998347223,,0.5165838377895786,,,,6.505090884769537,76.8013468013468,0.0,0.0,29.0,7.225000000000001,0.0,0.0,50.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,40.0,15.0,20.0,40.0,20.0,15.0,5.0,40.0,highland_ranger_bow,pugio,Dagger,,
39,D,Guardian Recruit,guardians_tier_1,empire,1,11.0,main_or_minor_line,Ranged,Ranged Troops,False,inalterado,2,0.5667147996026635,,10.202601079859516,,,,3.0837282048907486,77.74410774410775,46.82539682539681,0.0,13.0,3.4250000000000003,0.0,0.0,52.0,0.0,,0.0,0.0,0.0,False,False,True,False,False,50.0,15.0,15.0,40.0,10.0,5.0,20.0,40.0,glen_ranger_bow,iron_spatha_sword_t2,OneHandedSword,,
