rank,tier,troop_name,troop_id,culture,tree_tier,level,line_status,default_group,primary_category,naval,change_type,roster_n,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,mount_index_desc,shock_cav_index_desc,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,harness_armor,mount_raw,ranged_damage,throw_damage,throw_source,shield_share,twoh_share,horse_share,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item
14,A,Triarii,legion_of_the_betrayed_tier_3,empire,3,26.0,main_or_minor_line,Infantry,Skirmishers,False,override,2,,56.390930961431486,33.18784842254055,35.79124701338988,,,53.81379040680774,0.0,46.82539682539681,24.444444444444443,170.0,46.775000000000006,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,140.0,50.0,100.0,45.0,15.0,80.0,45.0,130.0,,aserai_noble_sword_6_t5,OneHandedSword,,empire_javelin_1_t4
15,A,Nord Hearthguard,nord_jarlsmann,nord,3,21.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,55.6723834212391,35.78286699237915,,,,48.96235815064629,0.0,60.47619047619048,0.0,126.0,40.00000000000001,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,120.0,35.0,120.0,35.0,15.0,150.0,40.0,120.0,,nord_spear_1_t4,TwoHandedPolearm,,
16,A,Khuzait Darkhan,khuzait_darkhan,khuzait,5,26.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,55.26560243830753,38.15029191004792,,,,55.810657158879856,0.0,60.47619047619048,0.0,171.33333333333334,49.45000000000001,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,130.0,60.0,130.0,60.0,20.0,80.0,80.0,130.0,,eastern_throwing_spear_2_t4,TwoHandedPolearm,,
17,A,Battanian Oathsworn,battanian_oathsworn,battania,5,26.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,52.890850820918516,37.805632363642,,,,53.46758108801048,0.0,60.47619047619048,0.0,168.0,49.13333333333333,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,130.0,80.0,110.0,60.0,20.0,60.0,80.0,130.0,,battania_polearm_1_t5,TwoHandedPolearm,,
18,A,Aserai Lieutenant,aserai_veteran_infantry,aserai,5,26.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,52.563390119286844,32.63233833009807,48.98736940417635,,,54.27790382798177,0.0,46.82539682539681,24.444444444444443,165.0,48.43333333333334,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,140.0,80.0,130.0,60.0,20.0,120.0,50.0,130.0,,aser_battle_axe_4_t4|aserai_noble_sword_3_t5,OneHandedAxe|OneHandedSword,,eastern_javelin_2_t3
19,A,Guard,guard_battania,battania,,4.0,special_or_unlinked,Infantry,Defensive Troops,False,inalterado,2,,51.376597436653995,19.38738818838833,,,,41.73869535466412,0.0,60.47619047619048,0.0,110.0,39.97500000000001,0.0,0.0,0.0,0.0,,0.5,1.0,0.0,True,False,False,False,False,50.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,,northern_spear_2_t3,TwoHandedPolearm,,
20,A,Lake Rat Wrecker ,lakepike_tier_3,sturgia,3,26.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,51.13771004789662,27.92459257063923,49.47518139322245,,,46.86237890176831,0.0,41.587301587301575,24.444444444444443,124.5,32.7,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,130.0,60.0,110.0,45.0,15.0,130.0,30.0,55.0,,battle_axe_t4,OneHandedAxe,,western_javelin_3_t4
21,A,Sturgian Reaver,sturgia_marine_t5,sturgia,3,26.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,50.792593552104925,33.05152474680117,,,,54.15571230370039,0.0,41.587301587301575,0.0,174.66666666666666,50.583333333333336,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,130.0,160.0,60.0,40.0,40.0,150.0,60.0,130.0,,stur_throwing_axe_2_t5,ThrowingAxe,,
22,B,Skolder Veteran Broda,skolderbrotva_tier_3,nord,3,26.0,main_or_minor_line,Infantry,Skirmishers,True,override,3,,50.17522813982318,30.40697497538233,51.67087507180767,,,46.7723430417715,0.0,46.82539682539681,24.444444444444443,105.0,32.6,0.0,0.0,0.0,0.0,crafted_proxy,1.0,1.0,0.0,True,False,False,False,True,130.0,130.0,110.0,40.0,15.0,130.0,30.0,100.0,,sturgia_sword_4_t4,OneHandedSword,,northern_javelin_3_t4
23,B,Battanian Skipari,battanian_marine_t5,battania,2,26.0,main_or_minor_line,Infantry,Skirmishers,True,override,3,,49.277851410993364,32.155491710599996,58.706039467586905,,,48.08043546486801,0.0,46.82539682539681,24.444444444444443,138.0,43.150000000000006,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,140.0,80.0,60.0,50.0,20.0,150.0,80.0,130.0,,battania_sword_5_t5,OneHandedSword,,northern_javelin_6_t6
24,B,Vlandian Swordsman,vlandian_swordsman,vlandia,4,21.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,48.17504945798297,24.651653026504004,,,,49.77482460156989,0.0,46.82539682539681,0.0,135.33333333333334,39.68333333333333,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,100.0,60.0,100.0,15.0,45.0,60.0,45.0,100.0,,vlandia_sword_3_t4,OneHandedSword,,
25,B,Conspiracy Guardian,conspiracy_guardian,aserai,,26.0,special_or_unlinked,Infantry,Defensive Troops,False,override,1,,48.04635752144495,41.95545303009191,,,,48.53704589770898,0.0,60.47619047619048,0.0,160.0,44.8,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,70.0,60.0,150.0,50.0,60.0,80.0,50.0,100.0,,wide_leaf_spear_t4,TwoHandedPolearm,,
26,B,Battanian Picked Warrior,battanian_picked_warrior,battania,4,21.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,47.8899032972405,32.22689376597506,,,,45.40079677448676,0.0,60.47619047619048,0.0,128.33333333333334,39.71666666666667,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,110.0,60.0,110.0,45.0,15.0,55.0,30.0,100.0,,highland_spear_4_t4,TwoHandedPolearm,,
27,B,Huscarl Swordsman,huskarl_swordsman,sturgia,,26.0,special_or_unlinked,Infantry,Skirmishers,False,inalterado,2,,47.17130703509772,,,,,40.24538630528845,0.0,46.82539682539681,24.444444444444443,104.0,31.225,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,sturgia_sword_4_t4|sturgia_sword_5_t4,OneHandedSword,,western_javelin_1_t2
28,B,Nord Shield Biter,nord_boandi,nord,4,21.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,46.60073787359851,24.10018281086386,,,,46.84008430786434,0.0,41.587301587301575,0.0,102.66666666666667,37.56666666666667,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,110.0,80.0,75.0,35.0,15.0,110.0,40.0,100.0,,nord_biter_axe_1_t4,OneHandedAxe,,
29,B,Conspiracy Kern,conspiracy_kern,battania,,16.0,special_or_unlinked,Infantry,Skirmishers,False,override,3,,45.91967324146208,16.63804259918269,31.28805076532291,,,46.57126295444528,0.0,46.82539682539681,24.444444444444443,131.33333333333334,41.016666666666666,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,60.0,40.0,40.0,30.0,20.0,80.0,40.0,50.0,,battania_sword_2_t3|light_mace_t3,Mace|OneHandedSword,,northern_javelin_1_t2
30,B,Khuzait Spear Infantry,khuzait_spear_infantry,khuzait,4,21.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,45.72189476183596,29.485776803638423,,,,45.66661693257257,0.0,60.47619047619048,0.0,122.0,38.18333333333333,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,100.0,45.0,100.0,45.0,15.0,60.0,60.0,100.0,,eastern_throwing_spear_2_t4,TwoHandedPolearm,,
31,B,Imperial Naute,empire_marine_t5,empire,4,26.0,main_or_minor_line,Infantry,Skirmishers,True,override,2,,45.680810213679905,27.132605481180352,47.12842501336001,,,46.86173578848261,0.0,41.587301587301575,24.444444444444443,137.0,42.025,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,130.0,60.0,80.0,80.0,60.0,130.0,20.0,130.0,,imperial_axe_t3,OneHandedAxe,,empire_javelin_1_t5
32,B,Sturgian Veteran Shipman,sturgia_marine_t4,sturgia,2,21.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,44.61823934689351,22.143861509036213,,,,43.913061373587084,0.0,41.587301587301575,0.0,126.0,37.55,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,100.0,100.0,45.0,45.0,25.0,120.0,50.0,100.0,,stur_throwing_axe_1_t4,ThrowingAxe,,
33,B,Conspiracy Commander,anti_imperial_conspiracy_boss,sturgia,,31.0,special_or_unlinked,Infantry,Defensive Troops,False,override,2,,43.863906480193485,45.39466105774723,,,,30.25976631835651,0.0,41.587301587301575,0.0,72.5,22.900000000000002,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,240.0,60.0,240.0,30.0,25.0,60.0,100.0,160.0,,sturgia_axe_4_t4,OneHandedAxe,,
34,B,Vlandian Mercenary,vlandian_spearman,vlandia,3,16.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,42.99959126067849,21.811286107234462,,,,37.057045005925225,0.0,60.47619047619048,0.0,106.66666666666667,32.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,70.0,40.0,70.0,10.0,30.0,30.0,40.0,70.0,,western_spear_3_t3,TwoHandedPolearm,,
35,B,Kern,galloglass_tier_2,battania,2,16.0,main_or_minor_line,Infantry,Skirmishers,False,inalterado,3,,42.91045291508823,16.71898129205184,23.673772459901567,,,37.550956009336296,0.0,41.587301587301575,24.444444444444443,104.66666666666667,32.13333333333333,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,70.0,40.0,30.0,40.0,20.0,70.0,40.0,50.0,,woodland_axe_t3,OneHandedAxe,,northern_javelin_1_t2
36,B,Conspiracy Fighter,conspiracy_fighter,empire,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,3,,42.247669420980024,21.912625303097652,,,,43.17691103256555,0.0,46.82539682539681,0.0,106.33333333333333,36.23333333333333,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,90.0,30.0,40.0,30.0,10.0,60.0,20.0,80.0,,empire_sword_2_t3|empire_sword_3_t3|vlandia_sword_2_t3,OneHandedSword,,
37,B,Skolder Warrior Broda,skolderbrotva_tier_2,nord,2,21.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,41.31564925679064,23.656114063755986,,,,34.79843114657667,0.0,46.82539682539681,0.0,88.0,23.933333333333337,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,100.0,100.0,70.0,30.0,10.0,70.0,30.0,60.0,,sturgia_sword_3_t3,OneHandedSword,,
38,B,Nord Axe Warrior,nord_axe_warrior,nord,3,16.0,main_or_minor_line,Infantry,Defensive Troops,True,override,5,,40.754937539216456,18.245978443603498,,,,38.539206758348904,0.0,41.587301587301575,0.0,101.6,31.970000000000006,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,80.0,80.0,50.0,30.0,10.0,40.0,30.0,100.0,,nord_throwing_axe_2_t4,ThrowingAxe,,
39,B,Aserai Boatswain,aserai_infantry,aserai,4,21.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,40.22167531911742,21.334519797711252,26.227997466835973,,,40.1058307222934,0.0,41.587301587301575,24.444444444444443,126.0,37.949999999999996,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,100.0,60.0,100.0,45.0,15.0,80.0,45.0,100.0,,aser_battle_axe_4_t4|bamboo_axe_t4,OneHandedAxe,,eastern_javelin_2_t3
40,B,Nord War-Proven,nord_thegn,nord,2,16.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,40.00349286716324,21.376447404215977,,,,36.50825500213514,0.0,60.47619047619048,0.0,97.33333333333333,29.866666666666664,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,70.0,30.0,70.0,30.0,10.0,100.0,30.0,70.0,,nord_spear_1_t3|nord_spear_2_t3,TwoHandedPolearm,,
41,B,Conspiracy Warmonger,conspiracy_warmonger,battania,,26.0,special_or_unlinked,Infantry,Defensive Troops,False,override,1,,39.94696322421775,29.808852921422773,,,,42.363158355070574,0.0,41.587301587301575,0.0,109.0,36.800000000000004,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,True,False,False,False,False,150.0,80.0,90.0,60.0,60.0,110.0,40.0,90.0,,battania_axe_2_t4,OneHandedAxe,,
42,B,Nord Spear Warrior,nord_spear_warrior,nord,3,16.0,main_or_minor_line,Infantry,Skirmishers,True,override,3,,39.57974860400733,21.14370083993716,31.651811792765617,,,32.3794677079957,0.0,60.47619047619048,24.444444444444443,79.33333333333333,25.433333333333337,0.0,0.0,0.0,0.0,crafted_proxy,1.0,1.0,0.0,True,False,False,False,True,50.0,30.0,70.0,30.0,10.0,70.0,30.0,80.0,,nord_spear_1_t3|nord_spear_2_t3,TwoHandedPolearm,,nord_spear_javelin_1_t3
43,B,Imperial Coast Guard,empire_marine_t4,empire,3,21.0,main_or_minor_line,Infantry,Skirmishers,True,override,2,,38.94210327115958,21.14880912447136,33.09879760254702,,,39.30837024803594,0.0,41.587301587301575,24.444444444444443,108.0,31.35,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,100.0,60.0,60.0,45.0,45.0,100.0,15.0,100.0,,tzkurion_axe_t3,OneHandedAxe,,empire_javelin_1_t4
44,B,Battanian River Raider,battanian_marine_t4,battania,1,21.0,main_or_minor_line,Infantry,Skirmishers,True,override,3,,38.158426190748386,23.026644087472988,35.37138684139806,,,35.717654402925056,0.0,46.82539682539681,24.444444444444443,106.66666666666667,31.933333333333337,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,100.0,60.0,25.0,40.0,40.0,100.0,25.0,100.0,,bat_sword_7_t2,OneHandedSword,,northern_javelin_6_t6
45,B,Sturgian Brigand,sturgian_brigand,sturgia,3,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,37.85809900345731,17.654299372879354,21.50099228514054,,,38.04572449712828,0.0,41.587301587301575,24.444444444444443,92.0,31.03333333333333,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,80.0,40.0,30.0,40.0,10.0,70.0,30.0,80.0,,sturgia_axe_2_t2,OneHandedAxe,,sturg_javelin_3_t2
46,B,Vlandian Militia Veteran Spearman,vlandian_militia_veteran_spearman,vlandia,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,37.09009170644176,,,,,24.83060396054886,0.0,60.47619047619048,0.0,49.0,14.15,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,western_spear_1_t2|western_spear_2_t2|western_spear_3_t3,TwoHandedPolearm,,
47,B,Khuzait Spearman,khuzait_spearman,khuzait,3,16.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,35.814989779175484,20.768549060719796,,,,32.74861473398263,0.0,60.47619047619048,0.0,94.33333333333333,27.150000000000002,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,70.0,30.0,70.0,40.0,10.0,30.0,40.0,70.0,,eastern_throwing_spear_2_t4,TwoHandedPolearm,,
48,B,Conspiracy Trained Spearman,conspiracy_trained_spearman,vlandia,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,3,,35.59707139546213,23.16338454937331,,,,31.151550074515388,0.0,60.47619047619048,0.0,74.0,21.833333333333332,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,70.0,40.0,80.0,10.0,30.0,30.0,40.0,60.0,,western_spear_3_t3,TwoHandedPolearm,,
49,B,Vlandian Footman,vlandian_footman,vlandia,2,11.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,34.98131227020033,17.007858680001856,,,,32.17924510505041,0.0,60.47619047619048,0.0,68.66666666666667,20.083333333333332,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,40.0,20.0,40.0,5.0,20.0,15.0,15.0,40.0,,western_spear_1_t2|western_spear_2_t2,TwoHandedPolearm,,
50,B,Nord Scion,nord_ungmann,nord,1,11.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,34.963431787434104,17.00526359635833,,,,27.046343600851312,0.0,60.47619047619048,0.0,79.0,22.28333333333333,0.0,0.0,0.0,0.0,,0.6666666666666666,1.0,0.0,True,False,False,False,False,40.0,20.0,35.0,10.0,5.0,50.0,10.0,40.0,,nord_spear_1_t2|nord_spear_2_t2,TwoHandedPolearm,,
51,B,Principes,legion_of_the_betrayed_tier_2,empire,2,21.0,main_or_minor_line,Infantry,Skirmishers,False,override,2,,34.822598624674896,24.421256290804674,30.226262050757253,,,33.96409884393956,0.0,46.82539682539681,24.444444444444443,92.5,27.700000000000003,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,110.0,40.0,30.0,30.0,30.0,90.0,20.0,120.0,,empire_sword_2_t3|empire_sword_3_t3,OneHandedSword,,empire_javelin_1_t4
52,B,Hastati,legion_of_the_betrayed_tier_1,empire,1,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,34.366646314136204,16.840051675586032,18.89855238878443,,,30.186772960430527,0.0,46.82539682539681,24.444444444444443,54.25,20.0875,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,70.0,20.0,20.0,15.0,15.0,60.0,5.0,90.0,,empire_sword_1_t2,OneHandedSword,,empire_javelin_1_t4
53,B,Battanian Trained Warrior,battanian_trained_warrior,battania,3,16.0,main_or_minor_line,Infantry,Defensive Troops,False,override,3,,34.33984995096207,20.554454660128826,,,,30.10541912979055,0.0,60.47619047619048,0.0,95.0,25.700000000000003,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,70.0,40.0,70.0,30.0,10.0,30.0,40.0,70.0,,western_spear_3_t3,TwoHandedPolearm,,
54,B,Nord Militia Veteran Spearman,nord_militia_veteran_spearman,nord,,16.0,special_or_unlinked,Infantry,Defensive Troops,True,override,4,,34.29850133456519,,,,,29.911520474154564,0.0,60.47619047619048,0.0,63.75,20.787499999999998,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,nord_spear_1_t2|nord_spear_2_t2,TwoHandedPolearm,,
55,B,Khuzait Militia Veteran Spearman,khuzait_militia_veteran_spearman,khuzait,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,33.00998904522424,,,,,26.954164029902202,0.0,60.47619047619048,0.0,68.5,17.400000000000002,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,eastern_spear_1_t2,TwoHandedPolearm,,
56,B,Sturgian Militia Veteran Spearman,sturgian_militia_veteran_spearman,sturgia,,16.0,special_or_unlinked,Infantry,Defensive Troops,False,override,4,,32.93399699346779,,,,,23.96818904443656,0.0,60.47619047619048,0.0,58.5,16.375,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,northern_spear_1_t2,TwoHandedPolearm,,
57,B,Nord Warrior,nord_drengr,nord,2,11.0,main_or_minor_line,Infantry,Defensive Troops,True,override,3,,31.99080152754952,16.57383094062198,,,,26.231304696784957,0.0,60.47619047619048,0.0,61.666666666666664,18.3,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,True,False,False,False,False,40.0,20.0,40.0,15.0,5.0,20.0,10.0,40.0,,nord_spear_1_t2|nord_spear_2_t2,TwoHandedPolearm,,
58,B,Imperial Shipmate,empire_marine_t3,empire,2,16.0,main_or_minor_line,Infantry,Skirmishers,True,override,2,,31.935189087145915,15.126086513109469,18.95382685133531,,,30.545951730489236,0.0,41.587301587301575,24.444444444444443,82.0,25.275000000000006,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,70.0,40.0,30.0,30.0,40.0,70.0,10.0,70.0,,small_spurred_axe_t2,OneHandedAxe,,empire_javelin_1_t4
