rank,tier,troop_name,troop_id,culture,tree_tier,level,line_status,default_group,primary_category,naval,change_type,roster_n,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,mount_index_desc,shock_cav_index_desc,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,armor_total,effective_armor,harness_armor,mount_raw,ranged_damage,throw_damage,throw_source,shield_share,twoh_share,horse_share,has_shield,has_horse,has_bow,has_crossbow,has_throwing,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,ranged_item,crafted_melee_item,crafted_melee_template,direct_throw_item,crafted_throw_item
11,B,Imperial Naute,empire_marine_t5,empire,4,26.0,main_or_minor_line,Infantry,Skirmishers,True,override,2,,45.680810213679905,27.132605481180352,47.12842501336001,,,46.86173578848261,0.0,41.587301587301575,24.444444444444443,137.0,42.025,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,130.0,60.0,80.0,80.0,60.0,130.0,20.0,130.0,,imperial_axe_t3,OneHandedAxe,,empire_javelin_1_t5
12,B,Sturgian Heavy Spearman,sturgian_shock_troop,sturgia,,26.0,special_or_unlinked,Infantry,Skirmishers,False,override,3,,64.82810780008721,41.793362631237876,46.22048749398243,,,63.207746170903505,0.0,60.47619047619048,24.444444444444443,189.0,53.300000000000004,0.0,0.0,0.0,0.0,crafted_proxy,1.0,1.0,0.0,True,False,False,False,True,140.0,60.0,140.0,75.0,15.0,80.0,45.0,125.0,,northern_spear_3_t4,TwoHandedPolearm,,northern_javelin_3_t4
13,B,Hidden Soldati,hidden_hand_tier_2,empire,2,21.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,,17.34074062605901,43.67611418081736,,,35.294057118749585,0.0,46.82539682539681,23.08641975308642,118.25,39.2,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,70.0,40.0,30.0,30.0,10.0,130.0,40.0,70.0,,empire_sword_4_t4,OneHandedSword,,lowland_throwing_knife
14,C,Triarii,legion_of_the_betrayed_tier_3,empire,3,26.0,main_or_minor_line,Infantry,Skirmishers,False,override,2,,56.390930961431486,33.18784842254055,35.79124701338988,,,53.81379040680774,0.0,46.82539682539681,24.444444444444443,170.0,46.775000000000006,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,140.0,50.0,100.0,45.0,15.0,80.0,45.0,130.0,,aserai_noble_sword_6_t5,OneHandedSword,,empire_javelin_1_t4
15,C,Battanian River Raider,battanian_marine_t4,battania,1,21.0,main_or_minor_line,Infantry,Skirmishers,True,override,3,,38.158426190748386,23.026644087472988,35.37138684139806,,,35.717654402925056,0.0,46.82539682539681,24.444444444444443,106.66666666666667,31.933333333333337,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,100.0,60.0,25.0,40.0,40.0,100.0,25.0,100.0,,bat_sword_7_t2,OneHandedSword,,northern_javelin_6_t6
16,C,Imperial Coast Guard,empire_marine_t4,empire,3,21.0,main_or_minor_line,Infantry,Skirmishers,True,override,2,,38.94210327115958,21.14880912447136,33.09879760254702,,,39.30837024803594,0.0,41.587301587301575,24.444444444444443,108.0,31.35,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,100.0,60.0,60.0,45.0,45.0,100.0,15.0,100.0,,tzkurion_axe_t3,OneHandedAxe,,empire_javelin_1_t4
17,C,Nord Spear Warrior,nord_spear_warrior,nord,3,16.0,main_or_minor_line,Infantry,Skirmishers,True,override,3,,39.57974860400733,21.14370083993716,31.651811792765617,,,32.3794677079957,0.0,60.47619047619048,24.444444444444443,79.33333333333333,25.433333333333337,0.0,0.0,0.0,0.0,crafted_proxy,1.0,1.0,0.0,True,False,False,False,True,50.0,30.0,70.0,30.0,10.0,70.0,30.0,80.0,,nord_spear_1_t3|nord_spear_2_t3,TwoHandedPolearm,,nord_spear_javelin_1_t3
18,C,Conspiracy Kern,conspiracy_kern,battania,,16.0,special_or_unlinked,Infantry,Skirmishers,False,override,3,,45.91967324146208,16.63804259918269,31.28805076532291,,,46.57126295444528,0.0,46.82539682539681,24.444444444444443,131.33333333333334,41.016666666666666,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,60.0,40.0,40.0,30.0,20.0,80.0,40.0,50.0,,battania_sword_2_t3|light_mace_t3,Mace|OneHandedSword,,northern_javelin_1_t2
19,C,Principes,legion_of_the_betrayed_tier_2,empire,2,21.0,main_or_minor_line,Infantry,Skirmishers,False,override,2,,34.822598624674896,24.421256290804674,30.226262050757253,,,33.96409884393956,0.0,46.82539682539681,24.444444444444443,92.5,27.700000000000003,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,110.0,40.0,30.0,30.0,30.0,90.0,20.0,120.0,,empire_sword_2_t3|empire_sword_3_t3,OneHandedSword,,empire_javelin_1_t4
20,C,Khuzait Jishig,khuzait_spear_sailor,khuzait,4,21.0,main_or_minor_line,Infantry,Skirmishers,True,novo,3,,,21.77921981857514,27.96457138443888,,,25.360100565768196,0.0,46.82539682539681,24.444444444444443,96.0,28.166666666666668,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,100.0,45.0,100.0,60.0,15.0,90.0,60.0,100.0,,khuzait_sword_4_t4,OneHandedSword,,spear_blade_10_hewns
21,C,Lake Rat Veteran,lakepike_tier_2,sturgia,2,21.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,,18.922551743780698,26.502119726243162,,,17.632022582708657,0.0,41.587301587301575,24.444444444444443,77.0,19.583333333333332,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,100.0,70.0,70.0,40.0,10.0,100.0,30.0,60.0,,woodland_axe_t3,OneHandedAxe,,generic_javelin_1_t3
22,C,Aserai Boatswain,aserai_infantry,aserai,4,21.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,40.22167531911742,21.334519797711252,26.227997466835973,,,40.1058307222934,0.0,41.587301587301575,24.444444444444443,126.0,37.949999999999996,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,100.0,60.0,100.0,45.0,15.0,80.0,45.0,100.0,,aser_battle_axe_4_t4|bamboo_axe_t4,OneHandedAxe,,eastern_javelin_2_t3
23,C,Hidden Pawn,hidden_hand_tier_1,empire,1,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,,12.127017794262452,26.064490456222668,,,15.351114129456134,0.0,46.82539682539681,23.08641975308642,51.5,17.05,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,40.0,15.0,20.0,20.0,5.0,100.0,15.0,40.0,,iron_spatha_sword_t2,OneHandedSword,,empire_throwingknife_t5
24,C,Kern,galloglass_tier_2,battania,2,16.0,main_or_minor_line,Infantry,Skirmishers,False,inalterado,3,,42.91045291508823,16.71898129205184,23.673772459901567,,,37.550956009336296,0.0,41.587301587301575,24.444444444444443,104.66666666666667,32.13333333333333,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,70.0,40.0,30.0,40.0,20.0,70.0,40.0,50.0,,woodland_axe_t3,OneHandedAxe,,northern_javelin_1_t2
25,C,Sturgian Brigand,sturgian_brigand,sturgia,3,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,37.85809900345731,17.654299372879354,21.50099228514054,,,38.04572449712828,0.0,41.587301587301575,24.444444444444443,92.0,31.03333333333333,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,80.0,40.0,30.0,40.0,10.0,70.0,30.0,80.0,,sturgia_axe_2_t2,OneHandedAxe,,sturg_javelin_3_t2
26,D,Imperial Shipmate,empire_marine_t3,empire,2,16.0,main_or_minor_line,Infantry,Skirmishers,True,override,2,,31.935189087145915,15.126086513109469,18.95382685133531,,,30.545951730489236,0.0,41.587301587301575,24.444444444444443,82.0,25.275000000000006,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,70.0,40.0,30.0,30.0,40.0,70.0,10.0,70.0,,small_spurred_axe_t2,OneHandedAxe,,empire_javelin_1_t4
27,D,Hastati,legion_of_the_betrayed_tier_1,empire,1,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,34.366646314136204,16.840051675586032,18.89855238878443,,,30.186772960430527,0.0,46.82539682539681,24.444444444444443,54.25,20.0875,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,70.0,20.0,20.0,15.0,15.0,60.0,5.0,90.0,,empire_sword_1_t2,OneHandedSword,,empire_javelin_1_t4
28,D,Battanian Raider,battanian_raider,battania,3,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,,16.023735676969093,18.74725986221436,,,24.789873452455065,0.0,46.82539682539681,23.08641975308642,83.33333333333333,27.53333333333333,0.0,0.0,0.0,0.0,crafted_proxy,0.0,1.0,0.0,False,False,False,False,True,70.0,70.0,30.0,40.0,10.0,70.0,30.0,70.0,,battania_sword_1_t2,OneHandedSword,,woodland_throwing_axe_1_t1
29,D,Battanian Clan Warrior,battanian_clanwarrior,battania,2,11.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,27.1286110570492,15.706424232773106,14.36916158165628,,,23.10405915956241,0.0,60.47619047619048,23.08641975308642,76.33333333333333,19.866666666666667,0.0,0.0,0.0,0.0,crafted_proxy,1.0,1.0,0.0,True,False,False,False,True,40.0,15.0,40.0,15.0,5.0,20.0,20.0,40.0,,western_spear_2_t2,TwoHandedPolearm,,celtic_throwing_dagger
30,D,Jawwal Recruit,jawwal_tier_1,aserai,1,11.0,main_or_minor_line,Infantry,Skirmishers,False,override,5,,20.019617987932175,14.665146920807928,12.108292113641811,,,13.670016000658553,0.0,60.47619047619048,24.444444444444443,23.4,8.360000000000001,0.0,0.0,0.0,0.0,crafted_proxy,1.0,1.0,0.0,True,False,False,False,True,40.0,15.0,20.0,20.0,5.0,40.0,15.0,180.0,,eastern_spear_1_t2,TwoHandedPolearm,,eastern_javelin_1_t2
31,D,Battanian Wood Runner,battanian_woodrunner,battania,2,11.0,main_or_minor_line,Infantry,Skirmishers,False,override,3,,24.850047791030022,12.347762096689962,6.51674356827254,,,21.06324633296805,0.0,46.82539682539681,24.444444444444443,63.666666666666664,17.599999999999998,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,40.0,15.0,20.0,20.0,5.0,40.0,15.0,40.0,,battania_axe_5_t2|battania_sword_1_t2,OneHandedAxe|OneHandedSword,,northern_javelin_5_t5
32,D,Lake Rat Recruit,lakepike_tier_1,sturgia,1,16.0,main_or_minor_line,Infantry,Skirmishers,False,override,4,,20.63248891854716,10.98278216066762,4.816711261953149,,,16.51289828005783,0.0,41.587301587301575,24.444444444444443,29.75,11.4375,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,50.0,40.0,40.0,5.0,20.0,45.0,15.0,20.0,,small_bit_axe_t2,OneHandedAxe,,western_javelin_3_t3
33,D,Skene,galloglass_tier_1,battania,1,11.0,main_or_minor_line,Infantry,Skirmishers,False,inalterado,1,,22.385893759809914,11.237262550460981,3.715497352593999,,,20.793138752977615,0.0,41.587301587301575,24.444444444444443,63.0,17.3,0.0,0.0,0.0,0.0,crafted_proxy,1.0,0.0,0.0,True,False,False,False,True,40.0,20.0,20.0,10.0,10.0,40.0,30.0,20.0,,small_spurred_axe_t2,OneHandedAxe,,western_javelin_1_t2
34,D,Imperial Oarsman,empire_marine_t2,empire,1,11.0,main_or_minor_line,Infantry,Skirmishers,True,novo,2,,,10.18771340938206,0.605552537093319,,,11.659643869586915,0.0,41.587301587301575,24.444444444444443,45.5,12.950000000000001,0.0,0.0,0.0,0.0,crafted_proxy,0.0,0.0,0.0,False,False,False,False,True,40.0,40.0,30.0,30.0,40.0,40.0,10.0,40.0,,vlandia_axe_1_t3,OneHandedAxe,,generic_javelin_1_t3
