troop_id,troop_name,level,culture,default_group,roster_index,OneHanded,TwoHanded,Polearm,Bow,Crossbow,Throwing,Riding,Athletics,has_shield,has_horse,has_bow,has_crossbow,has_ranged,has_throwing,defense_raw,ranged_item,ranged_raw,ammo_stack,crafted_melee_item,crafted_melee_template,crafted_melee_class,crafted_melee_raw,direct_throw_item,direct_throw_raw,crafted_throw_item,crafted_throw_raw,tree_root_id,upgrade_depth,line_status,defense_score_base,ranged_score_base,crafted_melee_score_base,throw_score_base,ranged_skill_factor,melee_skill_factor,throw_skill_factor,mobility_factor,ranged_role_score,defensive_role_score,offensive_melee_role_score,skirmisher_role_score,evidence_basis,empirical
aserai_mameluke_axeman,Aserai Mamluke Axeman,16.0,aserai,Infantry,0,70.0,80.0,60.0,30.0,10.0,50.0,40.0,80.0,False,False,False,False,False,False,28.6875,,0.0,0.0,,,,0.0,,0.0,,0.0,aserai_recruit,3.0,main_or_minor_line,21.177838476302966,0.0,0.0,0.0,0.25,0.36363636363636365,0.3125,1.04,,,,,xml_structural,false
aserai_mameluke_axeman,Aserai Mamluke Axeman,16.0,aserai,Infantry,1,70.0,80.0,60.0,30.0,10.0,50.0,40.0,80.0,False,False,False,False,False,False,28.312500000000004,,0.0,0.0,,,,0.0,,0.0,,0.0,aserai_recruit,3.0,main_or_minor_line,20.901003986416658,0.0,0.0,0.0,0.25,0.36363636363636365,0.3125,1.04,,,,,xml_structural,false
aserai_mameluke_cavalry,Aserai Mamluke Cavalry,21.0,aserai,HorseArcher,0,100.0,45.0,75.0,120.0,15.0,70.0,110.0,40.0,True,True,True,False,True,False,90.175,steppe_heavy_bow,113.45,23.0,aserai_sword_6_t4,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_recruit,4.0,main_or_minor_line,66.5694670013288,73.54943273905997,75.72463768115942,0.0,0.5454545454545454,0.45454545454545453,0.4375,1.1900000000000002,52.55235556107466,70.17421398010967,35.48526788502321,,xml_structural,false
aserai_mameluke_cavalry,Aserai Mamluke Cavalry,21.0,aserai,HorseArcher,1,100.0,45.0,75.0,120.0,15.0,70.0,110.0,40.0,True,True,True,False,True,False,89.61250000000001,steppe_heavy_bow,113.45,23.0,aserai_sword_6_t4,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_recruit,4.0,main_or_minor_line,66.15421526649935,73.54943273905997,75.72463768115942,0.0,0.5454545454545454,0.45454545454545453,0.4375,1.1900000000000002,52.49858848888063,69.79643859987577,35.42642518677668,,xml_structural,false
aserai_mameluke_guard,Aserai Mamluke Guard,21.0,aserai,Infantry,0,80.0,110.0,60.0,45.0,15.0,100.0,45.0,110.0,False,False,False,False,False,False,42.3125,,0.0,0.0,,,,0.0,,0.0,,0.0,aserai_recruit,4.0,main_or_minor_line,31.236158275505684,0.0,0.0,0.0,0.25,0.5,0.625,1.045,,,,,xml_structural,false
aserai_mameluke_guard,Aserai Mamluke Guard,21.0,aserai,Infantry,1,80.0,110.0,60.0,45.0,15.0,100.0,45.0,110.0,False,False,False,False,False,False,45.4375,,0.0,0.0,aserai_mace_5_t4,TwoHandedMace,mace,38.7,,0.0,,0.0,aserai_recruit,4.0,main_or_minor_line,33.54311235789163,0.0,70.10869565217392,0.0,0.25,0.5,0.625,1.045,,,25.766103246323503,,xml_structural,false
aserai_mameluke_guard,Aserai Mamluke Guard,21.0,aserai,Infantry,2,80.0,110.0,60.0,45.0,15.0,100.0,45.0,110.0,False,False,False,False,False,False,44.6875,,0.0,0.0,aserai_2haxe_2_t4,TwoHandedAxe,axe,40.48,,0.0,,0.0,aserai_recruit,4.0,main_or_minor_line,32.989443378119,0.0,73.33333333333331,0.0,0.25,0.5,0.625,1.045,,,27.28694688746589,,xml_structural,false
aserai_mameluke_heavy_cavalry,Aserai Mamluke Heavy Cavalry,26.0,aserai,HorseArcher,0,130.0,60.0,80.0,150.0,20.0,80.0,130.0,80.0,True,True,True,False,True,False,93.92821428571429,steppe_war_bow,117.15,23.0,aserai_sword_6_t4,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_recruit,5.0,main_or_minor_line,69.3401847672481,75.94813614262561,75.72463768115942,0.0,0.6818181818181818,0.5909090909090909,0.5,1.21,67.97646597383029,72.69487523146093,46.120600313411785,,xml_structural,false
aserai_mameluke_heavy_cavalry,Aserai Mamluke Heavy Cavalry,26.0,aserai,HorseArcher,1,130.0,60.0,80.0,150.0,20.0,80.0,130.0,80.0,True,True,True,False,True,False,89.9907142857143,steppe_war_bow,117.15,23.0,aserai_sword_6_t4,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_recruit,5.0,main_or_minor_line,66.43342262344183,75.94813614262561,75.72463768115942,0.0,0.6818181818181818,0.5909090909090909,0.5,1.21,67.60009646847199,70.0504475698235,45.708701425686094,,xml_structural,false
aserai_mameluke_heavy_cavalry,Aserai Mamluke Heavy Cavalry,26.0,aserai,HorseArcher,2,130.0,60.0,80.0,150.0,20.0,80.0,130.0,80.0,True,True,True,False,True,False,98.92821428571429,steppe_war_bow,117.15,23.0,aserai_sword_6_t4,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_recruit,5.0,main_or_minor_line,73.03131129906562,75.94813614262561,75.72463768115942,0.0,0.6818181818181818,0.5909090909090909,0.5,1.21,68.45439550444397,76.052878611318,46.64364652004761,,xml_structural,false
aserai_mameluke_regular,Aserai Mamluke Regular,16.0,aserai,Cavalry,0,70.0,30.0,70.0,90.0,10.0,50.0,70.0,40.0,True,True,False,False,False,False,34.60892857142857,,0.0,0.0,khuzait_lance_1_t3,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,aserai_recruit,3.0,main_or_minor_line,25.549186897555415,0.0,81.95652173913044,0.0,0.4090909090909091,0.3181818181818182,0.3125,1.1500000000000001,,33.80091255422009,21.396693770585397,,xml_structural,false
aserai_mameluke_regular,Aserai Mamluke Regular,16.0,aserai,Cavalry,1,70.0,30.0,70.0,90.0,10.0,50.0,70.0,40.0,True,True,False,False,False,False,35.67142857142857,,0.0,0.0,khuzait_lance_1_t3,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,aserai_recruit,3.0,main_or_minor_line,26.33355128556664,0.0,81.95652173913044,0.0,0.4090909090909091,0.3181818181818182,0.3125,1.1500000000000001,,34.514488272439706,21.507841089495507,,xml_structural,false
aserai_mameluke_regular,Aserai Mamluke Regular,16.0,aserai,Cavalry,2,70.0,30.0,70.0,90.0,10.0,50.0,70.0,40.0,True,True,False,False,False,False,33.98392857142857,,0.0,0.0,khuzait_lance_1_t3,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,aserai_recruit,3.0,main_or_minor_line,25.087796081078228,0.0,81.95652173913044,0.0,0.4090909090909091,0.3181818181818182,0.3125,1.1500000000000001,,33.38116213173795,21.33131299475592,,xml_structural,false
aserai_mameluke_soldier,Aserai Mamluke Soldier,11.0,aserai,Infantry,0,40.0,15.0,50.0,10.0,5.0,40.0,15.0,40.0,True,False,False,False,False,False,34.823214285714286,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,aserai_recruit,2.0,main_or_minor_line,25.70737803463331,0.0,81.95652173913044,0.0,0.25,0.25,0.25,1.015,,26.36357468752811,10.208136713232724,,xml_structural,false
aserai_mameluke_soldier,Aserai Mamluke Soldier,11.0,aserai,Infantry,1,40.0,15.0,50.0,10.0,5.0,40.0,15.0,40.0,True,False,False,False,False,False,34.19821428571429,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,aserai_recruit,2.0,main_or_minor_line,25.245987218156127,0.0,81.95652173913044,0.0,0.25,0.25,0.25,1.015,,25.943824265045986,10.142755937403248,,xml_structural,false
aserai_mameluke_soldier,Aserai Mamluke Soldier,11.0,aserai,Infantry,2,40.0,15.0,50.0,10.0,5.0,40.0,15.0,40.0,True,False,False,False,False,False,32.948214285714286,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,aserai_recruit,2.0,main_or_minor_line,24.323205585201745,0.0,81.95652173913044,0.0,0.25,0.25,0.25,1.015,,25.104323420081716,10.011994385744295,,xml_structural,false
aserai_marine_t4,Aserai Sahraq,21.0,aserai,Ranged,0,100.0,40.0,70.0,100.0,15.0,60.0,40.0,100.0,False,False,True,False,True,False,30.5625,tribal_bow,126.05,46.0,,,,0.0,,0.0,,0.0,aserai_marine_t4,1.0,main_or_minor_line,22.562010925734533,81.71799027552674,0.0,0.0,0.45454545454545453,0.45454545454545453,0.375,1.04,23.410784925411413,,,,xml_structural,false
aserai_marine_t4,Aserai Sahraq,21.0,aserai,Ranged,1,100.0,40.0,70.0,100.0,15.0,60.0,40.0,100.0,False,False,True,False,True,False,30.749999999999996,tribal_bow,126.05,46.0,,,,0.0,,0.0,,0.0,aserai_marine_t4,1.0,main_or_minor_line,22.700428170677686,81.71799027552674,0.0,0.0,0.45454545454545453,0.45454545454545453,0.375,1.04,23.42870728280942,,,,xml_structural,false
aserai_marine_t5,Aserai Bahriyyah,26.0,aserai,Ranged,0,130.0,50.0,80.0,150.0,20.0,80.0,60.0,130.0,False,False,True,False,True,False,43.99999999999999,longbow_recurve_desert_bow,148.15,46.0,,,,0.0,,0.0,,0.0,aserai_marine_t4,2.0,main_or_minor_line,32.481913479994084,96.0453808752026,0.0,0.0,0.6818181818181818,0.5909090909090909,0.5,1.06,55.78579355846798,,,,xml_structural,false
aserai_marine_t5,Aserai Bahriyyah,26.0,aserai,Ranged,1,130.0,50.0,80.0,150.0,20.0,80.0,60.0,130.0,False,False,True,False,True,False,43.4375,longbow_recurve_desert_bow,148.15,46.0,,,,0.0,,0.0,,0.0,aserai_marine_t4,2.0,main_or_minor_line,32.06666174516462,96.0453808752026,0.0,0.0,0.6818181818181818,0.5909090909090909,0.5,1.06,55.73202648627394,,,,xml_structural,false
aserai_marine_t5,Aserai Bahriyyah,26.0,aserai,Ranged,2,130.0,50.0,80.0,150.0,20.0,80.0,60.0,130.0,False,False,True,False,True,False,42.6875,longbow_recurve_desert_bow,148.15,46.0,,,,0.0,,0.0,,0.0,aserai_marine_t4,2.0,main_or_minor_line,31.512992765391996,96.0453808752026,0.0,0.0,0.6818181818181818,0.5909090909090909,0.5,1.06,55.660337056681875,,,,xml_structural,false
aserai_marine_t5,Aserai Bahriyyah,26.0,aserai,Ranged,3,130.0,50.0,80.0,150.0,20.0,80.0,60.0,130.0,False,False,True,False,True,False,54.25000000000001,longbow_recurve_desert_bow,148.15,46.0,aserai_noble_sword_2_t5,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_marine_t4,2.0,main_or_minor_line,40.04872287022,96.0453808752026,75.72463768115942,0.0,0.6818181818181818,0.5909090909090909,0.5,1.06,56.76554909622609,,36.301745287695674,,xml_structural,false
aserai_master_archer,Aserai Mamluke Warden,26.0,aserai,Infantry,0,130.0,50.0,130.0,70.0,20.0,80.0,60.0,160.0,True,False,False,False,False,False,65.31428571428572,,0.0,0.0,easter_polesword_t4,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,48.21665858134188,0.0,81.95652173913044,0.0,0.3181818181818182,0.5909090909090909,0.5,1.06,,46.84139887004925,41.11191551902978,,xml_structural,false
aserai_master_archer,Aserai Mamluke Warden,26.0,aserai,Infantry,1,130.0,50.0,130.0,70.0,20.0,80.0,60.0,160.0,True,False,False,False,False,False,74.25178571428572,,0.0,0.0,easter_polesword_t4,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,54.81454725696568,0.0,81.95652173913044,0.0,0.3181818181818182,0.5909090909090909,0.5,1.06,,52.843829911543736,42.04686061339129,,xml_structural,false
aserai_master_archer,Aserai Mamluke Warden,26.0,aserai,Infantry,2,130.0,50.0,130.0,70.0,20.0,80.0,60.0,160.0,True,False,False,False,False,False,79.0017857142857,,0.0,0.0,easter_polesword_t4,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,58.32111746219231,0.0,81.95652173913044,0.0,0.3181818181818182,0.5909090909090909,0.5,1.06,,56.03393312240793,42.54375450969532,,xml_structural,false
aserai_militia_archer,Aserai Militia Archer,11.0,aserai,Ranged,0,,,,,,,,,False,False,True,False,True,False,8.8125,hunting_bow,103.10000000000001,54.0,peasant_hatchet_1_t1,OneHandedAxe,axe,40.48,,0.0,,0.0,,,special_or_unlinked,6.505610512328362,66.83954619124798,73.33333333333331,0.0,,,,1.0,,,,,xml_structural,false
aserai_militia_archer,Aserai Militia Archer,11.0,aserai,Ranged,1,,,,,,,,,False,False,True,False,True,False,5.4375,hunting_bow,103.10000000000001,54.0,peasant_hatchet_1_t1,OneHandedAxe,axe,40.48,,0.0,,0.0,,,special_or_unlinked,4.014100103351542,66.83954619124798,73.33333333333331,0.0,,,,1.0,,,,,xml_structural,false
aserai_militia_archer,Aserai Militia Archer,11.0,aserai,Ranged,2,,,,,,,,,False,False,True,False,True,False,5.75,hunting_bow,103.10000000000001,54.0,peasant_hammer_1_t1,Mace,mace,38.7,,0.0,,0.0,,,special_or_unlinked,4.244795511590137,66.83954619124798,70.10869565217392,0.0,,,,1.0,,,,,xml_structural,false
aserai_militia_archer,Aserai Militia Archer,11.0,aserai,Ranged,3,,,,,,,,,False,False,True,False,True,False,5.75,hunting_bow,103.10000000000001,54.0,peasant_hammer_1_t1,Mace,mace,38.7,,0.0,,0.0,,,special_or_unlinked,4.244795511590137,66.83954619124798,70.10869565217392,0.0,,,,1.0,,,,,xml_structural,false
aserai_militia_spearman,Aserai Militia Spearman,11.0,aserai,Infantry,0,,,,,,,,,True,False,False,False,False,False,19.6625,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,14.515355086372361,0.0,81.95652173913044,0.0,,,,1.0,,16.181628725032976,,,xml_structural,false
aserai_militia_spearman,Aserai Militia Spearman,11.0,aserai,Infantry,1,,,,,,,,,True,False,False,False,False,False,17.225,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,12.715930902111324,0.0,81.95652173913044,0.0,,,,1.0,,14.54460207735266,,,xml_structural,false
aserai_militia_spearman,Aserai Militia Spearman,11.0,aserai,Infantry,2,,,,,,,,,True,False,False,False,False,False,16.0375,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,11.839288350804667,0.0,81.95652173913044,0.0,,,,1.0,,13.747076274636616,,,xml_structural,false
aserai_militia_spearman,Aserai Militia Spearman,11.0,aserai,Infantry,3,,,,,,,,,True,False,False,False,False,False,20.5375,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,15.161302229440425,0.0,81.95652173913044,0.0,,,,1.0,,16.76927931650796,,,xml_structural,false
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,16.0,aserai,Ranged,0,,,,,,,,,False,False,True,False,True,False,14.5,tribal_bow,124.05,54.0,aserai_sword_1_t2,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,,,special_or_unlinked,10.704266942270781,80.42139384116693,75.72463768115942,0.0,,,,1.0,,,,,xml_structural,false
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,16.0,aserai,Ranged,1,,,,,,,,,False,False,True,False,True,False,15.3125,tribal_bow,124.05,54.0,aserai_sword_2_t2,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,,,special_or_unlinked,11.304075003691127,80.42139384116693,75.72463768115942,0.0,,,,1.0,,,,,xml_structural,false
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,16.0,aserai,Ranged,2,,,,,,,,,False,False,True,False,True,False,14.375,tribal_bow,124.05,54.0,aserai_sword_2_t2,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,,,special_or_unlinked,10.611988778975343,80.42139384116693,75.72463768115942,0.0,,,,1.0,,,,,xml_structural,false
aserai_militia_veteran_archer,Aserai Militia Veteran Archer,16.0,aserai,Ranged,3,,,,,,,,,False,False,True,False,True,False,18.187500000000004,tribal_bow,124.05,54.0,aserai_sword_2_t2,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,,,special_or_unlinked,13.426472759486197,80.42139384116693,75.72463768115942,0.0,,,,1.0,,,,,xml_structural,false
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,16.0,aserai,Infantry,0,,,,,,,,,True,False,False,False,False,False,29.135714285714286,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,21.50872160469089,0.0,81.95652173913044,0.0,,,,1.0,,22.54384584294072,,,xml_structural,false
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,16.0,aserai,Infantry,1,,,,,,,,,True,False,False,False,False,False,31.323214285714286,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,23.123589462361053,0.0,81.95652173913044,0.0,,,,1.0,,24.012972321628176,,,xml_structural,false
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,16.0,aserai,Infantry,2,,,,,,,,,True,False,False,False,False,False,31.760714285714286,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,23.446563033895085,0.0,81.95652173913044,0.0,,,,1.0,,24.30679761736567,,,xml_structural,false
aserai_militia_veteran_spearman,Aserai Militia Veteran Spearman,16.0,aserai,Infantry,3,,,,,,,,,True,False,False,False,False,False,33.948214285714286,,0.0,0.0,eastern_spear_1_t2,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,,0.0,,,special_or_unlinked,25.061430891565244,0.0,81.95652173913044,0.0,,,,1.0,,25.775924096053128,,,xml_structural,false
aserai_recruit,Aserai Beduin,6.0,aserai,Infantry,0,20.0,10.0,20.0,10.0,0.0,5.0,5.0,20.0,False,False,False,False,False,False,6.3125,,0.0,0.0,simple_back_sword_t2,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_recruit,1.0,main_or_minor_line,4.660047246419607,0.0,75.72463768115942,0.0,0.25,0.25,0.25,1.005,,,5.6802609580204635,,xml_structural,false
aserai_recruit,Aserai Beduin,6.0,aserai,Infantry,1,20.0,10.0,20.0,10.0,0.0,5.0,5.0,20.0,False,False,False,False,False,False,5.375,,0.0,0.0,simple_back_sword_t2,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_recruit,1.0,main_or_minor_line,3.967961021703824,0.0,75.72463768115942,0.0,0.25,0.25,0.25,1.005,,,5.58218979427625,,xml_structural,false
aserai_recruit,Aserai Beduin,6.0,aserai,Infantry,2,20.0,10.0,20.0,10.0,0.0,5.0,5.0,20.0,False,False,False,False,False,False,3.9375000000000004,,0.0,0.0,simple_back_sword_t2,OneHandedSword,one_handed_sword,41.8,,0.0,,0.0,aserai_recruit,1.0,main_or_minor_line,2.90676214380629,0.0,75.72463768115942,0.0,0.25,0.25,0.25,1.005,,,5.431814009868452,,xml_structural,false
aserai_tribal_horseman,Aserai Tribal Horseman,16.0,aserai,Cavalry,0,30.0,10.0,70.0,30.0,10.0,70.0,80.0,30.0,True,True,False,False,False,True,52.1625,,0.0,0.0,eastern_spear_3_t3,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,eastern_javelin_1_t2,19.8,aserai_youth,2.0,noble_line,38.507677543186176,0.0,81.95652173913044,24.444444444444443,0.25,0.3181818181818182,0.4375,1.1600000000000001,,46.825366328691906,23.232959560310412,59.181447988292355,xml_structural,false
aserai_tribal_horseman,Aserai Tribal Horseman,16.0,aserai,Cavalry,1,30.0,10.0,70.0,30.0,10.0,70.0,80.0,30.0,True,True,False,False,False,True,54.4125,,0.0,0.0,eastern_spear_3_t3,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,eastern_javelin_1_t2,19.8,aserai_youth,2.0,noble_line,40.168684482504055,0.0,81.95652173913044,24.444444444444443,0.25,0.3181818181818182,0.4375,1.1600000000000001,,48.33646784962758,23.468330353296526,59.75592841254283,xml_structural,false
aserai_tribal_horseman,Aserai Tribal Horseman,16.0,aserai,Cavalry,2,30.0,10.0,70.0,30.0,10.0,70.0,80.0,30.0,True,True,False,False,False,True,57.225,,0.0,0.0,eastern_spear_3_t3,TwoHandedPolearm,two_handed_polearm,45.24,,0.0,eastern_javelin_1_t2,19.8,aserai_youth,2.0,noble_line,42.24494315665141,0.0,81.95652173913044,24.444444444444443,0.25,0.3181818181818182,0.4375,1.1600000000000001,,50.22534475079717,23.76254384452917,60.47402894285593,xml_structural,false
aserai_tribesman,Aserai Cadet,11.0,aserai,Infantry,0,40.0,15.0,40.0,20.0,5.0,35.0,15.0,40.0,True,False,False,False,False,False,23.51964285714286,,0.0,0.0,southern_throwing_axe_1_t4,ThrowingAxe,axe,40.48,,0.0,,0.0,aserai_recruit,2.0,main_or_minor_line,17.36279555377444,0.0,73.33333333333331,0.0,0.25,0.25,0.25,1.015,,17.46459713698578,6.887288029168806,,xml_structural,false
aserai_tribesman,Aserai Cadet,11.0,aserai,Infantry,1,40.0,15.0,40.0,20.0,5.0,35.0,15.0,40.0,True,False,False,False,False,False,21.89464285714286,,0.0,0.0,southern_throwing_axe_1_t4,ThrowingAxe,axe,40.48,,0.0,,0.0,aserai_recruit,2.0,main_or_minor_line,16.16317943093375,0.0,73.33333333333331,0.0,0.25,0.25,0.25,1.015,,16.373246038532237,6.717298012012167,,xml_structural,false
aserai_tribesman,Aserai Cadet,11.0,aserai,Infantry,2,40.0,15.0,40.0,20.0,5.0,35.0,15.0,40.0,True,False,False,False,False,False,31.70714285714286,,0.0,0.0,southern_throwing_axe_1_t4,ThrowingAxe,axe,40.48,,0.0,,0.0,aserai_recruit,2.0,main_or_minor_line,23.407015249625612,0.0,73.33333333333331,0.0,0.25,0.25,0.25,1.015,,22.963327671501705,7.74377619253495,,xml_structural,false
