classification,reason,retained_as,sha256,size_bytes,source_file
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_34_56.png,f5820d69a5146a91f55e646131ff3016d1f7dcde8031255e03b5972aa35efb55,1712195,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_34_56.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_40_28.png,9d5fd12f241ed0fbd84591f90942b1f56363312dd77cddb162f12da81dece8f3,2148617,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_40_28.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_43_15.png,fbc14242a495d6c68f300f8e945cc27ff04cb0abe4e2c1798b5a41c17c8f27d4,1664461,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_43_15.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_48_17.png,2114c09daf444fcbe5ddb6adefdd19f284ddae14c60b3a74b60c462bc7442950,2145040,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_48_17.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_56_02.png,f48aea88ac6dbe43df075c452ce381684766512efc3c318e8c7c19b41f312485,2256167,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 22_56_02.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_10_06.png,9c8709dfa66f54217b24b850ae86b4efdeeaa9a9b805a4d0e29aff5c132e083d,1783392,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_10_06.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_20_57.png,89310eda3663536521ba014cbf6ce1f774651bce99a62c4e126e9fdc3445450a,1871362,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_20_57.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_30_14.png,263265cca8031363ea4c60b0bf8107937ea4dc5f9114345e1ae7bab9311b8e1b,1944914,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_30_14.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_39_02.png,d812316722e277dcb175a180de9bb1176bb86a6e45c8a50c93f53be1361e4ce9,2151294,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_39_02.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_53_50.png,f39b8c636c8379d909db6d534a847923d8085f7afba55064777aa5c3b473b180,1519393,Mount and Blade II Bannerlord - Singleplayer PID_ 29684 -  Win64_Shipping_Client Msvc14 Managed C__Program Files (x86)_Steam_steamapps_common_Mount & Blade II Bannerlord_bin_Modules_ 06_09_2026 23_53_50.png
new_representative,Unique readable field battle scoreboard; no exact SHA-256 or capture-identity match in committed history through merged PR #91.,Screenshot 06_09_2026 00_37_04.png,dfa3eeaf267e3939def8c80b745d4a88e07dea7d3472f65f46b72144011284db,2043479,Screenshot 06_09_2026 00_37_04.png
excluded_non_evidence,Vortex application screen; no Bannerlord battle result scoreboard.,,a578fdbe874a978fbc544a2cdb4818317370dbacd189ef7668d6e22628dce6f1,1696449,Vortex 05_09_2026 19_45_52.png
