troop_id,troop_name,culture,level,default_group,defensive_lane,roster_count,shield_share,horse_share,armor_total_mean,survivability_armor_v71_mean,shield_hp_mean,shield_armor_mean,harness_armor_mean,horse_extra_health_mean,horse_speed_mean,horse_maneuver_mean,horse_charge_damage_audit_only_mean,horse_charge_damage_max_audit_only,mount_ids_audit_only,spectacle_reason,athletics,riding,melee_skill,armor_component_v2,shield_hp_component_v2,shield_armor_component_v2,harness_component_v2,mount_health_component_v2,mobility_component_v2,counterpressure_component_v2,protection_score_v2,defensive_utility_score_v2,protection_rank_v2,defensive_utility_rank_v2,normalization_includes_outliers,roster_aggregation,evidence_basis,empirical,score_status
erebor_oathsworn_royal_legionary,[Erebor] Royal Legionary,erebor,46.000000,Infantry,infantry,4,1.000000,0.000000,253.500000,71.425000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,185.000000,20.000000,340.000000,71.388889,67.164179,6.666667,0.000000,0.000000,78.723404,87.179487,64.071725,67.847669,12,11,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
imladris_swordguard,[Rivendell] Imladris Swordguard,rivendell,31.000000,Infantry,infantry,23,1.000000,0.000000,304.173913,61.852174,600.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,155.000000,55.000000,280.000000,61.719368,89.552239,60.000000,0.000000,0.000000,65.957447,71.794872,67.114005,67.466436,8,12,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
iron_hills_noble_gate_warden,[Iron Hills] Gate Warden,erebor,41.000000,Infantry,infantry,1,1.000000,0.000000,254.000000,61.200000,670.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,170.000000,30.000000,330.000000,61.060606,100.000000,6.666667,0.000000,0.000000,72.340426,84.615385,63.409091,66.422854,13,13,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
erebor_oathsworn_legionary,[Erebor] Legionary,erebor,41.000000,Infantry,infantry,4,1.000000,0.000000,257.500000,70.625000,425.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,170.000000,15.000000,320.000000,70.580808,63.432836,6.666667,0.000000,0.000000,72.340426,82.051282,62.759799,65.647010,14,14,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
iron_hills_noble_royal_warden,[Iron Hills] Royal Warden,erebor,46.000000,Infantry,infantry,1,1.000000,0.000000,242.000000,57.100000,670.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,185.000000,35.000000,350.000000,56.919192,100.000000,6.666667,0.000000,0.000000,78.723404,89.743590,60.510101,65.254780,21,15,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rivendell_warden_gondolin,[Rivendell] Aegedhrim Elenath,rivendell,51.000000,Infantry,infantry,32,1.000000,0.000000,205.000000,46.750000,600.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,225.000000,70.000000,390.000000,46.464646,89.552239,60.000000,0.000000,0.000000,95.744681,100.000000,56.435700,64.723028,31,16,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
erebor_noble_shield_guard,[Erebor] Shield-Guard,erebor,36.000000,Infantry,infantry,4,1.000000,0.000000,252.500000,68.775000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,150.000000,10.000000,295.000000,68.712121,67.164179,6.666667,0.000000,0.000000,63.829787,75.641026,62.197987,63.705471,15,17,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mirkwood_palaceguard,[Mirkwood] Palace Guard,mirkwood,51.000000,Infantry,infantry,1,1.000000,0.000000,205.000000,57.750000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,235.000000,45.000000,390.000000,57.575758,67.164179,6.666667,0.000000,0.000000,100.000000,100.000000,54.402533,63.522026,39,18,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dg_khamul_veiled_guard,[Dol Guldur] Khamûl's Veiled Guard,dolguldur,41.000000,Infantry,infantry,3,1.000000,0.000000,217.000000,52.850000,450.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,172.000000,30.000000,328.000000,52.626263,67.164179,93.333333,0.000000,0.000000,73.191489,84.102564,59.604553,63.413048,23,19,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
loke_rim_gilded_shieldguard,[Rhûn] Loke-Rim Gilded Shieldguard,khuzait,36.000000,Infantry,infantry,3,1.000000,0.000000,234.333333,56.450000,450.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,145.000000,48.000000,285.000000,56.262626,67.164179,93.333333,0.000000,0.000000,61.702128,73.076923,62.150008,63.197911,16,20,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
erebor_oathsworn,[Erebor] Oathsworn,erebor,36.000000,Infantry,infantry,4,1.000000,0.000000,256.250000,69.312500,400.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,150.000000,10.000000,285.000000,69.255051,59.701493,6.666667,0.000000,0.000000,63.829787,73.076923,61.085501,62.559072,19,21,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
iron_hills_noble_shield_guard,[Iron Hills] Shield-Guard,erebor,36.000000,Infantry,infantry,1,1.000000,0.000000,263.000000,63.850000,510.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,150.000000,25.000000,300.000000,63.737374,76.119403,6.666667,0.000000,0.000000,63.829787,76.923077,60.506709,62.480654,22,22,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mirkwood_guardians,[Mirkwood] Guardians of Felegoth,mirkwood,46.000000,Infantry,infantry,1,1.000000,0.000000,205.000000,57.750000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,220.000000,45.000000,370.000000,57.575758,67.164179,6.666667,0.000000,0.000000,93.617021,94.871795,54.402533,62.370908,39,23,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rivendell_knight_golden_flower,[Rivendell] Megil Mallenloth,rivendell,51.000000,Infantry,infantry,16,1.000000,0.000000,191.000000,41.050000,600.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,225.000000,70.000000,390.000000,40.707071,89.552239,60.000000,0.000000,0.000000,95.744681,100.000000,52.405397,61.498786,51,24,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mirkwood_wardens,[Mirkwood] Greenwood Wardens,mirkwood,41.000000,Infantry,infantry,1,1.000000,0.000000,205.000000,57.750000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,205.000000,40.000000,350.000000,57.575758,67.164179,6.666667,0.000000,0.000000,87.234043,89.743590,54.402533,61.219790,39,25,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
erebor_noble_shield_breaker,[Erebor] Shield-Breaker,erebor,41.000000,Infantry,infantry,4,0.000000,0.000000,286.500000,80.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,170.000000,15.000000,335.000000,80.909091,0.000000,0.000000,0.000000,0.000000,72.340426,85.897436,56.636364,61.132877,29,26,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
orthanc_bodyguard,[Isengard] Orthanc Bodyguard,isengard,41.000000,Infantry,infantry,1,1.000000,0.000000,237.000000,60.350000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,178.000000,40.000000,332.000000,60.202020,67.164179,6.666667,0.000000,0.000000,75.744681,85.128205,56.240917,61.080022,32,27,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mirkwood_swordsman,[Mirkwood] Greenwood Swordsman,mirkwood,46.000000,Infantry,infantry,1,1.000000,0.000000,206.000000,52.300000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,220.000000,45.000000,385.000000,52.070707,67.164179,6.666667,0.000000,0.000000,93.617021,98.717949,50.548997,59.672695,61,28,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dragon_wrath_infantry,[Rhûn] Dragon-Wrath Infantry,khuzait,36.000000,Infantry,infantry,2,1.000000,0.000000,206.500000,49.325000,450.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,145.000000,48.000000,290.000000,49.065657,67.164179,93.333333,0.000000,0.000000,61.702128,74.358974,57.112129,59.295813,28,29,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
orthanc_warden,[Isengard] Orthanc Warden,isengard,36.000000,Infantry,infantry,7,1.000000,0.000000,231.428571,60.200000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,158.000000,35.000000,295.000000,60.050505,67.164179,6.666667,0.000000,0.000000,67.234043,75.641026,56.134856,59.195392,33,30,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
iron_hills_noble_guard,[Iron Hills] Guard,erebor,31.000000,Infantry,infantry,1,1.000000,0.000000,253.000000,61.550000,510.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,130.000000,20.000000,255.000000,61.414141,76.119403,6.666667,0.000000,0.000000,55.319149,65.384615,58.880446,59.174733,25,31,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_master_crossbowman,[Dale] Dalian Royal Crossbowman,sturgia,31.000000,Ranged,infantry,2,1.000000,0.000000,203.000000,55.950000,450.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,120.000000,15.000000,170.000000,55.757576,67.164179,93.333333,0.000000,0.000000,51.063830,43.589744,61.796472,58.902535,17,32,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_black_arrow_marksman,[Dale] Dalian Barding,sturgia,31.000000,Ranged,infantry,2,1.000000,0.000000,193.000000,55.450000,450.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,120.000000,15.000000,170.000000,55.252525,67.164179,93.333333,0.000000,0.000000,51.063830,43.589744,61.442937,58.619707,18,33,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rivendell_gondolin_battlemaster,[Rivendell] Megil-Aran Elenath,rivendell,51.000000,Infantry,infantry,48,0.666667,0.000000,205.000000,46.750000,400.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,225.000000,70.000000,390.000000,46.464646,59.701493,40.000000,0.000000,0.000000,95.744681,100.000000,48.465551,58.346909,82,34,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
sagarun_storm_forged_marine,[Rhûn] Sagarûn Storm Forged Marine,khuzait,36.000000,Infantry,infantry,2,1.000000,0.000000,219.500000,55.175000,380.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,145.000000,48.000000,290.000000,54.974747,56.716418,60.000000,0.000000,0.000000,61.702128,74.358974,55.825607,58.266596,34,35,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mirkwood_guards,[Mirkwood] Greenwood Guards,mirkwood,41.000000,Infantry,infantry,1,1.000000,0.000000,206.000000,52.300000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,205.000000,40.000000,350.000000,52.070707,67.164179,6.666667,0.000000,0.000000,87.234043,89.743590,50.548997,58.136961,61,36,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
darkhun_guard,[Rhûn] Darkhûn Guard,khuzait,31.000000,Infantry,infantry,1,1.000000,0.000000,212.000000,51.000000,500.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,125.000000,43.000000,250.000000,50.757576,74.626866,66.666667,0.000000,0.000000,53.191489,64.102564,57.122343,57.427280,27,37,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
imladris_infantry,[Rivendell] Imladris Infantry,rivendell,26.000000,Infantry,infantry,14,1.000000,0.000000,204.214286,48.475000,600.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,135.000000,50.000000,210.000000,48.207071,89.552239,60.000000,0.000000,0.000000,57.446809,53.846154,57.655397,57.253614,26,38,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_royal_crossbowman,[Dale] Dalian Master Crossbowman,sturgia,26.000000,Ranged,infantry,2,1.000000,0.000000,197.000000,54.350000,450.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,110.000000,10.000000,145.000000,54.141414,67.164179,93.333333,0.000000,0.000000,46.808511,37.179487,60.665159,56.930927,20,39,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_dalian_mariner,[Dale] Dalian Mariner,sturgia,26.000000,Infantry,infantry,2,1.000000,0.000000,197.000000,54.350000,560.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,105.000000,10.000000,195.000000,54.141414,83.582090,46.666667,0.000000,0.000000,44.680851,50.000000,59.282074,56.893744,24,40,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gundabad_bolgs_ironfang,[Gundabad] Bolg's Ironfang,gundabad,36.000000,Infantry,infantry,1,1.000000,0.000000,245.000000,57.750000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,145.000000,25.000000,280.000000,57.575758,67.164179,6.666667,0.000000,0.000000,61.702128,71.794872,54.402533,56.871726,39,41,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gondor_loss_noble_captain,[Gondor] Lossarnach Noble Captain,gondor,36.000000,Infantry,infantry,1,1.000000,0.000000,191.000000,54.050000,520.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,145.000000,35.000000,290.000000,53.838384,77.611940,6.666667,0.000000,0.000000,61.702128,74.358974,53.875923,56.706849,45,42,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gondor_ser_coastwarden,[Gondor] Serelond Coastwarden,gondor,36.000000,Infantry,infantry,1,1.000000,0.000000,197.000000,54.350000,520.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,145.000000,35.000000,280.000000,54.141414,77.611940,6.666667,0.000000,0.000000,61.702128,71.794872,54.088045,56.620136,44,43,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
imladris_blademaster,[Rivendell] Imladris Blademaster,rivendell,41.000000,Infantry,infantry,11,0.000000,0.000000,325.818182,69.381818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,195.000000,65.000000,360.000000,69.325069,0.000000,0.000000,0.000000,0.000000,82.978723,92.307692,48.527548,56.350680,81,44,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
sagarun_marine,[Rhûn] Sagarûn Marine,khuzait,31.000000,Infantry,infantry,2,1.000000,0.000000,217.500000,54.475000,380.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,125.000000,43.000000,250.000000,54.267677,56.716418,60.000000,0.000000,0.000000,53.191489,64.102564,55.330657,55.993931,35,45,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
erebor_noble_guard,[Erebor] Guard,erebor,31.000000,Infantry,infantry,4,1.000000,0.000000,231.000000,60.950000,400.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,130.000000,5.000000,245.000000,60.808081,59.701493,6.666667,0.000000,0.000000,55.319149,62.820513,55.172622,55.952064,36,46,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rivendell_militia_veteran_spearman,[Rivendell] Militia Veteran Spearman,rivendell,16.000000,Infantry,infantry,14,0.928571,0.000000,242.000000,49.292857,557.142857,8.357143,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,130.000000,45.000000,185.000000,49.033189,83.155650,55.714286,0.000000,0.000000,55.319149,47.435897,56.525791,55.496137,30,47,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
urukhai_pavise,[Isengard] Uruk-Hai Pavise Guard,isengard,31.000000,Infantry,infantry,1,1.000000,0.000000,226.000000,57.700000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,130.000000,30.000000,250.000000,57.525253,67.164179,6.666667,0.000000,0.000000,55.319149,64.102564,54.367179,55.435915,43,48,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dg_khamul_shadow_warden,[Dol Guldur] Shadow Warden,dolguldur,36.000000,Infantry,infantry,3,1.000000,0.000000,173.333333,41.833333,450.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,152.000000,25.000000,293.000000,41.498316,67.164179,93.333333,0.000000,0.000000,64.680851,75.128205,51.814991,55.432898,54,49,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
orthanc_guard,[Isengard] Orthanc Guard,isengard,31.000000,Infantry,infantry,4,1.000000,0.000000,208.000000,55.200000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,138.000000,30.000000,255.000000,55.000000,67.164179,6.666667,0.000000,0.000000,58.723404,65.384615,52.599502,54.490404,49,50,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
mordor_uruk_baraddurguard,[Mordor] Black Uruk Barad-Dur Guard,mordor,36.000000,Infantry,infantry,5,1.000000,0.000000,169.000000,46.450000,600.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,150.000000,25.000000,287.000000,46.161616,89.552239,6.666667,0.000000,0.000000,63.829787,73.589744,50.890246,54.454150,59,51,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gondor_met_sun_knight,[Gondor] Methir Sun Knight,gondor,41.000000,Infantry,infantry,1,1.000000,0.000000,157.000000,45.950000,520.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,165.000000,40.000000,320.000000,45.656566,77.611940,6.666667,0.000000,0.000000,70.212766,82.051282,48.148651,53.745326,85,52,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gondor_pel_anchor_guard,[Gondor] Pelargir Anchor Guard,gondor,41.000000,Infantry,infantry,1,1.000000,0.000000,157.000000,45.950000,520.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,165.000000,40.000000,320.000000,45.656566,77.611940,6.666667,0.000000,0.000000,70.212766,82.051282,48.148651,53.745326,85,52,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
ironpass_mountain_guard,[Ironpass] Mountain Guard,erebor,36.000000,Infantry,infantry,5,0.800000,0.000000,211.000000,50.270000,486.000000,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,150.000000,10.000000,285.000000,50.020202,72.537313,5.333333,0.000000,0.000000,63.829787,73.076923,50.054937,53.734621,66,54,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gundabad_chosen_of_tharzog,[Gundabad] Pale Uruk Mountain Guard,gundabad,36.000000,Infantry,infantry,1,1.000000,0.000000,220.000000,51.500000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,145.000000,25.000000,280.000000,51.262626,67.164179,6.666667,0.000000,0.000000,61.702128,71.794872,49.983341,53.336373,67,55,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dragon_wrath_ash_shieldguard,[Rhûn] Dragon-Wrath Ash Shieldguard,khuzait,41.000000,Infantry,infantry,3,1.000000,0.000000,150.333333,35.683333,450.000000,14.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,165.000000,53.000000,325.000000,35.286195,67.164179,93.333333,0.000000,0.000000,70.212766,83.333333,47.466506,53.327815,110,56,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_edoras_meduseld_master_spearman,[Rohan] Meduseld Master Spearman,vlandia,31.000000,Infantry,infantry,5,1.000000,0.000000,161.800000,48.970000,400.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,115.000000,45.000000,260.000000,48.707071,59.701493,60.000000,0.000000,0.000000,48.936170,66.666667,52.035248,53.188482,53,57,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
urukhai_veteraninfantry,[Isengard] Champions of the White Hand,isengard,31.000000,Infantry,infantry,1,1.000000,0.000000,215.000000,53.450000,450.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,,130.000000,30.000000,250.000000,53.232323,67.164179,6.666667,0.000000,0.000000,55.319149,64.102564,51.362129,53.031875,57,58,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
