troop_id,troop_name,culture,level,default_group,defensive_lane,roster_count,shield_share,horse_share,armor_total_mean,survivability_armor_v71_mean,shield_hp_mean,shield_armor_mean,harness_armor_mean,horse_extra_health_mean,horse_speed_mean,horse_maneuver_mean,horse_charge_damage_audit_only_mean,horse_charge_damage_max_audit_only,mount_ids_audit_only,spectacle_reason,athletics,riding,melee_skill,armor_component_v2,shield_hp_component_v2,shield_armor_component_v2,harness_component_v2,mount_health_component_v2,mobility_component_v2,counterpressure_component_v2,protection_score_v2,defensive_utility_score_v2,protection_rank_v2,defensive_utility_rank_v2,normalization_includes_outliers,roster_aggregation,evidence_basis,empirical,score_status
dale_veteran_northman_scout,[Dale] Dalian Veteran Northman Scout,sturgia,26.000000,Cavalry,cavalry,2,1.000000,1.000000,197.000000,54.350000,450.000000,14.000000,55.000000,20.000000,48.000000,67.000000,22.000000,22.000000,charger,,120.000000,150.000000,220.000000,68.507979,75.000000,100.000000,68.750000,16.666667,61.446078,46.341463,65.920656,63.515279,11,19,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dunland_lizard_noble_cavalry,[Dunland] Avanc-lûth Noble Cavalry,empire,31.000000,Cavalry,cavalry,1,1.000000,1.000000,173.000000,52.650000,550.000000,1.000000,52.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,,150.000000,205.000000,250.000000,65.852025,91.666667,7.142857,65.000000,58.333333,64.142157,53.658537,65.866489,64.473261,12,18,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_kings_guard,[Dale] Dalian King's Guard,sturgia,31.000000,Cavalry,cavalry,2,1.000000,1.000000,193.000000,55.450000,450.000000,14.000000,48.000000,20.000000,48.000000,67.000000,22.000000,22.000000,charger,,135.000000,200.000000,275.000000,70.226537,75.000000,100.000000,60.000000,16.666667,65.612745,59.756098,65.029935,64.560832,13,17,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dragon_wrath_obsidian_knight,[Rhûn] Dragon-Wrath Obsidian Knight,khuzait,46.000000,Cavalry,cavalry,3,1.000000,1.000000,234.333333,56.450000,420.000000,12.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,190.000000,378.000000,385.000000,71.788863,70.000000,85.714286,62.500000,16.666667,91.279412,86.585366,64.846812,69.663927,14,11,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
loke_rim_gilded_cataphract,[Rhûn] Loke-Rim Gilded Kataphract,khuzait,36.000000,Cavalry,cavalry,3,1.000000,1.000000,234.333333,56.450000,420.000000,12.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,155.000000,288.000000,315.000000,71.788863,70.000000,85.714286,62.500000,16.666667,83.779412,69.512195,64.846812,67.206610,14,12,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rider_of_himring,[Rivendell] Rider of Himring,rivendell,46.000000,HorseArcher,cavalry,9,0.000000,1.000000,342.333333,72.894444,0.000000,0.000000,48.000000,30.000000,68.000000,78.000000,24.000000,24.000000,noble_horse_southern,,220.000000,410.000000,310.000000,97.480440,0.000000,0.000000,60.000000,25.000000,97.500000,68.292683,63.240220,67.171444,16,13,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_westemnet_kings_own_rider,[Rohan] West Emnet Heavy Shock Cavalry,vlandia,36.000000,Cavalry,cavalry,1,1.000000,1.000000,173.000000,53.650000,400.000000,9.000000,48.000000,45.000000,58.500000,73.000000,28.000000,32.000000,noble_horse_southern|t3_vlandia_horse,,145.000000,290.000000,310.000000,67.414351,66.666667,64.285714,60.000000,37.500000,80.759804,68.292683,62.671461,65.042417,17,16,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
darkhun_cultist_knight,[Rhûn] Darkhûn Cultist Knight,khuzait,41.000000,Cavalry,cavalry,1,1.000000,1.000000,214.000000,53.500000,420.000000,12.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,175.000000,338.000000,355.000000,67.180002,70.000000,85.714286,62.500000,16.666667,87.946078,79.268293,62.542382,66.755343,18,14,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_edoras_golden_hall_supreme_rider,[Rohan] Riders of Rohan,vlandia,41.000000,Cavalry,cavalry,5,1.000000,1.000000,201.400000,52.870000,400.000000,9.000000,48.000000,30.000000,68.000000,78.000000,24.000000,24.000000,noble_horse_southern,,165.000000,340.000000,350.000000,66.195737,66.666667,64.285714,60.000000,25.000000,91.666667,78.048780,60.812154,65.621268,19,15,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dunland_stag_noble_lancer,[Dunland] Caru-lûth Noble Lancer,empire,31.000000,Cavalry,cavalry,1,1.000000,1.000000,173.000000,52.650000,450.000000,1.000000,55.000000,20.000000,59.000000,66.000000,28.000000,28.000000,t3_empire_horse,,150.000000,205.000000,265.000000,65.852025,75.000000,7.142857,68.750000,16.666667,71.004902,57.317073,59.949822,60.792055,20,22,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_knight,[Dale] Dalian Northman Scout,sturgia,21.000000,Cavalry,cavalry,2,1.000000,1.000000,164.000000,46.100000,450.000000,14.000000,55.000000,20.000000,48.000000,67.000000,22.000000,22.000000,charger,,105.000000,110.000000,170.000000,55.618793,75.000000,100.000000,68.750000,16.666667,58.112745,34.146341,59.476063,56.806759,21,32,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_kinsman_of_eorl,[Dale] Dalian Heavy Cavalry,sturgia,26.000000,Cavalry,cavalry,2,1.000000,1.000000,160.000000,45.900000,450.000000,14.000000,55.000000,20.000000,48.000000,67.000000,22.000000,22.000000,charger,,120.000000,150.000000,220.000000,55.306327,75.000000,100.000000,68.750000,16.666667,61.446078,46.341463,59.319830,58.234618,22,28,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_royal_cavalier,[Dale] Dalian Cavalry,sturgia,21.000000,Cavalry,cavalry,2,1.000000,1.000000,156.000000,45.700000,450.000000,14.000000,55.000000,20.000000,48.000000,67.000000,22.000000,22.000000,charger,,105.000000,110.000000,170.000000,54.993862,75.000000,100.000000,68.750000,16.666667,58.112745,34.146341,59.163598,56.556787,23,34,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_eastemnet_kings_own_lancer,[Rohan] East Emnet King's Lancer,vlandia,36.000000,Cavalry,cavalry,1,1.000000,1.000000,165.000000,49.250000,400.000000,9.000000,48.000000,30.000000,68.000000,78.000000,24.000000,24.000000,noble_horse_southern,,145.000000,290.000000,325.000000,60.540118,66.666667,64.285714,60.000000,25.000000,87.500000,71.951220,57.984345,62.332598,24,20,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_wold_kings_own_horse_archer,[Rohan] Éothéod Horse Archer,vlandia,36.000000,HorseArcher,cavalry,1,1.000000,1.000000,165.000000,49.250000,400.000000,9.000000,48.000000,30.000000,68.000000,78.000000,24.000000,24.000000,noble_horse_southern,,155.000000,330.000000,215.000000,60.540118,66.666667,64.285714,60.000000,25.000000,90.833333,45.121951,57.984345,59.983004,24,25,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dunland_lizard_outrider,[Dunland] Avanc-lûth Outrider,empire,26.000000,Cavalry,cavalry,1,1.000000,1.000000,152.000000,50.100000,450.000000,1.000000,38.000000,70.000000,45.000000,66.000000,22.000000,22.000000,t2_battania_horse,,135.000000,155.000000,195.000000,61.868095,75.000000,7.142857,47.500000,58.333333,59.975490,40.243902,57.874524,56.321558,26,35,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dunland_stag_rider,[Dunland] Caru-lûth Rider,empire,26.000000,Cavalry,cavalry,1,1.000000,1.000000,147.000000,48.350000,450.000000,1.000000,58.000000,10.000000,50.000000,60.000000,26.000000,26.000000,t2_empire_horse,,135.000000,155.000000,195.000000,59.134025,75.000000,7.142857,72.500000,8.333333,59.926471,40.243902,56.507489,55.223029,27,39,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dg_khamul_veiled_knight,[Dol Guldur] Khamûl's Veiled Knight,dolguldur,41.000000,Cavalry,cavalry,3,1.000000,1.000000,208.333333,49.816667,350.000000,8.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,182.000000,315.000000,358.000000,61.425436,58.333333,57.142857,62.500000,16.666667,86.029412,80.000000,56.486528,61.792164,28,21,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
darkhun_knight,[Rhûn] Darkhûn Knight,khuzait,36.000000,Cavalry,cavalry,1,1.000000,1.000000,189.000000,45.450000,420.000000,12.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,155.000000,288.000000,315.000000,54.603281,70.000000,85.714286,62.500000,16.666667,83.779412,69.512195,56.254021,60.332377,29,24,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dragon_wrath_lancer,[Rhûn] Dragon-Wrath Lancer,khuzait,36.000000,Cavalry,cavalry,2,1.000000,1.000000,206.500000,49.325000,350.000000,8.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,155.000000,288.000000,330.000000,60.657293,58.333333,57.142857,62.500000,16.666667,83.779412,73.170732,56.102456,60.576979,30,23,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
imladris_horse_archer,[Rivendell] Imladris Horse Archer,rivendell,41.000000,HorseArcher,cavalry,7,0.000000,1.000000,280.428571,60.450000,0.000000,0.000000,48.000000,60.000000,49.000000,68.000000,32.000000,32.000000,t3_vlandia_horse,,210.000000,380.000000,285.000000,78.038165,0.000000,0.000000,60.000000,50.000000,81.519608,62.195122,56.019083,59.186739,31,27,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_edoras_golden_hall_kings_own_rider,[Rohan] King's Royal Guard,vlandia,36.000000,Cavalry,cavalry,5,1.000000,1.000000,193.800000,54.690000,400.000000,9.000000,25.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,145.000000,290.000000,310.000000,69.039170,66.666667,64.285714,31.250000,16.666667,83.946078,68.292683,55.650537,59.744306,32,26,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
loke_rim_cavalry,[Rhûn] Loke-Rim Cavalry,khuzait,26.000000,Cavalry,cavalry,3,1.000000,1.000000,204.666667,48.766667,350.000000,8.000000,45.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,120.000000,178.000000,210.000000,59.784994,58.333333,57.142857,56.250000,16.666667,74.612745,43.902439,54.416307,55.384564,33,38,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
wainrider_khans_chosen,[Rhûn] Wainrider Khan's Chosen,khuzait,41.000000,Cavalry,cavalry,1,1.000000,1.000000,218.000000,54.900000,220.000000,1.000000,50.000000,0.000000,45.000000,67.000000,16.000000,16.000000,khuzait_horse,,175.000000,338.000000,355.000000,69.367258,36.666667,7.142857,62.500000,0.000000,75.642157,79.268293,53.040772,57.923663,34,29,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
wainrider_warlord_chariot,[Rhûn] Wainrider Warlord Chariot,khuzait,46.000000,Cavalry,cavalry,1,1.000000,1.000000,218.000000,54.900000,220.000000,1.000000,50.000000,0.000000,55.000000,25.000000,90.000000,90.000000,taom_chariot_a,outsized mount,190.000000,378.000000,385.000000,69.367258,36.666667,7.142857,62.500000,0.000000,66.377451,86.585366,53.040772,57.728899,34,30,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
far_rhun_iron_cataphract,[Rhûn] Far-Rhun Iron Kataphract,khuzait,31.000000,Cavalry,cavalry,1,1.000000,1.000000,187.000000,43.850000,380.000000,9.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,135.000000,228.000000,265.000000,52.103560,63.333333,64.285714,62.500000,16.666667,78.779412,57.317073,52.932732,55.955834,36,36,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
kharaghul_ashkur_nokor,[Rhûn] Kharaghûl Ashkur Nokor,khuzait,36.000000,Cavalry,cavalry,1,1.000000,1.000000,185.000000,43.750000,380.000000,9.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,155.000000,288.000000,315.000000,51.947327,63.333333,64.285714,62.500000,16.666667,83.779412,69.512195,52.854616,57.612853,37,31,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dale_outrider,[Dale] Dalian Merchant Guard,sturgia,16.000000,Cavalry,cavalry,2,1.000000,1.000000,138.000000,39.450000,450.000000,14.000000,55.000000,0.000000,49.000000,63.000000,18.000000,18.000000,sturgia_horse,,90.000000,85.000000,125.000000,45.229327,75.000000,100.000000,68.750000,0.000000,54.852941,23.170732,52.614664,49.894098,38,56,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_edoras_golden_hall_eorlingas_rider,[Rohan] King's Knight,vlandia,31.000000,Cavalry,cavalry,5,1.000000,1.000000,175.400000,49.650000,400.000000,9.000000,25.000000,20.000000,59.000000,66.000000,28.000000,28.000000,t3_empire_horse,,125.000000,230.000000,260.000000,61.165049,66.666667,64.285714,31.250000,16.666667,73.088235,56.097561,51.713477,54.289361,39,43,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
far_rhun_cataphract,[Rhûn] Far-Rhun Kataphract,khuzait,26.000000,Cavalry,cavalry,1,1.000000,1.000000,185.000000,43.750000,380.000000,9.000000,45.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,120.000000,178.000000,210.000000,51.947327,63.333333,64.285714,56.250000,16.666667,74.612745,43.902439,51.604616,53.135211,40,47,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
kharaghul_nokor,[Rhûn] Kharaghûl Nokor,khuzait,31.000000,Cavalry,cavalry,1,1.000000,1.000000,176.000000,41.800000,380.000000,9.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,135.000000,228.000000,265.000000,48.900792,63.333333,64.285714,62.500000,16.666667,78.779412,57.317073,51.331349,54.674728,41,42,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
wainrider_swift_chariot,[ARhûn] Wainrider Swift-Chariot,khuzait,41.000000,Cavalry,cavalry,1,1.000000,1.000000,209.000000,52.250000,220.000000,1.000000,50.000000,0.000000,55.000000,25.000000,90.000000,90.000000,taom_chariot_a,outsized mount,175.000000,338.000000,355.000000,65.227095,36.666667,7.142857,62.500000,0.000000,63.044118,79.268293,50.970690,55.007793,42,40,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_edoras_golden_hall_veteran_rider,[Rohan] King's Horseman,vlandia,21.000000,Cavalry,cavalry,5,1.000000,1.000000,130.800000,36.200000,450.000000,9.000000,25.000000,120.000000,55.000000,72.000000,26.000000,26.000000,noble_horse_battania,,95.000000,140.000000,155.000000,40.151769,75.000000,64.285714,31.250000,100.000000,66.127451,30.487805,50.790170,50.293662,43,54,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_eastemnet_royal_lancer,[Rohan] East Emnet Royal Lancer,vlandia,31.000000,Cavalry,cavalry,1,1.000000,1.000000,169.000000,47.950000,400.000000,9.000000,25.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,125.000000,230.000000,275.000000,58.509095,66.666667,64.285714,31.250000,16.666667,78.946078,59.756098,50.385500,54.178618,44,44,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
rohan_westemnet_royal_rider,[Rohan] West Emnet Shock Cavalry,vlandia,31.000000,Cavalry,cavalry,1,1.000000,1.000000,169.000000,47.950000,400.000000,9.000000,25.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,125.000000,230.000000,260.000000,58.509095,66.666667,64.285714,31.250000,16.666667,78.946078,56.097561,50.385500,53.812764,44,45,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
kharaghul_horse_master,[Rhûn] Kharaghûl Horse Master,khuzait,26.000000,Cavalry,cavalry,1,1.000000,1.000000,174.000000,40.500000,380.000000,9.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,120.000000,178.000000,210.000000,46.869769,63.333333,64.285714,62.500000,16.666667,74.612745,43.902439,50.315837,52.104188,46,49,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
harad_serpentguard,[Harad] Serpent Guard,aserai,26.000000,Cavalry,cavalry,1,1.000000,1.000000,183.000000,44.150000,360.000000,1.000000,38.000000,60.000000,47.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,,115.000000,175.000000,190.000000,52.572258,60.000000,7.142857,47.500000,50.000000,63.872549,39.024390,50.143272,50.404312,47,52,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gondor_da_swan_knight,[Gondor] Swan Knight,gondor,46.000000,Cavalry,cavalry,2,1.000000,1.000000,157.000000,45.950000,420.000000,1.000000,33.000000,30.000000,62.000000,71.000000,31.000000,31.000000,noble_horse_imperial,,190.000000,365.000000,375.000000,55.384444,70.000000,7.142857,41.250000,25.000000,87.892157,84.146341,49.299365,56.643342,48,33,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
dragon_wrath_ash_knight,[Rhûn] Dragon-Wrath Ash Knight,khuzait,41.000000,Cavalry,cavalry,3,1.000000,1.000000,150.333333,35.683333,420.000000,12.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,175.000000,338.000000,355.000000,39.344567,70.000000,85.714286,62.500000,16.666667,87.946078,79.268293,48.624665,55.621169,49,37,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
loke_rim_cataphract,[Rhûn] Loke-Rim Kataphract,khuzait,31.000000,Cavalry,cavalry,3,1.000000,1.000000,150.333333,35.683333,420.000000,12.000000,50.000000,20.000000,65.000000,73.000000,20.000000,20.000000,t3_aserai_horse,,135.000000,228.000000,265.000000,39.344567,70.000000,85.714286,62.500000,16.666667,78.779412,57.317073,48.624665,52.509380,49,48,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gondor_da_vet_knight,[Gondor] Dol Amroth Veteran Knight,gondor,41.000000,Cavalry,cavalry,1,1.000000,1.000000,157.000000,45.950000,420.000000,1.000000,30.000000,30.000000,62.000000,71.000000,31.000000,31.000000,noble_horse_imperial,,175.000000,325.000000,345.000000,55.384444,70.000000,7.142857,37.500000,25.000000,84.558824,76.829268,48.549365,54.978301,51,41,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gondor_da_cavalry,[Gondor] Dol Amroth Cavalry,gondor,31.000000,Cavalry,cavalry,1,1.000000,1.000000,157.000000,45.950000,420.000000,1.000000,28.000000,30.000000,62.000000,71.000000,31.000000,31.000000,noble_horse_imperial,,135.000000,215.000000,255.000000,55.384444,70.000000,7.142857,35.000000,25.000000,75.392157,54.878049,48.049365,51.466513,52,50,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
gondor_da_knight,[Gondor] Dol Amroth Knight,gondor,36.000000,Cavalry,cavalry,1,1.000000,1.000000,157.000000,45.950000,420.000000,1.000000,28.000000,30.000000,62.000000,71.000000,31.000000,31.000000,noble_horse_imperial,,155.000000,275.000000,305.000000,55.384444,70.000000,7.142857,35.000000,25.000000,80.392157,67.073171,48.049365,53.186025,52,46,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
harad_fangking,[Harad] Fang of the King,aserai,31.000000,Cavalry,cavalry,1,1.000000,1.000000,169.000000,41.450000,360.000000,1.000000,38.000000,60.000000,47.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,,130.000000,225.000000,245.000000,48.353978,60.000000,7.142857,47.500000,50.000000,68.039216,52.439024,48.034132,50.475130,54,51,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
harad_gildedfang,[Harad] Warrior of the Gilded Fang,aserai,21.000000,Cavalry,cavalry,1,1.000000,1.000000,169.000000,41.450000,360.000000,1.000000,38.000000,60.000000,47.000000,69.000000,19.000000,19.000000,t2_khuzait_horse,,100.000000,135.000000,140.000000,48.353978,60.000000,7.142857,47.500000,50.000000,60.539216,26.829268,48.034132,47.164154,54,63,true,arithmetic_mean_across_rosters_and_within_slot_alternatives,xml_structural,false,defensive_role_scores_v2_candidate
