troop_id,troop_name,level,tree_depth_not_ui_tier,rosters,melee_or_unresolved_slots,complete_usage_pairs,status
crownlands_levy,Crownlands Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
crownlands_militia_archer,City Watch Crossbowman,11.0,,4,4,0,withheld_missing_weapon_pair
crownlands_militia_spearman,City Watch Spearman,11.0,,4,10,0,withheld_missing_weapon_pair
crownlands_militia_veteran_archer,City Watch Veteran Crossbowman,21.0,,4,4,0,withheld_missing_weapon_pair
crownlands_militia_veteran_spearman,City Watch Veteran Spearman,21.0,,4,8,0,withheld_missing_weapon_pair
crownlands_noble_recruit,Crownlands Noble's Son,11.0,1,1,1,0,withheld_missing_weapon_pair
crownlands_recruit,Crownlands Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
crownlands_squire,Crownlands Squire,16.0,2,1,2,0,withheld_missing_weapon_pair
cursed_wight,Cursed Wight,21.0,4,2,6,0,withheld_missing_weapon_pair
dayne_archer,Dayne Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
dayne_horseman,Dayne Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
dayne_knight,Dayne Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
dayne_levy,Dayne Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
dayne_man_at_arms,Dayne Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
dayne_pikeman,Dayne Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
dayne_recruit,Dayne Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
dayne_starfall_knights,Knights of Starfall,31.0,6,1,2,0,withheld_missing_weapon_pair
dayne_veteran_archer,Dayne Veteran Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
dayne_veteran_pikeman,Dayne Pikeman,26.0,5,1,2,0,withheld_missing_weapon_pair
devout_bearded_priest,Norvoshi Devout Bearded Priest,26.0,4,1,2,0,withheld_missing_weapon_pair
dexterous_wight,Dexterous Wight,26.0,5,1,1,0,withheld_missing_weapon_pair
dondarion_boltknight,Dondarrion Boltknight,31.0,6,1,2,0,withheld_missing_weapon_pair
dondarion_bowman,Dondarrion Bowman,21.0,4,1,1,0,withheld_missing_weapon_pair
dondarion_footman,Dondarrion Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
dondarion_horseman,Dondarrion Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
dondarion_houseguard,Dondarrion House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
dondarion_knight,Dondarrion Knight,26.0,5,1,2,0,withheld_missing_weapon_pair
dondarion_levy,Dondarrion Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
dondarion_man_at_arms,Dondarrion Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
dondarion_recruit,Dondarrion Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
dondarion_veteran_bowman,Dondarrion Veteran Bowman,26.0,5,1,1,0,withheld_missing_weapon_pair
dragonstone_archer,Dragonstone Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
dragonstone_bowman,Dragonstone Bowman,16.0,3,1,1,0,withheld_missing_weapon_pair
dragonstone_brute,Dragonstone Halberdier,21.0,4,1,2,0,withheld_missing_weapon_pair
dragonstone_elite_archer,Dragonstone Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
dragonstone_footman,Dragonstone Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
dragonstone_headsman,Dragonstone Elite Halberdier,26.0,5,1,2,0,withheld_missing_weapon_pair
dragonstone_horseman,Dragonstone Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
dragonstone_houseguard,Dragonstone House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
dragonstone_knight,Dragonstone Knight,21.0,3,1,2,0,withheld_missing_weapon_pair
dragonstone_man_at_arms,Dragonstone Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
dragonstone_militia_archer,Dragonstone Militia Archer,11.0,,4,4,0,withheld_missing_weapon_pair
dragonstone_militia_spearman,Dragonstone Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
dragonstone_militia_veteran_archer,Dragonstone Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
dragonstone_militia_veteran_spearman,Dragonstone Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
dragonstone_noble_recruit,Dragonstone Noble's Son,11.0,1,1,1,0,withheld_missing_weapon_pair
dragonstone_recruit,Dragonstone Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
dragonstone_rider,Dragonstone Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
dragonstone_shock_knight,Dragonstone Shock Knight,26.0,4,1,2,0,withheld_missing_weapon_pair
dragonstone_soldier,Dragonstone Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
dragonstone_squire,Squire,16.0,2,1,1,0,withheld_missing_weapon_pair
dragonstone_steel_curtain,Queen's Man,31.0,5,1,2,0,withheld_missing_weapon_pair
dreadfort_blackguard,Dreadfort Blackguard,26.0,5,1,2,0,withheld_missing_weapon_pair
dreadfort_pikeman,Dreadfort PIkeman,26.0,5,1,2,0,withheld_missing_weapon_pair
elder_giant,Elder Giant,35.0,2,1,1,0,withheld_missing_weapon_pair
enthroned_guardian,Qartheen Enthroned Guardian,31.0,5,1,1,0,withheld_missing_weapon_pair
freefolk_archer,Free Folk Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
freefolk_axeman,Free Folk Axeman,16.0,3,1,1,0,withheld_missing_weapon_pair
freefolk_berzerker,Free Folk Berzerker,21.0,4,1,1,0,withheld_missing_weapon_pair
freefolk_bowman,Free Folk Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
freefolk_frosthedge,Free Folk Frosthedge,26.0,5,1,1,0,withheld_missing_weapon_pair
freefolk_hawkeye,Free Folk Hawkeye,26.0,5,1,1,0,withheld_missing_weapon_pair
freefolk_horseman,Free Folk Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
freefolk_militia_archer,Freefolk Militia Archer,11.0,,4,3,0,withheld_missing_weapon_pair
freefolk_militia_spearman,Freefolk Militia Spearman,11.0,,4,8,0,withheld_missing_weapon_pair
freefolk_militia_veteran_archer,Freefolk Militia Veteran Archer,16.0,,4,4,0,withheld_missing_weapon_pair
freefolk_militia_veteran_spearman,Freefolk Militia Veteran Spearman,16.0,,4,8,0,withheld_missing_weapon_pair
freefolk_recruit,Free Folk Clansman,6.0,1,1,1,0,withheld_missing_weapon_pair
freefolk_sharpshooter,Free Folk Sharpshooter,21.0,4,1,1,0,withheld_missing_weapon_pair
freefolk_shieldman,Free Folk Shieldman,21.0,4,1,1,0,withheld_missing_weapon_pair
freefolk_spearman,Free Folk Spearman,21.0,4,1,2,0,withheld_missing_weapon_pair
freefolk_thenn,Freefolk Thenn,16.0,2,1,2,0,withheld_missing_weapon_pair
freefolk_thenn_cannibal,Freefolk Thenn Cannibal,26.0,4,1,2,0,withheld_missing_weapon_pair
freefolk_thenn_impaler,Freefolk Thenn Impaler,31.0,5,1,2,0,withheld_missing_weapon_pair
freefolk_thenn_son,Freefolk Son of Thenn,11.0,1,1,1,0,withheld_missing_weapon_pair
freefolk_thenn_warrior,Freefolk Thenn Warrior,21.0,3,1,2,0,withheld_missing_weapon_pair
freefolk_warrior,Free Folk Warrior,11.0,2,1,1,0,withheld_missing_weapon_pair
freefolk_wildling_berzerker,Free Folk Wildling Berzerker,26.0,5,1,1,0,withheld_missing_weapon_pair
freehouses_levy,Karstark Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
frey_assassin,Frey Assassin,31.0,6,1,1,0,withheld_missing_weapon_pair
frey_crossbowman,Frey Crossbowman,16.0,3,1,1,0,withheld_missing_weapon_pair
frey_cutthroat,Frey Cutthroat,16.0,3,1,1,0,withheld_missing_weapon_pair
frey_horseman,Frey Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
frey_levy,Frey Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
frey_man_at_arms,Frey Man at Arms,21.0,4,1,1,0,withheld_missing_weapon_pair
frey_recruit,Frey Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
frey_rider,Frey Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
frey_sharpshooter,Frey Sharpshooter,26.0,5,1,1,0,withheld_missing_weapon_pair
frey_veteran_crossbowman,Frey Veteran Crossbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
garden_sentinel,Water Gardens Sentinel,31.0,6,1,2,0,withheld_missing_weapon_pair
ghiscari_archer,Ghiscari Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
ghiscari_bowman,Ghiscari Bowman,11.0,2,1,1,0,withheld_missing_weapon_pair
ghiscari_cavalry,Ghiscari Cavalry,21.0,4,1,2,0,withheld_missing_weapon_pair
ghiscari_elite_archer,Ghiscari Elite Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
ghiscari_elite_unsullied,Ghiscari Elite Pikeman,26.0,5,1,2,0,withheld_missing_weapon_pair
ghiscari_footman,Ghiscari Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
ghiscari_horseman,Ghiscari Horseman,16.0,3,1,1,0,withheld_missing_weapon_pair
ghiscari_manticore,Ghiscari Manticore,26.0,5,1,1,0,withheld_missing_weapon_pair
ghiscari_militia_archer,Ghiscari Militia Archer,11.0,,2,2,0,withheld_missing_weapon_pair
ghiscari_militia_spearman,Ghiscari Militia Spearman,11.0,,2,4,0,withheld_missing_weapon_pair
ghiscari_militia_veteran_archer,Ghiscari Militia Veteran Archer,16.0,,2,2,0,withheld_missing_weapon_pair
ghiscari_militia_veteran_spearman,Ghiscari Militia Veteran Spearman,16.0,,2,4,0,withheld_missing_weapon_pair
ghiscari_mounted_archer,Ghiscari Mounted Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
ghiscari_noble_recruit,Ghiscari Former Slave,11.0,1,1,1,0,withheld_missing_weapon_pair
ghiscari_queens_guard,Ghiscari Queen's Guard,26.0,5,1,3,0,withheld_missing_weapon_pair
ghiscari_recruit,Ghiscari Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
ghiscari_soldier,Ghiscari Soldier,21.0,4,1,1,0,withheld_missing_weapon_pair
ghiscari_unsullied,Ghiscari Pikeman,21.0,4,1,2,0,withheld_missing_weapon_pair
ghiscari_unsullied_hoplite,Ghiscari Legionnaire,21.0,3,1,2,0,withheld_missing_weapon_pair
ghiscari_unsullied_initiate,Ghiscari Legion Trainee,16.0,2,1,2,0,withheld_missing_weapon_pair
ghiscari_unsullied_unbent,Ghiscari Elite Legionnaire,26.0,4,1,2,0,withheld_missing_weapon_pair
ghiscari_unsullied_unbroken,Ghiscari Lockstep Legionnaire,31.0,5,1,2,0,withheld_missing_weapon_pair
ghiscari_warrior,Ghiscari Warrior,16.0,3,1,1,0,withheld_missing_weapon_pair
giant,Giant,26.0,1,1,1,0,withheld_missing_weapon_pair
giant_archer,Giant Archer,31.0,2,1,1,0,withheld_missing_weapon_pair
giant_rider,Mammoth Riding Giant,31.0,2,1,1,0,withheld_missing_weapon_pair
glover_archer,Glover Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
glover_bushranger,Glover Bushranger,31.0,6,1,2,0,withheld_missing_weapon_pair
glover_footman,Glover Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
glover_horseman,Glover Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
glover_levy,Glover Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
glover_man_at_arms,Glover Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
glover_rider,Glover Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
glover_veteran_archer,Glover Veteran Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
glover_volunteer,Glover Recruit,6.0,1,4,4,0,withheld_missing_weapon_pair
glover_warrior,Glover Warrior,26.0,5,1,2,0,withheld_missing_weapon_pair
goldcloak_archer,Gold Cloak Archer,16.0,3,1,1,0,withheld_missing_weapon_pair
goldcloak_captain,Gold Cloak Captain,26.0,5,1,2,0,withheld_missing_weapon_pair
goldcloak_elite_archer,Gold Cloak Elite Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
goldcloak_master_archer,Gold Cloak Sniper,26.0,5,1,1,0,withheld_missing_weapon_pair
goldcloak_officer,Gold Cloak Petty Officer,21.0,4,1,2,0,withheld_missing_weapon_pair
goldcloak_rider,Gold Cloak Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
goldcloak_soldier,Gold Cloak Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
golden_crossbowman,Goldenmark Marksmen,16.0,2,2,2,0,withheld_missing_weapon_pair
golden_elite_pikeman,Golden Company Mahout,31.0,5,2,4,0,withheld_missing_weapon_pair
golden_horseman,Golden Company Elephant Rider,26.0,4,2,4,0,withheld_missing_weapon_pair
golden_infantryman,Golden Company Giltblade Warriors,16.0,2,2,4,0,withheld_missing_weapon_pair
golden_master_crossbowman,Gilded Bolt Rangers,26.0,4,2,2,0,withheld_missing_weapon_pair
golden_pikeman,Golden Company Gilt Pike Wardens,26.0,4,2,4,0,withheld_missing_weapon_pair
golden_recruit,Golden Company Recruit,11.0,1,2,2,0,withheld_missing_weapon_pair
golden_rider,Golden Steed Riders,21.0,3,2,4,0,withheld_missing_weapon_pair
golden_spearman,Golden Company Aurum Spearbearers,21.0,3,2,4,0,withheld_missing_weapon_pair
golden_veteran_crossbowman,Gleaming Shaft Marksmen,21.0,3,2,2,0,withheld_missing_weapon_pair
grafton_crossbowman,Grafton Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
grafton_elite_crossbowman,Grafton Elite Archer,26.0,5,1,1,0,withheld_missing_weapon_pair
grafton_flameknight,Grafton Flaming Knight,31.0,6,1,3,0,withheld_missing_weapon_pair
grafton_footman,Grafton Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
grafton_horseman,Grafton Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
grafton_houseguard,Grafton House Guard,26.0,5,1,2,0,withheld_missing_weapon_pair
grafton_levy,Grafton Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
grafton_man_at_arms,Grafton Man at Arms,21.0,4,1,2,0,withheld_missing_weapon_pair
grafton_recruit,Grafton Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
grafton_rider,Grafton Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
greyjoy_archer,Greyjoy Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
greyjoy_fingerdancer,Greyjoy Finger Dancer,26.0,5,1,1,0,withheld_missing_weapon_pair
greyjoy_footman,Greyjoy Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
greyjoy_horseman,Greyjoy Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
greyjoy_houseguard,Greyjoy Deckman,21.0,4,1,2,0,withheld_missing_weapon_pair
greyjoy_marksman,Greyjoy Marksman,26.0,5,1,1,0,withheld_missing_weapon_pair
greyjoy_recruit,Greyjoy Deckhand,6.0,1,4,4,0,withheld_missing_weapon_pair
greyjoy_rider,Greyjoy Rider,21.0,4,1,2,0,withheld_missing_weapon_pair
greyjoy_sniper,Greyjoy Sniper,31.0,6,1,1,0,withheld_missing_weapon_pair
greyjoy_soldier,Greyjoy Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
guard_crownlands,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_dragonstone,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_freefolk,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_ghiscari,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_ibbenese,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_lorathi,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_lyseni,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_myrish,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_nightswatch,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_norvos,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_of_the_crossing,Guard of the Crossing,26.0,5,1,2,0,withheld_missing_weapon_pair
guard_pentoshi,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_qartheen,Guard,21.0,,3,3,0,withheld_missing_weapon_pair
guard_qohorik,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_reach,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_river,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_sarnor,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_skagosi,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_stormlands,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_summer,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_tyroshi,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_vale,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_valyrian,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_volantine,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_wight,Dead Guard,4.0,,2,2,0,withheld_missing_weapon_pair
guard_yiti,Guard,4.0,,2,2,0,withheld_missing_weapon_pair
harlaw_archer,Harlaw Archer,21.0,4,1,1,0,withheld_missing_weapon_pair
harlaw_captain,Harlaw Captain,31.0,6,1,2,0,withheld_missing_weapon_pair
harlaw_chief_mate,Harlaw Chief Mate,26.0,5,1,2,0,withheld_missing_weapon_pair
harlaw_footman,Harlaw Footman,16.0,3,1,2,0,withheld_missing_weapon_pair
harlaw_horseman,Harlaw Raider,26.0,5,1,2,0,withheld_missing_weapon_pair
harlaw_levy,Harlaw Levy,11.0,2,1,1,0,withheld_missing_weapon_pair
harlaw_longbowman,Harlaw Longbowman,26.0,5,1,1,0,withheld_missing_weapon_pair
harlaw_recruit,Harlaw Deckhand,6.0,1,4,4,0,withheld_missing_weapon_pair
harlaw_rider,Harlaw Scout,21.0,4,1,2,0,withheld_missing_weapon_pair
harlaw_seaman,Harlaw Seaman,21.0,4,1,2,0,withheld_missing_weapon_pair
hightower_cavalry,Hightower Cavalry,26.0,5,1,2,0,withheld_missing_weapon_pair
hightower_crossbowman,Hightower Crossbowman,21.0,4,1,1,0,withheld_missing_weapon_pair
hightower_guard,Hightower Guard,21.0,4,1,2,0,withheld_missing_weapon_pair
hightower_guardian,Hightower Captain,26.0,5,1,2,0,withheld_missing_weapon_pair
hightower_horseman,Hightower Horseman,21.0,4,1,2,0,withheld_missing_weapon_pair
hightower_levy,Hightower Levy,11.0,2,1,2,0,withheld_missing_weapon_pair
hightower_marksman,Hightower Marksmen,26.0,5,1,1,0,withheld_missing_weapon_pair
hightower_recruit,Hightower Recruit,6.0,1,1,1,0,withheld_missing_weapon_pair
hightower_soldier,Hightower Soldier,16.0,3,1,2,0,withheld_missing_weapon_pair
ibbenese_footman,Ibbenese Footman,11.0,2,1,1,0,withheld_missing_weapon_pair
ibbenese_horseman,Ibbenese Horseman,26.0,5,1,2,0,withheld_missing_weapon_pair
ibbenese_hunter,Ibbenese Hunter,21.0,4,1,1,0,withheld_missing_weapon_pair
