troop_id,troop_name,level,upgrade_depth,tree_tier,line_status,culture,default_group,roster_index,items,weapon_items,direct_weapon_items,crafted_weapon_items,crafted_templates,has_bow,has_crossbow,has_arrows,has_bolts,has_shield,has_horse,has_horse_harness,has_throwing,armor_total,shield_hp_max,horse_speed_max,horse_charge_max,horse_harness_armor_max,crafted_weapon_stat_status,unknown_item_count
ROTuniqueleader_spc_windblown_0,Tattered Prince,,,,,pentoshi,Cavalry,0,ridged_sabre_sword_t4|western_riders_kite_shield|western_spear_4_t4|imperial_mail_over_stripped_leather|plated_strip_boots|reinforced_padded_mitten|t2_empire_horse|half_mail_and_plate_barding,ridged_sabre_sword_t4|western_riders_kite_shield|western_spear_4_t4,western_riders_kite_shield,ridged_sabre_sword_t4|western_spear_4_t4,OneHandedSword|TwoHandedPolearm,False,False,False,False,True,True,True,False,83.0,270.0,54.0,26.0,58.0,not_reconstructed,0
ROTuniqueleader_spc_windblown_0,Tattered Prince,,,,,pentoshi,Cavalry,1,empire_sword_4_t4|steppe_armor|leather_cavalier_boots,empire_sword_4_t4,,empire_sword_4_t4,OneHandedSword,False,False,False,False,False,False,False,False,15.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer1,Jaime Lannister,,,,,vlandia,Cavalry,0,lion_sword|lannister_noble_armor|lannister_boots|lannister_pauldrons_cape|lannister_plate_gloves,lion_sword,,lion_sword,OneHandedSword,False,False,False,False,False,False,False,False,152.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer1,Jaime Lannister,,,,,vlandia,Cavalry,1,vlandia_sword_3_t4|jaime_clothes|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,38.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer13,Syrio Forel,,,,,empire,Infantry,0,bravos_sword|braavosi_plate|braavosi_pauldrons|targ_boots|braavos_glove,bravos_sword,,,,False,False,False,False,False,False,False,False,107.0,0.0,0.0,0.0,0.0,not_reconstructed,2
ROTwanderer15,Rago the Bloodrider,,,,,khuzait,Cavalry,0,arakh|dothraki_armor|dothraki_boots|dothraki_bracers|dothraki_shoulders,arakh,,arakh,OneHandedSword,False,False,False,False,False,False,False,False,107.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer15,Rago the Bloodrider,,,,,khuzait,Cavalry,1,ridged_sabre_sword_t4|dothraki_armor|dothraki_boots|dothraki_bracers|dothraki_shoulders,ridged_sabre_sword_t4,,ridged_sabre_sword_t4,OneHandedSword,False,False,False,False,False,False,False,False,107.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer17,Kinvara the Red Priestess,,,,,volantine,Ranged,0,melisandre_dress|ladys_shoe,,,,,False,False,False,False,False,False,False,False,91.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer17,Kinvara the Red Priestess,,,,,volantine,Ranged,1,melisandre_dress|ladys_shoe,,,,,False,False,False,False,False,False,False,False,91.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer2,Lord Varys,,,,,crownlands,Ranged,0,varys_clothes|varys_shoes,,,,,False,False,False,False,False,False,False,False,90.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer2,Lord Varys,,,,,crownlands,Ranged,1,varys_clothes|varys_shoes,,,,,False,False,False,False,False,False,False,False,90.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer20,Theon Greyjoy,,,,,sturgia,Infantry,0,vlandia_sword_3_t4|greyjoy_armor|ironborn_boots|ironborn_pauldrons,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,108.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer20,Theon Greyjoy,,,,,sturgia,Infantry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer27,Lord Petyr Baelish,,,,,crownlands,Ranged,0,baelish_clothes|baelish_boots,,,,,False,False,False,False,False,False,False,False,90.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer27,Lord Petyr Baelish,,,,,crownlands,Ranged,1,baelish_clothes|baelish_boots,,,,,False,False,False,False,False,False,False,False,90.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer3,Sandor Clegane,,,,,vlandia,Infantry,0,vlandia_sword_3_t4|hound_armor|hound_boots|hound_shoulders|hound_gloves|hound_helmet,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,220.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer3,Sandor Clegane,,,,,vlandia,Infantry,1,vlandia_sword_3_t4|jaime_clothes|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,38.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer30,Ser Harlan Blackhare,,,,,stormlands,Cavalry,0,western_2hsword_t4|steppe_war_bow|bodkin_arrows_b|stormlands_armor|stormlands_shoulders|jon_snow_boots|kg_gloves|t2_vlandia_horse|halfchain_barding,western_2hsword_t4|steppe_war_bow|bodkin_arrows_b,steppe_war_bow|bodkin_arrows_b,western_2hsword_t4,TwoHandedSword,True,False,True,False,False,True,True,False,101.0,0.0,58.0,30.0,52.0,not_reconstructed,1
ROTwanderer30,Ser Harlan Blackhare,,,,,stormlands,Cavalry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer31,Ser Benfry the Lucky,,,,,vlandia,Cavalry,0,vlandia_sword_3_t4|vlandia_chainmail|mail_chausses,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,85.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer31,Ser Benfry the Lucky,,,,,vlandia,Cavalry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer32,Ser Adrian Fairwood,,,,,vlandia,Infantry,0,western_2hsword_t4|western_throwing_axe_1_t1|westerlands_armor|westerlands_pauldrons|lannister_boots,western_2hsword_t4|western_throwing_axe_1_t1,,western_2hsword_t4|western_throwing_axe_1_t1,ThrowingAxe|TwoHandedSword,False,False,False,False,False,False,False,True,104.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer32,Ser Adrian Fairwood,,,,,vlandia,Infantry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer33,Wun Wun,,,,,freefolk,Infantry,0,giant_club|giant_garb|giant_boots|noble_default|giant_handwraps,giant_club,,giant_club,TwoHandedAxe,False,False,False,False,False,False,False,False,240.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer33,Wun Wun,,,,,freefolk,Infantry,1,noble_default|giant_garb|giant_boots|giant_handwraps,,,,,False,False,False,False,False,False,False,False,240.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer34,Tae Hill,,,,,tyroshi,Ranged,0,steppe_heavy_bow|bodkin_arrows_b|samurai_armor|battania_warlord_bracers|battania_shoulder_furr|battania_warlord_boots,steppe_heavy_bow|bodkin_arrows_b,steppe_heavy_bow|bodkin_arrows_b,,,True,False,True,False,False,False,False,False,128.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer34,Tae Hill,,,,,tyroshi,Ranged,1,short_sword_t3|vlandian_dress|ladys_shoe,short_sword_t3,,short_sword_t3,OneHandedSword,False,False,False,False,False,False,False,False,6.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer35,Ser Timothy Warden,,,,,crownlands,Infantry,0,vlandia_sword_3_t4|reinforced_kite_shield|western_javelin_3_t4|gold_cloak_armor|gold_cloak_pauldrons|gold_cloak_boots,vlandia_sword_3_t4|reinforced_kite_shield|western_javelin_3_t4,reinforced_kite_shield,vlandia_sword_3_t4|western_javelin_3_t4,Javelin|OneHandedSword,False,False,False,False,True,False,False,True,102.0,500.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer35,Ser Timothy Warden,,,,,crownlands,Infantry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer36,Barry B Beesbury,,,,,reach,Cavalry,0,vlandia_sword_4_t4|reinforced_horsemans_kite_shield|reach_heavy_armor||reach_gauntlets|reach_plate_boots,vlandia_sword_4_t4|reinforced_horsemans_kite_shield,reinforced_horsemans_kite_shield,vlandia_sword_4_t4,OneHandedSword,False,False,False,False,True,False,False,False,116.0,280.0,0.0,0.0,0.0,not_reconstructed,1
ROTwanderer36,Barry B Beesbury,,,,,reach,Cavalry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer37,Liam Ochre,,,,,battania,Cavalry,0,vlandia_sword_4_t4|reinforced_horsemans_kite_shield|dragonstone_plate|nw_cloak|karstark_gloves|baratheon_boots,vlandia_sword_4_t4|reinforced_horsemans_kite_shield,reinforced_horsemans_kite_shield,vlandia_sword_4_t4,OneHandedSword,False,False,False,False,True,False,False,False,125.0,280.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer37,Liam Ochre,,,,,battania,Cavalry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer38,Benjen Stark,,,,,nightswatch,Infantry,0,stark_sword|nightswatch_armor2||karstark_gloves|nightswatch_boots|nw_cloak,stark_sword,,stark_sword,OneHandedSword,False,False,False,False,False,False,False,False,108.0,0.0,0.0,0.0,0.0,not_reconstructed,1
ROTwanderer38,Benjen Stark,,,,,nightswatch,Infantry,1,vlandia_sword_3_t4|nightswatch_armor2|nightswatch_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,74.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer39,Aemon Vezos,,,,,valyrian,Cavalry,0,vlandia_sword_4_t4|reinforced_horsemans_kite_shield|rhaegar_plate2||baratheon_boots,vlandia_sword_4_t4|reinforced_horsemans_kite_shield,reinforced_horsemans_kite_shield,vlandia_sword_4_t4,OneHandedSword,False,False,False,False,True,False,False,False,102.0,280.0,0.0,0.0,0.0,not_reconstructed,1
ROTwanderer39,Aemon Vezos,,,,,valyrian,Cavalry,1,vlandia_sword_3_t4|valyrian_surcoat|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,38.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer4,Bronn of the Blackwater,,,,,river,Cavalry,0,vlandia_sword_3_t4|bronn_armor2|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,50.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer4,Bronn of the Blackwater,,,,,river,Cavalry,1,vlandia_sword_3_t4|bronn_armor2|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,50.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer40,Arion Sand,,,,,aserai,Infantry,0,southern_spear_3_t4|desert_round_shield|dorne_armor4||lyseni_boots,southern_spear_3_t4|desert_round_shield,desert_round_shield,southern_spear_3_t4,TwoHandedPolearm,False,False,False,False,True,False,False,False,86.0,360.0,0.0,0.0,0.0,not_reconstructed,1
ROTwanderer40,Arion Sand,,,,,aserai,Infantry,1,aserai_sword_3_t3|cloth_tunic|leather_cavalier_boots,aserai_sword_3_t3,,aserai_sword_3_t3,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer41,Ser Osbert Tempest,,,,,stormlands,Infantry,0,marches_warhammer|heavy_horsemans_kite_shield|reach_armor|segmented_cervelliere_over_mail|gauntlets|leather_cavalier_boots,marches_warhammer|heavy_horsemans_kite_shield,heavy_horsemans_kite_shield,marches_warhammer,Mace,False,False,False,False,True,False,False,False,95.0,350.0,0.0,0.0,0.0,not_reconstructed,1
ROTwanderer41,Ser Osbert Tempest,,,,,stormlands,Infantry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer42,Guts,,,,,skagosi,Infantry,0,bronze_axe|skagosi_armor|skagosi_gloves|skagosi_boots,bronze_axe,,bronze_axe,TwoHandedAxe,False,False,False,False,False,False,False,False,102.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer42,Guts,,,,,skagosi,Infantry,1,short_sword_t3|northern_garb|first_men_boots,short_sword_t3,,short_sword_t3,OneHandedSword,False,False,False,False,False,False,False,False,37.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer44,Black Knight,,,,,battania,Infantry,0,northern_2hsword_t4|north_plate2|dunc_helmet|lord_gloves|north_plate_boots,northern_2hsword_t4,,northern_2hsword_t4,TwoHandedSword,False,False,False,False,False,False,False,False,174.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer44,Black Knight,,,,,battania,Infantry,1,vlandia_sword_3_t4|cloth_tunic|leather_cavalier_boots,vlandia_sword_3_t4,,vlandia_sword_3_t4,OneHandedSword,False,False,False,False,False,False,False,False,10.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer47,Setzuko Kawasaki,,,,,yiti,Ranged,0,steppe_heavy_bow|bodkin_arrows_b|katana|samurai_armor|samurai_gloves|samurai_shoes,steppe_heavy_bow|bodkin_arrows_b|katana,steppe_heavy_bow|bodkin_arrows_b,katana,TwoHandedSword,True,False,True,False,False,False,False,False,102.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer47,Setzuko Kawasaki,,,,,yiti,Ranged,1,short_sword_t3|rhoynar_dress1|rhoynar_female_shoes,short_sword_t3,,short_sword_t3,OneHandedSword,False,False,False,False,False,False,False,False,25.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer48,Dom,,,,,river,Infantry,0,stark_sword_1|dayne_armor|dayne_gloves|targ_boots,stark_sword_1,,stark_sword_1,OneHandedSword,False,False,False,False,False,False,False,False,113.0,0.0,0.0,0.0,0.0,not_reconstructed,0
ROTwanderer48,Dom,,,,,river,Infantry,1,short_sword_t3|riverlands_garb|first_men_boots,short_sword_t3,,short_sword_t3,OneHandedSword,False,False,False,False,False,False,False,False,37.0,0.0,0.0,0.0,0.0,not_reconstructed,0
