troop_id,tree_root_id,upgrade_depth,tree_tier,upgrade_path,line_status,line_status_corrected,name,level,occupation,culture,default_group,has_upgrade_targets
aserai_mameluke_heavy_cavalry,aserai_recruit,5,5,aserai_recruit|aserai_mameluke_soldier|aserai_mameluke_regular|aserai_mameluke_cavalry|aserai_mameluke_heavy_cavalry,main_or_minor_line,main_or_minor_line,Aserai Mamluke Heavy Cavalry,26.0,Soldier,aserai,HorseArcher,False
aserai_mameluke_regular,aserai_recruit,3,3,aserai_recruit|aserai_mameluke_soldier|aserai_mameluke_regular,main_or_minor_line,main_or_minor_line,Aserai Mamluke Regular,16.0,Soldier,aserai,Cavalry,True
aserai_mameluke_soldier,aserai_recruit,2,2,aserai_recruit|aserai_mameluke_soldier,main_or_minor_line,main_or_minor_line,Aserai Mamluke Soldier,11.0,Soldier,aserai,Infantry,True
aserai_marine_t4,aserai_marine_t4,1,1,aserai_marine_t4,main_or_minor_line,main_or_minor_line,Aserai Veteran Sailor,21.0,Soldier,aserai,Ranged,True
aserai_marine_t5,aserai_marine_t4,2,2,aserai_marine_t4|aserai_marine_t5,main_or_minor_line,main_or_minor_line,Aserai Bahriyyah,26.0,Soldier,aserai,Ranged,False
aserai_recruit,aserai_recruit,1,1,aserai_recruit,main_or_minor_line,main_or_minor_line,Aserai Recruit,6.0,Soldier,aserai,Infantry,True
aserai_tribal_horseman,aserai_youth,2,2,aserai_youth|aserai_tribal_horseman,noble_line,noble_line,Aserai Tribal Horseman,16.0,Soldier,aserai,Cavalry,True
aserai_tribesman,aserai_recruit,2,2,aserai_recruit|aserai_tribesman,main_or_minor_line,main_or_minor_line,Aserai Tribesman,11.0,Soldier,aserai,Infantry,True
aserai_vanguard_faris,aserai_youth,5,5,aserai_youth|aserai_tribal_horseman|aserai_faris|aserai_veteran_faris|aserai_vanguard_faris,noble_line,noble_line,Aserai Vanguard Faris,31.0,Soldier,aserai,Cavalry,False
aserai_veteran_faris,aserai_youth,4,4,aserai_youth|aserai_tribal_horseman|aserai_faris|aserai_veteran_faris,noble_line,noble_line,Aserai Veteran Faris,26.0,Soldier,aserai,Cavalry,True
aserai_veteran_infantry,aserai_recruit,5,5,aserai_recruit|aserai_tribesman|aserai_footman|aserai_infantry|aserai_veteran_infantry,main_or_minor_line,main_or_minor_line,Aserai Veteran Infantry,26.0,Soldier,aserai,Infantry,False
aserai_youth,aserai_youth,1,1,aserai_youth,noble_line,noble_line,Aserai Youth,11.0,Soldier,aserai,Cavalry,True
baratheon_archer,baratheon_recruit,4,4,baratheon_recruit|baratheon_footman|baratheon_bowman|baratheon_archer,main_or_minor_line,main_or_minor_line,Baratheon Archer,21.0,Soldier,stormlands,Ranged,True
baratheon_bowman,baratheon_recruit,3,3,baratheon_recruit|baratheon_footman|baratheon_bowman,main_or_minor_line,main_or_minor_line,Baratheon Bowman,16.0,Soldier,stormlands,Ranged,True
baratheon_footman,baratheon_recruit,2,2,baratheon_recruit|baratheon_footman,main_or_minor_line,main_or_minor_line,Baratheon Footman,11.0,Soldier,stormlands,Infantry,True
baratheon_hammer,baratheon_recruit,4,4,baratheon_recruit|baratheon_footman|baratheon_soldier|baratheon_hammer,main_or_minor_line,main_or_minor_line,Baratheon Hammerman,21.0,Soldier,stormlands,Infantry,True
baratheon_horseman,baratheon_recruit,4,4,baratheon_recruit|baratheon_footman|baratheon_soldier|baratheon_horseman,main_or_minor_line,main_or_minor_line,Baratheon Horseman,21.0,Soldier,stormlands,Cavalry,True
baratheon_houseguard,baratheon_recruit,5,5,baratheon_recruit|baratheon_footman|baratheon_soldier|baratheon_hammer|baratheon_houseguard,main_or_minor_line,main_or_minor_line,Baratheon House Guard,26.0,Soldier,stormlands,Infantry,True
baratheon_knight,baratheon_recruit,5,5,baratheon_recruit|baratheon_footman|baratheon_soldier|baratheon_horseman|baratheon_knight,main_or_minor_line,main_or_minor_line,Baratheon Knight,26.0,Soldier,stormlands,Cavalry,False
baratheon_longbowman,baratheon_recruit,5,5,baratheon_recruit|baratheon_footman|baratheon_bowman|baratheon_archer|baratheon_longbowman,main_or_minor_line,main_or_minor_line,Baratheon Longbowman,26.0,Soldier,stormlands,Ranged,False
baratheon_pikeknight,baratheon_recruit,6,6,baratheon_recruit|baratheon_footman|baratheon_soldier|baratheon_hammer|baratheon_houseguard|baratheon_pikeknight,main_or_minor_line,main_or_minor_line,Baratheon Hammerknight,31.0,Soldier,stormlands,Infantry,False
baratheon_recruit,baratheon_recruit,1,1,baratheon_recruit,main_or_minor_line,main_or_minor_line,Baratheon Recruit,6.0,Soldier,stormlands,Infantry,True
baratheon_soldier,baratheon_recruit,3,3,baratheon_recruit|baratheon_footman|baratheon_soldier,main_or_minor_line,main_or_minor_line,Baratheon Soldier,16.0,Soldier,stormlands,Infantry,True
battanian_clanwarrior,battanian_volunteer,2,2,battanian_volunteer|battanian_clanwarrior,main_or_minor_line,main_or_minor_line,Battanian Clan Warrior,11.0,Soldier,battania,Infantry,True
battanian_falxman,battanian_volunteer,4,4,battanian_volunteer|battanian_woodrunner|battanian_raider|battanian_falxman,main_or_minor_line,main_or_minor_line,Battanian Falxman,21.0,Soldier,battania,Infantry,True
battanian_fian,battanian_highborn_youth,4,4,battanian_highborn_youth|battanian_highborn_warrior|battanian_hero|battanian_fian,noble_line,noble_line,Battanian Fian,26.0,Soldier,battania,Ranged,True
battanian_fian_champion,battanian_highborn_youth,5,5,battanian_highborn_youth|battanian_highborn_warrior|battanian_hero|battanian_fian|battanian_fian_champion,noble_line,noble_line,Battanian Fian Champion,31.0,Soldier,battania,Ranged,False
battanian_hero,battanian_highborn_youth,3,3,battanian_highborn_youth|battanian_highborn_warrior|battanian_hero,noble_line,noble_line,Battanian Hero,21.0,Soldier,battania,Ranged,True
battanian_highborn_warrior,battanian_highborn_youth,2,2,battanian_highborn_youth|battanian_highborn_warrior,noble_line,noble_line,Battanian Highborn Warrior,16.0,Soldier,battania,Ranged,True
battanian_highborn_youth,battanian_highborn_youth,1,1,battanian_highborn_youth,noble_line,noble_line,Battanian Highborn Youth,11.0,Soldier,battania,Ranged,True
battanian_horseman,battanian_volunteer,5,5,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_scout|battanian_horseman,main_or_minor_line,main_or_minor_line,Battanian Horseman,26.0,Soldier,battania,Cavalry,False
battanian_marine_t4,battanian_marine_t4,1,1,battanian_marine_t4,main_or_minor_line,main_or_minor_line,Battanian River Raider,21.0,Soldier,battania,Infantry,True
battanian_marine_t5,battanian_marine_t4,2,2,battanian_marine_t4|battanian_marine_t5,main_or_minor_line,main_or_minor_line,Battanian Skipari,26.0,Soldier,battania,Infantry,False
battanian_oathsworn,battanian_volunteer,5,5,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_picked_warrior|battanian_oathsworn,main_or_minor_line,main_or_minor_line,Battanian Oathsworn,26.0,Soldier,battania,Infantry,False
battanian_picked_warrior,battanian_volunteer,4,4,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_picked_warrior,main_or_minor_line,main_or_minor_line,Battanian Picked Warrior,21.0,Soldier,battania,Infantry,True
battanian_raider,battanian_volunteer,3,3,battanian_volunteer|battanian_woodrunner|battanian_raider,main_or_minor_line,main_or_minor_line,Battanian Raider,16.0,Soldier,battania,Infantry,True
battanian_scout,battanian_volunteer,4,4,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior|battanian_scout,main_or_minor_line,main_or_minor_line,Battanian Scout,21.0,Soldier,battania,Cavalry,True
battanian_trained_warrior,battanian_volunteer,3,3,battanian_volunteer|battanian_clanwarrior|battanian_trained_warrior,main_or_minor_line,main_or_minor_line,Battanian Trained Warrior,16.0,Soldier,battania,Infantry,True
battanian_veteran_falxman,battanian_volunteer,5,5,battanian_volunteer|battanian_woodrunner|battanian_raider|battanian_falxman|battanian_veteran_falxman,main_or_minor_line,main_or_minor_line,Battanian Veteran Falxman,26.0,Soldier,battania,Infantry,False
battanian_volunteer,battanian_volunteer,1,1,battanian_volunteer,main_or_minor_line,main_or_minor_line,Battanian Volunteer,6.0,Soldier,battania,Infantry,True
battanian_woodrunner,battanian_volunteer,2,2,battanian_volunteer|battanian_woodrunner,main_or_minor_line,main_or_minor_line,Battanian Wood Runner,11.0,Soldier,battania,Infantry,True
beastbound_wight,wight_recruit,5,5,wight_recruit|angry_wight|scorned_wight|cursed_wight|beastbound_wight,main_or_minor_line,main_or_minor_line,Beastbound Wight,26.0,Soldier,whitewalker,Cavalry,False
beni_zilal_tier_1,beni_zilal_tier_1,1,1,beni_zilal_tier_1,main_or_minor_line,main_or_minor_line,Beni Zilal Recruit,11.0,Soldier,aserai,Cavalry,True
beni_zilal_tier_2,beni_zilal_tier_1,2,2,beni_zilal_tier_1|beni_zilal_tier_2,main_or_minor_line,main_or_minor_line,Beni Zilal Soldier,16.0,Soldier,aserai,Cavalry,True
beni_zilal_tier_3,beni_zilal_tier_1,3,3,beni_zilal_tier_1|beni_zilal_tier_2|beni_zilal_tier_3,main_or_minor_line,main_or_minor_line,Beni Zilal Royal Guard,21.0,Soldier,aserai,Cavalry,False
blackwood_archer,blackwood_recruit,4,4,blackwood_recruit|blackwood_levy|blackwood_bowman|blackwood_archer,main_or_minor_line,main_or_minor_line,Blackwood Archer,21.0,Soldier,river,Ranged,True
blackwood_bowman,blackwood_recruit,3,3,blackwood_recruit|blackwood_levy|blackwood_bowman,main_or_minor_line,main_or_minor_line,Blackwood Bowman,16.0,Soldier,river,Ranged,True
blackwood_footman,blackwood_recruit,3,3,blackwood_recruit|blackwood_levy|blackwood_footman,main_or_minor_line,main_or_minor_line,Blackwood Footman,16.0,Soldier,river,Infantry,True
blackwood_horseman,blackwood_recruit,5,5,blackwood_recruit|blackwood_levy|blackwood_footman|blackwood_scout|blackwood_horseman,main_or_minor_line,main_or_minor_line,Blackwood Horseman,26.0,Soldier,river,Cavalry,False
blackwood_houseguard,blackwood_recruit,5,5,blackwood_recruit|blackwood_levy|blackwood_footman|blackwood_man_at_arms|blackwood_houseguard,main_or_minor_line,main_or_minor_line,Blackwood House Guard,26.0,Soldier,river,Infantry,False
blackwood_levy,blackwood_recruit,2,2,blackwood_recruit|blackwood_levy,main_or_minor_line,main_or_minor_line,Blackwood Levy,11.0,Soldier,river,Infantry,True
blackwood_longbowman,blackwood_recruit,5,5,blackwood_recruit|blackwood_levy|blackwood_bowman|blackwood_archer|blackwood_longbowman,main_or_minor_line,main_or_minor_line,Blackwood Longbowman,26.0,Soldier,river,Ranged,True
blackwood_man_at_arms,blackwood_recruit,4,4,blackwood_recruit|blackwood_levy|blackwood_footman|blackwood_man_at_arms,main_or_minor_line,main_or_minor_line,Blackwood Man at Arms,21.0,Soldier,river,Infantry,True
blackwood_recruit,blackwood_recruit,1,1,blackwood_recruit,main_or_minor_line,main_or_minor_line,Blackwood Recruit,6.0,Soldier,river,Infantry,True
blackwood_scout,blackwood_recruit,4,4,blackwood_recruit|blackwood_levy|blackwood_footman|blackwood_scout,main_or_minor_line,main_or_minor_line,Blackwood Scout,21.0,Soldier,river,Cavalry,True
bolton_archer,bolton_volunteer,3,3,bolton_volunteer|bolton_levy|bolton_archer,main_or_minor_line,main_or_minor_line,Bolton Archer,16.0,Soldier,battania,Ranged,True
bolton_elite_archer,bolton_volunteer,4,4,bolton_volunteer|bolton_levy|bolton_archer|bolton_elite_archer,main_or_minor_line,main_or_minor_line,Bolton Veteran Archer,21.0,Soldier,battania,Ranged,True
bolton_flayer,bolton_volunteer,6,6,bolton_volunteer|bolton_levy|bolton_scout|bolton_veteran|dreadfort_blackguard|bolton_flayer,main_or_minor_line,main_or_minor_line,Bolton Flayer,31.0,Soldier,battania,Infantry,False
bolton_horseman,bolton_volunteer,4,4,bolton_volunteer|bolton_levy|bolton_scout|bolton_horseman,main_or_minor_line,main_or_minor_line,Bolton Horseman,21.0,Soldier,battania,Cavalry,True
bolton_knight,bolton_volunteer,5,5,bolton_volunteer|bolton_levy|bolton_scout|bolton_horseman|bolton_knight,main_or_minor_line,main_or_minor_line,Bolton Cavalry,26.0,Soldier,battania,Cavalry,False
bolton_levy,bolton_volunteer,2,2,bolton_volunteer|bolton_levy,main_or_minor_line,main_or_minor_line,Bolton Levy,11.0,Soldier,battania,Infantry,True
bolton_master_archer,bolton_volunteer,5,5,bolton_volunteer|bolton_levy|bolton_archer|bolton_elite_archer|bolton_master_archer,main_or_minor_line,main_or_minor_line,Bolton Hunter,26.0,Soldier,battania,Ranged,False
bolton_scout,bolton_volunteer,3,3,bolton_volunteer|bolton_levy|bolton_scout,main_or_minor_line,main_or_minor_line,Bolton Footman,16.0,Soldier,battania,Infantry,True
bolton_veteran,bolton_volunteer,4,4,bolton_volunteer|bolton_levy|bolton_scout|bolton_veteran,main_or_minor_line,main_or_minor_line,Bolton Veteran,21.0,Soldier,battania,Infantry,True
bolton_volunteer,bolton_volunteer,1,1,bolton_volunteer,main_or_minor_line,main_or_minor_line,Bolton Recruit,6.0,Soldier,battania,Infantry,True
boneway_guardian,yronwood_recruit,6,6,yronwood_recruit|yronwood_levy|yronwood_man_at_arms|yronwood_horseman|yronwood_knight|boneway_guardian,main_or_minor_line,main_or_minor_line,Boneway Guardian,31.0,Soldier,aserai,Cavalry,False
borrowed_troop,borrowed_troop,1,1,borrowed_troop,main_or_minor_line,main_or_minor_line,Borrowed Troop,6.0,Soldier,empire,Infantry,True
bracken_archer,bracken_recruit,4,4,bracken_recruit|bracken_levy|bracken_footman|bracken_archer,main_or_minor_line,main_or_minor_line,Bracken Archer,21.0,Soldier,river,Ranged,True
bracken_elite_archer,bracken_recruit,5,5,bracken_recruit|bracken_levy|bracken_footman|bracken_archer|bracken_elite_archer,main_or_minor_line,main_or_minor_line,Bracken Elite Archer,26.0,Soldier,river,Ranged,False
bracken_footman,bracken_recruit,3,3,bracken_recruit|bracken_levy|bracken_footman,main_or_minor_line,main_or_minor_line,Bracken Footman,16.0,Soldier,river,Infantry,True
bracken_horseman,bracken_recruit,5,5,bracken_recruit|bracken_levy|bracken_footman|bracken_rider|bracken_horseman,main_or_minor_line,main_or_minor_line,Bracken Horseman,26.0,Soldier,river,Cavalry,False
bracken_houseguard,bracken_recruit,5,5,bracken_recruit|bracken_levy|bracken_footman|bracken_man_at_arms|bracken_houseguard,main_or_minor_line,main_or_minor_line,Bracken House Guard,26.0,Soldier,river,Infantry,True
bracken_levy,bracken_recruit,2,2,bracken_recruit|bracken_levy,main_or_minor_line,main_or_minor_line,Bracken Levy,11.0,Soldier,river,Infantry,True
bracken_man_at_arms,bracken_recruit,4,4,bracken_recruit|bracken_levy|bracken_footman|bracken_man_at_arms,main_or_minor_line,main_or_minor_line,Bracken Man at Arms,21.0,Soldier,river,Infantry,True
bracken_master_pikeman,bracken_recruit,6,6,bracken_recruit|bracken_levy|bracken_footman|bracken_man_at_arms|bracken_houseguard|bracken_master_pikeman,main_or_minor_line,main_or_minor_line,Bracken Pikemaster,31.0,Soldier,river,Infantry,False
bracken_recruit,bracken_recruit,1,1,bracken_recruit,main_or_minor_line,main_or_minor_line,Bracken Recruit,6.0,Soldier,river,Infantry,True
bracken_rider,bracken_recruit,4,4,bracken_recruit|bracken_levy|bracken_footman|bracken_rider,main_or_minor_line,main_or_minor_line,Bracken Rider,21.0,Soldier,river,Cavalry,True
brotherhood_of_woods_tier_1,brotherhood_of_woods_tier_1,1,1,brotherhood_of_woods_tier_1,main_or_minor_line,main_or_minor_line,Sprout,11.0,Soldier,vlandia,Ranged,True
brotherhood_of_woods_tier_2,brotherhood_of_woods_tier_1,2,2,brotherhood_of_woods_tier_1|brotherhood_of_woods_tier_2,main_or_minor_line,main_or_minor_line,Sapling,16.0,Soldier,vlandia,Ranged,True
brotherhood_of_woods_tier_3,brotherhood_of_woods_tier_1,3,3,brotherhood_of_woods_tier_1|brotherhood_of_woods_tier_2|brotherhood_of_woods_tier_3,main_or_minor_line,main_or_minor_line,Arboreal,21.0,Soldier,vlandia,Ranged,False
bucellarii,imperial_recruit,5,5,imperial_recruit|imperial_archer|imperial_trained_archer|imperial_veteran_archer|bucellarii,main_or_minor_line,main_or_minor_line,Imperial Bucellarii,26.0,Soldier,empire,HorseArcher,False
casterly_champion,casterly_guard,4,4,casterly_guard|casterly_squire|casterly_knight|casterly_champion,main_or_minor_line,main_or_minor_line,Casterly Rock Champion,26.0,Soldier,vlandia,Cavalry,False
casterly_crossbowman,casterly_guard,3,3,casterly_guard|casterly_soldier|casterly_crossbowman,main_or_minor_line,main_or_minor_line,Casterly Rock Crossbowman,21.0,Soldier,vlandia,Ranged,True
casterly_guard,casterly_guard,1,1,casterly_guard,main_or_minor_line,main_or_minor_line,Casterly Rock Guard,11.0,Soldier,vlandia,Infantry,True
casterly_guardian,casterly_guard,5,5,casterly_guard|casterly_soldier|casterly_marshal|casterly_pikeman|casterly_guardian,main_or_minor_line,main_or_minor_line,Guardian of the Rock,31.0,Soldier,vlandia,Infantry,False
casterly_knight,casterly_guard,3,3,casterly_guard|casterly_squire|casterly_knight,main_or_minor_line,main_or_minor_line,Casterly Rock Knight,21.0,Soldier,vlandia,Cavalry,True
casterly_marshal,casterly_guard,3,3,casterly_guard|casterly_soldier|casterly_marshal,main_or_minor_line,main_or_minor_line,Casterly Rock Pikeman,21.0,Soldier,vlandia,Infantry,True
casterly_master_crossbowman,casterly_guard,4,4,casterly_guard|casterly_soldier|casterly_crossbowman|casterly_master_crossbowman,main_or_minor_line,main_or_minor_line,Casterly Rock Master Crossbowman,26.0,Soldier,vlandia,Ranged,False
casterly_pikeman,casterly_guard,4,4,casterly_guard|casterly_soldier|casterly_marshal|casterly_pikeman,main_or_minor_line,main_or_minor_line,Casterly Rock Marshal,26.0,Soldier,vlandia,Infantry,True
casterly_soldier,casterly_guard,2,2,casterly_guard|casterly_soldier,main_or_minor_line,main_or_minor_line,Casterly Rock Soldier,16.0,Soldier,vlandia,Infantry,True
casterly_squire,casterly_guard,2,2,casterly_guard|casterly_squire,main_or_minor_line,main_or_minor_line,Casterly Rock Squire,16.0,Soldier,vlandia,Cavalry,True
celtigar_archer,celtigar_recruit,4,4,celtigar_recruit|celtigar_levy|celtigar_footman|celtigar_archer,main_or_minor_line,main_or_minor_line,Celtigar Archer,21.0,Soldier,dragonstone,Ranged,True
celtigar_banneret,celtigar_recruit,6,6,celtigar_recruit|celtigar_levy|celtigar_footman|celtigar_man_at_arms|celtigar_halberdier|celtigar_banneret,main_or_minor_line,main_or_minor_line,Celtigar Banneret,31.0,Soldier,dragonstone,Infantry,False
celtigar_footman,celtigar_recruit,3,3,celtigar_recruit|celtigar_levy|celtigar_footman,main_or_minor_line,main_or_minor_line,Celtigar Footman,16.0,Soldier,dragonstone,Infantry,True
celtigar_halberdier,celtigar_recruit,5,5,celtigar_recruit|celtigar_levy|celtigar_footman|celtigar_man_at_arms|celtigar_halberdier,main_or_minor_line,main_or_minor_line,Celtigar Halberdier,26.0,Soldier,dragonstone,Infantry,True
celtigar_horseman,celtigar_recruit,4,4,celtigar_recruit|celtigar_levy|celtigar_footman|celtigar_horseman,main_or_minor_line,main_or_minor_line,Celtigar Horseman,21.0,Soldier,dragonstone,Cavalry,True
celtigar_knight,celtigar_recruit,5,5,celtigar_recruit|celtigar_levy|celtigar_footman|celtigar_horseman|celtigar_knight,main_or_minor_line,main_or_minor_line,Celtigar Knight,26.0,Soldier,dragonstone,Cavalry,False
celtigar_levy,celtigar_recruit,2,2,celtigar_recruit|celtigar_levy,main_or_minor_line,main_or_minor_line,Celtigar Levy,11.0,Soldier,dragonstone,Infantry,True
celtigar_man_at_arms,celtigar_recruit,4,4,celtigar_recruit|celtigar_levy|celtigar_footman|celtigar_man_at_arms,main_or_minor_line,main_or_minor_line,Celtigar Man at Arms,21.0,Soldier,dragonstone,Infantry,True
celtigar_recruit,celtigar_recruit,1,1,celtigar_recruit,main_or_minor_line,main_or_minor_line,Celtigar Recruit,6.0,Soldier,dragonstone,Infantry,True
celtigar_veteran_archer,celtigar_recruit,5,5,celtigar_recruit|celtigar_levy|celtigar_footman|celtigar_archer|celtigar_veteran_archer,main_or_minor_line,main_or_minor_line,Celtigar Veteran Archer,26.0,Soldier,dragonstone,Ranged,False
cerwyn_archer,cerwyn_volunteer,4,4,cerwyn_volunteer|cerwyn_levy|cerwyn_soldier|cerwyn_archer,main_or_minor_line,main_or_minor_line,Cerwyn Archer,21.0,Soldier,battania,Ranged,True
cerwyn_axeman,cerwyn_volunteer,4,4,cerwyn_volunteer|cerwyn_levy|cerwyn_soldier|cerwyn_axeman,main_or_minor_line,main_or_minor_line,Cerwyn Axeman,21.0,Soldier,battania,Infantry,True
cerwyn_horseman,cerwyn_volunteer,5,5,cerwyn_volunteer|cerwyn_levy|cerwyn_soldier|cerwyn_scout|cerwyn_horseman,main_or_minor_line,main_or_minor_line,Cerwyn Horseman,26.0,Soldier,battania,Cavalry,False
cerwyn_levy,cerwyn_volunteer,2,2,cerwyn_volunteer|cerwyn_levy,main_or_minor_line,main_or_minor_line,Cerwyn Levy,11.0,Soldier,battania,Infantry,True
cerwyn_marauder,cerwyn_volunteer,6,6,cerwyn_volunteer|cerwyn_levy|cerwyn_soldier|cerwyn_axeman|cerwyn_master_axeman|cerwyn_marauder,main_or_minor_line,main_or_minor_line,Cerwyn Marauder,31.0,Soldier,battania,Infantry,False
cerwyn_master_axeman,cerwyn_volunteer,5,5,cerwyn_volunteer|cerwyn_levy|cerwyn_soldier|cerwyn_axeman|cerwyn_master_axeman,main_or_minor_line,main_or_minor_line,Cerwyn Veteran Axeman,26.0,Soldier,battania,Infantry,True
cerwyn_scout,cerwyn_volunteer,4,4,cerwyn_volunteer|cerwyn_levy|cerwyn_soldier|cerwyn_scout,main_or_minor_line,main_or_minor_line,Cerwyn Scout,21.0,Soldier,battania,Cavalry,True
cerwyn_soldier,cerwyn_volunteer,3,3,cerwyn_volunteer|cerwyn_levy|cerwyn_soldier,main_or_minor_line,main_or_minor_line,Cerwyn Soldier,16.0,Soldier,battania,Infantry,True
cerwyn_veteran_archer,cerwyn_volunteer,5,5,cerwyn_volunteer|cerwyn_levy|cerwyn_soldier|cerwyn_archer|cerwyn_veteran_archer,main_or_minor_line,main_or_minor_line,Cerwyn Veteran Archer,26.0,Soldier,battania,Ranged,False
cerwyn_volunteer,cerwyn_volunteer,1,1,cerwyn_volunteer,main_or_minor_line,main_or_minor_line,Cerwyn Recruit,6.0,Soldier,battania,Infantry,True
clegane_archer,clegane_recruit,4,4,clegane_recruit|clegane_levy|clegane_footman|clegane_archer,main_or_minor_line,main_or_minor_line,Clegane Archer,21.0,Soldier,vlandia,Ranged,True
clegane_elite_archer,clegane_recruit,5,5,clegane_recruit|clegane_levy|clegane_footman|clegane_archer|clegane_elite_archer,main_or_minor_line,main_or_minor_line,Clegane Elite Archer,26.0,Soldier,vlandia,Ranged,False
clegane_footman,clegane_recruit,3,3,clegane_recruit|clegane_levy|clegane_footman,main_or_minor_line,main_or_minor_line,Clegane Footman,16.0,Soldier,vlandia,Infantry,True
clegane_horseman,clegane_recruit,5,5,clegane_recruit|clegane_levy|clegane_footman|clegane_scout|clegane_horseman,main_or_minor_line,main_or_minor_line,Clegane Brigand,26.0,Soldier,vlandia,Cavalry,False
clegane_houseguard,clegane_recruit,5,5,clegane_recruit|clegane_levy|clegane_footman|clegane_man_at_arms|clegane_houseguard,main_or_minor_line,main_or_minor_line,Clegane House Guard,26.0,Soldier,vlandia,Infantry,True
clegane_levy,clegane_recruit,2,2,clegane_recruit|clegane_levy,main_or_minor_line,main_or_minor_line,Clegane Levy,11.0,Soldier,vlandia,Infantry,True
clegane_man_at_arms,clegane_recruit,4,4,clegane_recruit|clegane_levy|clegane_footman|clegane_man_at_arms,main_or_minor_line,main_or_minor_line,Clegane Man at Arms,21.0,Soldier,vlandia,Infantry,True
clegane_recruit,clegane_recruit,1,1,clegane_recruit,main_or_minor_line,main_or_minor_line,Clegane Recruit,6.0,Soldier,vlandia,Infantry,True
