item_id,item_kind,type,crafting_template,name,culture,source_xml,winner_module,load_order_rank
a_empire_plated_shoulder_b,Item,Cape,,Lamellar Pauldrons,empire,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_khuzait_leather_shoulder_b_a,Item,Cape,,Cured Studded Leather Shoulders,khuzait,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_khuzait_leather_shoulder_b_b,Item,Cape,,Reinforced Studded Neckguard,khuzait,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_leather_lamellar_armor_shoulder_a,Item,Cape,,Decorated Lamellar Leather Shoulder Guards,khuzait,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_metal_lamellar_armor_shoulder_a,Item,Cape,,Decorated Steel Lamellar Shoulder Pieces,khuzait,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_pauldron_cape_b,Item,Cape,,Bronze Pauldrons with Neck Guard,empire,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
a_pauldron_cape_c,Item,Cape,,Bronze Pauldrons,empire,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
adarga,Item,Shield,,Adarga,aserai,SandBoxCore/ModuleData/items/shields.xml,SandBoxCore,2
aemon_armor,Item,BodyArmor,,Aemon Armor,valyrian,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
aemon_boots,Item,LegArmor,,Aemon Sabatons,valyrian,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
aemon_gauntlets,Item,HandArmor,,Aemon Gauntlets,valyrian,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
aemon_helmet,Item,HeadArmor,,Aemon Helmet,valyrian,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
aemon_pauldrons,Item,Cape,,Aemon Pauldrons,valyrian,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
aketon,Item,BodyArmor,,Aketon,vlandia,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
ambassador_sword_t3,CraftedItem,CraftedWeapon,OneHandedSword,The Ambassador,,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
andal_boots,Item,LegArmor,,Andal Boots,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_civ_boots,Item,LegArmor,,Andal Shoes,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_civ_boots2,Item,LegArmor,,Andal Shoes 2,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_cloak,Item,Cape,,Andal Civilian Cloak,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_clothes1,Item,BodyArmor,,Andal Clothes 1,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_clothes2,Item,BodyArmor,,Andal Clothes 2,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_clothes3,Item,BodyArmor,,Andal Clothes 3,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_clothes4,Item,BodyArmor,,Andal Clothes 4,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_clothes5,Item,BodyArmor,,Andal Clothes 5,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_clothes6,Item,BodyArmor,,Andal Clothes 6,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_clothes7,Item,BodyArmor,,Andal Clothes 7,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_clothes8,Item,BodyArmor,,Andal Clothes 8,stormlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress1,Item,BodyArmor,,Andal Dress 1,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress2,Item,BodyArmor,,Andal Dress 2,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress3,Item,BodyArmor,,Andal Dress 3,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress4,Item,BodyArmor,,Andal Dress 4,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress5,Item,BodyArmor,,Andal Dress 5,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress6,Item,BodyArmor,,Andal Dress 6,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress7,Item,BodyArmor,,Andal Dress 7,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress8,Item,BodyArmor,,Andal Dress 8,stormlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_dress9,Item,BodyArmor,,Andal Dress 9,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_female_hood,Item,HeadArmor,,Andal Female Hood,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_female_hood2,Item,HeadArmor,,Andal Female Hood2,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_female_hood3,Item,HeadArmor,,Andal Female Hood3,dragonstone,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_female_shoes,Item,LegArmor,,Andal Female Shoes,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_boots1,Item,LegArmor,,Andal Noble Boots 1,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_boots2,Item,LegArmor,,Andal Noble Boots 2,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_bracelet,Item,HandArmor,,Andal Noble Bracelet,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes1,Item,BodyArmor,,Andal Noble Clothes 1,dragonstone,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes10,Item,BodyArmor,,Andal Noble Clothes 10,stormlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes11,Item,BodyArmor,,Andal Noble Clothes 11,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes12,Item,BodyArmor,,Andal Noble Clothes 12,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes13,Item,BodyArmor,,Andal Noble Clothes 13,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes14,Item,BodyArmor,,Andal Noble Clothes 14,dragonstone,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes15,Item,BodyArmor,,Andal Noble Clothes 15,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes16,Item,BodyArmor,,Andal Noble Clothes 16,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes17,Item,BodyArmor,,Andal Noble Clothes 17,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes18,Item,BodyArmor,,Andal Noble Clothes 18,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes19,Item,BodyArmor,,Andal Noble Clothes 19,stormlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes2,Item,BodyArmor,,Andal Noble Clothes 2,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes20,Item,BodyArmor,,Andal Noble Clothes 20,stormlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes21,Item,BodyArmor,,Andal Noble Clothes 21,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes22,Item,BodyArmor,,Andal Noble Clothes 22,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes3,Item,BodyArmor,,Andal Noble Clothes 3,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes4,Item,BodyArmor,,Andal Noble Clothes 4,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes5,Item,BodyArmor,,Andal Noble Clothes 5,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes6,Item,BodyArmor,,Andal Noble Clothes 6,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes7,Item,BodyArmor,,Andal Noble Clothes 7,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes8,Item,BodyArmor,,Andal Noble Clothes 8,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_clothes9,Item,BodyArmor,,Andal Noble Clothes 9,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_dress1,Item,BodyArmor,,Andal Noble Dress 1,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_dress2,Item,BodyArmor,,Andal Noble Dress 2,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_dress3,Item,BodyArmor,,Andal Noble Dress 3,river,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_dress4,Item,BodyArmor,,Andal Noble Dress 4,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_dress5,Item,BodyArmor,,Andal Noble Dress 5,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_dress6,Item,BodyArmor,,Andal Noble Dress 6,stormlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_female_cape,Item,Cape,,Andal Noble Female Cape,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_female_shoes,Item,LegArmor,,Andal Noble Female Shoes 1,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_noble_female_shoes2,Item,LegArmor,,Andal Noble Female Shoes 2,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_robe1,Item,BodyArmor,,Andal Robe 1,stormlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_robe2,Item,BodyArmor,,Andal Robe 2,reach,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_robe3,Item,BodyArmor,,Andal Robe 3,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_robe4,Item,BodyArmor,,Andal Robe 4,dragonstone,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_robe5,Item,BodyArmor,,Andal Robe 5,crownlands,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
andal_robe6,Item,BodyArmor,,Andal Robe 6,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arakh,CraftedItem,CraftedWeapon,OneHandedSword,Arakh,khuzait,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
archer_boots,Item,LegArmor,,Archer Boots,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
archer_gorget,Item,Cape,,Archer's Gorget,vlandia,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
archers_flag_t1,Item,Banner,,Archer's Flag,neutral_culture,SandBoxCore/ModuleData/items/banners.xml,SandBoxCore,2
armet,Item,HeadArmor,,Armet,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
armet2,Item,HeadArmor,,Armet 2,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arming_cap,Item,HeadArmor,,Padded Coif,vlandia,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
arming_coif,Item,HeadArmor,,Leather Coif,vlandia,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
armored_baggy_trunks,Item,BodyArmor,,Armored Baggy Trunks,battania,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
armored_bearskin,Item,Cape,,Armored Bearskin,battania,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
armwraps,Item,HandArmor,,Armwraps,battania,SandBoxCore/ModuleData/items/arm_armors.xml,SandBoxCore,2
arrow_emp_1_a,Item,Arrows,,Imperial Arrows,empire,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
arryn_archer_armor,Item,BodyArmor,,Arryn Archer Armor,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_archer_helmet,Item,HeadArmor,,Arryn Archer Helmet,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_armor,Item,BodyArmor,,Plate Armor,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_armor2,Item,BodyArmor,,Plate Armor 2,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_boots,Item,LegArmor,,Arryn Boots,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_chausses,Item,LegArmor,,Arryn Chausses,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_gambeson,Item,BodyArmor,,Arryn Gambeson,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_gloves,Item,HandArmor,,Arryn Knight Gloves,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_helmet,Item,HeadArmor,,Arryn Winged Helmet,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_pauldrons,Item,Cape,,Arryn Pauldrons,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_pauldrons2,Item,Cape,,Arryn Pauldrons 2,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_pauldrons_cape,Item,Cape,,Arryn Pauldrons with Cape,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_pauldrons_cape2,Item,Cape,,Arryn Pauldrons with Cape 2,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_plate_boots,Item,LegArmor,,Plate Boots,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_plate_boots2,Item,LegArmor,,Plate Boots 2,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_shield,Item,Shield,,Arryn Shield,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
arryn_winged_armor,Item,BodyArmor,,Arryn Plate,vale,ROT-Content/ModuleData/ROTassets.xml,ROT-Content,6
aserai_2haxe_1_t3,CraftedItem,CraftedWeapon,TwoHandedAxe,Short Handled Tabar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_2haxe_2_t3,CraftedItem,CraftedWeapon,TwoHandedAxe,Tabar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_2haxe_2_t4,CraftedItem,CraftedWeapon,TwoHandedAxe,Executioner Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_2haxe_3_t5,CraftedItem,CraftedWeapon,TwoHandedAxe,Heavy Executioner Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_archer_armor,Item,BodyArmor,,Gambeson over Mail Armor,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_armor_02,Item,BodyArmor,,Southern Chain Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_armor_02_b,Item,BodyArmor,,Southern Decorated Chain Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_axe_1_t2,CraftedItem,CraftedWeapon,OneHandedAxe,Wood Splitter Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_axe_2_t2,CraftedItem,CraftedWeapon,OneHandedAxe,Bamboo Handled Ascia Axe,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_axe_2_t2_blunt,CraftedItem,CraftedWeapon,OneHandedAxe,Sparring Bamboo Handled Axe,aserai,SandBoxCore/ModuleData/items/tournament_weapons.xml,SandBoxCore,2
aserai_battle_crown,Item,HeadArmor,,Ornate Desert Battle Crown,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_brass_plate_a,Item,BodyArmor,,Southern Mail Shirt with Brass Plates,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_brass_plate_b,Item,BodyArmor,,Southern Sleeveless Mail Shirt with Brass Plates,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_chain_plate_armor_a,Item,BodyArmor,,Southern Reinforced Mail Armor,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_chain_plate_armor_b,Item,BodyArmor,,Southern Reinforced Sleeveless Mail Armor,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_chain_plate_armor_c,Item,BodyArmor,,Southern Reinforced Mail Vest,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_chain_plate_armor_d,Item,BodyArmor,,Southern Reinforced Short Mail Armor,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_a,Item,BodyArmor,,Luxury Kaftan with Waistband,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_b,Item,BodyArmor,,Kaftan with Leather Belt,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_c,Item,BodyArmor,,Colored Kaftan,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_c_head,Item,HeadArmor,,Keffiyeh with Silken Band,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_d,Item,BodyArmor,,Colored Bisht,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_d_hscarf,Item,HeadArmor,,Colored Turban,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_e,Item,BodyArmor,,Thawb,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_e_hscarf,Item,HeadArmor,,Colored Keffiyeh,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_f,Item,BodyArmor,,Simple Peasant Robe,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_civil_f_cape,Item,HeadArmor,,Bandit Leather Hood,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_hscarf_a,Item,HeadArmor,,Keffiyeh with Brown Band,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_civil_hscarf_b,Item,HeadArmor,,Roughspun Keffiyeh,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_crown,Item,HeadArmor,,Luxury Turban Over Helmet,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_female_civil_a,Item,BodyArmor,,Feminine Kaftan,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_female_civil_b,Item,BodyArmor,,Kaftan with Waistband,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_female_civil_hscarf,Item,HeadArmor,,Desert Headscarf,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_female_civil_hscarf_b,Item,HeadArmor,,Headscarf with Fez,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_full_scale_armor_on_chain,Item,BodyArmor,,Mastercrafted Southern Scale over Chain Hauberk,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_horse,Item,Horse,,Dornish Rounsey{@Plural}dornish rounseys{\@},aserai,ROT-Content/ModuleData/items.xml,ROT-Content,6
aserai_horse_tournament,Item,Horse,,Desert Horse{@Plural}desert horses{\@},aserai,SandBoxCore/ModuleData/items/horses_and_others.xml,SandBoxCore,2
aserai_horseman_armor,Item,BodyArmor,,Ring Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_horseman_shoulder,Item,Cape,,Ringmail Shoulder Guard,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_lance_1_t5,CraftedItem,CraftedWeapon,TwoHandedPolearm,Mamluke Lance,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_lord_helmet_a,Item,HeadArmor,,Noble Crowned Lord Helmet,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aserai_mace_1_t2,CraftedItem,CraftedWeapon,Mace,Militia Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_mace_2_t2,CraftedItem,CraftedWeapon,Mace,Fullered Light Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_mace_3_t3,CraftedItem,CraftedWeapon,Mace,Heavy Horsemans Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_mace_4_t4,CraftedItem,CraftedWeapon,Mace,Spiralled Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_mace_5_t4,CraftedItem,CraftedWeapon,TwoHandedMace,Southern Two Handed Mace,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_noble_sword_1_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_noble_sword_2_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Long Scimitar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_noble_sword_3_t5,CraftedItem,CraftedWeapon,OneHandedSword,Decorated Scimitar with Wide Grip,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_noble_sword_4_t5,CraftedItem,CraftedWeapon,OneHandedSword,Engraved Angular Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_robe_c_chain,Item,BodyArmor,,Robe over Mail Shirt,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_scale_armor_on_chain,Item,BodyArmor,,Mastercrafted Southern Scale over Chain Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_scale_armor_on_cloth,Item,BodyArmor,,Mastercrafted Southern Scale Mail,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_scale_shoulder_a,Item,Cape,,Bronze Scale Shoulder Guards,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_scale_shoulder_b,Item,Cape,,Long Sleeved Bronze Scale Shoulder Guards,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_scale_shoulder_c,Item,Cape,,Bronze Scale Pauldrons,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_scale_shoulder_d,Item,Cape,,Decorated Bronze Scale Pauldrons,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_scale_shoulder_e,Item,Cape,,Decorated Long Sleeve Bronze Scale Pauldrons,aserai,SandBoxCore/ModuleData/items/shoulder_armors.xml,SandBoxCore,2
aserai_sword_1_t2,CraftedItem,CraftedWeapon,OneHandedSword,Iron Flyssa,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_1_t2_blunt,CraftedItem,CraftedWeapon,OneHandedSword,Sparring Flyssa,aserai,SandBoxCore/ModuleData/items/tournament_weapons.xml,SandBoxCore,2
aserai_sword_2_t2,CraftedItem,CraftedWeapon,OneHandedSword,Iron Scimitar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_2_t2_blunt,CraftedItem,CraftedWeapon,OneHandedSword,Sparring Scimitar,aserai,SandBoxCore/ModuleData/items/tournament_weapons.xml,SandBoxCore,2
aserai_sword_3_t3,CraftedItem,CraftedWeapon,OneHandedSword,Slightly Ridged Flyssa,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_4_t4,CraftedItem,CraftedWeapon,OneHandedSword,Fine Steel Long Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_5_t4,CraftedItem,CraftedWeapon,OneHandedSword,Long Fine Steel Scimitar,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_6_t4,CraftedItem,CraftedWeapon,OneHandedSword,Narrow Fine Steel Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_sword_7_t5,CraftedItem,CraftedWeapon,OneHandedSword,Thamaskene Steel Kaskara,aserai,SandBoxCore/ModuleData/items/weapons.xml,SandBoxCore,2
aserai_tunic_waistcoat,Item,BodyArmor,,Luxury Kaftan,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_villager_female_dress,Item,BodyArmor,,Villager Short Dress,aserai,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
aserai_villager_female_headdress,Item,HeadArmor,,Rural Headdress,aserai,SandBoxCore/ModuleData/items/head_armors.xml,SandBoxCore,2
aseran_village_harness,Item,HorseHarness,,Bedouin Common Saddle,aserai,SandBoxCore/ModuleData/items/horses_and_others.xml,SandBoxCore,2
assassin_armor,Item,BodyArmor,,Blackened Armor,neutral_culture,SandBoxCore/ModuleData/items/body_armors.xml,SandBoxCore,2
