track,game_version,cohort,context,participant_scope,parent_group,efficiency_rank,impact_rank,display_name,canonical_troop_id,identity_status,canonical_default_group,canonical_role,reliable_role_population,role_adjusted_rank_status,independent_battles,deployed,survivors,kills,deaths,wounded,routed,kills_per_deployed,ci95_low,ci95_high,verified_player_side_total_kills,kill_total_coverage_battles,kill_total_coverage_complete,player_side_kill_share,share_adjusted_impact,verified_player_side_total_deployed,deployment_total_coverage_battles,deployment_total_coverage_complete,player_side_deployment_share,offensive_contribution_ratio,offensive_share_gap,retention_rate,death_rate,casualty_rate,victory_battles,defeat_battles,active_battles,reliability_status,more_battles_needed,more_deployed_needed
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,11,16,Reach Flower Knight [T6],reach_flower_knight,confirmed_id,Cavalry,melee_cavalry,4,not_published_current_methodology_keeps_offense_and_defense_independent,11,33,14,72,7,12,0,2.181818,1.718750,2.612903,3578,11,True,0.020123,0.043905,2359,11,True,0.013989,1.438488,0.006134,0.424242,0.212121,0.575758,8,2,1,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,12,1,Dornish Master Archer [T5],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,14,453,423,971,8,22,0,2.143488,1.143631,3.081466,4237,14,True,0.229172,0.491227,2889,14,True,0.156802,1.461538,0.072370,0.933775,0.017660,0.066225,11,2,1,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,13,8,Dornish Elite Archer [T4],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,12,61,54,125,1,6,0,2.049180,1.309091,2.893617,3654,12,True,0.034209,0.070101,2532,12,True,0.024092,1.419957,0.010117,0.885246,0.016393,0.114754,9,2,1,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,14,18,Martell Veteran Archer [T5],martell_veteran_archer,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,1,5,5,10,0,0,0,2.000000,,,520,1,True,0.019231,0.038462,250,1,True,0.020000,0.961538,-0.000769,1.000000,0.000000,0.000000,0,0,1,insufficient_evidence,4,15
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,15,24,Hightower Recruit [T1],hightower_recruit,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,2,0,0,0,2.000000,,,128,1,True,0.015625,0.031250,129,1,True,0.007752,2.015625,0.007873,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,19
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,16,35,Reach Rider [T4],reach_rider,confirmed_id,Cavalry,melee_cavalry,4,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,2,0,0,0,2.000000,,,270,1,True,0.007407,0.014815,256,1,True,0.003906,1.896296,0.003501,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,19
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,17,4,Dayne Archer [T4],dayne_archer,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,4,110,37,214,21,52,0,1.945455,,,1602,4,True,0.133583,0.259880,1193,4,True,0.092205,1.448769,0.041378,0.336364,0.190909,0.663636,2,2,0,insufficient_evidence,1,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,18,12,Dornish Spearmaster [T5],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,14,14,25,0,0,0,1.785714,,,884,4,True,0.028281,0.050501,818,4,True,0.017115,1.652392,0.011166,1.000000,0.000000,0.000000,4,0,0,insufficient_evidence,1,6
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,19,25,Reach Archer [T3],reach_archer,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,5,20,10,34,0,10,0,1.700000,1.294118,2.142857,2059,5,True,0.016513,0.028072,1310,5,True,0.015267,1.081593,0.001246,0.500000,0.000000,0.500000,3,2,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,20,23,Hightower Marksmen [T5],hightower_marksman,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,4,22,17,37,1,4,0,1.681818,,,1979,4,True,0.018696,0.031444,1044,4,True,0.021073,0.887225,-0.002376,0.772727,0.045455,0.227273,3,0,1,insufficient_evidence,1,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,21,3,Knights of Starfall [T6],dayne_starfall_knights,confirmed_id,Cavalry,melee_cavalry,4,not_published_current_methodology_keeps_offense_and_defense_independent,16,664,471,1116,27,166,0,1.680723,1.268336,2.279732,5020,16,True,0.222311,0.373643,3616,16,True,0.183628,1.210656,0.038682,0.709337,0.040663,0.290663,13,2,1,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,22,34,Marauder [T5],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,6,6,6,10,0,0,0,1.666667,,,1085,6,True,0.009217,0.015361,1137,6,True,0.005277,1.746544,0.003940,1.000000,0.000000,0.000000,6,0,0,insufficient_evidence,0,14
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,23,15,Dornish Viper [T6],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,6,46,31,72,2,13,0,1.565217,0.655172,2.583333,2335,6,True,0.030835,0.048264,1476,6,True,0.031165,0.989405,-0.000330,0.673913,0.043478,0.326087,5,0,1,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,24,20,Dayne Man at Arms [T4],dayne_pikeman,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,7,16,16,24,0,0,0,1.500000,,,985,7,True,0.024365,0.036548,1230,7,True,0.013008,1.873096,0.011357,1.000000,0.000000,0.000000,7,0,0,insufficient_evidence,0,4
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,25,37,Martell Levy [T2],martell_levy,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,4,0,6,2,2,0,1.500000,,,775,1,True,0.007742,0.011613,299,1,True,0.013378,0.578710,-0.005636,0.000000,0.500000,1.000000,1,0,0,insufficient_evidence,4,16
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,26,38,Reach Soldier [T3],reach_soldier,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,2,2,3,0,0,0,1.500000,,,432,1,True,0.006944,0.010417,233,1,True,0.008584,0.809028,-0.001639,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,18
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,27,6,Dornish Sidewinder [T5],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,6,81,59,118,4,18,0,1.456790,1.018182,1.766990,2315,6,True,0.050972,0.074255,1392,6,True,0.058190,0.875962,-0.007218,0.728395,0.049383,0.271605,5,0,1,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,28,14,Reach Horseman [T5],reach_knight,confirmed_id,Cavalry,melee_cavalry,4,not_published_current_methodology_keeps_offense_and_defense_independent,1,4,4,5,0,0,0,1.250000,,,128,1,True,0.039062,0.048828,129,1,True,0.031008,1.259766,0.008055,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,16
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,29,17,Dayne Knight [T5],dayne_knight,confirmed_id,Cavalry,melee_cavalry,4,not_published_current_methodology_keeps_offense_and_defense_independent,10,86,33,100,14,39,0,1.162791,0.614458,1.683333,2705,10,True,0.036969,0.042987,2224,10,True,0.038669,0.956025,-0.001700,0.383721,0.162791,0.616279,8,2,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,30,9,Dayne Pikeman [T5],dayne_veteran_pikeman,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,10,152,123,172,5,24,0,1.131579,0.556701,1.786164,2858,10,True,0.060182,0.068101,2061,10,True,0.073751,0.816020,-0.013569,0.809211,0.032895,0.190789,9,0,1,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,31,32,Dornish Horse Archer [T4],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,17,14,19,1,2,0,1.117647,,,1269,4,True,0.014972,0.016734,868,4,True,0.019585,0.764474,-0.004613,0.823529,0.058824,0.176471,2,1,1,insufficient_evidence,1,3
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,32,36,Rhoynar Caravan Guard [T4],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,17,5,19,1,11,0,1.117647,,,1683,4,True,0.011289,0.012618,1193,4,True,0.014250,0.792248,-0.002960,0.294118,0.058824,0.705882,3,1,0,insufficient_evidence,1,3
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,33,40,Dornish Archer [T3],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,4,14,13,15,1,0,0,1.071429,,,1693,4,True,0.008860,0.009493,965,4,True,0.014508,0.610708,-0.005648,0.928571,0.071429,0.071429,4,0,0,insufficient_evidence,1,6
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,34,10,Reaver [T4],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,10,179,131,181,10,38,0,1.011173,0.608696,1.565000,2858,10,True,0.063331,0.064039,2061,10,True,0.086851,0.729191,-0.023520,0.731844,0.055866,0.268156,9,0,1,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,35,42,Dornish Horseman [T4],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,4,3,4,0,1,0,1.000000,,,482,2,True,0.008299,0.008299,454,2,True,0.008811,0.941909,-0.000512,0.750000,0.000000,0.250000,2,0,0,insufficient_evidence,3,16
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,36,27,Martell Archer [T4],martell_archer,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,1,3,3,3,0,0,0,1.000000,,,128,1,True,0.023438,0.023438,129,1,True,0.023256,1.007812,0.000182,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,17
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,37,43,Hightower Crossbowman [T4],hightower_crossbowman,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,1,2,2,2,0,0,0,1.000000,,,274,1,True,0.007299,0.007299,235,1,True,0.008511,0.857664,-0.001211,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,18
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,38,41,Tarly Soldier [T3],tarly_soldier,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,1,2,2,2,0,0,0,1.000000,,,212,1,True,0.009434,0.009434,198,1,True,0.010101,0.933962,-0.000667,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,18
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,39,29,Reach Master Archer [T5],reach_master_archer,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,8,56,53,47,0,3,0,0.839286,0.573171,1.294118,1882,8,True,0.024973,0.020960,1601,8,True,0.034978,0.713973,-0.010005,0.946429,0.000000,0.053571,7,1,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,40,31,Broken Archer [T1],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,4,4,3,0,0,0,0.750000,,,128,1,True,0.023438,0.017578,129,1,True,0.031008,0.755859,-0.007570,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,16
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,41,28,Dayne Horseman [T4],dayne_horseman,confirmed_id,Cavalry,melee_cavalry,4,not_published_current_methodology_keeps_offense_and_defense_independent,7,98,41,69,16,41,0,0.704082,0.489583,1.000000,2229,7,True,0.030956,0.021795,1659,7,True,0.059072,0.524034,-0.028116,0.418367,0.163265,0.581633,5,2,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,42,45,Reach Bowman [T2],reach_bowman,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,2,11,7,7,0,4,0,0.636364,,,955,2,True,0.007330,0.004664,728,2,True,0.015110,0.485102,-0.007780,0.636364,0.000000,0.363636,2,0,0,insufficient_evidence,3,9
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,43,11,Dayne Footman [T3],dayne_man_at_arms,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,6,288,147,182,37,104,0,0.631944,0.258929,1.136667,2182,6,True,0.083410,0.052710,1639,6,True,0.175717,0.474682,-0.092307,0.510417,0.128472,0.489583,4,2,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,44,44,Broken Man [T1],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,2,12,8,5,2,2,0,0.416667,,,398,2,True,0.012563,0.005235,385,2,True,0.031169,0.403057,-0.018606,0.666667,0.166667,0.333333,2,0,0,insufficient_evidence,3,8
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,45,39,Dayne Levy [T2],dayne_levy,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,5,119,73,48,9,37,0,0.403361,0.180451,0.685714,2034,5,True,0.023599,0.009519,1426,5,True,0.083450,0.282789,-0.059851,0.613445,0.075630,0.386555,3,2,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,46,47,Braavosi Footman [T2],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,5,5,2,0,0,0,0.400000,,,270,1,True,0.007407,0.002963,256,1,True,0.019531,0.379259,-0.012124,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,15
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,47,46,Reach Recruit [T1],reach_recruit,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,2,39,23,8,3,13,0,0.205128,,,422,2,True,0.018957,0.003889,448,2,True,0.087054,0.217766,-0.068096,0.589744,0.076923,0.410256,2,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,48,48,Dornish Bowman [T2],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,0,0,0,0,0.000000,,,68,1,True,0.000000,0.000000,115,1,True,0.008696,0.000000,-0.008696,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,19
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,allied_party,Arwa's Party,1,1,Essosi Convoy Guard [T4],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,3,3,4,0,0,0,1.333333,,,318,1,True,0.012579,0.016771,287,1,True,0.010453,1.203354,0.002126,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,17
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,allied_party,Arwa's Party,2,2,Myrish Elite Archer [T5],myrish_elite_archer,confirmed_id,Ranged,ranged,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,5,5,5,0,0,0,1.000000,,,318,1,True,0.015723,0.015723,287,1,True,0.017422,0.902516,-0.001698,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,15
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,1,5,Myrish Horseman [T4],myrish_horseman,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,3,20,12,42,1,7,0,2.100000,,,1412,3,True,0.029745,0.062465,957,3,True,0.020899,1.423300,0.008846,0.600000,0.050000,0.400000,3,0,0,insufficient_evidence,2,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,2,3,Myrish Cavalry [T5],myrish_cavalry,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,5,167,123,307,10,34,0,1.838323,1.215190,2.397727,1819,5,True,0.168774,0.310261,1440,5,True,0.115972,1.455297,0.052802,0.736527,0.059880,0.263473,5,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,3,2,Myrish Elite Archer [T5],myrish_elite_archer,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,2,138,138,229,0,0,0,1.659420,,,916,2,True,0.250000,0.414855,588,2,True,0.234694,1.065217,0.015306,1.000000,0.000000,0.000000,2,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,4,4,Myrish Master Crossbowman [T5],myrish_master_crossbowman,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,6,61,57,92,2,2,0,1.508197,0.689655,2.166667,1994,6,True,0.046138,0.069586,1673,6,True,0.036461,1.265403,0.009677,0.934426,0.032787,0.065574,6,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,5,1,Myrish Artisan of War [T6],myrish_artisan,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,7,469,451,694,6,12,0,1.479744,0.910909,2.357820,2124,7,True,0.326742,0.483495,1936,7,True,0.242252,1.348769,0.084490,0.961620,0.012793,0.038380,7,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,6,7,Knight of Hollow Hill [T4],,unresolved,,,0,not_published_current_methodology_keeps_offense_and_defense_independent,1,9,2,12,2,5,0,1.333333,,,496,1,True,0.024194,0.032258,369,1,True,0.024390,0.991935,-0.000197,0.222222,0.222222,0.777778,1,0,0,insufficient_evidence,4,11
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,7,12,Magister Guard Elite [T6],magister_guard,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,6,31,29,31,1,1,0,1.000000,0.375000,1.900000,1616,6,True,0.019183,0.019183,1625,6,True,0.019077,1.005569,0.000106,0.935484,0.032258,0.064516,6,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,8,19,Pentoshi Noble Youth [T2],pentoshi_noble_recruit,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,1,1,1,1,0,0,0,1.000000,,,318,1,True,0.003145,0.003145,287,1,True,0.003484,0.902516,-0.000340,1.000000,0.000000,0.000000,1,0,0,insufficient_evidence,4,19
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,9,9,Myrish Elite Crossbowman [T4],myrish_elite_crossbowman,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,6,75,75,66,0,0,0,0.880000,0.323944,1.538462,1994,6,True,0.033099,0.029127,1673,6,True,0.044830,0.738335,-0.011730,1.000000,0.000000,0.000000,6,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,10,8,Myrish Archer [T4],myrish_archer,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,2,42,39,35,1,2,0,0.833333,,,916,2,True,0.038210,0.031841,588,2,True,0.071429,0.534934,-0.033219,0.928571,0.023810,0.071429,2,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,11,6,Myrish Legionnaire [T5],myrish_axeman,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,5,135,116,99,3,16,0,0.733333,0.323529,1.044444,1819,5,True,0.054426,0.039912,1440,5,True,0.093750,0.580539,-0.039324,0.859259,0.022222,0.140741,5,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,12,11,Myrish Crossbowman [T3],myrish_crossbowman,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,5,91,91,52,0,0,0,0.571429,0.261905,1.206897,1298,5,True,0.040062,0.022892,1338,5,True,0.068012,0.589038,-0.027950,1.000000,0.000000,0.000000,5,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,13,10,Pentoshi Footman [T2],pentoshi_footman,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,2,55,41,30,6,8,0,0.545455,,,626,2,True,0.047923,0.026140,632,2,True,0.087025,0.550683,-0.039102,0.745455,0.109091,0.254545,2,0,0,insufficient_evidence,3,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,14,14,Myrish Soldier [T3],myrish_soldier,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,3,41,38,21,1,2,0,0.512195,,,1034,3,True,0.020309,0.010402,909,3,True,0.045105,0.450276,-0.024795,0.926829,0.024390,0.073171,3,0,0,insufficient_evidence,2,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,15,15,Myrish Footman [T2],myrish_footman,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,2,29,13,13,5,11,0,0.448276,,,916,2,True,0.014192,0.006362,588,2,True,0.049320,0.287758,-0.035128,0.448276,0.172414,0.551724,2,0,0,insufficient_evidence,3,0
