track,game_version,cohort,context,participant_scope,parent_group,efficiency_rank,impact_rank,display_name,canonical_troop_id,identity_status,canonical_default_group,canonical_role,reliable_role_population,role_adjusted_rank_status,independent_battles,deployed,survivors,kills,deaths,wounded,routed,kills_per_deployed,ci95_low,ci95_high,verified_player_side_total_kills,kill_total_coverage_battles,kill_total_coverage_complete,player_side_kill_share,share_adjusted_impact,verified_player_side_total_deployed,deployment_total_coverage_battles,deployment_total_coverage_complete,player_side_deployment_share,offensive_contribution_ratio,offensive_share_gap,retention_rate,death_rate,casualty_rate,victory_battles,defeat_battles,active_battles,reliability_status,more_battles_needed,more_deployed_needed
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,11,13,Reach Master Archer [T5],reach_master_archer,confirmed_id,Ranged,ranged,2,not_published_current_methodology_keeps_offense_and_defense_independent,8,56,53,47,0,3,0,0.839286,0.573171,1.294118,1882,8,True,0.024973,0.020960,1601,8,True,0.034978,0.713973,-0.010005,0.946429,0.000000,0.053571,7,1,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,12,12,Dayne Horseman [T4],dayne_horseman,confirmed_id,Cavalry,melee_cavalry,4,not_published_current_methodology_keeps_offense_and_defense_independent,7,98,41,69,16,41,0,0.704082,0.489583,1.000000,2229,7,True,0.030956,0.021795,1659,7,True,0.059072,0.524034,-0.028116,0.418367,0.163265,0.581633,5,2,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,13,7,Dayne Footman [T3],dayne_man_at_arms,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,6,288,147,182,37,104,0,0.631944,0.258929,1.136667,2182,6,True,0.083410,0.052710,1639,6,True,0.175717,0.474682,-0.092307,0.510417,0.128472,0.489583,4,2,0,reliable,0,0
realm_of_thrones,1.4.x,edric_reach_dornish,field,player_party,Edric Dayne's Party,14,14,Dayne Levy [T2],dayne_levy,confirmed_id,Infantry,frontline_infantry,3,not_published_current_methodology_keeps_offense_and_defense_independent,5,119,73,48,9,37,0,0.403361,0.180451,0.685714,2034,5,True,0.023599,0.009519,1426,5,True,0.083450,0.282789,-0.059851,0.613445,0.075630,0.386555,3,2,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,1,2,Myrish Cavalry [T5],myrish_cavalry,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,5,167,123,307,10,34,0,1.838323,1.215190,2.397727,1819,5,True,0.168774,0.310261,1440,5,True,0.115972,1.455297,0.052802,0.736527,0.059880,0.263473,5,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,2,3,Myrish Master Crossbowman [T5],myrish_master_crossbowman,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,6,61,57,92,2,2,0,1.508197,0.689655,2.166667,1994,6,True,0.046138,0.069586,1673,6,True,0.036461,1.265403,0.009677,0.934426,0.032787,0.065574,6,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,3,1,Myrish Artisan of War [T6],myrish_artisan,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,7,469,451,694,6,12,0,1.479744,0.910909,2.357820,2124,7,True,0.326742,0.483495,1936,7,True,0.242252,1.348769,0.084490,0.961620,0.012793,0.038380,7,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,4,7,Magister Guard Elite [T6],magister_guard,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,6,31,29,31,1,1,0,1.000000,0.375000,1.900000,1616,6,True,0.019183,0.019183,1625,6,True,0.019077,1.005569,0.000106,0.935484,0.032258,0.064516,6,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,5,5,Myrish Elite Crossbowman [T4],myrish_elite_crossbowman,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,6,75,75,66,0,0,0,0.880000,0.323944,1.538462,1994,6,True,0.033099,0.029127,1673,6,True,0.044830,0.738335,-0.011730,1.000000,0.000000,0.000000,6,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,6,4,Myrish Legionnaire [T5],myrish_axeman,confirmed_id,Infantry,frontline_infantry,1,not_published_current_methodology_keeps_offense_and_defense_independent,5,135,116,99,3,16,0,0.733333,0.323529,1.044444,1819,5,True,0.054426,0.039912,1440,5,True,0.093750,0.580539,-0.039324,0.859259,0.022222,0.140741,5,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,field,player_party,Trego Drahar's Party,7,6,Myrish Crossbowman [T3],myrish_crossbowman,confirmed_id,Ranged,ranged,4,not_published_current_methodology_keeps_offense_and_defense_independent,5,91,91,52,0,0,0,0.571429,0.261905,1.206897,1298,5,True,0.040062,0.022892,1338,5,True,0.068012,0.589038,-0.027950,1.000000,0.000000,0.000000,5,0,0,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,1,1,Myrish Artisan of War [T6],myrish_artisan,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,6,516,245,1368,60,211,0,2.651163,1.783217,3.425087,2461,6,True,0.555872,1.473706,1666,6,True,0.309724,1.794733,0.246148,0.474806,0.116279,0.525194,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,2,2,Myrish Elite Crossbowman [T4],myrish_elite_crossbowman,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,6,74,35,122,9,30,0,1.648649,0.744681,3.259259,2461,6,True,0.049573,0.081729,1666,6,True,0.044418,1.116070,0.005156,0.472973,0.121622,0.527027,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,3,7,Magister Guard Elite [T6],magister_guard,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,5,39,15,54,5,19,0,1.384615,0.604651,2.030303,2217,5,True,0.024357,0.033725,1373,5,True,0.028405,0.857500,-0.004048,0.384615,0.128205,0.615385,2,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,4,6,Myrish Master Crossbowman [T5],myrish_master_crossbowman,confirmed_id,Ranged,ranged,3,not_published_current_methodology_keeps_offense_and_defense_independent,6,92,42,94,7,43,0,1.021739,0.682927,1.422222,2461,6,True,0.038196,0.039026,1666,6,True,0.055222,0.691677,-0.017026,0.456522,0.076087,0.543478,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,5,3,Myrish Legionnaire [T5],myrish_axeman,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,6,197,80,196,33,84,0,0.994924,0.351852,1.804020,2461,6,True,0.079642,0.079238,1666,6,True,0.118247,0.673524,-0.038605,0.406091,0.167513,0.593909,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,6,5,Pentoshi Soldier [T3],pentoshi_soldier,confirmed_id,Infantry,frontline_infantry,2,not_published_current_methodology_keeps_offense_and_defense_independent,6,134,53,133,20,61,0,0.992537,0.367347,1.877551,2461,6,True,0.054043,0.053640,1666,6,True,0.080432,0.671909,-0.026389,0.395522,0.149254,0.604478,3,2,1,reliable,0,0
realm_of_thrones,1.4.x,trego_myrish_pentoshi,siege_attack,player_party,Trego Drahar's Party,7,4,Myrish Cavalry [T5],myrish_cavalry,confirmed_id,Cavalry,melee_cavalry,2,not_published_current_methodology_keeps_offense_and_defense_independent,6,220,95,182,36,89,0,0.827273,0.364035,1.324074,2461,6,True,0.073954,0.061180,1666,6,True,0.132053,0.560031,-0.058099,0.431818,0.163636,0.568182,3,2,1,reliable,0,0
