item_id,name,item_kind,type,subtype,culture,weight,value,source_xml,weapon_class,stack_amount,speed_rating,missile_speed,accuracy,weapon_length,swing_damage,swing_damage_type,thrust_damage,thrust_damage_type,hit_points,shield_armor,head_armor,body_armor,arm_armor,leg_armor,horse_speed,horse_maneuver,horse_charge_damage,horse_extra_health
mp_folded_town_boots,Folded Town Boots,Item,LegArmor,,empire,1.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,,,7.0,,,,
mp_heavy_nasalhelm_over_imperial_leather,Heavy Nasalhelm over Leather,Item,HeadArmor,,empire,3.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,30.0,,,,,,,
mp_dummy_armor_min,Dummy Min Armor,Item,BodyArmor,,neutral_culture,10.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
mp_dummy_armor_lower_average,Dummy Lower Average,Item,BodyArmor,,neutral_culture,20.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,12.0,12.0,12.0,12.0,,,,
mp_dummy_armor_higher_average,Dummy Higher Average,Item,BodyArmor,,neutral_culture,30.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,37.0,37.0,37.0,37.0,,,,
mp_dummy_armor_max,Dummy Max Armor,Item,BodyArmor,,neutral_culture,40.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,55.0,55.0,55.0,55.0,,,,
mp_northern_tunic,Varyag Tunic,Item,BodyArmor,body_armor,sturgia,0.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,2.0,1.0,1.0,,,,
mp_studded_fur_armor,Studded Fur Armor,Item,BodyArmor,body_armor,neutral_culture,0.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,7.0,2.0,3.0,,,,
mp_vlandia_bandit_b,Cheap Colored Clothes,Item,BodyArmor,,neutral_culture,1.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,6.0,2.0,2.0,,,,
mp_bandit_fur_a,Loathsome Fur Armor,Item,BodyArmor,,neutral_culture,0.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,7.0,,1.0,,,,
mp_buckled_wildsman_armor,Buckled Brigandine Armor,Item,BodyArmor,body_armor,neutral_culture,12.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,,29.0,2.0,2.0,,,,
mp_battania_civil_hood,Cloth Hood,Item,HeadArmor,head_armor,battania,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,9.0,,,,,,,
mp_nasalhelm_over_mail,Nasalhelm over Mail,Item,HeadArmor,,sturgia,1.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,29.0,,,,,,,
mp_khuzait_noble_helmet_with_neckguard,Noble Helmet with Neckguard,Item,headArmor,head_armor,khuzait,4.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,39.0,,,,,,,
mp_laced_coif,Laced Coif,Item,HeadArmor,head_armor,neutral_culture,0.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,9.0,,,,,,,
mp_arming_coif,Leather Coif,Item,HeadArmor,head_armor,vlandia,0.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,11.0,,,,,,,
mp_imperial_leather_coif,Leather Coif,Item,HeadArmor,head_armor,neutral_culture,0.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,3.0,,,,,,,
mp_khuzait_noble_helmet_with_fur,Noble Helmet with Fur,Item,headArmor,head_armor,khuzait,3.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,38.0,,,,,,,
mp_fur_hood,Fur Hood,Item,HeadArmor,head_armor,neutral_culture,0.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,9.0,,,,,,,
mp_peaked_fur_hood,Peaked Fur Hood,Item,HeadArmor,head_armor,neutral_culture,0.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,10.0,,,,,,,
mp_closed_head_scarf,Closed Head Scarf,Item,HeadArmor,head_armor,neutral_culture,0.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,9.0,,,,,,,
mp_trailed_desert_helmet,Helmet with Turban and Coif,Item,HeadArmor,head_armor,aserai,1.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,14.0,,,,,,,
mp_desert_mail_coif,Desert Mail Coif,Item,HeadArmor,head_armor,aserai,3.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,32.0,,,,,,,
mp_woven_turban,Woven Turban,Item,HeadArmor,head_armor,aserai,0.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,8.0,,,,,,,
mp_desert_cap,Desert Cap,Item,HeadArmor,,neutral_culture,2.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,4.0,,,,,,,
mp_open_head_scarf,Open Head Scarf,Item,HeadArmor,,neutral_culture,0.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,8.0,,,,,,,
mp_turban,Turban,Item,HeadArmor,,neutral_culture,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,7.0,,,,,,,
mp_desert_headdress,Desert Headdress,Item,HeadArmor,,neutral_culture,0.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,3.0,,,,,,,
mp_tuareg,Tuareg,Item,HeadArmor,head_armor,neutral_culture,0.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,5.0,,,,,,,
mp_kettle_helmet_over_mail,Kettle Helmet over Mail,Item,HeadArmor,,vlandia,3.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,29.0,,,,,,,
mp_nordic_leather_cap,Fur Cap with Ear Flaps,Item,HeadArmor,head_armor,neutral_culture,0.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,5.0,,,,,,,
mp_roughhide_cap,Roughhide Cap,Item,HeadArmor,,neutral_culture,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,5.0,,,,,,,
mp_northern_fur_cap,Fur Cap,Item,HeadArmor,,neutral_culture,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,4.0,,,,,,,
mp_thinhide_coif,Thinhide Coif,Item,HeadArmor,head_armor,neutral_culture,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,5.0,,,,,,,
mp_wrapped_headcloth,Wrapped Headcloth,Item,HeadArmor,head_armor,neutral_culture,0.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,3.0,,,,,,,
mp_leather_studdedhelm,Leather Studded Helm,Item,HeadArmor,head_armor,neutral_culture,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,9.0,,,,,,,
mp_tied_head_wrapping,Tied Head Wrapping,Item,HeadArmor,head_armor,neutral_culture,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,8.0,,,,,,,
mp_tight_head_scarf,Tight Head Scarf,Item,HeadArmor,head_armor,neutral_culture,0.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,9.0,,,,,,,
mp_pilgrim_hood,Pilgrim Hood,Item,headArmor,,neutral_culture,1.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,2.0,,,,,,,
mp_leather_cap,Leather Cap,Item,HeadArmor,head_armor,neutral_culture,2.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,8.0,,,,,,,
mp_imperial_cloth_coif,Cloth Coif,Item,HeadArmor,head_armor,neutral_culture,3.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,3.0,,,,,,,
mp_fur_hat,Fur Hat,Item,HeadArmor,head_armor,neutral_culture,3.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,4.0,,,,,,,
mp_eastern_cap,Cap with Neck Flap,Item,HeadArmor,head_armor,neutral_culture,4.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,5.0,,,,,,,
mp_steppe_helmet,Steppe Helmet,Item,HeadArmor,head_armor,neutral_culture,5.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,18.0,,,,,,,
mp_upturned_fur_cap,Upturned Fur Cap,Item,HeadArmor,head_armor,neutral_culture,0.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,8.0,,,,,,,
mp_padded_cap,Padded Cap,Item,HeadArmor,head_armor,neutral_culture,1.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,5.0,,,,,,,
mp_ironlame_feathered_spangenhelm_over_leather,Ironlame Feathered Spangenhelm over Leather,Item,HeadArmor,,neutral_culture,2.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,31.0,,,,,,,
mp_leatherlame_feathered_spangenhelm_over_leather,Bronze Feathered Spangenhelm over Leather,Item,HeadArmor,,empire,1.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,29.0,,,,,,,
mp_ironlame_spiked_kettle_over_mail,Iron Spiked Kettle over Mail,Item,HeadArmor,head_armor,empire,3.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,33.0,,,,,,,
mp_guards_kettle_over_laced_coif,Kettle over Laced Coif,Item,HeadArmor,head_armor,neutral_culture,1.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_kettle_helmet_with_leather,Kettle Helmet with Leather,Item,HeadArmor,head_armor,neutral_culture,1.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,16.0,,,,,,,
mp_peaked_helmet_over_laced_coif,Peaked Helmet over Laced Coif,Item,HeadArmor,head_armor,vlandia,2.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,37.0,,,,,,,
mp_peaked_helmet_over_padded_cloth,Peaked Helmet over Padded Cloth,Item,HeadArmor,head_armor,neutral_culture,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,16.0,,,,,,,
mp_peaked_helmet_over_mail_coif,Peaked Helmet over Mail Coif,Item,HeadArmor,head_armor,neutral_culture,2.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,30.0,,,,,,,
mp_peaked_helmet_over_mail,Peaked Helmet over Mail,Item,HeadArmor,,vlandia,2.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,40.0,,,,,,,
mp_nasal_helmet_over_padded_cloth,Nasal Helmet over Padded Cloth,Item,HeadArmor,,neutral_culture,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_kettle_hat_over_padded_cloth,Kettle Hat over Padded Cloth,Item,HeadArmor,head_armor,neutral_culture,0.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,16.0,,,,,,,
mp_segmented_skullcap_over_padded_cloth,Segmented Skullcap over Padded Cloth,Item,HeadArmor,head_armor,neutral_culture,0.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,17.0,,,,,,,
mp_kettle_helmet_over_laced_coif,Kettle Helmet over Laced Coif,Item,HeadArmor,head_armor,neutral_culture,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,17.0,,,,,,,
mp_decorated_nomad_cap,Decorated Nomad Cap,Item,HeadArmor,,khuzait,0.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,6.0,,,,,,,
mp_spangenhelm_with_padded_cloth,Spangenhelm with Padded Cloth,Item,HeadArmor,head_armor,sturgia,1.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,20.0,,,,,,,
mp_visored_helmet_over_padded_coif,Visored Helmet over Padded Coif,Item,HeadArmor,head_armor,neutral_culture,3.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,27.0,,,,,,,
mp_plumed_nomad_helmet,Plumed Nomad Helmet,Item,HeadArmor,,neutral_culture,1.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,18.0,,,,,,,
mp_wolfhead,Wolfhead,Item,HeadArmor,head_armor,neutral_culture,1.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_roundkettle_over_laced_cloth,Roundkettle over Laced Cloth,Item,HeadArmor,head_armor,neutral_culture,1.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_roundkettle_over_imperial_leather,Roundkettle over Leather,Item,HeadArmor,head_armor,neutral_culture,5.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_sturgia_heavy_cavalry_helmet,Sturgia Heavy Cavalry Helmet,Item,HeadArmor,,sturgia,1.8,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,30.0,,,,,,,
mp_imperial_nasal_helm,Legionary Helm,Item,HeadArmor,head_armor,neutral_culture,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,21.0,,,,,,,
mp_tall_helmet,Tall Helmet,Item,HeadArmor,head_armor,neutral_culture,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,19.0,,,,,,,
mp_nomad_helmet,Nomad Helmet,Item,HeadArmor,head_armor,neutral_culture,2.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,17.0,,,,,,,
mp_plumed_fur_lined_helmet,Plumed Fur Lined Helmet,Item,HeadArmor,head_armor,neutral_culture,1.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_northern_warlord_helmet,Sturgian Warlord Helmet,Item,HeadArmor,,sturgia,3.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,32.0,,,,,,,
mp_open_desert_helmet,Open Desert Helmet,Item,HeadArmor,head_armor,neutral_culture,1.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,18.0,,,,,,,
mp_loose_wrapped_desert_helmet,Loose Wrapped Desert Helmet,Item,HeadArmor,,neutral_culture,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_closed_desert_helmet,Closed Desert Helmet,Item,HeadArmor,,neutral_culture,1.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,19.0,,,,,,,
mp_battania_fur_helmet,Highland Hide Helmet,Item,HeadArmor,head_armor,neutral_culture,1.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,18.0,,,,,,,
mp_leather_studdedhelm_over_thinhide,Leather Studded Helm over Thinhide,Item,HeadArmor,head_armor,neutral_culture,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,15.0,,,,,,,
mp_leather_studdedhelm_over_headcloth,Leather Studded Helm over Headcloth,Item,HeadArmor,head_armor,neutral_culture,1.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,14.0,,,,,,,
mp_leather_studdedhelm_over_roughscale,Leather Studded Helm over Roughscale,Item,HeadArmor,head_armor,neutral_culture,4.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,34.0,,,,,,,
mp_ridged_northernhelm,Ridged Helm,Item,HeadArmor,head_armor,neutral_culture,3.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,32.0,,,,,,,
mp_vlandia_bandit_cape_a,Rough Padded Cap,Item,HeadArmor,head_armor,neutral_culture,2.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,16.0,,,,,,,
mp_vlandia_bandit_cape_b,Hide Cap,Item,HeadArmor,head_armor,neutral_culture,2.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,16.0,,,,,,,
mp_leatherlame_nasalhelm_over_imperial_leather,Nasalhelm over Leather,Item,HeadArmor,head_armor,neutral_culture,1.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,20.0,,,,,,,
mp_helmet_with_faceguard,Helmet with Faceguard,Item,HeadArmor,head_armor,neutral_culture,5.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,33.0,,,,,,,
mp_roundkettle_over_imperial_cloth,Roundkettle over Cloth,Item,HeadArmor,,neutral_culture,5.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,14.0,,,,,,,
mp_goggled_helmet_over_leather,Goggled Helmet over Leather,Item,HeadArmor,,neutral_culture,1.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,19.0,,,,,,,
mp_nasal_helmet,Nasal Helmet,Item,HeadArmor,,neutral_culture,1.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,14.0,,,,,,,
mp_nordic_helmet,Northlander Helmet,Item,HeadArmor,,neutral_culture,4.1,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,37.0,,,,,,,
mp_nasal_helmet_over_laced_coif,Nasal Helmet over Laced Coif,Item,HeadArmor,head_armor,neutral_culture,6.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,16.0,,,,,,,
mp_kettle_helmet_over_arming_coif,Kettle Helmet over Arming Coif,Item,HeadArmor,,neutral_culture,1.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,28.0,,,,,,,
mp_kettle_helmet_over_padded_coif,Kettle Helmet over Padded Coif,Item,HeadArmor,head_armor,vlandia,1.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,22.0,,,,,,,
mp_segmented_skullcap_over_laced_coif,Segmented Skullcap over Laced Coif,Item,HeadArmor,,neutral_culture,1.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,18.0,,,,,,,
mp_cervelliere_over_arming_coif,Cervelliere over Arming Coif,Item,HeadArmor,,vlandia,0.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,16.0,,,,,,,
mp_segmented_cervelliere_over_mail_coif,Segmented Cervelliere over Mail Coif,Item,HeadArmor,head_armor,neutral_culture,3.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,32.0,,,,,,,
mp_full_helm_over_mail_coif,Full Helm over Mail Coif,Item,HeadArmor,head_armor,neutral_culture,4.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,40.0,,,,,,,
mp_western_crowned_plated_helmet,Crowned Plated Helmet,Item,HeadArmor,head_armor,neutral_culture,3.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,39.0,,,,,,,
mp_nasal_helmet_over_mail_coif,Nasal Helmet over Mail Coif,Item,HeadArmor,,neutral_culture,2.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,30.0,,,,,,,
mp_kettle_hat_over_mail_coif,Kettle Hat over Mail Coif,Item,HeadArmor,,neutral_culture,2.9,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,32.0,,,,,,,
mp_open_mail_coif,Open Mail Coif,Item,HeadArmor,head_armor,empire,1.6,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,18.0,,,,,,,
mp_mail_coif,Mail Coif with Helmet Padding,Item,HeadArmor,head_armor,empire,1.7,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,18.0,,,,,,,
mp_visored_helmet_over_mail_coif,Visored Helmet over Mail Coif,Item,HeadArmor,,neutral_culture,1.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,36.0,,,,,,,
mp_segmented_skullcap_over_mail_coif,Segmented Skullcap over Mail Coif,Item,HeadArmor,,neutral_culture,3.5,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,34.0,,,,,,,
mp_segmented_skullcap_over_padded_coif,Segmented Skullcap over Padded Coif,Item,HeadArmor,,neutral_culture,1.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,19.0,,,,,,,
mp_plumed_helmet,Plumed Helmet,Item,HeadArmor,head_armor,neutral_culture,4.0,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,31.0,,,,,,,
mp_imperial_goggled_helmet,Imperial Goggled Helmet,Item,HeadArmor,,neutral_culture,4.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,38.0,,,,,,,
mp_decorated_goggled_helmet,Decorated Goggled Helmet,Item,HeadArmor,,neutral_culture,4.2,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,37.0,,,,,,,
mp_roundkettle_over_imperial_mail,Roundkettle over Mail,Item,HeadArmor,head_armor,neutral_culture,3.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,30.0,,,,,,,
mp_leatherlame_feathered_spangenhelm_over_mail,Feathered Spangenhelm over Mail,Item,HeadArmor,head_armor,neutral_culture,3.4,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,36.0,,,,,,,
mp_plumed_lamellar_helmet,Plumed Lamellar Helmet,Item,HeadArmor,head_armor,neutral_culture,3.3,1.0,Native/ModuleData/mpitems.xml,,,,,,,,,,,,,33.0,,,,,,,
