context,rank,display_name,provisional_slug,canonical_troop_id,identity_status,independent_battles,deployed,survivors,kills,deaths,wounded,routed,kills_per_deployed,death_rate,casualty_rate,ci95_low,ci95_high,reliability_status
field,41,Riverlands Cavalry [T5],riverlands_cavalry,river_calvary,confirmed_id,10,57,35,47,4,18,0,0.824561,0.070175,0.385965,0.468750,1.312500,reliable
field,42,Northern Horseman [T5],northern_horseman,,unresolved,2,9,8,7,0,1,0,0.777778,0.000000,0.111111,,,insufficient_evidence
field,43,Mallister Eagle Knight [T6],mallister_eagle_knight,mallister_knight,confirmed_id,4,53,45,40,1,7,0,0.754717,0.018868,0.150943,,,insufficient_evidence
field,44,Frey Veteran Crossbowman [T4],frey_veteran_crossbowman,frey_veteran_crossbowman,confirmed_id,3,12,12,9,0,0,0,0.750000,0.000000,0.000000,,,insufficient_evidence
field,45,Blackwood Bowman [T3],blackwood_bowman,blackwood_bowman,confirmed_id,4,83,80,58,1,2,0,0.698795,0.012048,0.036145,,,insufficient_evidence
field,46,Mallister Man at Arms [T4],mallister_man_at_arms,mallister_man_at_arms,confirmed_id,2,62,47,42,4,11,0,0.677419,0.064516,0.241935,,,insufficient_evidence
field,47,Northern Ranger [T5],northern_ranger,,unresolved,1,3,2,2,0,1,0,0.666667,0.000000,0.333333,,,insufficient_evidence
field,48,Westerlands Infantry [T3],westerlands_infantry,,unresolved,3,61,39,37,2,20,0,0.606557,0.032787,0.360656,,,insufficient_evidence
field,49,Westerlands Recruit [T1],westerlands_recruit,,unresolved,2,23,12,13,0,11,0,0.565217,0.000000,0.478261,,,insufficient_evidence
field,50,Mallister House Guard [T5],mallister_house_guard,mallister_houseguard,confirmed_id,6,117,109,64,2,6,0,0.547009,0.017094,0.068376,0.282353,0.725926,reliable
field,51,Mallister Elite Archer [T5],mallister_elite_archer,mallister_elite_archer,confirmed_id,4,135,132,73,2,1,0,0.540741,0.014815,0.022222,,,insufficient_evidence
field,52,Blackwood House Guard [T5],blackwood_house_guard,blackwood_houseguard,confirmed_id,9,116,100,59,0,16,0,0.508621,0.000000,0.137931,0.299270,0.759259,reliable
field,53,Westerlands Footman [T2],westerlands_footman,,unresolved,3,94,76,40,3,15,0,0.425532,0.031915,0.191489,,,insufficient_evidence
field,54,Riverlands Man at Arms [T4],riverlands_man_at_arms,river_man_at_arms,confirmed_id,2,19,6,7,2,11,0,0.368421,0.105263,0.684211,,,insufficient_evidence
field,55,Westerlands Skirmisher [T5],westerlands_skirmisher,,unresolved,3,72,44,24,5,23,0,0.333333,0.069444,0.388889,,,insufficient_evidence
field,56,Westerlands Duelist [T5],westerlands_duelist,,unresolved,3,71,35,23,3,33,0,0.323944,0.042254,0.507042,,,insufficient_evidence
field,57,Guard of the Crossing [T5],guard_of_the_crossing,guard_of_the_crossing,confirmed_id,4,61,57,19,1,3,0,0.311475,0.016393,0.065574,,,insufficient_evidence
field,58,Mallister Footman [T3],mallister_footman,mallister_footman,confirmed_id,1,29,15,3,3,11,0,0.103448,0.103448,0.482759,,,insufficient_evidence
